Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
mesos,Line_CC,TESTING,0.84,0.82,2440.62,27577055.82,5251.39,0.48,0.78,89
mesos,Line_CC,UPGRADE,0.11,-0.01,4194.56,79908129.7,8939.13,0.28,0.39,71
mesos,Line_EC,BUG,0.72,0.7,462.2,1204431.35,1097.47,0.4,0.7,105
mesos,Line_EC,DOCS,0.62,0.57,892.0,4119839.6,2029.74,0.37,0.53,76
mesos,Line_EC,FEATURE,0.99,0.99,2.53,16.32,4.04,0.57,0.86,37
mesos,Line_EC,OTHER,0.89,0.88,4453.67,56417051.75,7511.13,0.4,0.52,109
mesos,Line_EC,REFACTOR,0.76,0.73,517.42,1893368.38,1376.0,0.64,0.93,71
mesos,Line_EC,RELEASE,0.47,0.4,285.42,158236.22,397.79,0.37,0.63,73
mesos,Line_EC,SUPPORT,0.43,0.36,554.37,1517949.63,1232.05,0.56,0.69,74
mesos,Line_EC,TESTING,0.73,0.7,1865.12,19502891.58,4416.21,0.39,0.83,89
mesos,Line_EC,UPGRADE,0.02,-0.11,4385.05,87256857.9,9341.14,0.44,0.5,71
Odin,Line_CC,BUG,-4.98,6.98,1210.15,1758761.2,1326.18,0.0,0.5,6
Odin,Line_EC,BUG,-1.84,3.84,152.0,35648.0,188.81,0.5,0.5,6
nixpkgs,Line_CC,BUG,0.85,0.81,1416.99,3639635.53,1907.78,0.2,0.6,37
nixpkgs,Line_CC,DOCS,0.28,-0.08,1141.38,5662007.07,2379.5,0.0,0.43,25
nixpkgs,Line_CC,FEATURE,-23805.08,-35708.12,22525.09,1758573315.01,41935.35,0.0,0.0,25
nixpkgs,Line_CC,OTHER,0.72,0.64,26493.78,1368468657.7,36992.82,0.3,0.4,38
nixpkgs,Line_CC,REFACTOR,0.37,-0.26,2182.21,20377791.53,4514.18,0.2,0.2,18
nixpkgs,Line_CC,RELEASE,-0.36,-0.9,171.08,56788.33,238.3,0.25,0.62,32
nixpkgs,Line_CC,SUPPORT,0.82,0.76,246.75,268012.51,517.7,0.56,0.78,34
nixpkgs,Line_CC,TESTING,-0.24,-0.65,3295.04,36709207.71,6058.81,0.0,0.22,33
nixpkgs,Line_CC,UPGRADE,-9.66,-13.21,1044.72,2866512.53,1693.08,0.0,0.11,36
nixpkgs,Line_EC,BUG,0.12,-0.13,3102.69,83565315.37,9141.41,0.1,0.4,37
nixpkgs,Line_EC,DOCS,-0.1,-0.65,658.55,2458628.8,1568.0,0.0,0.4,25
nixpkgs,Line_EC,FEATURE,-3.38,-5.57,2.55,26.27,5.13,0.0,0.0,25
nixpkgs,Line_EC,OTHER,0.38,0.2,9044.97,403623525.01,20090.38,0.0,0.2,38
nixpkgs,Line_EC,REFACTOR,-0.37,-1.74,547.31,923047.4,960.75,0.4,0.4,18
nixpkgs,Line_EC,RELEASE,-0.12,-0.57,33.84,6901.57,83.08,0.0,0.0,32
nixpkgs,Line_EC,SUPPORT,0.64,0.52,247.57,279367.64,528.55,0.17,0.5,34
nixpkgs,Line_EC,TESTING,0.5,0.33,287.55,284769.21,533.64,0.0,0.17,33
nixpkgs,Line_EC,UPGRADE,0.52,0.36,79.8,51730.47,227.44,0.0,0.33,36
react,Line_CC,BUG,-7.17,-7.91,6776.72,442075623.31,21025.59,0.08,0.2,98
react,Line_CC,DOCS,-14.09,-16.25,8945.46,218529167.74,14782.73,0.06,0.12,66
react,Line_CC,FEATURE,0.03,-0.62,1861.76,15452151.26,3930.92,0.0,0.0,22
react,Line_CC,OTHER,-0.49,-0.61,12452.43,800466520.6,28292.52,0.11,0.18,111
react,Line_CC,REFACTOR,0.07,-0.4,634.27,1138941.23,1067.21,0.0,0.29,25
react,Line_CC,RELEASE,0.32,0.22,2113.41,17897911.48,4230.59,0.31,0.38,61
react,Line_CC,SUPPORT,0.17,-0.01,1295.56,8311057.27,2882.89,0.17,0.25,47
react,Line_CC,TESTING,0.46,0.38,6328.08,295724084.88,17196.63,0.38,0.5,64
react,Line_CC,UPGRADE,-0.42,-0.89,263.08,217322.6,466.18,0.11,0.33,34
react,Line_EC,BUG,-6.37,-7.04,62420.52,26823846309.09,163779.87,0.15,0.23,98
react,Line_EC,DOCS,-1637.32,-1871.37,48594.87,24466526441.42,156417.79,0.5,0.5,66
react,Line_EC,FEATURE,0.29,-0.18,32633.55,4907956646.03,70056.81,0.0,0.0,22
react,Line_EC,OTHER,0.17,0.1,40024.73,10936236964.33,104576.46,0.13,0.27,111
react,Line_EC,REFACTOR,0.14,-0.29,12303.84,563468184.4,23737.48,0.0,0.0,25
react,Line_EC,RELEASE,0.12,-0.02,6605.19,425294307.16,20622.66,0.0,0.0,61
react,Line_EC,SUPPORT,0.59,0.5,11095.08,660160065.64,25693.58,0.29,0.43,47
react,Line_EC,TESTING,0.23,0.11,86637.48,61441849514.35,247874.66,0.29,0.29,64
react,Line_EC,UPGRADE,0.97,0.96,359.81,757292.11,870.23,0.5,0.5,34
brew,Line_CC,BUG,0.1,0.01,172.53,265060.88,514.84,0.09,0.18,86
brew,Line_CC,DOCS,-0.05,-0.24,107.26,91338.41,302.22,0.07,0.21,55
brew,Line_CC,FEATURE,1.0,1.0,0.0,0.0,0.0,,,10
brew,Line_CC,OTHER,-0.35,-0.46,1712.84,16478786.62,4059.41,0.07,0.15,107
brew,Line_CC,REFACTOR,-36.58,-55.37,55.69,6999.9,83.67,0.14,0.14,27
brew,Line_CC,RELEASE,0.0,2.0,0.71,0.51,0.71,0.0,0.0,8
brew,Line_CC,SUPPORT,-0.22,-1.44,65.69,18762.64,136.98,0.0,0.0,20
brew,Line_CC,TESTING,0.99,0.99,30.93,2927.36,54.11,0.06,0.12,66
brew,Line_CC,UPGRADE,-0.14,-0.29,6.2,95.2,9.76,0.0,0.06,71
brew,Line_EC,BUG,-0.04,-0.15,1217.59,21062076.95,4589.34,0.05,0.05,86
brew,Line_EC,DOCS,-25.64,-30.48,11.45,387.04,19.67,0.0,0.14,55
brew,Line_EC,FEATURE,1.0,1.0,0.0,0.0,0.0,,,10
brew,Line_EC,OTHER,0.12,0.05,1100.04,21250509.86,4609.83,0.11,0.15,107
brew,Line_EC,REFACTOR,0.0,-0.5,0.18,0.23,0.48,0.0,0.0,27
brew,Line_EC,RELEASE,1.0,1.0,0.0,0.0,0.0,,,8
brew,Line_EC,SUPPORT,-0.25,-1.5,0.4,0.8,0.89,0.0,0.0,20
brew,Line_EC,TESTING,-0.21,-0.38,171.63,160636.27,400.79,0.0,0.0,66
brew,Line_EC,UPGRADE,-0.12,-0.27,4.4,174.91,13.23,0.0,0.0,71
cinder,Line_CC,BUG,-0.29,-0.36,13008.91,774927835.56,27837.53,0.38,0.55,158
cinder,Line_CC,DOCS,0.93,0.92,364.46,459301.0,677.72,0.43,0.62,82
cinder,Line_CC,FEATURE,0.92,0.91,380.71,215494.4,464.21,0.53,0.53,57
cinder,Line_CC,OTHER,0.07,0.02,231103.88,315680058628.48,561854.13,0.12,0.24,161
cinder,Line_CC,REFACTOR,0.53,0.46,3955.62,21969441.75,4687.16,0.19,0.44,61
cinder,Line_CC,RELEASE,0.47,0.41,357.68,292818.12,541.13,0.2,0.45,80
cinder,Line_CC,SUPPORT,0.96,0.96,1264.43,4074522.26,2018.54,0.42,0.71,122
cinder,Line_CC,TESTING,0.81,0.8,1645.63,6483085.72,2546.19,0.32,0.55,121
cinder,Line_CC,UPGRADE,-0.21,-0.35,446.65,641141.26,800.71,0.3,0.4,80
cinder,Line_EC,BUG,-0.39,-0.47,36836.6,6817519829.93,82568.27,0.25,0.32,158
cinder,Line_EC,DOCS,0.95,0.94,565.4,903511.08,950.53,0.48,0.62,82
cinder,Line_EC,FEATURE,0.82,0.79,486.61,536001.18,732.12,0.4,0.53,57
cinder,Line_EC,OTHER,0.12,0.07,115751.12,143126991609.63,378321.28,0.29,0.46,161
cinder,Line_EC,REFACTOR,0.53,0.46,4791.97,40311492.32,6349.13,0.25,0.44,61
cinder,Line_EC,RELEASE,0.62,0.58,783.19,1836986.25,1355.35,0.1,0.3,80
cinder,Line_EC,SUPPORT,0.92,0.91,1523.72,8960845.72,2993.47,0.35,0.55,122
cinder,Line_EC,TESTING,0.7,0.68,3048.45,23702788.3,4868.55,0.13,0.45,121
cinder,Line_EC,UPGRADE,0.75,0.72,170.14,55841.4,236.31,0.25,0.5,80
elasticsearch,Line_CC,BUG,0.94,0.94,2711.52,52662528.77,7256.9,0.63,0.82,149
elasticsearch,Line_CC,DOCS,0.97,0.97,3019.42,33101683.13,5753.41,0.59,0.7,148
elasticsearch,Line_CC,FEATURE,0.83,0.82,2334.4,15923915.95,3990.48,0.37,0.41,105
elasticsearch,Line_CC,OTHER,0.94,0.94,46327.54,11061278063.85,105172.61,0.58,0.74,150
elasticsearch,Line_CC,REFACTOR,0.99,0.99,846.41,3083310.23,1755.94,0.85,0.93,108
elasticsearch,Line_CC,RELEASE,0.86,0.85,691.74,1489635.61,1220.51,0.67,0.81,142
elasticsearch,Line_CC,SUPPORT,0.98,0.98,2281.93,25362863.51,5036.16,0.64,0.7,131
elasticsearch,Line_CC,TESTING,0.96,0.96,3135.04,59408464.48,7707.69,0.53,0.72,144
elasticsearch,Line_CC,UPGRADE,0.91,0.9,1229.72,3925503.55,1981.29,0.55,0.73,132
elasticsearch,Line_EC,BUG,1.0,1.0,2887.54,75165053.49,8669.78,0.55,0.58,149
elasticsearch,Line_EC,DOCS,0.99,0.99,9984.74,958951399.78,30966.94,0.58,0.58,148
elasticsearch,Line_EC,FEATURE,0.87,0.86,29317.42,4511459575.44,67167.4,0.38,0.38,105
elasticsearch,Line_EC,OTHER,1.0,1.0,57885.83,22400294848.92,149667.28,0.65,0.82,150
elasticsearch,Line_EC,REFACTOR,1.0,1.0,2764.96,127894930.16,11309.06,0.69,0.77,108
elasticsearch,Line_EC,RELEASE,0.89,0.88,1646.71,20600036.12,4538.73,0.74,0.74,142
elasticsearch,Line_EC,SUPPORT,0.99,0.99,18160.39,3562857958.0,59689.68,0.62,0.62,131
elasticsearch,Line_EC,TESTING,0.99,0.99,19261.51,2481286326.73,49812.51,0.52,0.57,144
elasticsearch,Line_EC,UPGRADE,0.96,0.96,8792.46,789946346.28,28105.98,0.54,0.58,132
linux,Line_CC,BUG,0.65,0.64,384.46,1050749.68,1025.06,0.32,0.58,547
linux,Line_CC,DOCS,0.36,0.33,281.34,323321.32,568.61,0.11,0.25,212
linux,Line_CC,FEATURE,0.17,0.12,50.11,5956.48,77.18,0.17,0.31,142
linux,Line_CC,OTHER,0.87,0.87,3016.68,59209313.48,7694.76,0.27,0.5,559
linux,Line_CC,REFACTOR,-2.78,-3.22,328.07,469806.19,685.42,0.15,0.3,78
linux,Line_CC,RELEASE,-0.02,-0.06,135.31,596371.88,772.25,0.11,0.11,220
linux,Line_CC,SUPPORT,0.74,0.73,970.09,6018838.45,2453.33,0.12,0.26,383
linux,Line_CC,TESTING,0.38,0.36,294.74,467409.77,683.67,0.16,0.29,232
linux,Line_CC,UPGRADE,-0.07,-0.26,148.62,129085.08,359.28,0.0,0.14,53
linux,Line_EC,BUG,0.34,0.33,268.34,700959.5,837.23,0.2,0.38,547
linux,Line_EC,DOCS,0.05,0.01,85.45,95303.22,308.71,0.24,0.36,212
linux,Line_EC,FEATURE,0.11,0.06,27.37,2318.24,48.15,0.1,0.19,142
linux,Line_EC,OTHER,-0.42,-0.44,4216.34,205100966.52,14321.35,0.23,0.41,559
linux,Line_EC,REFACTOR,-0.17,-0.31,94.43,28092.76,167.61,0.25,0.33,78
linux,Line_EC,RELEASE,0.25,0.22,11.77,878.5,29.64,0.18,0.36,220
linux,Line_EC,SUPPORT,0.5,0.49,582.69,2725476.02,1650.9,0.14,0.2,383
linux,Line_EC,TESTING,0.38,0.36,122.15,97759.02,312.66,0.22,0.27,232
linux,Line_EC,UPGRADE,0.6,0.53,13.14,499.04,22.34,0.0,0.17,53
cf-deployment,Line_CC,BUG,-3.06,-3.68,149.55,83510.19,288.98,0.0,0.25,64
cf-deployment,Line_CC,DOCS,-37.24,-113.72,142.98,54762.82,234.01,0.0,0.0,16
cf-deployment,Line_CC,FEATURE,,,9.0,81.0,9.0,0.0,0.0,2
cf-deployment,Line_CC,OTHER,-10.89,-11.63,1005.18,6389769.46,2527.8,0.17,0.37,139
cf-deployment,Line_CC,REFACTOR,-415.54,417.54,268.42,75914.41,275.53,0.0,0.0,5
cf-deployment,Line_CC,RELEASE,0.33,0.29,693.74,7674433.72,2770.28,0.34,0.46,140
cf-deployment,Line_CC,SUPPORT,0.18,-0.23,140.37,39734.61,199.34,0.14,0.29,25
cf-deployment,Line_CC,TESTING,-0.06,-0.18,1028.95,13934617.14,3732.91,0.1,0.15,79
cf-deployment,Line_CC,UPGRADE,-1.37,3.37,53.9,5020.85,70.86,0.0,0.0,8
cf-deployment,Line_EC,BUG,-0.89,-1.18,7.93,176.18,13.27,0.0,0.14,64
cf-deployment,Line_EC,DOCS,-0.73,-4.19,31.86,1402.36,37.45,0.25,0.75,16
cf-deployment,Line_EC,FEATURE,,,11.0,121.0,11.0,0.0,0.0,2
cf-deployment,Line_EC,OTHER,-0.09,-0.16,269.93,624492.65,790.25,0.15,0.29,139
cf-deployment,Line_EC,REFACTOR,-29.64,31.64,73.5,5584.5,74.73,0.0,0.0,5
cf-deployment,Line_EC,RELEASE,-100.22,-106.55,19.47,10228.1,101.13,0.0,0.17,140
cf-deployment,Line_EC,SUPPORT,1.0,1.0,0.0,0.0,0.0,,,25
cf-deployment,Line_EC,TESTING,-0.92,-1.15,53.76,9980.36,99.9,0.0,0.0,79
cf-deployment,Line_EC,UPGRADE,1.0,1.0,0.0,0.0,0.0,,,8
office-js,Line_CC,BUG,0.89,0.82,1.48,7.09,2.66,1.0,1.0,21
office-js,Line_EC,BUG,1.0,1.0,0.0,0.0,0.0,,,21
