Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
tensorflow,Line_CC,BUG,0.88,0.88,578.11,3834148.55,1958.1,0.37,0.42,106,0,0.243
tensorflow,Line_EC,BUG,0.21,0.18,7130.02,1184350363.45,34414.39,0.79,0.79,106,0,0.271
tensorflow,Line_UC,BUG,0.21,0.18,3644.32,209581096.52,14476.92,0.37,0.54,106,0,0.137
tensorflow,Module_CC,BUG,0.37,0.35,24.89,6228.44,78.92,0.51,0.58,106,0,0.243
tensorflow,Module_EC,BUG,0.71,0.7,189.18,228847.14,478.38,0.82,0.82,106,0,0.271
tensorflow,Module_UC,BUG,0.62,0.6,162.56,419392.61,647.61,0.45,0.62,106,0,0.137
vue,Line_CC,BUG,0.75,0.75,139.56,328376.46,573.04,0.92,0.92,248,0,0.394
vue,Line_EC,BUG,1.0,1.0,45.68,258716.9,508.64,0.99,0.99,248,0,0.745
vue,Line_UC,BUG,0.21,0.2,294.77,2686170.77,1638.95,0.56,0.67,248,0,0.371
vue,Module_CC,BUG,0.73,0.73,10.67,2246.76,47.4,0.93,0.93,248,0,0.394
vue,Module_EC,BUG,1.0,1.0,4.76,2807.26,52.98,0.99,0.99,248,0,0.745
vue,Module_UC,BUG,0.28,0.27,14.35,6641.62,81.5,0.6,0.75,248,0,0.371
moby,Line_CC,BUG,0.94,0.94,7.32,743.31,27.26,0.97,0.97,319,0,0.68
moby,Line_EC,BUG,0.01,-0.0,12.88,5832.0,76.37,0.97,0.97,319,0,0.678
moby,Line_UC,BUG,0.85,0.85,929.59,4986515.2,2233.05,0.81,0.81,319,0,0.207
moby,Module_CC,BUG,0.65,0.65,0.69,8.22,2.87,0.97,0.97,319,0,0.68
moby,Module_EC,BUG,0.06,0.05,0.7,17.26,4.15,0.98,0.98,319,0,0.678
moby,Module_UC,BUG,0.87,0.87,37.63,9532.52,97.63,0.85,0.85,319,0,0.207
neutron,Line_CC,BUG,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.729
neutron,Line_EC,BUG,0.71,0.7,13542.88,2674895572.17,51719.39,0.87,0.87,203,0,0.209
