Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
vue,Module_CC,TESTING,1.0,1.0,2.28,230.33,15.18,0.89,0.9,248
vue,Module_CC,UPGRADE,1.0,1.0,0.23,2.02,1.42,0.98,0.98,248
vue,Module_EC,BUG,1.0,1.0,4.76,2807.26,52.98,0.99,0.99,248
vue,Module_EC,DOCS,1.0,1.0,0.24,14.04,3.75,1.0,1.0,248
vue,Module_EC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248
vue,Module_EC,OTHER,1.0,1.0,3.13,940.54,30.67,0.98,0.98,248
vue,Module_EC,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248
vue,Module_EC,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248
vue,Module_EC,SUPPORT,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248
vue,Module_EC,TESTING,1.0,1.0,0.01,0.01,0.09,0.99,0.99,248
vue,Module_EC,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248
ansible,Module_CC,BUG,1.0,1.0,56.45,14962.02,122.32,0.66,0.8,303
ansible,Module_CC,DOCS,1.0,1.0,21.02,2833.37,53.23,0.76,0.82,303
ansible,Module_CC,FEATURE,1.0,1.0,0.74,6.88,2.62,0.91,0.93,303
ansible,Module_CC,OTHER,1.0,1.0,156.71,145245.59,381.11,0.54,0.72,303
ansible,Module_CC,REFACTOR,1.0,1.0,1.91,56.36,7.51,0.88,0.9,303
ansible,Module_CC,RELEASE,1.0,1.0,8.38,290.97,17.06,0.57,0.71,303
ansible,Module_CC,SUPPORT,1.0,1.0,6.2,231.03,15.2,0.77,0.83,303
ansible,Module_CC,TESTING,1.0,1.0,48.85,14491.9,120.38,0.68,0.79,303
ansible,Module_CC,UPGRADE,1.0,1.0,2.0,37.88,6.15,0.84,0.85,303
ansible,Module_EC,BUG,1.0,1.0,898.3,15567294.92,3945.54,0.82,0.87,303
ansible,Module_EC,DOCS,1.0,1.0,705.69,33472070.9,5785.51,0.88,0.92,303
ansible,Module_EC,FEATURE,1.0,1.0,28.79,51102.84,226.06,0.98,0.98,303
ansible,Module_EC,OTHER,1.0,1.0,1718.95,51352060.76,7166.04,0.78,0.89,303
ansible,Module_EC,REFACTOR,1.0,1.0,25.87,47232.4,217.33,0.95,0.96,303
ansible,Module_EC,RELEASE,1.0,1.0,1.16,67.77,8.23,0.98,0.99,303
ansible,Module_EC,SUPPORT,1.0,1.0,187.32,671523.17,819.47,0.87,0.88,303
ansible,Module_EC,TESTING,1.0,1.0,1038.06,20659068.89,4545.22,0.87,0.9,303
ansible,Module_EC,UPGRADE,1.0,1.0,6.54,975.86,31.24,0.95,0.95,303
moby,Module_CC,BUG,1.0,1.0,0.75,16.39,4.05,0.92,0.92,319
moby,Module_CC,DOCS,1.0,1.0,0.02,0.04,0.19,0.99,0.99,319
moby,Module_CC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
moby,Module_CC,OTHER,1.0,1.0,37.43,46828.05,216.4,0.94,0.95,319
moby,Module_CC,REFACTOR,1.0,1.0,0.53,14.75,3.84,0.98,0.98,319
moby,Module_CC,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
moby,Module_CC,SUPPORT,1.0,1.0,0.36,6.36,2.52,0.96,0.97,319
moby,Module_CC,TESTING,1.0,1.0,2.14,163.87,12.8,0.94,0.94,319
moby,Module_CC,UPGRADE,1.0,1.0,0.02,0.04,0.19,0.99,0.99,319
moby,Module_EC,BUG,1.0,1.0,0.34,9.14,3.02,0.99,0.99,319
moby,Module_EC,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
moby,Module_EC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
moby,Module_EC,OTHER,1.0,1.0,0.43,5.3,2.3,0.96,0.97,319
moby,Module_EC,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
moby,Module_EC,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
moby,Module_EC,SUPPORT,1.0,1.0,1.06,64.71,8.04,0.99,0.99,319
moby,Module_EC,TESTING,1.0,1.0,0.89,26.17,5.12,0.97,0.97,319
moby,Module_EC,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319
angular,Module_CC,BUG,1.0,1.0,238.1,428279.11,654.43,0.45,0.64,411
angular,Module_CC,DOCS,1.0,1.0,205.73,495213.75,703.71,0.48,0.61,411
angular,Module_CC,FEATURE,1.0,1.0,106.55,164073.23,405.06,0.56,0.72,411
angular,Module_CC,OTHER,1.0,1.0,249.89,466606.64,683.09,0.4,0.52,411
angular,Module_CC,REFACTOR,1.0,1.0,138.67,161595.8,401.99,0.45,0.55,411
angular,Module_CC,RELEASE,1.0,1.0,2.58,46.89,6.85,0.7,0.78,411
angular,Module_CC,SUPPORT,1.0,1.0,1.31,38.57,6.21,0.87,0.88,411
angular,Module_CC,TESTING,1.0,1.0,41.88,14809.65,121.69,0.52,0.67,411
angular,Module_CC,UPGRADE,1.0,1.0,10.38,1372.52,37.05,0.68,0.74,411
angular,Module_EC,BUG,1.0,1.0,160.55,1060797.01,1029.95,0.75,0.82,411
angular,Module_EC,DOCS,1.0,1.0,11.88,2851.06,53.4,0.82,0.84,411
angular,Module_EC,FEATURE,1.0,1.0,47.46,82691.15,287.56,0.87,0.9,411
angular,Module_EC,OTHER,1.0,1.0,34.36,54258.44,232.93,0.83,0.88,411
angular,Module_EC,REFACTOR,1.0,1.0,35.76,38102.28,195.2,0.82,0.82,411
angular,Module_EC,RELEASE,1.0,1.0,0.01,0.01,0.1,0.99,0.99,411
angular,Module_EC,SUPPORT,1.0,1.0,0.08,0.17,0.41,0.96,0.96,411
angular,Module_EC,TESTING,1.0,1.0,34.9,207130.53,455.12,0.86,0.87,411
angular,Module_EC,UPGRADE,1.0,1.0,20.26,53776.7,231.9,0.92,0.93,411
node,Module_CC,BUG,1.0,1.0,89.45,48119.03,219.36,0.76,0.88,596
node,Module_CC,DOCS,1.0,1.0,8.67,1215.22,34.86,0.86,0.92,596
node,Module_CC,FEATURE,1.0,1.0,1.51,24.07,4.91,0.9,0.92,596
node,Module_CC,OTHER,1.0,1.0,1453.95,13323471.83,3650.13,0.7,0.79,596
node,Module_CC,REFACTOR,1.0,1.0,20.21,2435.36,49.35,0.77,0.85,596
node,Module_CC,RELEASE,1.0,1.0,1.61,13.63,3.69,0.85,0.92,596
node,Module_CC,SUPPORT,1.0,1.0,9.27,530.25,23.03,0.83,0.9,596
node,Module_CC,TESTING,1.0,1.0,213.24,225995.1,475.39,0.72,0.8,596
node,Module_CC,UPGRADE,1.0,1.0,666.89,2298771.72,1516.17,0.79,0.89,596
node,Module_EC,BUG,1.0,1.0,20.92,5801.39,76.17,0.9,0.95,596
node,Module_EC,DOCS,1.0,1.0,3.4,292.5,17.1,0.94,0.96,596
node,Module_EC,FEATURE,1.0,1.0,0.21,2.03,1.42,0.97,0.99,596
node,Module_EC,OTHER,1.0,1.0,334.24,1250921.15,1118.45,0.82,0.87,596
node,Module_EC,REFACTOR,1.0,1.0,9.07,1385.45,37.22,0.9,0.92,596
node,Module_EC,RELEASE,1.0,1.0,0.27,0.97,0.99,0.93,0.95,596
node,Module_EC,SUPPORT,1.0,1.0,2.91,109.53,10.47,0.92,0.95,596
node,Module_EC,TESTING,1.0,1.0,51.82,34695.16,186.27,0.88,0.9,596
node,Module_EC,UPGRADE,1.0,1.0,166.6,438759.3,662.39,0.9,0.9,596
home-assistant,Module_CC,BUG,1.0,1.0,6.64,1377.23,37.11,0.68,0.79,560
home-assistant,Module_CC,DOCS,1.0,1.0,3.52,2008.69,44.82,0.97,0.97,560
home-assistant,Module_CC,FEATURE,1.0,1.0,0.29,3.92,1.98,0.95,0.96,560
home-assistant,Module_CC,OTHER,1.0,1.0,20.17,7943.42,89.13,0.64,0.79,560
home-assistant,Module_CC,REFACTOR,1.0,1.0,0.74,10.86,3.3,0.93,0.94,560
home-assistant,Module_CC,RELEASE,1.0,1.0,0.03,0.04,0.21,0.99,0.99,560
home-assistant,Module_CC,SUPPORT,1.0,1.0,2.11,53.79,7.33,0.87,0.91,560
home-assistant,Module_CC,TESTING,1.0,1.0,2.49,838.48,28.96,0.89,0.92,560
home-assistant,Module_CC,UPGRADE,1.0,1.0,1.33,139.32,11.8,0.91,0.96,560
home-assistant,Module_EC,BUG,1.0,1.0,138.73,769725.37,877.34,0.9,0.92,560
home-assistant,Module_EC,DOCS,1.0,1.0,23.71,104374.06,323.07,0.98,0.98,560
home-assistant,Module_EC,FEATURE,1.0,1.0,3.68,1669.81,40.86,0.99,0.99,560
home-assistant,Module_EC,OTHER,1.0,1.0,918.49,24119501.72,4911.16,0.89,0.91,560
home-assistant,Module_EC,REFACTOR,1.0,1.0,10.32,7608.47,87.23,0.99,0.99,560
home-assistant,Module_EC,RELEASE,1.0,1.0,0.53,31.08,5.57,0.99,1.0,560
home-assistant,Module_EC,SUPPORT,1.0,1.0,34.02,32886.64,181.35,0.94,0.95,560
home-assistant,Module_EC,TESTING,1.0,1.0,31.29,25801.23,160.63,0.93,0.94,560
home-assistant,Module_EC,UPGRADE,1.0,1.0,31.19,17541.75,132.45,0.93,0.95,560
angular.js,Module_CC,BUG,1.0,1.0,115.95,65450.5,255.83,0.4,0.71,204
angular.js,Module_CC,DOCS,1.0,1.0,64.62,12108.95,110.04,0.5,0.72,204
angular.js,Module_CC,FEATURE,1.0,1.0,49.31,13584.8,116.55,0.6,0.72,204
angular.js,Module_CC,OTHER,1.0,1.0,415.65,892342.2,944.64,0.29,0.41,204
angular.js,Module_CC,REFACTOR,1.0,1.0,18.43,2905.7,53.9,0.56,0.66,204
angular.js,Module_CC,RELEASE,1.0,1.0,1.08,9.22,3.04,0.8,0.84,204
angular.js,Module_CC,SUPPORT,1.0,1.0,1.48,35.52,5.96,0.87,0.89,204
angular.js,Module_CC,TESTING,1.0,1.0,16.56,1338.75,36.59,0.55,0.72,204
angular.js,Module_CC,UPGRADE,1.0,1.0,2.61,274.29,16.56,0.85,0.87,204
angular.js,Module_EC,BUG,1.0,1.0,101.05,98509.84,313.86,0.48,0.69,204
angular.js,Module_EC,DOCS,1.0,1.0,37.92,30573.32,174.85,0.68,0.77,204
angular.js,Module_EC,FEATURE,1.0,1.0,6.24,244.48,15.64,0.75,0.83,204
angular.js,Module_EC,OTHER,1.0,1.0,152.86,370492.34,608.68,0.58,0.67,204
angular.js,Module_EC,REFACTOR,1.0,1.0,7.52,432.5,20.8,0.77,0.81,204
angular.js,Module_EC,RELEASE,1.0,1.0,0.07,0.11,0.33,0.95,0.96,204
angular.js,Module_EC,SUPPORT,1.0,1.0,0.02,0.05,0.22,0.99,0.99,204
angular.js,Module_EC,TESTING,1.0,1.0,19.19,13797.66,117.46,0.69,0.77,204
angular.js,Module_EC,UPGRADE,1.0,1.0,1.38,40.38,6.35,0.86,0.86,204
nova,Module_CC,BUG,1.0,1.0,5.68,493.62,22.22,0.82,0.89,234
nova,Module_CC,DOCS,1.0,1.0,0.93,30.24,5.5,0.87,0.87,234
nova,Module_CC,FEATURE,1.0,1.0,0.0,0.0,0.07,1.0,1.0,234
nova,Module_CC,OTHER,1.0,1.0,22.55,20158.81,141.98,0.74,0.84,234
nova,Module_CC,REFACTOR,1.0,1.0,0.31,3.37,1.84,0.95,0.96,234
nova,Module_CC,RELEASE,1.0,1.0,0.01,0.01,0.11,0.99,0.99,234
nova,Module_CC,SUPPORT,1.0,1.0,4.82,250.82,15.84,0.83,0.89,234
nova,Module_CC,TESTING,1.0,1.0,14.91,2660.21,51.58,0.8,0.83,234
nova,Module_CC,UPGRADE,1.0,1.0,0.45,10.44,3.23,0.97,0.97,234
nova,Module_EC,BUG,1.0,1.0,202.67,630207.49,793.86,0.5,0.71,234
nova,Module_EC,DOCS,1.0,1.0,21.06,2929.3,54.12,0.69,0.82,234
nova,Module_EC,FEATURE,1.0,1.0,5.7,296.81,17.23,0.82,0.85,234
nova,Module_EC,OTHER,1.0,1.0,974.07,21832207.64,4672.49,0.65,0.85,234
nova,Module_EC,REFACTOR,1.0,1.0,38.63,22033.12,148.44,0.71,0.78,234
nova,Module_EC,RELEASE,1.0,1.0,4.44,196.97,14.03,0.74,0.83,234
nova,Module_EC,SUPPORT,1.0,1.0,240.26,1173310.42,1083.19,0.66,0.75,234
nova,Module_EC,TESTING,1.0,1.0,198.97,506575.3,711.74,0.56,0.71,234
nova,Module_EC,UPGRADE,1.0,1.0,6.72,402.43,20.06,0.77,0.84,234
mesos,Module_CC,BUG,1.0,1.0,5.46,347.14,18.63,0.86,0.96,257
mesos,Module_CC,DOCS,1.0,1.0,4.03,257.04,16.03,0.89,0.92,257
mesos,Module_CC,FEATURE,1.0,1.0,0.04,0.06,0.24,0.98,0.98,257
mesos,Module_CC,OTHER,1.0,1.0,25.3,5035.99,70.96,0.84,0.95,257
mesos,Module_CC,REFACTOR,1.0,1.0,0.89,9.49,3.08,0.92,0.96,257
mesos,Module_CC,RELEASE,1.0,1.0,0.29,1.92,1.39,0.94,0.96,257
mesos,Module_CC,SUPPORT,1.0,1.0,3.04,80.3,8.96,0.83,0.88,257
mesos,Module_CC,TESTING,1.0,1.0,7.05,486.41,22.05,0.85,0.9,257
mesos,Module_CC,UPGRADE,1.0,1.0,0.92,18.15,4.26,0.94,0.95,257
mesos,Module_EC,BUG,1.0,1.0,7.81,431.5,20.77,0.85,0.93,257
mesos,Module_EC,DOCS,1.0,1.0,4.99,422.58,20.56,0.88,0.91,257
mesos,Module_EC,FEATURE,1.0,1.0,0.03,0.04,0.19,0.98,0.98,257
mesos,Module_EC,OTHER,1.0,1.0,48.14,16744.88,129.4,0.82,0.91,257
mesos,Module_EC,REFACTOR,1.0,1.0,2.43,99.54,9.98,0.91,0.94,257
mesos,Module_EC,RELEASE,1.0,1.0,0.76,6.41,2.53,0.89,0.94,257
mesos,Module_EC,SUPPORT,1.0,1.0,4.16,143.93,12.0,0.83,0.89,257
mesos,Module_EC,TESTING,1.0,1.0,6.56,433.47,20.82,0.88,0.96,257
mesos,Module_EC,UPGRADE,1.0,1.0,1.4,30.6,5.53,0.9,0.93,257
react,Module_CC,BUG,1.0,1.0,30.82,18892.66,137.45,0.54,0.7,130
react,Module_CC,DOCS,1.0,1.0,44.22,21464.22,146.51,0.63,0.68,130
react,Module_CC,FEATURE,1.0,1.0,0.98,36.61,6.05,0.94,0.94,130
react,Module_CC,OTHER,1.0,1.0,166.63,264930.26,514.71,0.38,0.53,130
react,Module_CC,REFACTOR,1.0,1.0,0.92,13.15,3.63,0.89,0.92,130
react,Module_CC,RELEASE,1.0,1.0,6.36,1696.53,41.19,0.74,0.8,130
react,Module_CC,SUPPORT,1.0,1.0,6.05,815.28,28.55,0.79,0.84,130
react,Module_CC,TESTING,1.0,1.0,11.71,2713.82,52.09,0.68,0.77,130
react,Module_CC,UPGRADE,1.0,1.0,2.86,134.54,11.6,0.85,0.85,130
react,Module_EC,BUG,1.0,1.0,862.81,12134021.99,3483.39,0.47,0.64,130
react,Module_EC,DOCS,1.0,1.0,810.77,39529227.32,6287.23,0.69,0.76,130
react,Module_EC,FEATURE,1.0,1.0,129.36,493366.64,702.4,0.9,0.92,130
react,Module_EC,OTHER,1.0,1.0,7845.62,1200781992.85,34652.3,0.32,0.45,130
react,Module_EC,REFACTOR,1.0,1.0,86.14,176884.57,420.58,0.9,0.91,130
react,Module_EC,RELEASE,1.0,1.0,210.69,1135657.42,1065.67,0.71,0.76,130
react,Module_EC,SUPPORT,1.0,1.0,93.54,158144.65,397.67,0.7,0.78,130
react,Module_EC,TESTING,1.0,1.0,671.39,9639386.28,3104.74,0.65,0.72,130
react,Module_EC,UPGRADE,1.0,1.0,38.92,55979.12,236.6,0.86,0.89,130
brew,Module_CC,BUG,1.0,1.0,4.35,523.98,22.89,0.86,0.87,152
brew,Module_CC,DOCS,1.0,1.0,2.64,226.93,15.06,0.95,0.95,152
brew,Module_CC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,152
brew,Module_CC,OTHER,1.0,1.0,45.97,23628.03,153.71,0.59,0.66,152
brew,Module_CC,REFACTOR,1.0,1.0,0.26,1.81,1.35,0.94,0.96,152
brew,Module_CC,RELEASE,1.0,1.0,0.03,0.07,0.26,0.99,0.99,152
brew,Module_CC,SUPPORT,1.0,1.0,0.32,7.05,2.65,0.97,0.97,152
brew,Module_CC,TESTING,1.0,1.0,1.66,88.62,9.41,0.88,0.89,152
brew,Module_CC,UPGRADE,1.0,1.0,0.72,17.86,4.23,0.91,0.92,152
brew,Module_EC,BUG,1.0,1.0,32.49,33829.24,183.93,0.86,0.86,152
brew,Module_EC,DOCS,1.0,1.0,3.17,163.55,12.79,0.89,0.9,152
brew,Module_EC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,152
brew,Module_EC,OTHER,1.0,1.0,97.26,101056.17,317.89,0.68,0.68,152
brew,Module_EC,REFACTOR,1.0,1.0,32.62,40381.68,200.95,0.98,0.98,152
brew,Module_EC,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,152
brew,Module_EC,SUPPORT,1.0,1.0,0.01,0.03,0.16,0.99,0.99,152
brew,Module_EC,TESTING,1.0,1.0,16.12,4894.11,69.96,0.83,0.85,152
brew,Module_EC,UPGRADE,1.0,1.0,9.47,5742.77,75.78,0.97,0.97,152
lock,Module_CC,BUG,1.0,1.0,3.01,401.23,20.03,0.85,0.88,492
lock,Module_CC,DOCS,1.0,1.0,0.0,0.0,0.05,1.0,1.0,492
lock,Module_CC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,492
lock,Module_CC,OTHER,1.0,1.0,14.63,7586.84,87.1,0.72,0.78,492
lock,Module_CC,REFACTOR,1.0,1.0,0.01,0.01,0.12,0.99,1.0,492
lock,Module_CC,RELEASE,1.0,1.0,3.91,906.66,30.11,0.87,0.9,492
lock,Module_CC,SUPPORT,1.0,1.0,0.32,2.57,1.6,0.93,0.94,492
lock,Module_CC,TESTING,1.0,1.0,0.71,18.04,4.25,0.93,0.94,492
lock,Module_CC,UPGRADE,1.0,1.0,0.05,0.14,0.38,0.98,0.99,492
lock,Module_EC,BUG,1.0,1.0,43.11,51054.99,225.95,0.89,0.9,492
lock,Module_EC,DOCS,1.0,1.0,0.0,0.0,0.05,1.0,1.0,492
lock,Module_EC,FEATURE,1.0,1.0,31.78,79843.67,282.57,0.99,0.99,492
