Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
cli,Line_CC,BUG,1.0,1.0,135.74,111804.29,334.37,0.74,0.77,109
cli,Line_CC,DOCS,1.0,1.0,15.48,3787.73,61.54,0.91,0.92,109
cli,Line_CC,FEATURE,1.0,1.0,39.02,78416.16,280.03,0.93,0.93,109
cli,Line_CC,OTHER,1.0,1.0,193365.35,358749590055.35,598957.09,0.7,0.72,109
cli,Line_CC,REFACTOR,1.0,1.0,635.55,2947544.27,1716.84,0.81,0.84,109
cli,Line_CC,RELEASE,1.0,1.0,13.42,7157.26,84.6,0.88,0.89,109
cli,Line_CC,SUPPORT,1.0,1.0,187.92,277996.05,527.25,0.84,0.85,109
cli,Line_CC,TESTING,1.0,1.0,8942.5,7060967958.81,84029.57,0.73,0.78,109
cli,Line_CC,UPGRADE,1.0,1.0,503.8,13719251.5,3703.95,0.91,0.93,109
cli,Line_EC,BUG,1.0,1.0,95.37,205671.51,453.51,0.81,0.84,109
cli,Line_EC,DOCS,1.0,1.0,6.09,943.03,30.71,0.95,0.97,109
cli,Line_EC,FEATURE,1.0,1.0,53.2,152158.39,390.07,0.97,0.97,109
cli,Line_EC,OTHER,1.0,1.0,5125.7,493846600.93,22222.66,0.82,0.85,109
cli,Line_EC,REFACTOR,1.0,1.0,180.71,322591.59,567.97,0.88,0.89,109
cli,Line_EC,RELEASE,1.0,1.0,10.94,3297.07,57.42,0.96,0.96,109
cli,Line_EC,SUPPORT,1.0,1.0,59.48,60126.6,245.21,0.92,0.93,109
cli,Line_EC,TESTING,1.0,1.0,443.39,6819632.31,2611.44,0.85,0.87,109
cli,Line_EC,UPGRADE,1.0,1.0,826.9,72018543.36,8486.37,0.94,0.94,109
roslyn,Line_CC,BUG,1.0,1.0,4231.53,245736406.35,15675.98,0.67,0.73,102
roslyn,Line_CC,DOCS,1.0,1.0,27.57,6763.31,82.24,0.8,0.8,102
roslyn,Line_CC,FEATURE,1.0,1.0,419.74,1207309.74,1098.78,0.79,0.8,102
roslyn,Line_CC,OTHER,1.0,1.0,45095.18,14585775935.22,120771.59,0.56,0.67,102
roslyn,Line_CC,REFACTOR,1.0,1.0,684.18,4873428.18,2207.58,0.78,0.79,102
roslyn,Line_CC,RELEASE,1.0,1.0,51.76,54398.63,233.24,0.89,0.89,102
roslyn,Line_CC,SUPPORT,1.0,1.0,1782.5,29468255.83,5428.47,0.71,0.76,102
roslyn,Line_CC,TESTING,1.0,1.0,5077.93,197188706.54,14042.39,0.64,0.7,102
roslyn,Line_CC,UPGRADE,1.0,1.0,99.99,87977.62,296.61,0.83,0.83,102
roslyn,Line_EC,BUG,1.0,1.0,17881.6,2894642999.32,53801.89,0.72,0.79,102
roslyn,Line_EC,DOCS,1.0,1.0,820.65,23104270.9,4806.69,0.96,0.96,102
roslyn,Line_EC,FEATURE,1.0,1.0,9151.09,1015881450.75,31872.9,0.89,0.92,102
roslyn,Line_EC,OTHER,1.0,1.0,339343.06,2369607223519.69,1539352.86,0.64,0.73,102
roslyn,Line_EC,REFACTOR,1.0,1.0,23226.13,12258074279.17,110716.19,0.91,0.93,102
roslyn,Line_EC,RELEASE,1.0,1.0,85.61,150911.59,388.47,0.94,0.94,102
roslyn,Line_EC,SUPPORT,1.0,1.0,136628.83,569912165274.11,754925.27,0.87,0.88,102
roslyn,Line_EC,TESTING,1.0,1.0,74980.36,181433849393.85,425950.52,0.78,0.83,102
roslyn,Line_EC,UPGRADE,1.0,1.0,3535.95,244325212.93,15630.91,0.94,0.94,102
orleans,Line_CC,BUG,1.0,1.0,280.58,419092.79,647.37,0.54,0.63,114
orleans,Line_CC,DOCS,1.0,1.0,11.24,2291.55,47.87,0.91,0.91,114
orleans,Line_CC,FEATURE,1.0,1.0,53.79,71808.82,267.97,0.96,0.96,114
orleans,Line_CC,OTHER,1.0,1.0,6517.62,476880567.18,21837.6,0.54,0.56,114
orleans,Line_CC,REFACTOR,1.0,1.0,59.09,82574.95,287.36,0.95,0.95,114
orleans,Line_CC,RELEASE,1.0,1.0,3.25,314.12,17.72,0.94,0.94,114
orleans,Line_CC,SUPPORT,1.0,1.0,280.14,841638.91,917.41,0.76,0.79,114
orleans,Line_CC,TESTING,1.0,1.0,696.31,2587727.22,1608.64,0.69,0.72,114
orleans,Line_CC,UPGRADE,1.0,1.0,24.92,10496.69,102.45,0.93,0.95,114
orleans,Line_EC,BUG,1.0,1.0,82.66,97204.06,311.78,0.89,0.89,114
orleans,Line_EC,DOCS,1.0,1.0,0.23,2.96,1.72,0.98,0.98,114
orleans,Line_EC,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,114
orleans,Line_EC,OTHER,1.0,1.0,1031.93,27253862.79,5220.52,0.89,0.89,114
orleans,Line_EC,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,114
orleans,Line_EC,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,114
orleans,Line_EC,SUPPORT,1.0,1.0,25.95,38376.16,195.9,0.99,0.99,114
orleans,Line_EC,TESTING,1.0,1.0,30.46,19718.11,140.42,0.93,0.96,114
orleans,Line_EC,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,114
tensorflow,Line_CC,BUG,1.0,1.0,574.25,3757710.33,1938.48,0.42,0.48,106
tensorflow,Line_CC,DOCS,1.0,1.0,382.49,1082203.62,1040.29,0.7,0.71,106
tensorflow,Line_CC,FEATURE,1.0,1.0,123.95,458563.07,677.17,0.87,0.89,106
tensorflow,Line_CC,OTHER,1.0,1.0,7821.37,485504751.12,22034.17,0.45,0.53,106
tensorflow,Line_CC,REFACTOR,1.0,1.0,24.7,9063.74,95.2,0.92,0.94,106
tensorflow,Line_CC,RELEASE,1.0,1.0,216.22,2541873.69,1594.33,0.72,0.76,106
tensorflow,Line_CC,SUPPORT,1.0,1.0,326.55,1163502.62,1078.66,0.75,0.82,106
tensorflow,Line_CC,TESTING,1.0,1.0,123.12,242341.99,492.28,0.68,0.71,106
tensorflow,Line_CC,UPGRADE,1.0,1.0,928.46,13815629.67,3716.94,0.66,0.68,106
tensorflow,Line_EC,BUG,1.0,1.0,15880.99,3284812221.2,57313.28,0.6,0.7,106
tensorflow,Line_EC,DOCS,1.0,1.0,8430.24,1065078288.25,32635.54,0.71,0.75,106
tensorflow,Line_EC,FEATURE,1.0,1.0,627.65,2848901.97,1687.87,0.76,0.83,106
tensorflow,Line_EC,OTHER,1.0,1.0,396763.42,940141216897.95,969608.8,0.48,0.52,106
tensorflow,Line_EC,REFACTOR,1.0,1.0,1740.54,59605652.03,7720.47,0.8,0.92,106
tensorflow,Line_EC,RELEASE,1.0,1.0,5238.4,558706991.98,23636.98,0.66,0.69,106
tensorflow,Line_EC,SUPPORT,1.0,1.0,3630.42,86678464.36,9310.13,0.72,0.83,106
tensorflow,Line_EC,TESTING,1.0,1.0,7741.58,650467568.09,25504.27,0.64,0.73,106
tensorflow,Line_EC,UPGRADE,1.0,1.0,16528.72,13972703053.19,118206.19,0.69,0.73,106
neutron,Line_CC,BUG,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203
