Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
roslyn,Line,BUG,-0.1,-0.13,45414.56,15426691717.23,124204.23,0.66,0.67,102,0,0.578
roslyn,Line,BUG,0.3,0.28,6443.87,390678040.38,19765.58,0.58,0.67,102,0,0.415
roslyn,Module,BUG,0.61,0.6,63.59,36907.94,192.11,0.64,0.72,102,0,0.539
roslyn,Module,BUG,-0.05,-0.08,1198.45,12603184.3,3550.1,0.66,0.66,102,0,0.578
roslyn,Module,BUG,0.85,0.85,117.14,87451.59,295.72,0.59,0.75,102,0,0.415
orleans,Line,BUG,0.77,0.76,481.37,1608501.44,1268.27,0.43,0.59,114,0,0.295
orleans,Line,BUG,-0.11,-0.14,134.48,187937.9,433.52,0.84,0.84,114,0,0.754
orleans,Line,BUG,0.86,0.86,124.78,94278.53,307.05,0.67,0.79,114,0,0.485
orleans,Module,BUG,0.8,0.79,29.5,6858.73,82.82,0.56,0.72,114,0,0.295
orleans,Module,BUG,-0.11,-0.14,14.16,2042.88,45.2,0.84,0.84,114,0,0.754
orleans,Module,BUG,0.56,0.55,9.25,1332.62,36.51,0.64,0.78,114,0,0.485
moby,Line,BUG,0.56,0.56,9.47,1428.32,37.79,0.93,0.95,319,0,0.906
moby,Line,BUG,-0.01,-0.02,4.77,2342.07,48.39,0.97,0.97,319,0,0.903
moby,Line,BUG,0.66,0.66,870.09,4785725.25,2187.63,0.44,0.56,319,0,0.275
moby,Module,BUG,0.85,0.85,0.52,7.19,2.68,0.93,0.94,319,0,0.906
moby,Module,BUG,-0.01,-0.02,0.29,7.39,2.72,0.97,0.97,319,0,0.903
moby,Module,BUG,0.84,0.84,34.87,8805.45,93.84,0.5,0.74,319,0,0.275
angular,Line,BUG,0.58,0.58,4955.16,151962417.56,12327.3,0.41,0.57,411,0,0.212
angular,Line,BUG,0.33,0.33,2885.51,185669630.6,13626.06,0.64,0.7,411,0,0.594
angular,Line,BUG,0.49,0.49,2689.96,83097747.05,9115.8,0.39,0.51,411,0,0.313
angular,Module,BUG,0.5,0.5,218.32,364906.12,604.07,0.48,0.69,411,0,0.212
angular,Module,BUG,0.66,0.66,101.63,437401.81,661.36,0.69,0.79,411,0,0.594
angular,Module,BUG,0.78,0.78,84.8,145626.96,381.61,0.59,0.73,411,0,0.313
vue,Line,BUG,0.92,0.92,67.64,57226.6,239.22,0.66,0.81,248,0,0.524
vue,Line,BUG,1.0,1.0,45.68,258716.9,508.64,0.99,0.99,248,0,0.992
vue,Line,BUG,0.17,0.16,307.07,2806707.44,1675.32,0.56,0.69,248,0,0.493
vue,Module,BUG,0.95,0.95,3.77,213.43,14.61,0.77,0.9,248,0,0.524
vue,Module,BUG,1.0,1.0,4.76,2807.26,52.98,0.99,0.99,248,0,0.992
vue,Module,BUG,0.3,0.29,15.02,6870.96,82.89,0.65,0.76,248,0,0.493
node,Line,BUG,0.71,0.71,5432.09,156913213.58,12526.5,0.61,0.68,596,0,0.53
node,Line,BUG,0.73,0.73,1054.74,9991767.4,3160.98,0.8,0.85,596,0,0.683
node,Line,BUG,0.52,0.52,2295.72,26426771.5,5140.7,0.33,0.48,596,0,0.14
node,Module,BUG,0.95,0.95,86.72,38119.91,195.24,0.74,0.91,596,0,0.53
node,Module,BUG,0.98,0.98,16.46,2483.28,49.83,0.92,0.97,596,0,0.683
node,Module,BUG,0.76,0.76,105.67,49165.54,221.73,0.37,0.54,596,0,0.14
ansible,Line,BUG,0.8,0.8,3288.71,60197228.15,7758.69,0.4,0.62,303,0,0.198
ansible,Line,BUG,0.96,0.96,53948.23,14497380717.69,120405.07,0.59,0.7,303,0,0.413
ansible,Line,BUG,0.74,0.74,3317.01,118150833.07,10869.72,0.48,0.58,303,0,0.354
ansible,Module,BUG,0.94,0.94,91.7,30357.37,174.23,0.56,0.76,303,0,0.198
ansible,Module,BUG,0.93,0.93,3070.42,50480180.91,7104.94,0.64,0.75,303,0,0.413
ansible,Module,BUG,0.81,0.81,167.27,425228.97,652.1,0.56,0.71,303,0,0.354
home-assistant,Line,BUG,0.46,0.46,70.03,83801.84,289.49,0.61,0.71,560,0,0.489
home-assistant,Line,BUG,-0.04,-0.05,2541.53,167330909.27,12935.64,0.87,0.87,560,0,0.839
home-assistant,Line,BUG,0.04,0.03,213.93,8497630.29,2915.07,0.68,0.76,560,0,0.604
home-assistant,Module,BUG,0.35,0.35,3.55,562.75,23.72,0.74,0.84,560,0,0.489
home-assistant,Module,BUG,-0.04,-0.05,120.5,392920.98,626.83,0.87,0.87,560,0,0.839
home-assistant,Module,BUG,0.41,0.41,5.0,1013.52,31.84,0.72,0.83,560,0,0.604
gitlabhq,Line,BUG,-0.16,-0.16,507.48,6722459.11,2592.77,0.55,0.63,1154,0,0.461
gitlabhq,Line,BUG,0.54,0.54,368.42,1495152.24,1222.76,0.62,0.72,1154,0,0.486
gitlabhq,Line,BUG,0.15,0.15,2670.62,252063874.04,15876.52,0.54,0.69,1154,0,0.364
gitlabhq,Module,BUG,-0.59,-0.59,15.45,4309.9,65.65,0.6,0.72,1154,0,0.461
gitlabhq,Module,BUG,0.91,0.91,11.74,1039.41,32.24,0.74,0.86,1154,0,0.486
gitlabhq,Module,BUG,0.61,0.61,51.22,122213.55,349.59,0.66,0.81,1154,0,0.364
cli,Line,DOCS,0.5,0.49,14.7,3659.67,60.5,0.92,0.92,109,0,0.908
cli,Line,DOCS,0.97,0.97,4.53,523.0,22.87,0.95,0.96,109,0,0.954
cli,Line,DOCS,0.35,0.33,20.09,6407.17,80.04,0.85,0.85,109,0,0.844
cli,Module,DOCS,0.86,0.86,0.53,6.55,2.56,0.93,0.94,109,0,0.908
cli,Module,DOCS,1.0,1.0,1.04,27.35,5.23,0.95,0.95,109,0,0.954
cli,Module,DOCS,0.4,0.38,0.56,7.06,2.66,0.89,0.9,109,0,0.844
tensorflow,Line,DOCS,0.32,0.3,290.75,666218.0,816.22,0.66,0.72,106,0,0.632
tensorflow,Line,DOCS,-0.04,-0.07,6926.18,898437961.37,29973.95,0.72,0.76,106,0,0.632
tensorflow,Line,DOCS,0.28,0.26,2041.29,46965067.76,6853.11,0.57,0.61,106,0,0.475
tensorflow,Module,DOCS,0.63,0.62,5.02,158.72,12.6,0.72,0.78,106,0,0.632
tensorflow,Module,DOCS,-0.02,-0.05,237.57,2097580.61,1448.3,0.72,0.75,106,0,0.632
tensorflow,Module,DOCS,0.63,0.62,23.52,6272.38,79.2,0.58,0.73,106,0,0.475
roslyn,Line,DOCS,0.33,0.31,32.75,9485.96,97.4,0.76,0.78,102,0,0.725
roslyn,Line,DOCS,-0.04,-0.07,1218.46,41430312.85,6436.64,0.93,0.93,102,0,0.902
roslyn,Line,DOCS,0.56,0.55,66.66,42192.04,205.41,0.71,0.76,102,0,0.627
roslyn,Module,DOCS,0.3,0.28,1.57,23.66,4.86,0.77,0.8,102,0,0.725
roslyn,Module,DOCS,-0.05,-0.08,23.22,11900.96,109.09,0.93,0.93,102,0,0.902
roslyn,Module,DOCS,0.53,0.52,5.39,397.43,19.94,0.76,0.82,102,0,0.627
orleans,Line,DOCS,-0.09,-0.12,32.77,12032.85,109.69,0.85,0.85,114,0,0.825
orleans,Line,DOCS,1.0,1.0,0.23,2.96,1.72,0.98,0.98,114,0,0.982
orleans,Line,DOCS,0.59,0.58,5.76,438.67,20.94,0.9,0.93,114,0,0.895
orleans,Module,DOCS,-0.09,-0.12,2.07,40.03,6.33,0.86,0.86,114,0,0.825
orleans,Module,DOCS,1.0,1.0,0.07,0.28,0.53,0.98,0.98,114,0,0.982
orleans,Module,DOCS,0.76,0.75,0.12,0.2,0.45,0.92,0.96,114,0,0.895
neutron,Line,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.951
neutron,Line,DOCS,0.71,0.71,398.97,776283.95,881.07,0.67,0.71,203,0,0.611
neutron,Line,DOCS,-6.48,-6.59,1414.15,55418931.69,7444.39,0.85,0.87,203,0,0.803
neutron,Module,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.951
neutron,Module,DOCS,0.81,0.81,13.15,1526.89,39.08,0.7,0.75,203,0,0.611
neutron,Module,DOCS,0.64,0.63,2.35,154.81,12.44,0.89,0.89,203,0,0.803
moby,Line,DOCS,1.0,1.0,1.01,107.67,10.38,0.99,0.99,319,0,0.991
moby,Line,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319,0,0.931
moby,Line,DOCS,0.16,0.15,2910.06,122897262.12,11085.9,0.57,0.66,319,0,0.506
moby,Module,DOCS,1.0,1.0,0.02,0.04,0.19,0.99,0.99,319,0,0.991
moby,Module,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319,0,0.931
moby,Module,DOCS,0.48,0.48,28.45,7164.39,84.64,0.59,0.68,319,0,0.506
vue,Line,DOCS,0.89,0.89,2.96,514.95,22.69,0.97,0.97,248,0,0.956
vue,Line,DOCS,1.0,1.0,0.95,224.58,14.99,1.0,1.0,248,0,0.996
vue,Line,DOCS,0.18,0.17,0.43,10.0,3.16,0.97,0.97,248,0,0.948
vue,Module,DOCS,0.95,0.95,0.02,0.05,0.23,0.99,1.0,248,0,0.956
vue,Module,DOCS,1.0,1.0,0.24,14.04,3.75,1.0,1.0,248,0,0.996
vue,Module,DOCS,0.85,0.85,0.02,0.03,0.17,0.98,0.98,248,0,0.948
angular,Line,DOCS,0.27,0.26,4955.04,278928107.08,16701.14,0.37,0.49,411,0,0.231
angular,Line,DOCS,-0.01,-0.02,1087.67,14312066.02,3783.13,0.72,0.73,411,0,0.684
angular,Line,DOCS,0.74,0.74,903.88,8755273.61,2958.93,0.55,0.67,411,0,0.401
angular,Module,DOCS,0.3,0.29,124.28,174056.5,417.2,0.36,0.52,411,0,0.231
angular,Module,DOCS,0.2,0.19,14.08,4149.39,64.42,0.81,0.86,411,0,0.684
angular,Module,DOCS,0.8,0.8,26.55,9567.14,97.81,0.63,0.73,411,0,0.401
ansible,Line,DOCS,0.24,0.23,1991.68,22595708.18,4753.49,0.49,0.56,303,0,0.416
ansible,Line,DOCS,0.37,0.36,79555.77,99961811345.87,316167.38,0.69,0.75,303,0,0.604
ansible,Line,DOCS,0.56,0.56,906.04,9045659.18,3007.6,0.65,0.75,303,0,0.571
ansible,Module,DOCS,0.83,0.83,33.72,4037.18,63.54,0.57,0.65,303,0,0.416
ansible,Module,DOCS,0.74,0.74,1484.36,48679611.69,6977.08,0.76,0.83,303,0,0.604
ansible,Module,DOCS,0.73,0.73,31.92,8012.26,89.51,0.66,0.75,303,0,0.571
node,Line,DOCS,-0.25,-0.26,2216.95,82231491.31,9068.16,0.7,0.77,596,0,0.612
node,Line,DOCS,0.58,0.58,701.4,11091148.0,3330.34,0.87,0.89,596,0,0.757
node,Line,DOCS,0.14,0.14,1086.86,23153679.93,4811.83,0.52,0.6,596,0,0.353
node,Module,DOCS,0.45,0.45,11.32,1565.62,39.57,0.83,0.9,596,0,0.612
node,Module,DOCS,0.76,0.76,3.2,274.51,16.57,0.94,0.96,596,0,0.757
node,Module,DOCS,0.66,0.66,8.35,849.69,29.15,0.61,0.83,596,0,0.353
home-assistant,Line,DOCS,0.05,0.04,26.62,116824.37,341.8,0.95,0.96,560,0,0.952
home-assistant,Line,DOCS,0.79,0.79,310.83,9900299.37,3146.47,0.97,0.97,560,0,0.97
home-assistant,Line,DOCS,0.4,0.4,21.3,23168.72,152.21,0.94,0.95,560,0,0.938
home-assistant,Module,DOCS,0.02,0.01,4.01,1828.71,42.76,0.97,0.97,560,0,0.952
home-assistant,Module,DOCS,0.29,0.29,25.78,97578.22,312.38,0.98,0.98,560,0,0.97
home-assistant,Module,DOCS,0.05,0.04,3.07,1617.91,40.22,0.95,0.95,560,0,0.938
gitlabhq,Line,DOCS,-14.31,-14.35,4632.68,767289862.87,27700.0,0.73,0.75,1154,0,0.682
gitlabhq,Line,DOCS,0.46,0.46,111.51,81217.06,284.99,0.7,0.75,1154,0,0.655
gitlabhq,Line,DOCS,0.32,0.32,714.33,17179517.55,4144.82,0.67,0.76,1154,0,0.555
gitlabhq,Module,DOCS,-2.13,-2.14,19.96,7894.25,88.85,0.73,0.77,1154,0,0.682
gitlabhq,Module,DOCS,0.6,0.6,3.98,100.62,10.03,0.73,0.8,1154,0,0.655
gitlabhq,Module,DOCS,0.62,0.62,16.79,6149.51,78.42,0.7,0.82,1154,0,0.555
orleans,Line,REFACTOR,-0.09,-0.12,143.87,246699.46,496.69,0.89,0.89,114,0,0.868
orleans,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,114,0,1.0
orleans,Line,REFACTOR,0.46,0.45,315.81,939539.69,969.3,0.84,0.85,114,0,0.827
orleans,Module,REFACTOR,-0.09,-0.12,7.32,659.81,25.69,0.89,0.89,114,0,0.868
orleans,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,114,0,1.0
orleans,Module,REFACTOR,0.72,0.71,4.13,132.73,11.52,0.85,0.87,114,0,0.827
neutron,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,1.0
neutron,Line,REFACTOR,0.61,0.6,531.55,1734668.7,1317.07,0.71,0.79,203,0,0.586
neutron,Line,REFACTOR,0.93,0.93,74.29,67773.54,260.33,0.83,0.93,203,0,0.734
neutron,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,1.0
neutron,Module,REFACTOR,0.6,0.59,14.32,1325.38,36.41,0.72,0.76,203,0,0.586
neutron,Module,REFACTOR,0.95,0.95,1.52,20.32,4.51,0.82,0.9,203,0,0.734
vue,Line,REFACTOR,0.42,0.41,28.23,18117.08,134.6,0.87,0.89,248,0,0.831
vue,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248,0,1.0
vue,Line,REFACTOR,0.3,0.29,116.3,363436.59,602.86,0.85,0.9,248,0,0.856
vue,Module,REFACTOR,0.81,0.81,0.82,8.42,2.9,0.88,0.92,248,0,0.831
vue,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,248,0,1.0
vue,Module,REFACTOR,0.5,0.49,2.27,126.48,11.25,0.87,0.91,248,0,0.856
cli,Line,REFACTOR,0.52,0.51,316.76,1031488.25,1015.62,0.85,0.87,109,0,0.807
cli,Line,REFACTOR,0.08,0.05,145.78,293464.92,541.72,0.91,0.92,109,0,0.872
cli,Line,REFACTOR,0.03,0.0,1865.47,155779388.14,12481.16,0.65,0.72,109,0,0.569
cli,Module,REFACTOR,0.25,0.23,9.68,998.84,31.6,0.84,0.85,109,0,0.807
cli,Module,REFACTOR,0.02,-0.01,3.84,181.0,13.45,0.91,0.91,109,0,0.872
cli,Module,REFACTOR,0.16,0.14,25.17,11588.23,107.65,0.66,0.78,109,0,0.569
roslyn,Line,REFACTOR,0.43,0.41,602.5,3709614.45,1926.04,0.77,0.79,102,0,0.696
roslyn,Line,REFACTOR,-0.05,-0.08,29856.54,19832060391.2,140826.35,0.86,0.86,102,0,0.814
roslyn,Line,REFACTOR,0.43,0.41,1088.89,16413819.52,4051.4,0.72,0.8,102,0,0.608
roslyn,Module,REFACTOR,0.42,0.4,14.63,1822.66,42.69,0.74,0.75,102,0,0.696
roslyn,Module,REFACTOR,-0.02,-0.05,784.73,32940663.3,5739.4,0.86,0.86,102,0,0.814
roslyn,Module,REFACTOR,0.52,0.51,27.03,10661.35,103.25,0.67,0.75,102,0,0.608
tensorflow,Line,REFACTOR,0.64,0.63,32.37,15884.72,126.03,0.91,0.94,106,0,0.887
tensorflow,Line,REFACTOR,0.4,0.38,1709.42,49250995.13,7017.91,0.79,0.9,106,0,0.689
tensorflow,Line,REFACTOR,0.76,0.75,2406.46,164390194.82,12821.47,0.72,0.81,106,0,0.635
tensorflow,Module,REFACTOR,0.41,0.39,0.81,19.68,4.44,0.91,0.91,106,0,0.887
tensorflow,Module,REFACTOR,0.32,0.3,33.22,16992.34,130.35,0.75,0.79,106,0,0.689
tensorflow,Module,REFACTOR,0.15,0.12,41.02,45477.52,213.25,0.69,0.76,106,0,0.635
moby,Line,REFACTOR,1.0,1.0,6.04,1938.08,44.02,0.98,0.98,319,0,0.981
moby,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319,0,0.928
moby,Line,REFACTOR,0.53,0.53,240.71,850432.6,922.19,0.76,0.81,319,0,0.696
moby,Module,REFACTOR,1.0,1.0,0.53,14.75,3.84,0.98,0.98,319,0,0.981
moby,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319,0,0.928
moby,Module,REFACTOR,0.67,0.67,4.14,167.87,12.96,0.8,0.86,319,0,0.696
angular,Line,REFACTOR,0.58,0.58,3170.75,80214959.6,8956.28,0.43,0.58,411,0,0.282
angular,Line,REFACTOR,0.26,0.25,1457.31,79937471.09,8940.78,0.74,0.79,411,0,0.72
angular,Line,REFACTOR,0.57,0.57,2761.27,98950416.67,9947.38,0.59,0.68,411,0,0.491
angular,Module,REFACTOR,0.39,0.39,127.81,238921.8,488.8,0.45,0.62,411,0,0.282
angular,Module,REFACTOR,0.55,0.55,37.44,37098.36,192.61,0.76,0.82,411,0,0.72
angular,Module,REFACTOR,0.47,0.47,95.6,141947.04,376.76,0.59,0.7,411,0,0.491
ansible,Line,REFACTOR,0.72,0.72,937.78,5852998.67,2419.3,0.72,0.74,303,0,0.607
ansible,Line,REFACTOR,0.14,0.13,63070.89,53021725161.9,230264.47,0.78,0.8,303,0,0.736
ansible,Line,REFACTOR,0.83,0.83,740.65,5820634.03,2412.6,0.78,0.85,303,0,0.713
ansible,Module,REFACTOR,0.66,0.66,8.35,1066.06,32.65,0.73,0.84,303,0,0.607
ansible,Module,REFACTOR,0.11,0.1,1189.53,30294674.52,5504.06,0.78,0.8,303,0,0.736
ansible,Module,REFACTOR,0.59,0.59,11.81,1985.23,44.56,0.79,0.85,303,0,0.713
node,Line,REFACTOR,0.83,0.83,2837.8,61204540.49,7823.33,0.73,0.81,596,0,0.611
node,Line,REFACTOR,0.27,0.27,2682.33,91101195.77,9544.69,0.82,0.86,596,0,0.748
node,Line,REFACTOR,0.82,0.82,624.27,2919159.11,1708.55,0.67,0.75,596,0,0.507
node,Module,REFACTOR,0.91,0.91,22.56,2730.82,52.26,0.76,0.86,596,0,0.611
node,Module,REFACTOR,0.78,0.78,13.62,1624.96,40.31,0.8,0.87,596,0,0.748
node,Module,REFACTOR,0.6,0.6,25.87,7716.95,87.85,0.6,0.67,596,0,0.507
home-assistant,Line,REFACTOR,0.63,0.63,34.75,30865.07,175.68,0.94,0.96,560,0,0.921
home-assistant,Line,REFACTOR,-0.09,-0.1,1847.67,240839868.57,15519.02,0.98,0.98,560,0,0.98
home-assistant,Line,REFACTOR,0.05,0.04,252.89,22579626.96,4751.8,0.94,0.95,560,0,0.932
home-assistant,Module,REFACTOR,0.66,0.66,0.47,5.76,2.4,0.94,0.96,560,0,0.921
home-assistant,Module,REFACTOR,-0.1,-0.11,16.61,16233.06,127.41,0.98,0.99,560,0,0.98
home-assistant,Module,REFACTOR,0.14,0.14,2.16,1204.27,34.7,0.95,0.95,560,0,0.932
gitlabhq,Line,REFACTOR,-2.36,-2.37,272.17,1397166.85,1182.02,0.82,0.82,1154,0,0.788
gitlabhq,Line,REFACTOR,0.02,0.02,191.67,1136253.92,1065.95,0.8,0.84,1154,0,0.759
gitlabhq,Line,REFACTOR,0.45,0.45,473.02,7200259.49,2683.33,0.77,0.85,1154,0,0.695
gitlabhq,Module,REFACTOR,-9.58,-9.61,10.79,2964.19,54.44,0.82,0.83,1154,0,0.788
gitlabhq,Module,REFACTOR,0.2,0.2,5.26,608.58,24.67,0.82,0.85,1154,0,0.759
gitlabhq,Module,REFACTOR,0.52,0.52,20.83,29119.45,170.64,0.79,0.88,1154,0,0.695
orleans,Line,TESTING,0.6,0.59,1169.52,10907303.88,3302.62,0.54,0.61,114,0,0.43
orleans,Line,TESTING,-0.51,-0.55,65.28,48007.68,219.11,0.88,0.88,114,0,0.807
orleans,Line,TESTING,0.56,0.55,791.34,13496003.8,3673.69,0.73,0.8,114,0,0.605
orleans,Module,TESTING,0.67,0.66,82.0,55733.15,236.08,0.53,0.61,114,0,0.43
orleans,Module,TESTING,-0.1,-0.13,20.09,4306.93,65.63,0.88,0.88,114,0,0.807
orleans,Module,TESTING,0.6,0.59,21.87,7776.37,88.18,0.75,0.82,114,0,0.605
neutron,Line,TESTING,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.956
neutron,Line,TESTING,0.76,0.76,3086.68,84820734.84,9209.82,0.54,0.67,203,0,0.325
neutron,Line,TESTING,0.4,0.39,382.2,2638640.05,1624.39,0.57,0.66,203,0,0.414
neutron,Module,TESTING,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.956
neutron,Module,TESTING,0.88,0.88,60.93,28474.2,168.74,0.61,0.82,203,0,0.325
neutron,Module,TESTING,0.53,0.52,9.37,1891.32,43.49,0.67,0.8,203,0,0.414
vue,Line,TESTING,0.82,0.82,148.7,734327.3,856.93,0.83,0.87,248,0,0.778
vue,Line,TESTING,0.97,0.97,0.72,63.88,7.99,0.99,0.99,248,0,0.976
vue,Line,TESTING,0.71,0.71,426.58,5550594.59,2355.97,0.75,0.82,248,0,0.712
vue,Module,TESTING,0.97,0.97,1.71,48.07,6.93,0.89,0.91,248,0,0.778
vue,Module,TESTING,0.99,0.99,0.01,0.01,0.09,0.99,0.99,248,0,0.976
vue,Module,TESTING,0.69,0.69,11.76,4122.17,64.2,0.77,0.84,248,0,0.712
cli,Line,TESTING,-0.57,-0.61,23672.92,17107428820.64,130795.37,0.77,0.83,109,0,0.706
cli,Line,TESTING,-1.91,-1.99,452.92,6996638.22,2645.12,0.84,0.84,109,0,0.826
cli,Line,TESTING,0.14,0.12,1100.8,19576668.19,4424.55,0.39,0.52,109,0,0.248
cli,Module,TESTING,-0.4,-0.44,108.66,300322.46,548.02,0.8,0.84,109,0,0.706
cli,Module,TESTING,-1.59,-1.66,15.63,7331.61,85.62,0.83,0.87,109,0,0.826
cli,Module,TESTING,0.5,0.49,20.72,2951.1,54.32,0.4,0.6,109,0,0.248
roslyn,Line,TESTING,0.43,0.41,4045.06,128305929.09,11327.22,0.71,0.78,102,0,0.569
roslyn,Line,TESTING,-0.41,-0.45,116830.96,290919751619.86,539369.77,0.78,0.85,102,0,0.696
roslyn,Line,TESTING,0.13,0.1,11340.2,3687086371.82,60721.38,0.56,0.73,102,0,0.441
roslyn,Module,TESTING,0.52,0.51,78.63,45803.09,214.02,0.65,0.8,102,0,0.569
roslyn,Module,TESTING,0.55,0.54,566.02,4368521.64,2090.1,0.78,0.86,102,0,0.696
roslyn,Module,TESTING,0.3,0.28,136.8,351995.38,593.29,0.57,0.72,102,0,0.441
tensorflow,Line,TESTING,0.06,0.03,130.43,311295.12,557.94,0.66,0.74,106,0,0.547
tensorflow,Line,TESTING,0.29,0.27,7480.7,597361757.21,24440.99,0.6,0.68,106,0,0.547
tensorflow,Line,TESTING,0.81,0.8,3356.02,139642987.7,11817.06,0.43,0.55,106,0,0.377
tensorflow,Module,TESTING,0.65,0.64,2.37,66.89,8.18,0.8,0.87,106,0,0.547
tensorflow,Module,TESTING,0.69,0.68,86.89,53480.89,231.26,0.7,0.77,106,0,0.547
tensorflow,Module,TESTING,0.93,0.93,50.49,28075.8,167.56,0.62,0.83,106,0,0.377
moby,Line,TESTING,0.68,0.68,73.87,321424.07,566.94,0.94,0.95,319,0,0.931
moby,Line,TESTING,-0.04,-0.05,31.85,28148.29,167.77,0.96,0.97,319,0,0.909
moby,Line,TESTING,0.47,0.46,941.1,12888607.9,3590.07,0.53,0.65,319,0,0.414
moby,Module,TESTING,0.71,0.71,1.16,76.58,8.75,0.96,0.96,319,0,0.931
moby,Module,TESTING,-0.03,-0.04,1.71,69.53,8.34,0.95,0.96,319,0,0.909
moby,Module,TESTING,0.69,0.69,23.08,4666.56,68.31,0.62,0.74,319,0,0.414
angular,Line,TESTING,0.46,0.46,6058.35,180842058.27,13447.75,0.38,0.5,411,0,0.321
angular,Line,TESTING,0.72,0.72,2216.01,389147212.27,19726.81,0.83,0.85,411,0,0.779
angular,Line,TESTING,0.54,0.54,2516.35,125561093.31,11205.4,0.6,0.7,411,0,0.508
angular,Module,TESTING,0.73,0.73,29.24,7847.7,88.59,0.51,0.71,411,0,0.321
angular,Module,TESTING,0.92,0.92,18.6,103385.25,321.54,0.85,0.88,411,0,0.779
angular,Module,TESTING,0.63,0.63,31.07,14153.25,118.97,0.59,0.72,411,0,0.508
ansible,Line,TESTING,0.71,0.71,2723.01,47968895.12,6925.96,0.48,0.62,303,0,0.304
ansible,Line,TESTING,0.88,0.88,60414.09,19672420183.71,140258.41,0.66,0.72,303,0,0.538
ansible,Line,TESTING,0.56,0.56,2688.73,255608219.94,15987.75,0.61,0.75,303,0,0.521
ansible,Module,TESTING,0.67,0.67,116.07,58751.87,242.39,0.5,0.63,303,0,0.304
ansible,Module,TESTING,0.81,0.81,4134.22,83549373.19,9140.53,0.64,0.69,303,0,0.538
ansible,Module,TESTING,0.83,0.83,84.6,162435.92,403.03,0.71,0.82,303,0,0.521
home-assistant,Line,TESTING,0.43,0.43,98.14,442830.36,665.46,0.86,0.88,560,0,0.846
home-assistant,Line,TESTING,0.02,0.01,4668.43,1771150541.09,42085.04,0.92,0.93,560,0,0.918
home-assistant,Line,TESTING,0.15,0.15,188.52,1568497.71,1252.4,0.9,0.91,560,0,0.88
home-assistant,Module,TESTING,0.07,0.06,1.37,424.91,20.61,0.9,0.94,560,0,0.846
