Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
orleans,Module,DOCS,0.96,0.96,1.15,11.13,3.34,0.82,0.87,114,0,0.615
tensorflow,Line,DOCS,0.82,0.81,8806.6,933565856.47,30554.31,0.52,0.6,106,0,0.397
tensorflow,Module,DOCS,0.86,0.85,262.48,2016731.04,1420.12,0.58,0.67,106,0,0.397
vue,Line,DOCS,0.98,0.98,4.23,393.18,19.83,0.94,0.94,248,0,0.659
vue,Module,DOCS,0.91,0.91,0.3,11.98,3.46,0.96,0.98,248,0,0.659
neutron,Line,DOCS,0.89,0.89,834.48,11104524.78,3332.35,0.6,0.68,203,0,0.539
neutron,Module,DOCS,0.97,0.97,13.62,1251.64,35.38,0.67,0.8,203,0,0.539
gitlabhq,Line,BUG,0.91,0.91,4909.64,302086886.54,17380.65,0.39,0.53,1154,0,0.3
gitlabhq,Module,BUG,0.96,0.96,75.56,154074.98,392.52,0.59,0.78,1154,0,0.3
moby,Line,DOCS,0.9,0.9,4789.67,163948091.29,12804.22,0.55,0.58,319,0,0.555
moby,Module,DOCS,0.96,0.96,38.31,10346.06,101.72,0.54,0.62,319,0,0.555
ansible,Line,DOCS,0.96,0.96,46919.92,40791281414.2,201968.52,0.61,0.74,303,0,0.362
ansible,Module,DOCS,0.97,0.97,1619.81,47992270.48,6927.65,0.63,0.75,303,0,0.362
home-assistant,Line,DOCS,0.89,0.89,282.3,7475974.76,2734.22,0.89,0.91,560,0,0.65
home-assistant,Module,DOCS,0.88,0.88,30.15,76980.57,277.45,0.89,0.91,560,0,0.65
angular,Line,DOCS,0.93,0.93,7773.82,350430964.25,18719.8,0.25,0.36,411,0,0.299
angular,Module,DOCS,0.93,0.93,186.43,204596.42,452.32,0.26,0.45,411,0,0.299
orleans,Line,REFACTOR,0.94,0.94,313.02,766234.89,875.35,0.79,0.82,114,0,0.614
orleans,Module,REFACTOR,0.98,0.98,4.99,180.12,13.42,0.83,0.86,114,0,0.614
roslyn,Line,REFACTOR,0.89,0.88,27458.96,10448510857.2,102217.96,0.62,0.72,102,0,0.484
roslyn,Module,REFACTOR,0.81,0.8,970.96,31669611.14,5627.58,0.63,0.69,102,0,0.484
cli,Line,REFACTOR,0.78,0.77,4409.5,273412339.51,16535.18,0.55,0.65,109,0,0.511
cli,Module,REFACTOR,0.83,0.82,54.31,20090.32,141.74,0.53,0.59,109,0,0.511
tensorflow,Line,REFACTOR,0.97,0.97,3024.76,142782455.92,11949.16,0.75,0.89,106,0,0.502
tensorflow,Module,REFACTOR,0.94,0.94,70.52,50936.29,225.69,0.61,0.75,106,0,0.502
node,Line,DOCS,0.95,0.95,4225.85,110317376.8,10503.21,0.38,0.49,596,0,0.391
node,Module,DOCS,0.98,0.98,22.68,2676.98,51.74,0.51,0.64,596,0,0.391
vue,Line,REFACTOR,0.99,0.99,83.38,52998.4,230.21,0.79,0.82,248,0,0.61
vue,Module,REFACTOR,0.99,0.99,1.93,22.07,4.7,0.81,0.86,248,0,0.61
neutron,Line,REFACTOR,0.97,0.97,581.19,1447547.83,1203.14,0.67,0.8,203,0,0.53
neutron,Module,REFACTOR,0.98,0.98,12.46,771.44,27.77,0.69,0.81,203,0,0.53
moby,Line,REFACTOR,0.95,0.95,338.29,1223052.09,1105.92,0.73,0.79,319,0,0.596
moby,Module,REFACTOR,0.96,0.96,5.58,223.13,14.94,0.76,0.82,319,0,0.596
ansible,Line,REFACTOR,1.0,1.0,22798.68,6952673801.21,83382.69,0.74,0.82,303,0,0.469
ansible,Module,REFACTOR,1.0,1.0,145.27,533108.36,730.14,0.85,0.87,303,0,0.469
home-assistant,Line,REFACTOR,0.88,0.88,1694.89,151113994.73,12292.84,0.89,0.91,560,0,0.644
home-assistant,Module,REFACTOR,0.96,0.96,9.35,4800.41,69.28,0.88,0.92,560,0,0.644
roslyn,Line,TESTING,0.91,0.91,100717.16,143678271279.12,379049.17,0.6,0.67,102,0,0.388
roslyn,Module,TESTING,0.95,0.95,687.84,3857727.15,1964.11,0.6,0.7,102,0,0.388
orleans,Line,TESTING,0.92,0.92,2303.24,41585011.0,6448.64,0.47,0.56,114,0,0.424
orleans,Module,TESTING,0.94,0.94,125.51,89258.23,298.76,0.46,0.6,114,0,0.424
cli,Line,TESTING,0.83,0.82,29225.37,17476902240.33,132200.24,0.22,0.32,109,0,0.405
cli,Module,TESTING,0.87,0.86,134.48,270613.21,520.2,0.31,0.44,109,0,0.405
tensorflow,Line,TESTING,0.96,0.96,10782.67,771389955.04,27773.91,0.32,0.46,106,0,0.335
tensorflow,Module,TESTING,0.98,0.98,137.39,96924.08,311.33,0.42,0.61,106,0,0.335
gitlabhq,Line,DOCS,0.85,0.85,1447.55,63019162.71,7938.46,0.58,0.68,1154,0,0.431
gitlabhq,Module,DOCS,0.97,0.97,24.03,9256.94,96.21,0.62,0.75,1154,0,0.431
vue,Line,TESTING,1.0,1.0,157.07,401344.0,633.52,0.63,0.7,248,0,0.558
vue,Module,TESTING,1.0,1.0,5.22,276.52,16.63,0.68,0.77,248,0,0.558
angular,Line,REFACTOR,0.97,0.97,5915.25,153698816.87,12397.53,0.28,0.43,411,0,0.339
angular,Module,REFACTOR,0.97,0.97,224.19,289409.66,537.97,0.32,0.49,411,0,0.339
neutron,Line,TESTING,0.97,0.97,3692.49,100802412.35,10040.04,0.43,0.59,203,0,0.386
neutron,Module,TESTING,0.98,0.98,78.67,31646.56,177.89,0.5,0.7,203,0,0.386
node,Line,REFACTOR,0.98,0.98,4128.12,170003347.65,13038.53,0.61,0.69,596,0,0.424
node,Module,REFACTOR,1.0,1.0,36.29,8058.5,89.77,0.67,0.76,596,0,0.424
moby,Line,TESTING,0.91,0.91,1343.82,19043827.21,4363.92,0.51,0.59,319,0,0.514
moby,Module,TESTING,0.98,0.98,26.34,5230.85,72.32,0.51,0.6,319,0,0.514
ansible,Line,TESTING,1.0,1.0,28509.63,7580474158.17,87065.92,0.59,0.66,303,0,0.31
ansible,Module,TESTING,1.0,1.0,2047.36,31152090.15,5581.41,0.54,0.67,303,0,0.31
home-assistant,Line,TESTING,0.94,0.94,6806.6,2010586690.77,44839.57,0.78,0.78,560,0,0.601
home-assistant,Module,TESTING,0.91,0.91,39.36,32299.82,179.72,0.81,0.85,560,0,0.601
orleans,Line,FEATURE,0.97,0.97,123.38,140469.64,374.79,0.94,0.96,114,0,0.644
orleans,Module,FEATURE,0.96,0.96,9.19,939.94,30.66,0.95,0.96,114,0,0.644
roslyn,Line,FEATURE,0.92,0.92,13334.62,1268954677.98,35622.39,0.65,0.68,102,0,0.492
roslyn,Module,FEATURE,0.88,0.87,523.25,3197980.8,1788.29,0.7,0.71,102,0,0.492
cli,Line,FEATURE,0.9,0.9,104.45,290019.88,538.53,0.83,0.83,109,0,0.628
cli,Module,FEATURE,0.9,0.9,5.8,555.1,23.56,0.8,0.83,109,0,0.628
tensorflow,Line,FEATURE,0.94,0.94,1593.35,15330790.49,3915.46,0.65,0.68,106,0,0.498
tensorflow,Module,FEATURE,0.95,0.95,18.5,1859.64,43.12,0.65,0.71,106,0,0.498
vue,Line,FEATURE,0.97,0.97,28.75,25613.07,160.04,0.92,0.96,248,0,0.643
vue,Module,FEATURE,0.96,0.96,1.48,72.68,8.53,0.88,0.92,248,0,0.643
neutron,Line,FEATURE,0.94,0.94,231.76,331912.5,576.12,0.78,0.84,203,0,0.603
neutron,Module,FEATURE,0.94,0.94,3.99,102.43,10.12,0.8,0.85,203,0,0.603
moby,Line,FEATURE,0.87,0.87,45.17,23209.92,152.35,0.87,0.91,319,0,0.629
moby,Module,FEATURE,0.88,0.88,1.21,13.83,3.72,0.87,0.9,319,0,0.629
angular,Line,TESTING,0.95,0.95,10341.0,506595946.71,22507.69,0.23,0.33,411,0,0.365
angular,Module,TESTING,0.94,0.94,87.73,117880.65,343.34,0.34,0.54,411,0,0.365
gitlabhq,Line,REFACTOR,0.94,0.94,720.63,7795338.55,2792.01,0.73,0.79,1154,0,0.511
gitlabhq,Module,REFACTOR,0.96,0.96,17.12,6292.27,79.32,0.76,0.85,1154,0,0.511
ansible,Line,FEATURE,0.99,0.99,4785.25,233198429.97,15270.84,0.82,0.84,303,0,0.488
ansible,Module,FEATURE,1.0,1.0,43.84,26379.91,162.42,0.83,0.88,303,0,0.488
home-assistant,Line,FEATURE,0.82,0.82,264.22,10431181.32,3229.73,0.9,0.91,560,0,0.654
home-assistant,Module,FEATURE,0.9,0.9,4.31,1627.56,40.34,0.92,0.94,560,0,0.654
orleans,Line,UPGRADE,0.99,0.99,36.74,12347.13,111.12,0.87,0.92,114,0,0.585
orleans,Module,UPGRADE,0.95,0.95,6.72,674.81,25.98,0.82,0.88,114,0,0.585
roslyn,Line,UPGRADE,0.75,0.74,2693.87,112097843.09,10587.63,0.65,0.7,102,0,0.533
roslyn,Module,UPGRADE,0.89,0.88,67.63,32808.64,181.13,0.64,0.67,102,0,0.533
cli,Line,UPGRADE,0.81,0.8,1339.77,57046783.57,7552.93,0.48,0.55,109,0,0.528
cli,Module,UPGRADE,0.8,0.79,24.48,13003.68,114.03,0.52,0.61,109,0,0.528
node,Line,TESTING,0.99,0.99,9372.72,374365087.38,19348.52,0.38,0.51,596,0,0.331
node,Module,TESTING,0.99,0.99,477.38,1047099.15,1023.28,0.39,0.55,596,0,0.331
tensorflow,Line,UPGRADE,0.8,0.79,14023.01,9900795203.19,99502.74,0.42,0.47,106,0,0.394
tensorflow,Module,UPGRADE,0.9,0.9,26.07,8884.33,94.26,0.5,0.73,106,0,0.394
vue,Line,UPGRADE,0.77,0.77,78.68,392393.98,626.41,0.9,0.92,248,0,0.659
vue,Module,UPGRADE,0.89,0.89,0.46,7.63,2.76,0.93,0.95,248,0,0.659
neutron,Line,UPGRADE,0.85,0.85,789.4,4304824.91,2074.81,0.53,0.63,203,0,0.523
neutron,Module,UPGRADE,0.92,0.92,9.09,492.63,22.2,0.63,0.74,203,0,0.523
moby,Line,UPGRADE,0.94,0.94,121.25,80236.84,283.26,0.63,0.67,319,0,0.58
moby,Module,UPGRADE,0.96,0.96,3.73,94.42,9.72,0.67,0.75,319,0,0.58
ansible,Line,UPGRADE,0.98,0.98,1109.51,11396415.48,3375.86,0.68,0.77,303,0,0.418
ansible,Module,UPGRADE,1.0,1.0,15.13,1997.41,44.69,0.73,0.82,303,0,0.418
orleans,Line,RELEASE,0.92,0.92,43.18,29515.17,171.8,0.73,0.79,114,0,0.592
orleans,Module,RELEASE,0.91,0.91,1.0,17.66,4.2,0.77,0.83,114,0,0.592
roslyn,Line,RELEASE,0.9,0.89,370.2,1449145.9,1203.8,0.71,0.74,102,0,0.553
roslyn,Module,RELEASE,0.92,0.92,15.78,1938.5,44.03,0.73,0.76,102,0,0.553
angular,Line,FEATURE,0.9,0.9,8937.73,1286936435.61,35873.9,0.4,0.55,411,0,0.392
angular,Module,FEATURE,0.96,0.96,141.82,194047.2,440.51,0.44,0.63,411,0,0.392
cli,Line,RELEASE,0.91,0.91,37.51,9236.75,96.11,0.64,0.72,109,0,0.582
cli,Module,RELEASE,0.93,0.93,1.13,9.88,3.14,0.72,0.82,109,0,0.582
home-assistant,Line,UPGRADE,0.91,0.91,438.83,6571353.79,2563.47,0.78,0.82,560,0,0.578
home-assistant,Module,UPGRADE,0.97,0.97,28.58,12970.76,113.89,0.84,0.91,560,0,0.578
tensorflow,Line,RELEASE,0.87,0.86,15825.2,1006529855.46,31725.85,0.29,0.32,106,0,0.366
tensorflow,Module,RELEASE,0.87,0.86,45.06,12515.31,111.87,0.42,0.55,106,0,0.366
node,Line,FEATURE,0.96,0.96,61.52,30605.31,174.94,0.78,0.82,596,0,0.573
node,Module,FEATURE,0.98,0.98,2.34,41.46,6.44,0.8,0.85,596,0,0.573
vue,Line,RELEASE,0.99,0.99,1854.73,15495118.91,3936.38,0.21,0.25,248,0,0.487
vue,Module,RELEASE,0.99,0.99,2.91,71.49,8.46,0.39,0.59,248,0,0.487
neutron,Line,RELEASE,0.92,0.92,949.66,14560530.35,3815.83,0.51,0.58,203,0,0.5
neutron,Module,RELEASE,0.98,0.98,5.96,244.0,15.62,0.7,0.8,203,0,0.5
moby,Line,RELEASE,0.86,0.86,63.15,43335.2,208.17,0.77,0.8,319,0,0.618
moby,Module,RELEASE,0.92,0.92,2.7,58.14,7.63,0.78,0.8,319,0,0.618
gitlabhq,Line,TESTING,0.96,0.96,23726.57,16281594408.4,127599.35,0.56,0.63,1154,0,0.451
gitlabhq,Module,TESTING,0.97,0.97,547.32,9029420.98,3004.9,0.61,0.68,1154,0,0.451
roslyn,Line,SUPPORT,0.8,0.79,144674.12,438901969802.75,662496.77,0.66,0.7,102,0,0.462
roslyn,Module,SUPPORT,0.93,0.93,617.73,4653450.72,2157.19,0.66,0.76,102,0,0.462
orleans,Line,SUPPORT,0.97,0.97,433.99,1140702.62,1068.04,0.61,0.65,114,0,0.498
orleans,Module,SUPPORT,0.98,0.98,14.47,1596.04,39.95,0.65,0.71,114,0,0.498
cli,Line,SUPPORT,0.87,0.86,967.5,4996094.12,2235.19,0.56,0.62,109,0,0.524
cli,Module,SUPPORT,0.92,0.92,11.49,527.04,22.96,0.54,0.72,109,0,0.524
tensorflow,Line,SUPPORT,0.99,0.99,3925.97,182239084.18,13499.6,0.66,0.8,106,0,0.418
tensorflow,Module,SUPPORT,0.99,0.99,91.18,109474.01,330.87,0.61,0.78,106,0,0.418
ansible,Line,RELEASE,0.98,0.98,469.06,837699.34,915.26,0.28,0.43,303,0,0.357
ansible,Module,RELEASE,0.99,0.99,12.07,417.3,20.43,0.53,0.78,303,0,0.357
home-assistant,Line,RELEASE,0.88,0.88,21.08,48068.83,219.25,0.93,0.94,560,0,0.632
home-assistant,Module,RELEASE,0.9,0.9,1.66,138.86,11.78,0.94,0.96,560,0,0.632
angular,Line,UPGRADE,0.9,0.9,1533.31,12251772.25,3500.25,0.51,0.59,411,0,0.511
angular,Module,UPGRADE,0.88,0.88,25.49,30644.37,175.06,0.6,0.71,411,0,0.511
vue,Line,SUPPORT,1.0,1.0,69.32,38249.39,195.57,0.77,0.84,248,0,0.593
vue,Module,SUPPORT,1.0,1.0,3.33,104.37,10.22,0.81,0.86,248,0,0.593
neutron,Line,SUPPORT,0.96,0.96,2205.1,32200121.29,5674.52,0.48,0.6,203,0,0.437
neutron,Module,SUPPORT,0.98,0.98,31.93,5118.81,71.55,0.67,0.8,203,0,0.437
node,Line,UPGRADE,0.99,0.99,137987.77,75474200755.43,274725.68,0.43,0.59,596,0,0.371
node,Module,UPGRADE,0.99,0.99,1287.1,4685955.6,2164.71,0.47,0.62,596,0,0.371
moby,Line,SUPPORT,0.93,0.93,1022.65,18934731.87,4351.41,0.62,0.71,319,0,0.558
moby,Module,SUPPORT,0.96,0.96,16.71,4164.44,64.53,0.7,0.77,319,0,0.558
roslyn,Line,OTHER,0.95,0.95,387382.74,1897211972963.94,1377393.18,0.49,0.57,102,0,0.307
roslyn,Module,OTHER,0.91,0.91,7217.33,903292651.96,30054.83,0.55,0.64,102,0,0.307
orleans,Line,OTHER,0.95,0.95,16605.34,1797853831.44,42401.11,0.3,0.45,114,0,0.297
orleans,Module,OTHER,0.95,0.95,594.23,2628891.99,1621.39,0.31,0.45,114,0,0.297
cli,Line,OTHER,0.79,0.78,119488.47,66714310176.37,258291.13,0.08,0.16,109,0,0.337
cli,Module,OTHER,0.84,0.83,556.25,1080238.9,1039.35,0.28,0.44,109,0,0.337
tensorflow,Line,OTHER,0.92,0.92,378439.55,932830663337.56,965831.59,0.09,0.11,106,0,0.156
tensorflow,Module,OTHER,0.89,0.88,5451.99,194698930.29,13953.46,0.16,0.26,106,0,0.156
ansible,Line,SUPPORT,0.99,0.99,7368.54,832523215.9,28853.48,0.68,0.8,303,0,0.381
ansible,Module,SUPPORT,0.99,0.99,136.05,251300.27,501.3,0.77,0.85,303,0,0.381
home-assistant,Line,SUPPORT,0.91,0.91,1557.77,46652700.09,6830.28,0.78,0.82,560,0,0.591
home-assistant,Module,SUPPORT,0.94,0.94,28.45,23773.97,154.19,0.82,0.88,560,0,0.591
gitlabhq,Line,FEATURE,0.93,0.93,516.99,2803041.31,1674.23,0.63,0.71,1154,0,0.49
gitlabhq,Module,FEATURE,0.95,0.95,20.3,6368.76,79.8,0.67,0.76,1154,0,0.49
angular,Line,RELEASE,0.94,0.94,158.72,123858.79,351.94,0.25,0.39,411,0,0.406
angular,Module,RELEASE,0.99,0.99,3.47,63.58,7.97,0.56,0.73,411,0,0.406
vue,Line,OTHER,0.99,0.99,6929.3,133595451.46,11558.35,0.22,0.3,248,0,0.412
vue,Module,OTHER,1.0,1.0,31.2,7955.9,89.2,0.45,0.66,248,0,0.412
neutron,Line,OTHER,0.86,0.86,211531.99,423989318516.77,651144.62,0.3,0.41,203,0,0.279
neutron,Module,OTHER,0.99,0.99,530.58,1403641.61,1184.75,0.53,0.75,203,0,0.279
moby,Line,OTHER,0.96,0.96,25051.67,5899284993.74,76806.8,0.24,0.35,319,0,0.434
moby,Module,OTHER,0.96,0.96,327.08,1149508.74,1072.15,0.29,0.5,319,0,0.434
node,Line,RELEASE,0.99,0.99,142.66,127720.01,357.38,0.66,0.76,596,0,0.409
node,Module,RELEASE,0.99,0.99,4.26,107.1,10.35,0.7,0.82,596,0,0.409
nova,Line,BUG,0.92,0.92,22941.76,3709457330.23,60905.31,0.47,0.66,234,0,0.198
nova,Module,BUG,0.95,0.95,225.94,1080543.52,1039.49,0.57,0.82,234,0,0.198
angular.js,Line,BUG,0.97,0.97,11317.96,775735525.31,27852.03,0.24,0.5,204,0,0.127
angular.js,Module,BUG,0.99,0.99,208.26,219995.89,469.04,0.43,0.71,204,0,0.127
ansible,Line,OTHER,1.0,1.0,129226.2,168940772169.38,411024.05,0.37,0.48,303,0,0.202
ansible,Module,OTHER,1.0,1.0,2884.84,50617664.4,7114.61,0.49,0.61,303,0,0.202
lock,Line,BUG,0.97,0.97,2898.16,173521264.59,13172.75,0.57,0.6,492,0,0.527
lock,Module,BUG,0.91,0.91,53.45,40757.14,201.88,0.6,0.69,492,0,0.527
angular,Line,SUPPORT,0.98,0.98,242.33,545928.84,738.87,0.67,0.72,411,0,0.576
angular,Module,SUPPORT,0.98,0.98,4.01,94.23,9.71,0.71,0.76,411,0,0.576
home-assistant,Line,OTHER,0.94,0.94,14718.58,2559926876.33,50595.72,0.16,0.27,560,0,0.373
home-assistant,Module,OTHER,0.88,0.88,1088.35,28306148.68,5320.35,0.26,0.41,560,0,0.373
kubernetes,Line,BUG,0.92,0.92,38993.68,14525797876.11,120523.02,0.5,0.57,641,0,0.36
kubernetes,Module,BUG,0.94,0.94,540.44,2321473.48,1523.64,0.53,0.65,641,0,0.36
mesos,Line,BUG,0.99,0.99,630.4,3275006.13,1809.7,0.54,0.72,257,0,0.404
mesos,Module,BUG,1.0,1.0,12.53,841.52,29.01,0.7,0.88,257,0,0.404
Odin,Line,BUG,0.92,0.91,1054.89,2383765.95,1543.94,0.2,0.37,35,0,0.422
Odin,Module,BUG,0.96,0.95,26.73,2165.45,46.53,0.37,0.57,35,0,0.422
gitlabhq,Line,UPGRADE,0.93,0.93,526.66,4027815.0,2006.94,0.61,0.67,1154,0,0.501
gitlabhq,Module,UPGRADE,0.94,0.94,9.11,1470.81,38.35,0.67,0.78,1154,0,0.501
nixpkgs,Line,BUG,0.92,0.92,8423.58,377817096.21,19437.52,0.28,0.35,93,0,0.342
nixpkgs,Module,BUG,0.96,0.96,231.31,607068.51,779.15,0.47,0.67,93,0,0.342
lock,Line,DOCS,0.98,0.98,32.16,39171.43,197.92,0.97,0.97,492,0,0.67
lock,Module,DOCS,0.98,0.98,0.15,1.21,1.1,0.97,0.98,492,0,0.67
nova,Line,DOCS,0.93,0.93,3756.61,78314869.32,8849.57,0.49,0.58,234,0,0.394
nova,Module,DOCS,0.97,0.97,32.91,8237.89,90.76,0.58,0.73,234,0,0.394
angular.js,Line,DOCS,0.93,0.93,30461.4,4510365219.83,67159.25,0.15,0.25,204,0,0.154
angular.js,Module,DOCS,0.99,0.99,110.47,49464.12,222.41,0.37,0.56,204,0,0.154
node,Line,SUPPORT,0.98,0.98,3307.65,89522591.56,9461.64,0.48,0.64,596,0,0.403
node,Module,SUPPORT,1.0,1.0,16.15,1078.23,32.84,0.65,0.81,596,0,0.403
react,Line,BUG,0.94,0.94,167277.64,394966399795.61,628463.52,0.22,0.28,130,0,0.245
react,Module,BUG,0.97,0.97,922.45,19828368.84,4452.91,0.29,0.46,130,0,0.245
Odin,Line,DOCS,0.93,0.92,17.01,6945.71,83.34,0.97,0.97,35,0,0.669
Odin,Module,DOCS,0.9,0.88,0.31,1.54,1.24,0.94,0.94,35,0,0.669
mesos,Line,DOCS,0.96,0.96,487.53,2522030.76,1588.09,0.74,0.8,257,0,0.518
mesos,Module,DOCS,0.98,0.98,8.28,781.2,27.95,0.75,0.82,257,0,0.518
angular,Line,OTHER,0.95,0.95,48701.76,19228210259.48,138665.82,0.15,0.23,411,0,0.305
angular,Module,OTHER,0.95,0.95,287.72,359577.41,599.65,0.22,0.4,411,0,0.305
kubernetes,Line,DOCS,0.94,0.94,8778.6,321316400.69,17925.3,0.63,0.7,641,0,0.495
kubernetes,Module,DOCS,0.95,0.95,129.61,96945.1,311.36,0.65,0.72,641,0,0.495
brew,Line,BUG,0.83,0.82,778.32,18327970.13,4281.12,0.18,0.25,152,0,0.315
brew,Module,BUG,0.89,0.89,52.97,28650.99,169.27,0.2,0.28,152,0,0.315
nixpkgs,Line,DOCS,0.9,0.89,815.47,16816204.44,4100.76,0.68,0.72,93,0,0.516
nixpkgs,Module,DOCS,0.93,0.93,16.48,3553.05,59.61,0.68,0.78,93,0,0.516
lock,Line,REFACTOR,0.98,0.98,171.76,1378341.8,1174.03,0.97,0.97,492,0,0.673
lock,Module,REFACTOR,0.99,0.99,0.98,54.68,7.39,0.96,0.98,492,0,0.673
nova,Line,REFACTOR,0.94,0.94,1713.62,53755030.75,7331.78,0.65,0.75,234,0,0.41
nova,Module,REFACTOR,0.91,0.91,65.1,47110.03,217.05,0.5,0.59,234,0,0.41
angular.js,Line,REFACTOR,0.97,0.97,3908.22,97379474.09,9868.1,0.32,0.42,204,0,0.305
angular.js,Module,REFACTOR,0.99,0.99,23.44,4206.81,64.86,0.45,0.62,204,0,0.305
gitlabhq,Line,RELEASE,0.95,0.95,70.3,118907.7,344.83,0.73,0.76,1154,0,0.575
gitlabhq,Module,RELEASE,0.96,0.96,3.1,177.23,13.31,0.76,0.83,1154,0,0.575
Odin,Line,REFACTOR,0.9,0.88,59.43,111785.15,334.34,0.94,0.94,35,0,0.669
Odin,Module,REFACTOR,0.91,0.89,0.46,4.2,2.05,0.94,0.94,35,0,0.669
react,Line,DOCS,0.85,0.84,94619.16,270578160694.03,520171.28,0.49,0.52,130,0,0.415
react,Module,DOCS,0.85,0.84,1134.93,43236942.0,6575.48,0.58,0.63,130,0,0.415
mesos,Line,REFACTOR,0.99,0.99,461.91,1381018.75,1175.17,0.8,0.88,257,0,0.544
mesos,Module,REFACTOR,0.99,0.99,4.56,168.55,12.98,0.83,0.89,257,0,0.544
node,Line,OTHER,0.99,0.99,248641.25,247004468231.09,496995.44,0.24,0.39,596,0,0.271
node,Module,OTHER,1.0,1.0,1746.35,12754883.06,3571.4,0.39,0.53,596,0,0.271
brew,Line,DOCS,0.83,0.82,248.04,674406.53,821.22,0.39,0.45,152,0,0.45
brew,Module,DOCS,0.87,0.87,11.58,647.58,25.45,0.45,0.53,152,0,0.45
nixpkgs,Line,REFACTOR,0.87,0.86,1446.47,21858333.08,4675.29,0.66,0.71,93,0,0.533
nixpkgs,Module,REFACTOR,0.94,0.94,43.05,21280.21,145.88,0.68,0.73,93,0,0.533
kubernetes,Line,REFACTOR,0.93,0.93,3916.99,255756684.99,15992.39,0.7,0.79,641,0,0.502
kubernetes,Module,REFACTOR,0.92,0.92,125.93,260068.91,509.97,0.69,0.77,641,0,0.502
cinder,Line,BUG,0.9,0.9,27964.75,4086456255.42,63925.4,0.35,0.49,181,0,0.342
cinder,Module,BUG,0.99,0.99,98.73,28717.51,169.46,0.56,0.82,181,0,0.342
lock,Line,TESTING,0.87,0.87,2154.88,225702135.43,15023.39,0.87,0.88,492,0,0.641
lock,Module,TESTING,0.8,0.8,37.53,81586.37,285.63,0.87,0.92,492,0,0.641
Odin,Line,TESTING,0.99,0.99,32.09,6951.66,83.38,0.83,0.91,35,0,0.63
Odin,Module,TESTING,0.91,0.89,1.03,9.46,3.08,0.83,0.86,35,0,0.63
angular.js,Line,TESTING,0.95,0.95,3704.49,48717827.15,6979.82,0.26,0.36,204,0,0.281
angular.js,Module,TESTING,0.98,0.98,23.68,3433.79,58.6,0.5,0.69,204,0,0.281
nova,Line,TESTING,0.92,0.92,25405.47,5439376826.53,73752.13,0.34,0.5,234,0,0.301
