Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
brew,Module,TESTING,0.92,0.92,28.27,5744.94,75.8,0.3,0.42,152
nixpkgs,Line,TESTING,0.86,0.86,20941.75,16846759910.15,129795.07,0.43,0.55,93
nixpkgs,Module,TESTING,0.91,0.91,110.66,118162.89,343.75,0.56,0.69,93
Odin,Line,TESTING,0.99,0.99,26.7,5367.17,73.26,0.86,0.89,35
Odin,Module,TESTING,0.9,0.89,1.04,10.07,3.17,0.83,0.86,35
mesos,Line,TESTING,1.0,1.0,835.23,6413025.07,2532.4,0.77,0.83,257
mesos,Module,TESTING,1.0,1.0,10.46,770.23,27.75,0.81,0.89,257
linux,Line,TESTING,0.93,0.93,1074.36,20395658.11,4516.16,0.39,0.47,640
linux,Module,TESTING,0.99,0.99,6.3,457.69,21.39,0.57,0.74,640
elasticsearch,Line,TESTING,1.0,1.0,82524.79,38414340817.75,195995.77,0.39,0.5,270
elasticsearch,Module,TESTING,1.0,1.0,2547.13,56905107.83,7543.55,0.47,0.64,270
lock,Line,FEATURE,0.87,0.87,1634.64,117849724.98,10855.86,0.97,0.97,492
lock,Module,FEATURE,0.88,0.88,53.61,120945.47,347.77,0.97,0.97,492
cinder,Line,FEATURE,0.98,0.98,296.96,582095.32,762.95,0.76,0.84,181
cinder,Module,FEATURE,0.97,0.97,4.86,166.64,12.91,0.75,0.78,181
nova,Line,FEATURE,0.92,0.92,218.39,361368.92,601.14,0.71,0.75,234
nova,Module,FEATURE,0.93,0.93,7.02,354.45,18.83,0.71,0.75,234
kubernetes,Line,FEATURE,0.97,0.97,994.61,13017606.78,3607.99,0.68,0.73,641
kubernetes,Module,FEATURE,0.98,0.98,27.86,10435.08,102.15,0.71,0.79,641
react,Line,FEATURE,0.87,0.87,8950.35,3375618777.23,58100.08,0.75,0.79,130
react,Module,FEATURE,0.91,0.91,127.13,480483.7,693.17,0.78,0.82,130
angular.js,Line,FEATURE,0.98,0.98,2366.93,30904609.39,5559.19,0.44,0.59,204
angular.js,Module,FEATURE,0.99,0.99,28.59,6639.46,81.48,0.53,0.78,204
brew,Line,FEATURE,0.89,0.89,8.22,1868.62,43.23,0.9,0.9,152
brew,Module,FEATURE,0.88,0.88,0.15,0.73,0.86,0.91,0.93,152
nixpkgs,Line,FEATURE,0.84,0.83,6260.69,2498540408.88,49985.4,0.62,0.68,93
nixpkgs,Module,FEATURE,0.91,0.91,3.58,95.68,9.78,0.7,0.73,93
Odin,Line,FEATURE,0.88,0.87,29.54,19870.56,140.96,0.94,0.94,35
Odin,Module,FEATURE,0.91,0.9,0.36,4.08,2.02,0.97,0.97,35
mesos,Line,FEATURE,0.96,0.96,6.47,551.98,23.49,0.9,0.95,257
mesos,Module,FEATURE,1.0,1.0,0.09,0.12,0.34,0.95,0.97,257
linux,Line,FEATURE,0.93,0.93,169.05,752852.76,867.67,0.64,0.72,640
linux,Module,FEATURE,0.99,0.99,2.9,96.45,9.82,0.76,0.87,640
elasticsearch,Line,FEATURE,0.99,0.99,80900.96,51948709313.5,227922.6,0.66,0.76,270
elasticsearch,Module,FEATURE,0.99,0.99,996.6,7833996.74,2798.93,0.69,0.79,270
lock,Line,UPGRADE,0.79,0.79,1057.97,66807628.72,8173.59,0.94,0.95,492
lock,Module,UPGRADE,0.83,0.83,9.3,3672.77,60.6,0.94,0.95,492
cinder,Line,UPGRADE,0.97,0.97,85.92,30571.31,174.85,0.66,0.76,181
cinder,Module,UPGRADE,0.97,0.97,4.36,98.45,9.92,0.65,0.73,181
nova,Line,UPGRADE,0.97,0.97,698.28,4019002.29,2004.74,0.62,0.7,234
nova,Module,UPGRADE,0.97,0.97,8.24,516.56,22.73,0.71,0.8,234
kubernetes,Line,UPGRADE,0.95,0.95,2929.15,107189035.65,10353.21,0.58,0.63,641
kubernetes,Module,UPGRADE,0.96,0.96,46.05,22757.03,150.85,0.62,0.7,641
react,Line,UPGRADE,0.99,0.99,909.38,13829659.63,3718.83,0.69,0.75,130
react,Module,UPGRADE,0.96,0.96,37.76,35158.59,187.51,0.75,0.83,130
angular.js,Line,UPGRADE,0.93,0.93,2776.14,71080621.87,8430.93,0.6,0.65,204
angular.js,Module,UPGRADE,0.94,0.94,8.33,658.29,25.66,0.73,0.76,204
nixpkgs,Line,UPGRADE,0.91,0.91,795.78,6342903.32,2518.51,0.38,0.46,93
nixpkgs,Module,UPGRADE,0.9,0.9,34.84,15999.72,126.49,0.44,0.62,93
Odin,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,35
Odin,Module,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,35
brew,Line,UPGRADE,0.91,0.91,133.33,216371.6,465.16,0.3,0.44,152
brew,Module,UPGRADE,0.89,0.89,14.05,4268.92,65.34,0.37,0.55,152
mesos,Line,UPGRADE,0.83,0.83,3920.2,615134443.98,24801.9,0.67,0.71,257
mesos,Module,UPGRADE,0.85,0.85,7.24,2016.46,44.91,0.77,0.84,257
linux,Line,UPGRADE,0.86,0.86,63.05,210207.57,458.48,0.81,0.84,640
linux,Module,UPGRADE,0.94,0.94,0.9,16.24,4.03,0.88,0.92,640
elasticsearch,Line,UPGRADE,1.0,1.0,25158.31,6984921345.61,83575.84,0.41,0.51,270
elasticsearch,Module,UPGRADE,1.0,1.0,1328.02,15951658.4,3993.95,0.5,0.64,270
lock,Line,RELEASE,0.83,0.83,562.42,21008488.05,4583.5,0.59,0.67,492
lock,Module,RELEASE,0.98,0.98,22.18,24991.28,158.09,0.68,0.85,492
nova,Line,RELEASE,0.91,0.91,1267.58,23646962.97,4862.81,0.51,0.59,234
nova,Module,RELEASE,0.96,0.96,4.48,219.46,14.81,0.68,0.83,234
kubernetes,Line,RELEASE,0.91,0.91,10156.22,929714207.37,30491.22,0.43,0.46,641
kubernetes,Module,RELEASE,0.92,0.92,84.75,39446.56,198.61,0.41,0.45,641
cinder,Line,RELEASE,0.92,0.92,207.49,649337.44,805.81,0.66,0.7,181
cinder,Module,RELEASE,0.98,0.98,4.71,147.23,12.13,0.69,0.8,181
angular.js,Line,RELEASE,0.97,0.97,85.86,28315.89,168.27,0.46,0.55,204
angular.js,Module,RELEASE,0.99,0.99,1.73,15.14,3.89,0.77,0.88,204
react,Line,RELEASE,0.88,0.88,8961.5,1101730208.16,33192.32,0.46,0.48,130
react,Module,RELEASE,0.87,0.87,209.81,1017920.18,1008.92,0.55,0.65,130
nixpkgs,Line,RELEASE,0.87,0.87,931.4,8475172.58,2911.21,0.48,0.56,93
nixpkgs,Module,RELEASE,0.94,0.94,18.22,2273.92,47.69,0.58,0.71,93
Odin,Line,RELEASE,0.94,0.93,0.65,6.29,2.51,0.89,0.94,35
Odin,Module,RELEASE,0.93,0.92,0.14,0.23,0.48,0.89,0.91,35
brew,Line,RELEASE,0.88,0.88,4.4,254.64,15.96,0.87,0.88,152
brew,Module,RELEASE,0.93,0.93,0.23,0.97,0.99,0.91,0.91,152
mesos,Line,RELEASE,0.98,0.98,89.36,46523.62,215.69,0.7,0.76,257
mesos,Module,RELEASE,1.0,1.0,0.69,3.96,1.99,0.89,0.96,257
linux,Line,RELEASE,0.76,0.76,517.48,32331098.13,5686.04,0.43,0.53,640
linux,Module,RELEASE,0.91,0.91,4.47,446.24,21.12,0.54,0.66,640
elasticsearch,Line,RELEASE,0.99,0.99,4227.36,142853328.74,11952.13,0.33,0.51,270
elasticsearch,Module,RELEASE,0.98,0.98,433.62,1450719.44,1204.46,0.51,0.69,270
lock,Line,SUPPORT,0.85,0.85,393.79,12155644.88,3486.49,0.87,0.88,492
lock,Module,SUPPORT,0.92,0.92,6.75,3761.51,61.33,0.89,0.93,492
nova,Line,SUPPORT,0.94,0.94,7763.63,690916654.74,26285.29,0.46,0.61,234
nova,Module,SUPPORT,0.94,0.94,292.49,1041695.9,1020.64,0.55,0.68,234
kubernetes,Line,SUPPORT,0.95,0.95,67544.13,70715715358.48,265924.27,0.58,0.64,641
kubernetes,Module,SUPPORT,0.96,0.96,354.32,2162005.3,1470.38,0.66,0.76,641
cinder,Line,SUPPORT,0.99,0.99,2377.3,29694985.6,5449.31,0.52,0.71,181
cinder,Module,SUPPORT,0.99,0.99,24.84,2155.21,46.42,0.61,0.77,181
react,Line,SUPPORT,0.96,0.96,9216.34,1300744462.21,36065.84,0.58,0.65,130
react,Module,SUPPORT,0.97,0.97,105.77,216667.49,465.48,0.68,0.72,130
angular.js,Line,SUPPORT,0.9,0.9,43.53,35600.6,188.68,0.78,0.84,204
angular.js,Module,SUPPORT,0.96,0.96,1.67,25.76,5.08,0.81,0.85,204
brew,Line,SUPPORT,0.77,0.77,352.82,3507559.09,1872.85,0.5,0.55,152
brew,Module,SUPPORT,0.84,0.84,8.02,901.68,30.03,0.53,0.63,152
nixpkgs,Line,SUPPORT,0.91,0.91,2404.86,49537595.79,7038.29,0.37,0.49,93
nixpkgs,Module,SUPPORT,0.95,0.95,51.65,31037.99,176.18,0.47,0.68,93
Odin,Line,SUPPORT,0.92,0.91,220.15,350156.33,591.74,0.77,0.83,35
Odin,Module,SUPPORT,0.96,0.96,2.12,30.96,5.56,0.8,0.91,35
mesos,Line,SUPPORT,0.99,0.99,332.32,978768.4,989.33,0.77,0.87,257
mesos,Module,SUPPORT,1.0,1.0,6.34,246.02,15.69,0.75,0.88,257
linux,Line,SUPPORT,0.97,0.97,4138.69,331163007.28,18197.88,0.24,0.38,640
linux,Module,SUPPORT,1.0,1.0,24.89,7260.64,85.21,0.5,0.71,640
elasticsearch,Line,SUPPORT,1.0,1.0,115481.29,101082290851.98,317934.41,0.54,0.66,270
elasticsearch,Module,SUPPORT,1.0,1.0,2167.15,37708408.43,6140.72,0.54,0.7,270
lock,Line,OTHER,0.95,0.95,35426.13,25591404859.01,159973.14,0.26,0.39,492
lock,Module,OTHER,0.92,0.92,178.5,565429.39,751.95,0.16,0.3,492
nova,Line,OTHER,0.93,0.93,211516.45,339366368149.89,582551.6,0.26,0.37,234
nova,Module,OTHER,0.96,0.96,965.94,29335000.1,5416.18,0.74,0.91,234
kubernetes,Line,OTHER,0.97,0.97,305565.57,625833531559.67,791096.41,0.3,0.47,641
kubernetes,Module,OTHER,0.99,0.99,1826.12,18666954.68,4320.53,0.4,0.55,641
cinder,Line,OTHER,0.87,0.87,179411.32,280465147344.64,529589.6,0.33,0.43,181
cinder,Module,OTHER,1.0,1.0,250.88,246319.72,496.31,0.67,0.91,181
angular.js,Line,OTHER,0.95,0.95,32035.71,5078733854.1,71265.24,0.24,0.39,204
angular.js,Module,OTHER,0.96,0.96,741.07,1905119.32,1380.26,0.23,0.38,204
react,Line,OTHER,0.94,0.94,302435.45,1881994868767.29,1371858.18,0.1,0.19,130
react,Module,OTHER,0.93,0.93,7505.82,1333929499.97,36523.0,0.17,0.31,130
brew,Line,OTHER,0.93,0.93,2835.98,50823149.82,7129.04,0.13,0.26,152
brew,Module,OTHER,0.94,0.94,184.62,169202.96,411.34,0.14,0.38,152
nixpkgs,Line,OTHER,0.95,0.95,92355.22,58102457332.17,241044.51,0.33,0.43,93
nixpkgs,Module,OTHER,0.95,0.95,1849.23,38886943.43,6235.94,0.43,0.63,93
Odin,Line,OTHER,0.9,0.89,6982.15,110353082.59,10504.91,0.11,0.26,35
Odin,Module,OTHER,0.97,0.97,61.0,12897.65,113.57,0.23,0.49,35
mesos,Line,OTHER,0.87,0.87,6853.54,599800271.56,24490.82,0.54,0.68,257
mesos,Module,OTHER,1.0,1.0,108.61,68116.81,260.99,0.63,0.81,257
linux,Line,OTHER,0.99,0.99,26553.59,6800291402.49,82463.88,0.22,0.39,640
linux,Module,OTHER,1.0,1.0,365.53,1140151.69,1067.78,0.59,0.81,640
elasticsearch,Line,OTHER,1.0,1.0,485105.64,2181073892209.34,1476845.93,0.39,0.6,270
elasticsearch,Module,OTHER,1.0,1.0,25010.32,4397590447.3,66314.33,0.47,0.73,270
office-js,Line,BUG,0.61,0.61,9679.2,7402637629.07,86038.58,0.95,0.95,307
office-js,Module,BUG,0.79,0.79,3.28,789.86,28.1,0.96,0.98,307
cf-deployment,Line,BUG,0.85,0.85,57.9,29721.52,172.4,0.58,0.6,192
cf-deployment,Module,BUG,0.83,0.83,4.12,173.88,13.19,0.67,0.74,192
d3,Line,BUG,0.91,0.91,111.39,166368.46,407.88,0.48,0.55,262
d3,Module,BUG,0.94,0.94,4.78,353.71,18.81,0.58,0.73,262
socket.io,Line,BUG,0.95,0.95,212.88,743372.86,862.19,0.4,0.51,127
socket.io,Module,BUG,0.95,0.95,12.2,3165.29,56.26,0.74,0.83,127
webpack,Line,BUG,0.82,0.82,5252.51,894799700.64,29913.2,0.28,0.36,424
webpack,Module,BUG,0.96,0.96,26.38,8580.27,92.63,0.42,0.58,424
jekyll,Line,BUG,0.87,0.87,384.84,2259479.58,1503.16,0.28,0.46,138
jekyll,Module,BUG,0.96,0.96,25.43,5630.15,75.03,0.4,0.61,138
requests,Line,BUG,0.91,0.91,45.34,7595.1,87.15,0.34,0.5,137
requests,Module,BUG,0.96,0.96,2.43,19.02,4.36,0.6,0.77,137
lodash,Line,BUG,0.99,0.99,591.27,12694048.69,3562.87,0.83,0.85,414
lodash,Module,BUG,1.0,1.0,3.04,231.24,15.21,0.86,0.89,414
json-server,Line,BUG,0.83,0.83,685.17,8095191.8,2845.21,0.51,0.58,121
json-server,Module,BUG,0.89,0.89,8.01,3493.49,59.11,0.53,0.69,121
pm2,Line,BUG,0.87,0.87,214.65,282532.84,531.54,0.29,0.39,137
pm2,Module,BUG,0.89,0.89,10.19,660.14,25.69,0.44,0.56,137
video.js,Line,BUG,0.92,0.92,5322.17,469952167.44,21678.38,0.41,0.5,398
video.js,Module,BUG,0.99,0.99,79.32,100369.19,316.81,0.51,0.74,398
devise,Line,BUG,0.92,0.92,88.65,51127.02,226.11,0.36,0.51,134
devise,Module,BUG,0.92,0.92,10.06,735.57,27.12,0.37,0.63,134
office-js,Line,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
office-js,Module,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
cf-deployment,Line,DOCS,0.83,0.83,18.32,7573.68,87.03,0.91,0.93,192
cf-deployment,Module,DOCS,0.86,0.86,0.36,5.4,2.32,0.93,0.94,192
d3,Line,DOCS,0.82,0.82,0.02,0.06,0.25,1.0,1.0,262
d3,Module,DOCS,0.82,0.82,0.0,0.0,0.06,1.0,1.0,262
socket.io,Line,DOCS,0.96,0.96,3709.54,781354273.2,27952.71,0.87,0.87,127
socket.io,Module,DOCS,0.96,0.96,55.96,163449.84,404.29,0.9,0.92,127
webpack,Line,DOCS,0.85,0.85,141.28,669832.84,818.43,0.92,0.92,424
webpack,Module,DOCS,0.9,0.9,1.92,110.07,10.49,0.91,0.93,424
jekyll,Line,DOCS,0.92,0.92,767.31,8807478.31,2967.74,0.54,0.61,138
jekyll,Module,DOCS,0.91,0.91,40.39,23598.66,153.62,0.65,0.71,138
requests,Line,DOCS,0.86,0.86,45.73,24866.23,157.69,0.53,0.61,137
requests,Module,DOCS,0.93,0.93,1.5,15.11,3.89,0.61,0.78,137
lodash,Line,DOCS,1.0,1.0,491.52,3030874.51,1740.94,0.85,0.91,414
lodash,Module,DOCS,1.0,1.0,3.63,182.88,13.52,0.86,0.91,414
json-server,Line,DOCS,0.84,0.84,0.12,0.94,0.97,0.98,0.98,121
json-server,Module,DOCS,0.84,0.84,0.03,0.05,0.22,0.98,0.98,121
pm2,Line,DOCS,0.92,0.92,15.23,3914.36,62.56,0.85,0.88,137
pm2,Module,DOCS,0.96,0.96,0.16,0.53,0.73,0.91,0.97,137
video.js,Line,DOCS,0.86,0.86,21912.17,56311424525.37,237300.28,0.8,0.83,398
video.js,Module,DOCS,0.9,0.9,48.66,233796.8,483.53,0.83,0.87,398
devise,Line,DOCS,0.97,0.97,18.84,4324.29,65.76,0.7,0.72,134
devise,Module,DOCS,0.98,0.98,1.28,15.66,3.96,0.75,0.78,134
office-js,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
office-js,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
d3,Line,REFACTOR,0.88,0.88,133.03,3470380.1,1862.9,0.97,0.97,262
d3,Module,REFACTOR,0.87,0.87,1.52,471.95,21.72,0.98,0.98,262
cf-deployment,Line,REFACTOR,0.93,0.93,5.42,1932.34,43.96,0.98,0.98,192
cf-deployment,Module,REFACTOR,0.86,0.86,0.24,3.24,1.8,0.97,0.98,192
webpack,Line,REFACTOR,0.98,0.98,493.91,5186018.22,2277.28,0.83,0.85,424
webpack,Module,REFACTOR,0.89,0.89,25.02,29814.57,172.67,0.82,0.84,424
socket.io,Line,REFACTOR,0.93,0.93,15.01,4387.38,66.24,0.94,0.95,127
socket.io,Module,REFACTOR,0.92,0.92,0.23,1.13,1.06,0.93,0.94,127
jekyll,Line,REFACTOR,0.88,0.88,28.73,7974.56,89.3,0.75,0.8,138
jekyll,Module,REFACTOR,0.89,0.89,0.95,7.98,2.83,0.75,0.81,138
requests,Line,REFACTOR,0.82,0.82,16.83,13526.5,116.3,0.92,0.93,137
requests,Module,REFACTOR,0.92,0.92,0.16,0.4,0.64,0.92,0.92,137
pm2,Line,REFACTOR,0.9,0.9,215.29,508268.6,712.93,0.79,0.85,137
pm2,Module,REFACTOR,0.89,0.89,4.6,386.23,19.65,0.81,0.84,137
lodash,Line,REFACTOR,0.99,0.99,2.12,708.69,26.62,0.99,0.99,414
lodash,Module,REFACTOR,1.0,1.0,0.02,0.06,0.24,1.0,1.0,414
json-server,Line,REFACTOR,0.79,0.78,24.11,8558.36,92.51,0.9,0.92,121
json-server,Module,REFACTOR,0.78,0.77,0.62,6.4,2.53,0.9,0.94,121
video.js,Line,REFACTOR,1.0,1.0,1240.09,35012256.58,5917.12,0.92,0.95,398
video.js,Module,REFACTOR,1.0,1.0,48.48,62854.26,250.71,0.92,0.95,398
devise,Line,REFACTOR,0.9,0.9,17.08,2412.67,49.12,0.74,0.79,134
devise,Module,REFACTOR,0.89,0.89,1.26,15.86,3.98,0.78,0.84,134
office-js,Line,TESTING,0.95,0.95,1851.17,402211835.18,20055.22,0.99,1.0,307
office-js,Module,TESTING,1.0,1.0,1.56,249.31,15.79,0.99,0.99,307
d3,Line,TESTING,0.88,0.88,215.68,9284186.59,3047.0,0.78,0.82,262
d3,Module,TESTING,0.89,0.89,3.98,584.09,24.17,0.82,0.85,262
cf-deployment,Line,TESTING,0.81,0.81,215.68,1662446.78,1289.36,0.62,0.68,192
cf-deployment,Module,TESTING,0.91,0.91,2.71,79.27,8.9,0.62,0.76,192
socket.io,Line,TESTING,0.89,0.89,5125.68,739838383.77,27199.97,0.69,0.72,127
socket.io,Module,TESTING,0.99,0.99,1.68,29.66,5.45,0.76,0.86,127
webpack,Line,TESTING,0.97,0.97,394.4,2840831.01,1685.48,0.65,0.72,424
webpack,Module,TESTING,0.98,0.98,14.49,2813.42,53.04,0.68,0.77,424
jekyll,Line,TESTING,0.96,0.96,111.9,85585.26,292.55,0.41,0.56,138
jekyll,Module,TESTING,0.97,0.97,12.47,2039.41,45.16,0.55,0.72,138
pm2,Line,TESTING,0.85,0.85,240.05,593428.15,770.34,0.53,0.59,137
pm2,Module,TESTING,0.74,0.73,6.74,383.93,19.59,0.59,0.74,137
requests,Line,TESTING,0.82,0.82,197.89,645105.61,803.18,0.51,0.56,137
requests,Module,TESTING,0.95,0.95,1.28,19.33,4.4,0.77,0.87,137
json-server,Line,TESTING,0.89,0.89,281.71,7507288.1,2739.94,0.89,0.9,121
json-server,Module,TESTING,0.88,0.88,3.1,1016.4,31.88,0.88,0.93,121
lodash,Line,TESTING,1.0,1.0,291.47,2805022.48,1674.82,0.82,0.87,414
lodash,Module,TESTING,1.0,1.0,5.33,1155.84,34.0,0.84,0.89,414
video.js,Line,TESTING,0.96,0.96,1707.36,82773679.8,9098.0,0.81,0.83,398
video.js,Module,TESTING,0.99,0.99,8.49,3074.91,55.45,0.86,0.89,398
devise,Line,TESTING,0.97,0.97,208.84,235958.28,485.76,0.52,0.66,134
devise,Module,TESTING,0.97,0.97,11.36,788.49,28.08,0.57,0.74,134
office-js,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
office-js,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
cf-deployment,Line,FEATURE,0.88,0.88,0.24,4.24,2.06,0.98,0.98,192
cf-deployment,Module,FEATURE,0.91,0.91,0.02,0.06,0.25,0.98,0.98,192
d3,Line,FEATURE,0.82,0.82,0.26,10.27,3.21,0.99,0.99,262
d3,Module,FEATURE,0.82,0.82,0.02,0.07,0.27,0.99,0.99,262
socket.io,Line,FEATURE,0.9,0.9,299.43,7123600.0,2669.01,0.92,0.92,127
socket.io,Module,FEATURE,0.97,0.97,14.61,9710.06,98.54,0.93,0.94,127
webpack,Line,FEATURE,0.9,0.9,176.08,834281.2,913.39,0.82,0.83,424
webpack,Module,FEATURE,0.84,0.84,11.58,8133.69,90.19,0.81,0.84,424
jekyll,Line,FEATURE,0.89,0.89,110.42,324299.82,569.47,0.76,0.8,138
jekyll,Module,FEATURE,0.89,0.89,12.34,5500.95,74.17,0.81,0.87,138
pm2,Line,FEATURE,0.95,0.95,50.46,19505.31,139.66,0.72,0.78,137
pm2,Module,FEATURE,0.95,0.95,2.01,28.0,5.29,0.74,0.79,137
requests,Line,FEATURE,0.77,0.76,1.75,35.81,5.98,0.84,0.84,137
requests,Module,FEATURE,0.83,0.83,0.12,0.13,0.36,0.85,0.85,137
json-server,Line,FEATURE,0.87,0.87,0.27,9.0,3.0,0.99,0.99,121
json-server,Module,FEATURE,0.87,0.87,0.03,0.13,0.36,0.99,0.99,121
lodash,Line,FEATURE,1.0,1.0,3.16,713.29,26.71,0.98,0.98,414
lodash,Module,FEATURE,1.0,1.0,0.08,0.51,0.72,0.98,0.99,414
video.js,Line,FEATURE,0.99,0.99,1392.28,28607578.33,5348.61,0.84,0.87,398
video.js,Module,FEATURE,0.99,0.99,25.36,21764.87,147.53,0.87,0.91,398
devise,Line,FEATURE,0.87,0.87,3.98,269.56,16.42,0.9,0.9,134
devise,Module,FEATURE,0.88,0.88,0.3,1.54,1.24,0.9,0.91,134
office-js,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
office-js,Module,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,307
d3,Line,UPGRADE,0.84,0.84,10.42,12826.06,113.25,0.98,0.98,262
d3,Module,UPGRADE,0.9,0.9,0.11,0.89,0.94,0.98,0.98,262
cf-deployment,Line,UPGRADE,0.89,0.89,3.31,242.6,15.58,0.94,0.94,192
cf-deployment,Module,UPGRADE,0.93,0.93,0.05,0.05,0.23,0.95,0.97,192
socket.io,Line,UPGRADE,0.99,0.99,0.03,0.04,0.2,0.98,0.99,127
socket.io,Module,UPGRADE,0.98,0.98,0.02,0.02,0.14,0.98,0.98,127
jekyll,Line,UPGRADE,0.97,0.97,48.01,72884.15,269.97,0.7,0.77,138
jekyll,Module,UPGRADE,0.97,0.97,6.53,1629.97,40.37,0.78,0.83,138
webpack,Line,UPGRADE,0.96,0.96,91.9,127016.36,356.39,0.86,0.87,424
webpack,Module,UPGRADE,0.96,0.96,2.13,103.73,10.18,0.86,0.9,424
requests,Line,UPGRADE,0.87,0.87,38.34,26958.3,164.19,0.86,0.88,137
requests,Module,UPGRADE,0.89,0.89,0.68,8.36,2.89,0.9,0.93,137
pm2,Line,UPGRADE,0.91,0.91,32.77,8686.42,93.2,0.66,0.72,137
pm2,Module,UPGRADE,0.96,0.96,0.84,6.43,2.54,0.77,0.85,137
json-server,Line,UPGRADE,0.9,0.9,272.53,5952353.14,2439.74,0.97,0.97,121
json-server,Module,UPGRADE,0.95,0.95,0.12,0.66,0.82,0.96,0.98,121
video.js,Line,UPGRADE,0.88,0.88,1297.12,289428358.58,17012.59,0.97,0.98,398
video.js,Module,UPGRADE,0.96,0.96,4.37,1665.81,40.81,0.97,0.98,398
lodash,Line,UPGRADE,1.0,1.0,4.39,904.83,30.08,0.97,0.97,414
lodash,Module,UPGRADE,1.0,1.0,0.09,0.34,0.58,0.98,0.98,414
devise,Line,UPGRADE,0.94,0.94,15.89,2918.16,54.02,0.81,0.81,134
devise,Module,UPGRADE,0.96,0.96,0.93,7.75,2.78,0.82,0.86,134
office-js,Line,RELEASE,0.74,0.74,46834.5,42824582359.14,206941.01,0.21,0.55,307
office-js,Module,RELEASE,0.84,0.84,23.37,7784.8,88.23,0.57,0.58,307
d3,Line,RELEASE,0.72,0.72,5.73,822.61,28.68,0.9,0.9,262
d3,Module,RELEASE,0.83,0.83,0.38,2.69,1.64,0.9,0.9,262
cf-deployment,Line,RELEASE,0.84,0.84,492.74,3550131.49,1884.18,0.56,0.61,192
cf-deployment,Module,RELEASE,0.96,0.96,3.62,150.76,12.28,0.74,0.83,192
socket.io,Line,RELEASE,0.99,0.99,89.35,165131.47,406.36,0.62,0.83,127
socket.io,Module,RELEASE,0.99,0.99,10.58,3253.99,57.04,0.61,0.88,127
jekyll,Line,RELEASE,0.94,0.94,140.88,103169.19,321.2,0.12,0.23,138
jekyll,Module,RELEASE,0.97,0.97,5.87,219.58,14.82,0.26,0.46,138
webpack,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,424
webpack,Module,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,424
pm2,Line,RELEASE,0.93,0.93,1.46,15.37,3.92,0.83,0.87,137
pm2,Module,RELEASE,0.95,0.95,0.25,0.47,0.68,0.82,0.89,137
requests,Line,RELEASE,0.9,0.9,2.43,44.26,6.65,0.71,0.74,137
requests,Module,RELEASE,0.93,0.93,0.29,0.42,0.64,0.69,0.79,137
video.js,Line,RELEASE,0.89,0.89,838.57,8011943.89,2830.54,0.78,0.8,398
video.js,Module,RELEASE,0.98,0.98,5.44,373.66,19.33,0.8,0.82,398
json-server,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,121
json-server,Module,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,121
lodash,Line,RELEASE,0.98,0.98,1.85,471.29,21.71,0.99,0.99,414
lodash,Module,RELEASE,1.0,1.0,0.05,0.26,0.51,0.99,0.99,414
devise,Line,RELEASE,0.92,0.92,33.71,4379.22,66.18,0.38,0.51,134
devise,Module,RELEASE,0.98,0.98,2.05,9.08,3.01,0.43,0.66,134
office-js,Line,SUPPORT,0.87,0.87,1762.56,953730240.31,30882.52,1.0,1.0,307
office-js,Module,SUPPORT,0.87,0.87,1.06,346.9,18.63,1.0,1.0,307
d3,Line,SUPPORT,0.96,0.96,16.99,5262.87,72.55,0.91,0.92,262
d3,Module,SUPPORT,0.97,0.97,0.44,7.45,2.73,0.94,0.97,262
cf-deployment,Line,SUPPORT,0.9,0.9,32.01,19291.33,138.89,0.84,0.86,192
cf-deployment,Module,SUPPORT,0.92,0.92,3.32,682.79,26.13,0.88,0.92,192
socket.io,Line,SUPPORT,0.89,0.89,60.09,78519.77,280.21,0.87,0.9,127
socket.io,Module,SUPPORT,0.97,0.97,0.8,6.67,2.58,0.86,0.91,127
webpack,Line,SUPPORT,0.99,0.99,130.78,249341.25,499.34,0.8,0.84,424
webpack,Module,SUPPORT,0.95,0.95,5.11,362.04,19.03,0.79,0.85,424
jekyll,Line,SUPPORT,0.98,0.98,168.18,1003052.15,1001.52,0.65,0.7,138
jekyll,Module,SUPPORT,0.98,0.98,9.33,3683.55,60.69,0.75,0.8,138
pm2,Line,SUPPORT,0.89,0.89,25.18,8682.29,93.18,0.8,0.83,137
