Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
node,Module,REFACTOR,0.84,0.84,51.76,21118.37,145.32,0.61,0.72,596,0,0.424
gitlabhq,Line,REFACTOR,0.54,0.54,577.21,6673052.75,2583.23,0.72,0.83,1154,0,0.511
gitlabhq,Module,REFACTOR,0.6,0.6,14.82,6301.1,79.38,0.74,0.86,1154,0,0.511
tensorflow,Line,REFACTOR,0.82,0.81,2591.86,84543560.79,9194.76,0.75,0.88,106,0,0.502
tensorflow,Module,REFACTOR,0.48,0.45,75.8,59138.98,243.19,0.61,0.71,106,0,0.502
orleans,Line,REFACTOR,0.69,0.68,331.04,743651.5,862.35,0.77,0.8,114,0,0.614
orleans,Module,REFACTOR,0.84,0.83,7.64,332.41,18.23,0.79,0.82,114,0,0.614
angular,Line,TESTING,0.49,0.48,7126.19,408206998.65,20204.13,0.28,0.42,411,0,0.365
angular,Module,TESTING,0.4,0.39,161.22,553012.91,743.65,0.36,0.52,411,0,0.365
cli,Line,REFACTOR,0.03,-0.02,2829.19,182163269.3,13496.79,0.48,0.6,109,0,0.511
cli,Module,REFACTOR,0.15,0.11,38.52,13824.47,117.58,0.54,0.64,109,0,0.511
vue,Line,REFACTOR,0.47,0.46,151.57,347151.37,589.2,0.76,0.81,248,0,0.61
vue,Module,REFACTOR,0.96,0.96,2.88,103.3,10.16,0.8,0.87,248,0,0.61
roslyn,Line,REFACTOR,0.4,0.37,26645.07,14768098651.7,121524.07,0.65,0.75,102,0,0.484
roslyn,Module,REFACTOR,-0.07,-0.13,709.96,27282249.72,5223.24,0.67,0.72,102,0,0.484
moby,Line,REFACTOR,0.19,0.18,310.56,1482434.58,1217.55,0.75,0.8,319,0,0.596
moby,Module,REFACTOR,0.4,0.39,5.61,335.37,18.31,0.8,0.84,319,0,0.596
ansible,Line,REFACTOR,0.72,0.72,31611.76,20555854143.29,143373.13,0.75,0.81,303,0,0.469
ansible,Module,REFACTOR,0.9,0.9,235.41,3333232.08,1825.71,0.76,0.84,303,0,0.469
neutron,Line,REFACTOR,0.62,0.61,663.96,2520393.27,1587.57,0.66,0.75,203,0,0.53
neutron,Module,REFACTOR,0.69,0.68,15.15,1315.44,36.27,0.63,0.74,203,0,0.53
home-assistant,Line,TESTING,0.13,0.12,4860.86,1807511200.17,42514.84,0.79,0.81,560,0,0.601
home-assistant,Module,TESTING,0.48,0.48,31.11,25291.59,159.03,0.82,0.86,560,0,0.601
node,Line,TESTING,0.85,0.85,8836.18,376369810.39,19400.25,0.37,0.55,596,0,0.331
node,Module,TESTING,0.87,0.87,482.47,1070463.38,1034.63,0.46,0.61,596,0,0.331
angular,Line,FEATURE,0.25,0.24,8383.19,1446966181.94,38039.01,0.38,0.58,411,0,0.392
angular,Module,FEATURE,0.53,0.52,129.9,229965.91,479.55,0.49,0.68,411,0,0.392
gitlabhq,Line,TESTING,-0.36,-0.37,18087.57,13820814629.98,117561.96,0.56,0.68,1154,0,0.451
gitlabhq,Module,TESTING,-1.54,-1.55,422.9,8014088.2,2830.92,0.64,0.75,1154,0,0.451
orleans,Line,TESTING,0.54,0.52,1786.14,33059609.54,5749.75,0.51,0.61,114,0,0.424
orleans,Module,TESTING,0.77,0.76,96.02,56469.05,237.63,0.46,0.58,114,0,0.424
tensorflow,Line,TESTING,0.33,0.3,12152.31,1376115786.03,37096.03,0.39,0.45,106,0,0.335
tensorflow,Module,TESTING,0.73,0.72,158.39,178490.66,422.48,0.48,0.64,106,0,0.335
home-assistant,Line,FEATURE,-0.0,-0.01,312.67,14962426.55,3868.13,0.9,0.9,560,0,0.654
home-assistant,Module,FEATURE,0.0,-0.01,6.58,4213.54,64.91,0.91,0.91,560,0,0.654
cli,Line,TESTING,0.0,-0.05,9593.59,7018388065.97,83775.82,0.31,0.5,109,0,0.405
cli,Module,TESTING,0.11,0.07,64.34,114746.52,338.74,0.36,0.54,109,0,0.405
node,Line,FEATURE,0.52,0.52,72.96,38395.43,195.95,0.73,0.78,596,0,0.573
node,Module,FEATURE,0.82,0.82,2.44,38.73,6.22,0.76,0.81,596,0,0.573
roslyn,Line,TESTING,-0.3,-0.37,137060.57,323119241534.67,568435.78,0.51,0.62,102,0,0.388
roslyn,Module,TESTING,0.77,0.76,693.02,4381353.69,2093.17,0.5,0.69,102,0,0.388
vue,Line,TESTING,0.68,0.67,750.46,10455236.77,3233.46,0.62,0.69,248,0,0.558
vue,Module,TESTING,0.85,0.85,14.9,4039.28,63.56,0.69,0.73,248,0,0.558
ansible,Line,TESTING,0.89,0.89,59699.14,17350500390.61,131721.3,0.43,0.58,303,0,0.31
ansible,Module,TESTING,0.8,0.8,4347.9,99970368.88,9998.52,0.45,0.58,303,0,0.31
neutron,Line,TESTING,0.63,0.62,3340.84,104782407.81,10236.33,0.38,0.57,203,0,0.386
neutron,Module,TESTING,0.75,0.74,73.23,49156.18,221.71,0.53,0.74,203,0,0.386
moby,Line,TESTING,0.39,0.38,1125.09,16403211.88,4050.09,0.5,0.64,319,0,0.514
moby,Module,TESTING,0.52,0.51,28.86,7202.54,84.87,0.57,0.65,319,0,0.514
angular,Line,UPGRADE,0.3,0.29,1278.76,10366620.82,3219.72,0.53,0.61,411,0,0.511
angular,Module,UPGRADE,0.06,0.05,22.28,25252.02,158.91,0.58,0.67,411,0,0.511
home-assistant,Line,UPGRADE,0.15,0.14,328.49,6147283.68,2479.37,0.79,0.85,560,0,0.578
home-assistant,Module,UPGRADE,0.83,0.83,24.63,12378.49,111.26,0.84,0.91,560,0,0.578
gitlabhq,Line,FEATURE,0.26,0.26,668.59,10921229.89,3304.73,0.63,0.69,1154,0,0.49
gitlabhq,Module,FEATURE,-0.04,-0.04,20.58,10475.21,102.35,0.66,0.76,1154,0,0.49
node,Line,UPGRADE,0.78,0.78,184503.39,114147987771.05,337857.94,0.34,0.54,596,0,0.371
node,Module,UPGRADE,0.89,0.89,1856.13,9655695.46,3107.36,0.38,0.58,596,0,0.371
tensorflow,Line,FEATURE,0.57,0.55,1866.14,21429853.23,4629.24,0.62,0.72,106,0,0.498
tensorflow,Module,FEATURE,0.59,0.57,20.17,2646.09,51.44,0.69,0.73,106,0,0.498
orleans,Line,FEATURE,-0.08,-0.13,171.18,379239.12,615.82,0.9,0.9,114,0,0.644
orleans,Module,FEATURE,-0.08,-0.13,13.33,2404.37,49.03,0.9,0.9,114,0,0.644
cli,Line,FEATURE,-0.88,-0.97,213.42,862645.46,928.79,0.81,0.82,109,0,0.628
cli,Module,FEATURE,-0.57,-0.65,9.72,1220.43,34.93,0.81,0.81,109,0,0.628
roslyn,Line,FEATURE,0.54,0.52,12102.55,1124074240.05,33527.22,0.67,0.69,102,0,0.492
roslyn,Module,FEATURE,0.04,-0.01,690.84,4922031.66,2218.57,0.63,0.67,102,0,0.492
neutron,Line,FEATURE,0.5,0.49,231.03,360506.86,600.42,0.79,0.81,203,0,0.603
neutron,Module,FEATURE,0.65,0.64,3.63,86.07,9.28,0.77,0.82,203,0,0.603
angular,Line,RELEASE,-0.34,-0.36,175.5,212370.76,460.84,0.19,0.31,411,0,0.406
angular,Module,RELEASE,0.42,0.41,5.04,397.37,19.93,0.55,0.74,411,0,0.406
ansible,Line,FEATURE,0.44,0.43,19247.1,2589042366.88,50882.63,0.65,0.68,303,0,0.488
ansible,Module,FEATURE,0.56,0.55,248.46,437158.48,661.18,0.65,0.68,303,0,0.488
vue,Line,FEATURE,0.55,0.54,49.49,72639.87,269.52,0.87,0.88,248,0,0.643
vue,Module,FEATURE,0.79,0.79,1.8,97.87,9.89,0.88,0.88,248,0,0.643
moby,Line,FEATURE,-1.07,-1.1,40.33,34141.37,184.77,0.85,0.85,319,0,0.629
moby,Module,FEATURE,-0.94,-0.97,1.21,21.07,4.59,0.84,0.84,319,0,0.629
home-assistant,Line,RELEASE,-0.0,-0.01,11.11,35806.18,189.23,0.93,0.93,560,0,0.632
home-assistant,Module,RELEASE,-0.01,-0.02,1.32,268.11,16.37,0.93,0.93,560,0,0.632
node,Line,RELEASE,0.75,0.75,222.46,291214.5,539.64,0.55,0.66,596,0,0.409
node,Module,RELEASE,0.83,0.83,5.91,155.52,12.47,0.58,0.68,596,0,0.409
gitlabhq,Line,UPGRADE,-0.01,-0.01,413.21,4172802.88,2042.74,0.62,0.7,1154,0,0.501
gitlabhq,Module,UPGRADE,-0.23,-0.24,9.55,3202.53,56.59,0.69,0.77,1154,0,0.501
orleans,Line,UPGRADE,0.98,0.98,30.15,6310.64,79.44,0.89,0.94,114,0,0.585
orleans,Module,UPGRADE,0.11,0.07,10.28,1096.3,33.11,0.76,0.76,114,0,0.585
angular,Line,SUPPORT,0.38,0.37,371.09,1251841.86,1118.86,0.66,0.68,411,0,0.576
angular,Module,SUPPORT,0.81,0.81,3.9,108.5,10.42,0.69,0.77,411,0,0.576
tensorflow,Line,UPGRADE,-0.01,-0.06,8918.7,7208602837.47,84903.49,0.43,0.54,106,0,0.394
tensorflow,Module,UPGRADE,0.36,0.33,28.03,9091.86,95.35,0.52,0.64,106,0,0.394
cli,Line,UPGRADE,0.01,-0.04,1280.27,80954362.92,8997.46,0.49,0.53,109,0,0.528
cli,Module,UPGRADE,0.36,0.33,18.41,9786.65,98.93,0.61,0.68,109,0,0.528
roslyn,Line,UPGRADE,-0.01,-0.06,1821.14,70727541.02,8409.97,0.63,0.64,102,0,0.533
roslyn,Module,UPGRADE,0.19,0.15,62.84,31652.97,177.91,0.67,0.71,102,0,0.533
neutron,Line,UPGRADE,0.03,0.01,557.01,4380660.46,2093.0,0.56,0.65,203,0,0.523
neutron,Module,UPGRADE,0.55,0.54,7.77,460.49,21.46,0.61,0.75,203,0,0.523
moby,Line,UPGRADE,0.36,0.35,109.19,84362.37,290.45,0.65,0.7,319,0,0.58
moby,Module,UPGRADE,0.4,0.39,3.6,107.61,10.37,0.68,0.74,319,0,0.58
vue,Line,UPGRADE,0.03,0.01,72.99,497359.47,705.24,0.9,0.9,248,0,0.659
vue,Module,UPGRADE,0.62,0.61,0.61,9.03,3.01,0.91,0.92,248,0,0.659
ansible,Line,UPGRADE,0.62,0.61,1734.25,22002186.08,4690.65,0.58,0.74,303,0,0.418
ansible,Module,UPGRADE,0.89,0.89,25.37,4156.67,64.47,0.71,0.81,303,0,0.418
home-assistant,Line,SUPPORT,0.37,0.36,1299.98,42192416.89,6495.57,0.8,0.87,560,0,0.591
home-assistant,Module,SUPPORT,0.29,0.28,35.26,32872.74,181.31,0.8,0.85,560,0,0.591
node,Line,SUPPORT,0.67,0.67,2931.51,84160765.3,9173.92,0.51,0.64,596,0,0.403
node,Module,SUPPORT,0.96,0.96,22.99,2723.33,52.19,0.61,0.82,596,0,0.403
gitlabhq,Line,RELEASE,0.11,0.11,65.25,179062.74,423.16,0.74,0.77,1154,0,0.575
gitlabhq,Module,RELEASE,0.4,0.4,3.4,296.97,17.23,0.77,0.82,1154,0,0.575
angular,Line,OTHER,0.51,0.5,43396.4,16710841339.8,129270.42,0.18,0.31,411,0,0.305
angular,Module,OTHER,0.56,0.55,255.62,375775.85,613.01,0.27,0.46,411,0,0.305
orleans,Line,RELEASE,0.04,-0.0,59.47,53260.27,230.78,0.72,0.79,114,0,0.592
orleans,Module,RELEASE,0.18,0.14,1.7,45.27,6.73,0.79,0.82,114,0,0.592
tensorflow,Line,RELEASE,-0.29,-0.35,14266.53,1420499530.47,37689.51,0.28,0.36,106,0,0.366
tensorflow,Module,RELEASE,0.14,0.1,31.55,9269.93,96.28,0.41,0.59,106,0,0.366
cli,Line,RELEASE,0.19,0.15,42.51,14674.16,121.14,0.65,0.69,109,0,0.582
cli,Module,RELEASE,0.4,0.37,1.26,13.19,3.63,0.72,0.78,109,0,0.582
ansible,Line,RELEASE,0.56,0.55,634.5,1593034.2,1262.15,0.25,0.45,303,0,0.357
ansible,Module,RELEASE,0.92,0.92,14.19,651.92,25.53,0.42,0.67,303,0,0.357
roslyn,Line,RELEASE,0.17,0.13,236.31,690283.19,830.83,0.69,0.71,102,0,0.553
roslyn,Module,RELEASE,0.29,0.25,12.38,1040.51,32.26,0.7,0.76,102,0,0.553
moby,Line,RELEASE,0.04,0.02,37.16,32294.69,179.71,0.76,0.8,319,0,0.618
moby,Module,RELEASE,0.28,0.27,1.84,50.5,7.11,0.79,0.81,319,0,0.618
neutron,Line,RELEASE,0.22,0.2,872.84,18555056.82,4307.56,0.49,0.66,203,0,0.5
neutron,Module,RELEASE,0.7,0.69,9.7,582.66,24.14,0.59,0.69,203,0,0.5
vue,Line,RELEASE,-1.74,-1.8,6549.73,484339035.04,22007.7,0.4,0.42,248,0,0.487
vue,Module,RELEASE,-1.52,-1.57,15.1,2636.43,51.35,0.44,0.49,248,0,0.487
home-assistant,Line,OTHER,0.01,0.0,20362.09,5376211435.82,73322.65,0.12,0.24,560,0,0.373
home-assistant,Module,OTHER,-0.0,-0.01,1046.87,31493521.7,5611.91,0.23,0.43,560,0,0.373
node,Line,OTHER,0.9,0.9,258320.67,351561189187.51,592925.96,0.29,0.51,596,0,0.271
node,Module,OTHER,0.96,0.96,1925.33,23047262.65,4800.76,0.41,0.63,596,0,0.271
gitlabhq,Line,SUPPORT,0.23,0.23,657.23,8644749.39,2940.2,0.71,0.76,1154,0,0.516
gitlabhq,Module,SUPPORT,0.71,0.71,11.94,2132.35,46.18,0.73,0.83,1154,0,0.516
tensorflow,Line,SUPPORT,0.93,0.93,3705.29,118961062.4,10906.93,0.67,0.8,106,0,0.418
tensorflow,Module,SUPPORT,0.93,0.93,79.5,76217.44,276.08,0.72,0.81,106,0,0.418
orleans,Line,SUPPORT,0.31,0.28,850.94,5359303.27,2315.02,0.59,0.65,114,0,0.498
orleans,Module,SUPPORT,0.18,0.14,27.52,6133.71,78.32,0.57,0.68,114,0,0.498
cli,Line,SUPPORT,0.1,0.06,797.04,4506098.29,2122.76,0.52,0.6,109,0,0.524
cli,Module,SUPPORT,0.53,0.51,9.23,452.15,21.26,0.58,0.71,109,0,0.524
ansible,Line,SUPPORT,0.63,0.62,14209.12,3082066466.27,55516.36,0.54,0.71,303,0,0.381
ansible,Module,SUPPORT,0.88,0.88,228.4,480218.33,692.98,0.65,0.82,303,0,0.381
moby,Line,SUPPORT,0.17,0.16,798.31,18016167.37,4244.55,0.65,0.74,319,0,0.558
moby,Module,SUPPORT,0.47,0.46,17.58,4042.24,63.58,0.65,0.77,319,0,0.558
roslyn,Line,SUPPORT,0.27,0.23,87564.0,280705153578.37,529816.15,0.64,0.75,102,0,0.462
roslyn,Module,SUPPORT,0.81,0.8,501.28,2611105.6,1615.89,0.64,0.71,102,0,0.462
vue,Line,SUPPORT,0.97,0.97,78.65,83832.45,289.54,0.74,0.84,248,0,0.593
vue,Module,SUPPORT,0.97,0.97,3.73,171.17,13.08,0.77,0.82,248,0,0.593
neutron,Line,SUPPORT,0.72,0.71,2275.71,30079248.74,5484.46,0.47,0.57,203,0,0.437
neutron,Module,SUPPORT,0.91,0.91,30.25,4257.52,65.25,0.56,0.77,203,0,0.437
gitlabhq,Line,OTHER,0.41,0.41,26815.26,11973077496.59,109421.56,0.26,0.41,1154,0,0.25
gitlabhq,Module,OTHER,-1.49,-1.5,791.32,28999981.06,5385.16,0.36,0.61,1154,0,0.25
tensorflow,Line,OTHER,-0.05,-0.1,379562.3,1845566308431.53,1358516.22,0.13,0.29,106,0,0.156
tensorflow,Module,OTHER,0.27,0.23,3982.79,191264617.31,13829.85,0.26,0.47,106,0,0.156
cli,Line,OTHER,-0.06,-0.11,77649.13,62180585134.63,249360.35,0.15,0.2,109,0,0.337
cli,Module,OTHER,0.18,0.14,407.38,950992.75,975.19,0.28,0.56,109,0,0.337
orleans,Line,OTHER,0.57,0.55,19778.39,2449334254.1,49490.75,0.23,0.38,114,0,0.297
orleans,Module,OTHER,0.4,0.37,783.28,4832613.71,2198.32,0.36,0.52,114,0,0.297
ansible,Line,OTHER,0.87,0.87,368889.17,760185113281.22,871885.95,0.29,0.46,303,0,0.202
ansible,Module,OTHER,0.96,0.96,4351.54,103448407.65,10170.96,0.45,0.66,303,0,0.202
moby,Line,OTHER,0.36,0.35,24458.09,6995641916.04,83639.95,0.27,0.39,319,0,0.434
moby,Module,OTHER,0.44,0.43,314.36,1228085.18,1108.19,0.32,0.54,319,0,0.434
vue,Line,OTHER,0.04,0.02,10610.19,826639319.9,28751.34,0.1,0.18,248,0,0.412
vue,Module,OTHER,0.14,0.12,118.93,243003.63,492.95,0.44,0.64,248,0,0.412
roslyn,Line,OTHER,0.24,0.2,522420.5,4467208444335.86,2113577.17,0.45,0.55,102,0,0.307
roslyn,Module,OTHER,0.41,0.38,8488.15,1370487069.67,37020.09,0.49,0.65,102,0,0.307
neutron,Line,OTHER,0.05,0.03,135086.86,370890963420.89,609008.18,0.43,0.61,203,0,0.279
neutron,Module,OTHER,0.89,0.89,488.47,1907345.76,1381.07,0.57,0.77,203,0,0.279
lock,Line,BUG,-0.06,-0.07,3232.51,287744663.75,16963.04,0.56,0.6,492,0,0.527
lock,Module,BUG,-0.21,-0.22,62.66,68101.66,260.96,0.57,0.63,492,0,0.527
nova,Line,BUG,0.04,0.02,23531.58,5668516030.36,75289.55,0.48,0.71,234,0,0.198
nova,Module,BUG,0.59,0.58,327.0,2740779.55,1655.53,0.57,0.77,234,0,0.198
angular.js,Line,BUG,0.64,0.63,11868.02,958047109.79,30952.34,0.19,0.48,204,0,0.127
angular.js,Module,BUG,0.9,0.9,217.34,248882.61,498.88,0.53,0.78,204,0,0.127
lock,Line,DOCS,0.88,0.88,9.49,7570.12,87.01,0.98,0.98,492,0,0.67
lock,Module,DOCS,0.73,0.73,0.15,1.2,1.1,0.97,0.97,492,0,0.67
lock,Line,REFACTOR,0.84,0.84,167.94,1073687.89,1036.19,0.96,0.98,492,0,0.673
lock,Module,REFACTOR,0.98,0.98,0.94,46.77,6.84,0.97,0.98,492,0,0.673
nova,Line,DOCS,0.47,0.46,2750.49,59369041.46,7705.13,0.51,0.58,234,0,0.394
nova,Module,DOCS,0.68,0.67,32.54,9935.74,99.68,0.59,0.74,234,0,0.394
Odin,Line,BUG,0.56,0.48,891.07,1974878.34,1405.3,0.26,0.49,35,0,0.422
Odin,Module,BUG,0.78,0.74,29.12,2438.32,49.38,0.34,0.63,35,0,0.422
kubernetes,Line,BUG,0.11,0.1,28611.25,14350934310.54,119795.39,0.48,0.56,641,0,0.36
kubernetes,Module,BUG,0.42,0.42,457.27,2273201.04,1507.71,0.51,0.64,641,0,0.36
angular.js,Line,DOCS,0.07,0.05,16493.16,3405022076.41,58352.57,0.18,0.39,204,0,0.154
angular.js,Module,DOCS,0.82,0.82,113.09,75673.75,275.09,0.33,0.59,204,0,0.154
Odin,Line,DOCS,1.0,1.0,18.53,6533.45,80.83,0.94,0.94,35,0,0.669
Odin,Module,DOCS,1.0,1.0,0.31,1.72,1.31,0.94,0.94,35,0,0.669
linux,Line,BUG,0.6,0.6,2938.48,98290038.1,9914.13,0.44,0.71,640,0,0.136
linux,Module,BUG,0.92,0.92,71.5,58217.39,241.28,0.73,0.92,640,0,0.136
lock,Line,TESTING,-0.47,-0.49,2743.21,292314687.01,17097.21,0.87,0.88,492,0,0.641
lock,Module,TESTING,-0.0,-0.01,27.26,90885.35,301.47,0.89,0.89,492,0,0.641
nixpkgs,Line,BUG,0.35,0.31,9076.11,671268649.8,25908.85,0.29,0.43,93,0,0.342
nixpkgs,Module,BUG,0.69,0.67,379.82,1559387.54,1248.75,0.43,0.66,93,0,0.342
mesos,Line,BUG,0.88,0.88,562.18,2804118.49,1674.55,0.58,0.74,257,0,0.404
mesos,Module,BUG,0.99,0.99,13.38,1000.52,31.63,0.69,0.86,257,0,0.404
react,Line,BUG,-0.46,-0.52,157101.85,574766318713.15,758133.44,0.28,0.39,130,0,0.245
react,Module,BUG,0.59,0.57,1002.34,23252693.1,4822.1,0.46,0.65,130,0,0.245
brew,Line,BUG,-0.9,-0.97,1063.02,43703885.9,6610.89,0.17,0.36,152,0,0.315
brew,Module,BUG,-0.56,-0.61,56.45,52934.28,230.07,0.26,0.41,152,0,0.315
kubernetes,Line,DOCS,0.24,0.23,10800.06,511236929.0,22610.55,0.6,0.64,641,0,0.495
kubernetes,Module,DOCS,0.26,0.25,163.98,160907.55,401.13,0.6,0.64,641,0,0.495
cinder,Line,BUG,-0.49,-0.53,34141.25,7734903380.16,87948.3,0.38,0.52,181,0,0.342
cinder,Module,BUG,0.92,0.92,89.51,23712.01,153.99,0.58,0.81,181,0,0.342
Odin,Line,REFACTOR,1.0,1.0,58.2,113653.86,337.13,0.94,0.94,35,0,0.669
Odin,Module,REFACTOR,1.0,1.0,0.51,5.54,2.35,0.94,0.94,35,0,0.669
elasticsearch,Line,BUG,0.96,0.96,124857.93,224830147145.59,474162.57,0.44,0.64,270,0,0.259
elasticsearch,Module,BUG,0.95,0.95,3664.35,312172031.37,17668.39,0.56,0.76,270,0,0.259
nova,Line,REFACTOR,-0.14,-0.17,2740.75,172411527.51,13130.56,0.62,0.77,234,0,0.41
nova,Module,REFACTOR,0.41,0.4,45.86,39586.93,198.96,0.56,0.71,234,0,0.41
linux,Line,DOCS,0.26,0.25,850.48,32395494.15,5691.7,0.51,0.61,640,0,0.504
linux,Module,DOCS,0.49,0.49,11.45,7693.41,87.71,0.72,0.85,640,0,0.504
angular.js,Line,REFACTOR,0.45,0.44,3331.29,89770755.14,9474.74,0.33,0.45,204,0,0.305
angular.js,Module,REFACTOR,0.84,0.84,24.05,5315.65,72.91,0.46,0.65,204,0,0.305
Odin,Line,TESTING,0.98,0.98,20.69,2737.41,52.32,0.83,0.86,35,0,0.63
Odin,Module,TESTING,0.79,0.75,1.38,12.28,3.5,0.8,0.8,35,0,0.63
lock,Line,FEATURE,-0.01,-0.02,783.8,69739698.32,8351.03,0.99,0.99,492,0,0.672
lock,Module,FEATURE,-0.01,-0.02,25.43,69733.22,264.07,0.99,0.99,492,0,0.672
kubernetes,Line,REFACTOR,0.32,0.31,2705.36,185800642.47,13630.87,0.72,0.78,641,0,0.502
kubernetes,Module,REFACTOR,0.18,0.17,86.08,197947.6,444.91,0.7,0.75,641,0,0.502
