,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,home-assistant,Module,TESTING,0.11,-0.03,98.16,53797.77,231.94,0.57,0.65,91
0,home-assistant,Module,UPGRADE,0.56,0.51,52.09,6375.5,79.85,0.64,0.82,111
0,jekyll,Line,BUG,0.43,0.35,593.8,961443.17,980.53,0.56,0.56,69
0,jekyll,Line,DOCS,-0.27,-0.52,991.65,3481071.05,1865.76,0.46,0.62,50
0,jekyll,Line,FEATURE,-4.83,-10.66,1479.96,4664769.73,2159.81,0.6,0.6,20
0,jekyll,Line,OTHER,0.24,0.16,1833.32,14565175.34,3816.43,0.48,0.57,89
0,jekyll,Line,REFACTOR,-1.67,-3.0,56.9,5292.45,72.75,0.29,0.71,28
0,jekyll,Line,RELEASE,-2.93,-3.37,155.62,156033.28,395.01,0.81,0.95,84
0,jekyll,Line,SUPPORT,0.35,0.09,103.47,26359.56,162.36,1.0,1.0,32
0,jekyll,Line,TESTING,-0.02,-0.19,182.96,178780.07,422.82,0.8,0.8,60
0,jekyll,Line,UPGRADE,0.59,0.43,178.41,172526.25,415.36,0.62,0.75,31
0,jekyll,Module,BUG,0.7,0.64,29.85,2667.39,51.65,0.72,0.89,69
0,jekyll,Module,DOCS,0.24,-0.01,72.57,29388.56,171.43,0.69,0.69,50
0,jekyll,Module,FEATURE,-0.84,-6.36,74.37,12262.33,110.74,0.6,1.0,20
0,jekyll,Module,OTHER,0.84,0.81,169.63,155485.11,394.32,0.61,0.7,89
0,jekyll,Module,REFACTOR,-1.48,-3.96,1.48,2.89,1.7,0.29,0.71,28
0,jekyll,Module,RELEASE,0.55,0.47,5.91,207.51,14.41,0.95,0.95,84
0,jekyll,Module,SUPPORT,0.74,0.54,1.29,2.68,1.64,1.0,1.0,32
0,jekyll,Module,TESTING,0.94,0.92,10.24,351.17,18.74,0.87,0.93,60
0,jekyll,Module,UPGRADE,0.78,0.62,19.32,2651.81,51.5,0.62,0.75,31
0,jest,Line,BUG,0.63,0.6,3674.67,44842698.88,6696.47,0.54,0.69,101
0,jest,Line,DOCS,-0.11,-0.31,49165.22,29153616233.89,170744.3,0.64,0.64,56
0,jest,Line,FEATURE,-0.85,-4.55,5823.02,98941667.81,9946.94,0.25,0.5,16
0,jest,Line,OTHER,-0.0,-0.06,47488.82,21774468017.93,147561.74,0.59,0.67,154
0,jest,Line,REFACTOR,-0.98,-4.94,27970.82,1015297454.38,31863.73,0.25,0.25,13
0,jest,Line,RELEASE,-1.36,-2.03,150.4,28524.51,168.89,1.0,1.0,37
0,jest,Line,SUPPORT,0.12,-0.1,25164.59,3888606328.02,62358.69,0.36,0.36,41
0,jest,Line,TESTING,-0.32,-0.49,14894.51,734959713.27,27110.14,0.37,0.53,76
0,jest,Line,UPGRADE,-0.05,-0.58,27319.77,916733372.22,30277.61,0.0,0.29,28
0,jest,Module,BUG,0.42,0.34,241.4,251397.17,501.4,0.46,0.58,101
0,jest,Module,DOCS,-0.13,-0.47,140.99,146751.19,383.08,0.57,0.71,56
0,jest,Module,FEATURE,0.49,0.49,112.88,27994.98,167.32,0.25,1.0,16
0,jest,Module,OTHER,-0.02,-0.11,3230.96,131997402.37,11489.01,0.59,0.67,154
0,jest,Module,REFACTOR,-11.59,-11.59,1276.73,2917147.01,1707.97,0.25,0.25,13
0,jest,Module,RELEASE,0.45,0.17,5.64,54.39,7.37,1.0,1.0,37
0,jest,Module,SUPPORT,0.47,0.24,223.05,185442.28,430.63,0.27,0.55,41
0,jest,Module,TESTING,-2.5,-3.2,963.67,2991843.23,1729.69,0.37,0.42,76
0,jest,Module,UPGRADE,-3.24,-7.48,629.88,668200.29,817.44,0.29,0.57,28
0,jsdom,Line,BUG,-1.58,-6.74,362.12,197220.81,444.1,1.0,1.0,15
0,jsdom,Module,BUG,-1.08,-1.08,22.32,682.24,26.12,1.0,1.0,15
0,json-server,Line,BUG,-180.58,-213.59,195.24,193565.26,439.96,0.86,1.0,56
0,json-server,Line,DOCS,,,9.0,81.0,9.0,0.0,0.0,2
0,json-server,Line,REFACTOR,-4.62,-4.62,233.94,62657.38,250.31,0.0,0.0,12
0,json-server,Line,TESTING,-52.89,-160.67,99.15,26013.29,161.29,1.0,1.0,15
0,json-server,Module,BUG,0.58,0.45,1.28,3.07,1.75,1.0,1.0,56
0,json-server,Module,DOCS,,,0.0,0.0,0.0,1.0,1.0,2
0,json-server,Module,REFACTOR,-7.63,18.26,4.21,30.7,5.54,0.33,0.67,12
0,json-server,Module,TESTING,-3.81,-3.81,1.78,3.31,1.82,1.0,1.0,15
0,karma,Line,BUG,0.1,0.03,457.93,2367339.98,1538.62,0.38,0.52,113
0,karma,Line,DOCS,0.58,0.51,455.45,652245.42,807.62,0.13,0.33,58
0,karma,Line,FEATURE,0.3,0.2,810.58,3078863.19,1754.67,0.12,0.35,66
0,karma,Line,OTHER,0.43,0.39,327.88,619073.09,786.81,0.22,0.31,127
0,karma,Line,REFACTOR,0.05,-0.27,2250.85,13099744.34,3619.36,0.22,0.33,34
0,karma,Line,RELEASE,0.76,0.74,32.51,4921.22,70.15,0.47,0.88,134
0,karma,Line,SUPPORT,,,1.0,1.0,1.0,1.0,1.0,2
0,karma,Line,TESTING,-0.66,-1.03,358.45,361251.85,601.04,0.25,0.25,48
0,karma,Line,UPGRADE,-1103.6,-1655.9,223.86,347160.51,589.2,0.71,0.86,27
0,karma,Module,BUG,0.65,0.61,34.3,5502.62,74.18,0.52,0.59,113
0,karma,Module,DOCS,0.5,0.36,14.8,823.24,28.69,0.2,0.6,58
0,karma,Module,FEATURE,0.3,0.14,34.14,7986.37,89.37,0.41,0.59,66
0,karma,Module,OTHER,0.52,0.47,30.54,2230.6,47.23,0.22,0.28,127
0,karma,Module,REFACTOR,0.81,0.7,28.32,1728.6,41.58,0.33,0.44,34
0,karma,Module,RELEASE,0.84,0.82,1.65,37.0,6.08,0.91,1.0,134
0,karma,Module,SUPPORT,,,1.0,1.0,1.0,1.0,1.0,2
0,karma,Module,TESTING,0.8,0.73,10.3,240.14,15.5,0.08,0.42,48
0,karma,Module,UPGRADE,-100.51,-202.02,41.21,8367.51,91.47,0.71,0.71,27
0,keystone,Line,BUG,0.85,0.7,44999.15,9945269373.56,99725.97,0.0,0.4,20
0,keystone,Line,DOCS,0.84,0.52,6839.13,109273762.71,10453.41,0.0,0.5,13
0,keystone,Line,FEATURE,0.92,1.08,24.31,688.18,26.23,0.5,0.5,8
0,keystone,Line,OTHER,0.72,0.53,230857.28,119759138859.29,346062.33,0.0,0.17,22
0,keystone,Line,REFACTOR,0.98,1.02,22403.05,858422407.54,29298.85,0.5,0.5,8
0,keystone,Line,RELEASE,-6.32,8.32,52.72,2781.72,52.74,0.0,1.0,7
0,keystone,Line,SUPPORT,0.94,0.94,209.18,49494.73,222.47,0.33,0.67,9
0,keystone,Line,TESTING,0.55,-0.35,74471.63,11049545585.41,105116.82,0.0,0.25,14
0,keystone,Line,UPGRADE,-120.36,122.36,107.07,13380.22,115.67,0.0,0.5,7
0,keystone,Module,BUG,0.88,0.52,522.7,857149.06,925.82,0.0,0.2,20
0,keystone,Module,DOCS,0.62,0.62,103.1,15607.04,124.93,0.0,0.5,13
0,keystone,Module,FEATURE,0.33,1.34,1.07,1.31,1.14,1.0,1.0,8
0,keystone,Module,OTHER,0.8,0.5,2215.3,11873726.58,3445.83,0.33,0.5,22
0,keystone,Module,REFACTOR,0.86,1.07,1022.49,1886581.96,1373.53,0.0,0.5,8
0,keystone,Module,RELEASE,-0.44,1.72,5.49,36.06,6.01,0.0,1.0,7
0,keystone,Module,SUPPORT,0.56,1.88,19.46,604.64,24.59,0.67,0.67,9
0,keystone,Module,TESTING,0.54,0.54,439.0,366213.54,605.16,0.0,0.75,14
0,keystone,Module,UPGRADE,-2.03,2.51,7.7,61.37,7.83,0.0,1.0,7
0,kubernetes,Line,BUG,-0.19,-0.22,28056.95,5293050848.2,72753.36,0.19,0.26,307
0,kubernetes,Line,DOCS,0.72,0.71,12409.67,320708253.94,17908.33,0.29,0.43,204
0,kubernetes,Line,FEATURE,0.45,0.42,546.68,1164920.54,1079.31,0.41,0.5,142
0,kubernetes,Line,OTHER,0.47,0.46,128175.42,97510382067.75,312266.52,0.58,0.68,471
0,kubernetes,Line,REFACTOR,0.0,-0.05,6261.72,110315521.96,10503.12,0.3,0.38,159
0,kubernetes,Line,RELEASE,0.29,0.27,30774.27,5697490210.33,75481.72,0.16,0.22,304
0,kubernetes,Line,SUPPORT,0.13,0.1,61591.69,20516121819.2,143234.5,0.35,0.38,219
0,kubernetes,Line,TESTING,0.07,0.04,58207.85,24063686594.99,155124.75,0.33,0.41,262
0,kubernetes,Line,UPGRADE,0.45,0.43,7205.63,329700846.06,18157.67,0.44,0.51,225
0,kubernetes,Module,BUG,0.8,0.79,248.16,224976.47,474.32,0.34,0.48,307
0,kubernetes,Module,DOCS,0.79,0.78,210.27,118881.23,344.79,0.41,0.55,204
0,kubernetes,Module,FEATURE,0.58,0.54,20.93,2615.97,51.15,0.53,0.61,142
0,kubernetes,Module,OTHER,0.77,0.76,827.7,3818013.08,1953.97,0.66,0.79,471
0,kubernetes,Module,REFACTOR,0.71,0.69,103.52,35030.93,187.17,0.38,0.62,159
0,kubernetes,Module,RELEASE,0.51,0.49,93.91,52500.46,229.13,0.67,0.71,304
0,kubernetes,Module,SUPPORT,0.88,0.87,127.72,68589.45,261.9,0.4,0.65,219
0,kubernetes,Module,TESTING,0.56,0.54,217.9,331642.31,575.88,0.35,0.53,262
0,kubernetes,Module,UPGRADE,0.66,0.64,22.55,2617.33,51.16,0.63,0.84,225
0,linux,Line,BUG,0.64,0.63,716.59,3841808.74,1960.05,0.35,0.57,555
0,linux,Line,DOCS,0.31,0.28,372.85,554906.55,744.92,0.16,0.36,220
0,linux,Line,FEATURE,0.23,0.18,97.97,22165.89,148.88,0.27,0.46,145
0,linux,Line,OTHER,0.56,0.55,7956.25,762035774.25,27605.0,0.27,0.45,567
0,linux,Line,REFACTOR,0.65,0.61,403.84,477111.68,690.73,0.14,0.48,81
0,linux,Line,RELEASE,-0.02,-0.06,129.4,582739.83,763.37,0.2,0.41,223
0,linux,Line,SUPPORT,0.77,0.77,1312.83,19715986.64,4440.27,0.45,0.53,391
0,linux,Line,TESTING,0.33,0.31,224.81,220540.31,469.62,0.32,0.48,240
0,linux,Line,UPGRADE,-0.62,-0.91,73.86,9386.14,96.88,0.21,0.43,56
0,linux,Module,BUG,0.91,0.91,20.98,1739.73,41.71,0.6,0.89,555
0,linux,Module,DOCS,0.21,0.16,5.63,102.83,10.14,0.47,0.65,220
0,linux,Module,FEATURE,0.52,0.48,3.77,36.31,6.03,0.38,0.59,145
0,linux,Module,OTHER,-0.67,-0.71,191.56,1751578.78,1323.47,0.5,0.82,567
0,linux,Module,REFACTOR,0.39,0.28,4.43,46.81,6.84,0.29,0.48,81
0,linux,Module,RELEASE,-0.02,-0.08,10.21,3533.23,59.44,0.43,0.57,223
0,linux,Module,SUPPORT,0.92,0.92,10.07,847.11,29.11,0.6,0.81,391
0,linux,Module,TESTING,0.61,0.59,4.61,106.88,10.34,0.4,0.72,240
0,linux,Module,UPGRADE,0.34,0.14,1.91,6.91,2.63,0.5,0.79,56
0,lock,Line,BUG,0.41,0.38,984.8,4499499.5,2121.2,0.33,0.43,168
0,lock,Line,DOCS,0.0,2.0,3.87,14.95,3.87,1.0,1.0,8
0,lock,Line,FEATURE,-5.66,-10.1,7502.74,106977257.34,10342.98,0.17,0.17,21
0,lock,Line,OTHER,-0.03,-0.07,5631.82,169938436.8,13036.04,0.55,0.55,220
0,lock,Line,REFACTOR,0.0,2.0,3.04,17.89,4.23,1.0,1.0,5
0,lock,Line,RELEASE,0.92,0.92,106.41,90164.19,300.27,0.8,0.9,239
0,lock,Line,SUPPORT,-3.15,-3.9,883.5,2991073.18,1729.47,0.64,0.71,54
0,lock,Line,TESTING,-12.86,-15.38,8164.11,375066942.29,19366.65,0.71,0.79,54
0,lock,Line,UPGRADE,-61.18,-86.05,10348.23,241388751.96,15536.69,0.38,0.38,29
0,lock,Module,BUG,0.4,0.35,51.83,16173.11,127.17,0.48,0.67,168
0,lock,Module,DOCS,0.0,1.5,0.02,0.0,0.02,1.0,1.0,8
0,lock,Module,FEATURE,-0.29,-2.22,105.13,35699.99,188.94,0.83,0.83,21
0,lock,Module,OTHER,0.29,0.25,91.55,29767.69,172.53,0.56,0.71,220
0,lock,Module,REFACTOR,0.0,1.5,0.22,0.05,0.22,1.0,1.0,5
0,lock,Module,RELEASE,0.99,0.99,1.82,15.43,3.93,0.98,0.98,239
0,lock,Module,SUPPORT,-2.28,-3.26,20.88,2111.4,45.95,0.71,0.79,54
0,lock,Module,TESTING,-27.13,-35.57,118.6,78476.95,280.14,0.64,0.64,54
0,lock,Module,UPGRADE,-13.42,-24.24,53.58,6280.76,79.25,0.5,0.5,29
0,lodash,Line,BUG,1.0,1.0,34.07,3446.38,58.71,0.43,0.57,53
0,lodash,Line,DOCS,0.07,-0.07,1265.14,7545276.52,2746.87,0.69,0.75,62
0,lodash,Line,FEATURE,0.96,0.96,1.84,10.18,3.19,0.67,0.67,10
0,lodash,Line,OTHER,0.97,0.97,5057.38,164168205.53,12812.81,0.8,0.9,284
0,lodash,Line,REFACTOR,0.97,0.97,24.34,1777.96,42.17,0.67,0.67,10
0,lodash,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8
0,lodash,Line,SUPPORT,0.99,0.98,157.89,68922.8,262.53,0.43,0.57,28
0,lodash,Line,TESTING,0.47,0.38,596.75,1068979.25,1033.91,0.27,0.4,59
0,lodash,Line,UPGRADE,1.0,1.0,1.6,2.97,1.72,1.0,1.0,14
0,lodash,Module,BUG,1.0,1.0,2.08,8.25,2.87,0.64,0.64,53
0,lodash,Module,DOCS,0.09,-0.14,3.73,28.22,5.31,0.69,0.94,62
0,lodash,Module,FEATURE,0.72,1.56,0.86,2.22,1.49,0.67,0.67,10
0,lodash,Module,OTHER,0.99,0.99,76.27,18812.12,137.16,0.82,0.96,284
0,lodash,Module,REFACTOR,0.78,1.44,0.51,0.78,0.89,0.67,0.67,10
0,lodash,Module,RELEASE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8
0,lodash,Module,SUPPORT,1.0,1.0,1.92,8.52,2.92,0.86,0.86,28
0,lodash,Module,TESTING,0.86,0.82,4.65,62.37,7.9,0.67,1.0,59
0,lodash,Module,UPGRADE,0.85,0.85,2.22,9.8,3.13,0.5,0.5,14
0,mathjs,Line,BUG,-34.43,-36.72,3308.43,141450076.43,11893.28,0.12,0.24,136
0,mathjs,Line,DOCS,-3.98,-4.98,952.65,4385879.82,2094.25,0.31,0.38,50
0,mathjs,Line,FEATURE,-2741.57,2743.57,52.36,2742.57,52.37,0.0,0.0,7
0,mathjs,Line,OTHER,0.23,0.18,6531.7,252441076.3,15888.39,0.09,0.29,138
0,mathjs,Line,REFACTOR,-0.14,-0.9,7543.94,243729269.82,15611.83,0.33,0.33,21
0,mathjs,Line,RELEASE,0.36,0.32,4307.09,78270252.58,8847.05,0.03,0.12,127
0,mathjs,Line,SUPPORT,-0.73,-1.22,559.31,585229.12,765.0,0.2,0.3,40
0,mathjs,Line,TESTING,-0.11,-0.24,1423.58,16937590.37,4115.53,0.25,0.65,80
0,mathjs,Line,UPGRADE,0.1,-0.5,511.78,508906.71,713.38,0.0,0.0,21
0,mathjs,Module,BUG,-21.69,-23.96,68.73,54737.53,233.96,0.5,0.53,136
0,mathjs,Module,DOCS,-0.01,-0.35,55.41,8412.14,91.72,0.08,0.23,50
0,mathjs,Module,FEATURE,-1.49,2.24,11.96,190.38,13.8,0.0,0.5,7
0,mathjs,Module,OTHER,0.04,-0.05,177.6,429273.6,655.19,0.43,0.57,138
0,mathjs,Module,REFACTOR,0.86,0.65,60.99,10866.11,104.24,0.17,0.33,21
0,mathjs,Module,RELEASE,0.26,0.18,2.24,9.54,3.09,0.5,0.81,127
0,mathjs,Module,SUPPORT,0.57,0.35,29.27,3723.21,61.02,0.2,0.2,40
0,mathjs,Module,TESTING,-0.23,-0.46,32.61,7026.33,83.82,0.3,0.6,80
0,mathjs,Module,UPGRADE,0.52,-0.2,0.98,1.34,1.16,0.33,1.0,21
0,medium-editor,Line,BUG,0.79,0.76,111.26,42894.4,207.11,0.27,0.47,58
0,medium-editor,Line,DOCS,0.74,0.57,436.76,348640.52,590.46,0.17,0.67,21
0,medium-editor,Line,FEATURE,,,0.0,0.0,0.0,,,3
0,medium-editor,Line,OTHER,0.54,0.47,3594.88,37447141.41,6119.41,0.59,0.59,66
0,medium-editor,Line,REFACTOR,-0.57,-0.57,74.23,15664.28,125.16,0.67,0.67,12
0,medium-editor,Line,RELEASE,0.83,0.49,15.21,397.38,19.93,0.5,0.5,13
0,medium-editor,Line,SUPPORT,0.9,0.9,3.34,22.27,4.72,0.67,0.67,12
0,medium-editor,Line,TESTING,0.46,0.24,24.74,1368.63,37.0,0.75,0.88,31
0,medium-editor,Line,UPGRADE,0.0,0.0,1.4,1.96,1.4,1.0,1.0,9
0,medium-editor,Module,BUG,0.8,0.75,10.49,166.77,12.91,0.27,0.67,58
0,medium-editor,Module,DOCS,0.51,-0.23,4.43,26.42,5.14,0.17,0.83,21
0,medium-editor,Module,FEATURE,,,0.0,0.0,0.0,,,3
0,medium-editor,Module,OTHER,0.73,0.67,86.89,19179.11,138.49,0.35,0.65,66
0,medium-editor,Module,REFACTOR,0.08,2.84,1.94,10.06,3.17,0.67,0.67,12
0,medium-editor,Module,RELEASE,0.55,0.55,1.71,6.14,2.48,0.5,0.75,13
0,medium-editor,Module,SUPPORT,-144.33,291.66,0.35,0.32,0.57,0.67,1.0,12
0,medium-editor,Module,TESTING,0.65,0.39,0.82,1.12,1.06,1.0,1.0,31
0,medium-editor,Module,UPGRADE,0.0,3.0,0.14,0.06,0.24,1.0,1.0,9
0,mesos,Line,BUG,0.76,0.74,1112.62,5138622.65,2266.85,0.56,0.78,105
0,mesos,Line,DOCS,0.83,0.81,1321.16,9527222.97,3086.62,0.32,0.63,76
0,mesos,Line,FEATURE,0.54,0.41,20.89,1652.28,40.65,0.7,0.8,37
0,mesos,Line,OTHER,0.92,0.91,11322.42,375414729.82,19375.62,0.43,0.61,109
0,mesos,Line,REFACTOR,0.65,0.6,1480.64,12440250.94,3527.07,0.61,0.89,71
0,mesos,Line,RELEASE,0.66,0.62,496.88,427939.97,654.17,0.47,0.68,73
0,mesos,Line,SUPPORT,0.48,0.42,1316.99,8811673.7,2968.45,0.63,0.89,74
0,mesos,Line,TESTING,0.83,0.81,3922.0,75097664.0,8665.89,0.57,0.83,89
0,mesos,Line,UPGRADE,0.28,0.18,7463.79,255886694.54,15996.46,0.39,0.5,71
0,mesos,Module,BUG,0.99,0.99,22.13,1111.65,33.34,0.78,0.96,105
0,mesos,Module,DOCS,0.71,0.65,41.79,10419.16,102.07,0.37,0.68,76
0,mesos,Module,FEATURE,0.93,0.9,0.32,0.49,0.7,0.9,1.0,37
0,mesos,Module,OTHER,0.98,0.98,180.53,80820.89,284.29,0.71,0.86,109
0,mesos,Module,REFACTOR,0.8,0.76,14.55,545.45,23.35,0.78,0.78,71
0,mesos,Module,RELEASE,0.85,0.82,6.21,127.08,11.27,0.74,1.0,73
0,mesos,Module,SUPPORT,0.93,0.92,16.58,621.2,24.92,0.74,0.84,74
0,mesos,Module,TESTING,0.93,0.92,34.99,5037.0,70.97,0.78,0.87,89
0,mesos,Module,UPGRADE,0.64,0.56,10.38,267.74,16.36,0.5,0.56,71
0,middleman,Line,BUG,0.41,0.34,1508.54,23193211.26,4815.93,0.71,0.76,82
0,middleman,Line,DOCS,0.97,0.97,16.46,391.76,19.79,0.33,0.67,11
0,middleman,Line,FEATURE,0.86,0.77,177.12,72318.03,268.92,0.5,0.67,24
0,middleman,Line,OTHER,-9.57,-10.58,10667.88,1262652678.73,35533.82,0.71,0.71,96
0,middleman,Line,REFACTOR,0.01,-1.97,203.22,87090.13,295.11,1.0,1.0,16
0,middleman,Line,RELEASE,-6.87,-6.87,2.05,7.0,2.64,0.33,0.33,9
0,middleman,Line,SUPPORT,0.53,0.3,293.37,154920.73,393.6,0.43,0.43,28
0,middleman,Line,TESTING,-0.03,-0.32,2920.58,39198586.17,6260.88,0.2,0.3,38
0,middleman,Line,UPGRADE,-0.25,-1.5,3922.37,76712036.29,8758.54,0.4,0.4,18
0,middleman,Module,BUG,-1.46,-1.89,35.19,5392.98,73.44,0.71,0.81,82
0,middleman,Module,DOCS,0.88,1.24,0.24,0.13,0.36,1.0,1.0,11
0,middleman,Module,FEATURE,0.65,0.12,21.74,899.43,29.99,0.67,0.67,24
0,middleman,Module,OTHER,-7.84,-9.17,476.38,2153734.49,1467.56,0.71,0.75,96
0,middleman,Module,REFACTOR,-156.18,-156.18,33.31,2035.89,45.12,1.0,1.0,16
0,middleman,Module,RELEASE,0.0,3.0,0.48,0.51,0.71,0.67,0.67,9
0,middleman,Module,SUPPORT,0.52,0.04,18.11,722.59,26.88,0.86,0.86,28
0,middleman,Module,TESTING,-1.12,-2.18,28.66,2071.32,45.51,0.2,0.4,38
0,middleman,Module,UPGRADE,-0.26,-4.04,41.03,7939.53,89.1,0.4,0.4,18
0,moby,Line,BUG,-0.11,-0.48,162.53,124124.44,352.31,0.44,0.44,34
0,moby,Line,DOCS,0.97,0.95,5.17,45.52,6.75,0.17,0.17,22
0,moby,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,,,14
0,moby,Line,REFACTOR,0.0,-0.67,51.9,11398.05,106.76,0.0,0.0,23
0,moby,Line,TESTING,0.61,0.45,2273.16,6404177.68,2530.65,0.0,0.38,30
0,moby,Line,UPGRADE,0.0,-0.67,1.02,1.92,1.38,0.0,0.0,21
0,moby,Module,BUG,0.02,-0.57,12.82,549.14,23.43,0.44,0.67,34
0,moby,Module,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,22
0,moby,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,,,14
0,moby,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,23
0,moby,Module,TESTING,0.75,0.56,34.74,1521.7,39.01,0.25,0.62,30
0,moby,Module,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,21
0,mongoose,Line,BUG,0.94,0.94,289.35,368896.62,607.37,0.58,0.73,263
0,mongoose,Line,DOCS,0.62,0.6,2973.93,72741851.2,8528.88,0.62,0.68,185
0,mongoose,Line,FEATURE,0.75,0.7,255.5,142363.66,377.31,0.14,0.43,56
0,mongoose,Line,OTHER,0.7,0.69,2253.93,71736824.99,8469.76,0.41,0.47,261
0,mongoose,Line,REFACTOR,0.99,0.99,192.49,93882.4,306.4,0.43,0.62,84
0,mongoose,Line,RELEASE,-136.76,-141.35,904.01,24837774.4,4983.75,0.67,0.78,250
0,mongoose,Line,SUPPORT,1.0,1.0,1.89,3.62,1.9,1.0,1.0,15
0,mongoose,Line,TESTING,0.2,0.17,279.42,519758.36,720.94,0.83,0.92,211
0,mongoose,Line,UPGRADE,0.98,0.98,5.95,96.62,9.83,0.5,0.58,45
0,mongoose,Module,BUG,0.93,0.93,9.09,440.69,20.99,0.88,0.95,263
0,mongoose,Module,DOCS,0.95,0.95,19.74,1477.88,38.44,0.79,0.91,185
0,mongoose,Module,FEATURE,0.69,0.6,9.28,150.06,12.25,0.43,0.57,56
0,mongoose,Module,OTHER,0.68,0.66,22.28,3430.41,58.57,0.8,0.92,261
0,mongoose,Module,REFACTOR,0.98,0.98,4.49,93.59,9.67,1.0,1.0,84
0,mongoose,Module,RELEASE,0.98,0.98,1.07,10.72,3.27,1.0,1.0,250
0,mongoose,Module,SUPPORT,0.92,0.92,0.33,0.14,0.37,1.0,1.0,15
0,mongoose,Module,TESTING,0.09,0.03,8.74,565.2,23.77,0.89,0.92,211
0,mongoose,Module,UPGRADE,0.98,0.97,0.71,1.34,1.16,0.75,0.83,45
0,natural,Line,BUG,-1.32,-1.32,90.73,17170.25,131.04,0.0,0.67,9
0,natural,Line,DOCS,,,62.89,3954.73,62.89,0.0,0.0,4
0,natural,Module,BUG,-18.63,40.26,4.62,34.19,5.85,0.33,0.67,9
0,natural,Module,DOCS,,,0.11,0.01,0.11,1.0,1.0,4
0,neutron,Line,BUG,0.13,0.08,35568.56,5204681553.6,72143.48,0.22,0.41,147
0,neutron,Line,DOCS,0.47,0.41,1284.54,2708222.16,1645.67,0.1,0.4,80
0,neutron,Line,FEATURE,0.29,0.11,665.31,710861.81,843.13,0.55,0.55,42
0,neutron,Line,OTHER,-0.49,-0.58,518368.8,1252286264842.11,1119055.97,0.21,0.34,152
0,neutron,Line,REFACTOR,0.91,0.9,1026.68,1756625.49,1325.38,0.24,0.62,84
0,neutron,Line,RELEASE,-0.02,-0.1,1712.46,47440581.44,6887.71,0.26,0.52,106
0,neutron,Line,SUPPORT,0.53,0.5,4310.42,69864329.99,8358.49,0.33,0.53,119
0,neutron,Line,TESTING,0.5,0.47,6605.82,268081221.28,16373.19,0.26,0.51,138
0,neutron,Line,UPGRADE,0.03,-0.05,2389.92,23863393.74,4885.02,0.08,0.27,104
0,neutron,Module,BUG,0.95,0.95,95.64,21412.77,146.33,0.62,0.76,147
0,neutron,Module,DOCS,0.59,0.51,28.94,3879.29,62.28,0.55,0.7,80
0,neutron,Module,FEATURE,0.17,-0.19,17.62,571.41,23.9,0.45,0.64,42
0,neutron,Module,OTHER,0.92,0.91,746.63,2020904.12,1421.59,0.5,0.82,152
0,neutron,Module,REFACTOR,0.87,0.85,28.03,1366.85,36.97,0.57,0.67,84
0,neutron,Module,RELEASE,0.9,0.89,9.21,206.85,14.38,0.48,0.74,106
0,neutron,Module,SUPPORT,0.87,0.86,61.1,10043.52,100.22,0.63,0.87,119
0,neutron,Module,TESTING,0.59,0.55,150.22,114161.35,337.88,0.4,0.6,138
0,neutron,Module,UPGRADE,0.78,0.75,16.0,996.85,31.57,0.31,0.65,104
0,ng-file-upload,Line,BUG,-0.12,-0.19,1137.71,8130199.83,2851.35,0.15,0.18,135
0,ng-file-upload,Module,BUG,0.03,-0.07,4.62,101.61,10.08,0.85,0.91,135
0,nightwatch,Line,BUG,-0.03,-0.2,354.11,225787.13,475.17,0.13,0.27,60
0,nightwatch,Line,DOCS,-8.16,-8.16,208.39,50035.85,223.69,0.0,0.0,11
0,nightwatch,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,,,10
0,nightwatch,Line,REFACTOR,-1.86,-1.86,1960.65,5650511.2,2377.08,0.0,0.0,9
0,nightwatch,Line,TESTING,0.23,-0.16,155.98,91113.05,301.85,0.43,0.86,28
0,nightwatch,Module,BUG,0.3,0.11,7.55,108.73,10.43,0.6,1.0,60
0,nightwatch,Module,DOCS,0.25,2.5,4.14,18.47,4.3,0.0,0.33,11
0,nightwatch,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10
0,nightwatch,Module,REFACTOR,-0.95,4.9,32.73,1537.76,39.21,0.0,0.0,9
0,nightwatch,Module,TESTING,-0.23,-1.46,9.14,335.49,18.32,0.43,0.86,28
0,nixpkgs,Line,BUG,0.52,0.38,5079.82,93803928.87,9685.24,0.0,0.4,37
0,nixpkgs,Line,DOCS,0.3,-0.05,1956.42,12551184.21,3542.77,0.57,0.57,25
0,nixpkgs,Line,FEATURE,-9037.08,-13556.12,14517.84,670911926.77,25901.97,0.14,0.14,25
0,nixpkgs,Line,OTHER,-0.07,-0.38,49961.98,9303982050.94,96457.15,0.3,0.4,38
0,nixpkgs,Line,REFACTOR,-0.16,-1.32,3137.85,46808191.2,6841.65,0.6,0.6,18
