Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
mesos,Line,DOCS,0.96,0.96,1795.74,9365892.84,3060.37,0.24,0.44,62
mesos,Module,DOCS,0.97,0.97,22.54,2420.03,49.19,0.45,0.65,62
nixpkgs,Line,DOCS,0.91,0.9,2903.98,65896433.65,8117.66,0.09,0.31,32
nixpkgs,Module,DOCS,0.94,0.93,46.05,9384.61,96.87,0.09,0.38,32
brew,Line,DOCS,0.81,0.81,378.58,1073811.27,1036.25,0.1,0.19,93
brew,Module,DOCS,0.85,0.84,17.34,941.72,30.69,0.09,0.27,93
react,Line,DOCS,0.82,0.81,427068.39,1195918922519.2,1093580.78,0.06,0.06,36
react,Module,DOCS,0.84,0.82,5100.49,173668779.92,13178.35,0.11,0.14,36
cinder,Line,DOCS,0.99,0.99,1301.93,4897871.67,2213.11,0.37,0.71,35
cinder,Module,DOCS,0.98,0.98,39.36,3856.26,62.1,0.49,0.66,35
cf-deployment,Line,BUG,0.77,0.76,132.42,39121.14,197.79,0.07,0.14,42
cf-deployment,Module,BUG,0.83,0.82,9.06,561.9,23.7,0.19,0.29,42
elasticsearch,Line,DOCS,1.0,1.0,32680.47,10713338944.81,103505.26,0.39,0.5,200
elasticsearch,Module,DOCS,1.0,1.0,822.47,7526395.43,2743.43,0.48,0.62,200
linux,Line,DOCS,0.91,0.91,1480.31,51337760.86,7165.04,0.16,0.32,334
linux,Module,DOCS,0.96,0.96,18.81,6416.99,80.11,0.36,0.61,334
mesos,Line,REFACTOR,0.97,0.97,1637.64,5878850.58,2424.63,0.59,0.65,51
mesos,Module,REFACTOR,0.98,0.98,18.51,818.95,28.62,0.65,0.76,51
cf-deployment,Line,DOCS,0.75,0.5,205.58,77333.03,278.09,0.0,0.2,5
cf-deployment,Module,DOCS,0.8,0.2,10.2,186.92,13.67,0.0,0.0,5
nixpkgs,Line,REFACTOR,0.86,0.85,5378.77,96860326.46,9841.76,0.1,0.24,29
nixpkgs,Module,REFACTOR,0.9,0.89,114.78,46600.96,215.87,0.07,0.24,29
cinder,Line,REFACTOR,0.97,0.97,7143.12,81980925.82,9054.33,0.39,0.66,38
cinder,Module,REFACTOR,0.98,0.98,26.91,1109.02,33.3,0.47,0.71,38
brew,Line,REFACTOR,0.87,0.86,436.75,382344.41,618.34,0.17,0.3,54
brew,Module,REFACTOR,0.87,0.86,8.35,171.78,13.11,0.28,0.44,54
react,Line,REFACTOR,0.9,0.89,32504.6,9069120733.08,95231.93,0.1,0.2,20
react,Module,REFACTOR,0.89,0.87,589.79,1744987.33,1320.98,0.05,0.15,20
elasticsearch,Line,REFACTOR,1.0,1.0,30866.52,3339178326.62,57785.62,0.38,0.64,132
elasticsearch,Module,REFACTOR,1.0,1.0,526.43,1124115.23,1060.24,0.45,0.59,132
mesos,Line,TESTING,0.99,0.99,2284.97,16748346.97,4092.47,0.52,0.64,89
mesos,Module,TESTING,1.0,1.0,28.64,2506.8,50.07,0.57,0.73,89
linux,Line,REFACTOR,0.93,0.93,1634.98,10081822.82,3175.19,0.26,0.42,135
linux,Module,REFACTOR,0.99,0.99,12.98,510.6,22.6,0.38,0.64,135
office-js,Line,BUG,0.38,0.07,508560.87,368720590201.81,607223.67,0.0,0.0,7
office-js,Module,BUG,0.49,-0.02,166.54,34565.06,185.92,0.0,0.0,7
mesos,Line,FEATURE,0.99,0.98,3.04,14.04,3.75,1.0,1.0,5
mesos,Module,FEATURE,0.98,0.92,0.23,0.07,0.27,1.0,1.0,5
nixpkgs,Line,TESTING,0.87,0.86,33742.87,29725522891.67,172410.91,0.15,0.27,52
nixpkgs,Module,TESTING,0.92,0.92,126.54,124257.34,352.5,0.33,0.52,52
cinder,Line,TESTING,0.97,0.97,2825.81,19730586.36,4441.91,0.28,0.51,72
cinder,Module,TESTING,0.96,0.96,134.66,67798.14,260.38,0.46,0.65,72
brew,Line,TESTING,0.9,0.9,1054.41,6411905.35,2532.17,0.08,0.15,110
brew,Module,TESTING,0.93,0.93,42.25,7803.56,88.34,0.07,0.19,110
react,Line,TESTING,0.94,0.94,68708.62,137595406752.65,370938.55,0.12,0.2,50
react,Module,TESTING,0.97,0.97,1078.39,22098794.79,4700.94,0.26,0.48,50
elasticsearch,Line,TESTING,1.0,1.0,82218.22,29884137260.35,172870.29,0.26,0.41,208
elasticsearch,Module,TESTING,1.0,1.0,2640.7,62028523.67,7875.82,0.37,0.61,208
linux,Line,TESTING,0.94,0.94,1720.77,43450414.23,6591.69,0.15,0.25,397
linux,Module,TESTING,0.99,0.99,9.64,672.78,25.94,0.41,0.68,397
mesos,Line,UPGRADE,0.88,0.88,14460.48,2349135234.33,48467.88,0.1,0.12,69
mesos,Module,UPGRADE,0.9,0.9,21.15,5102.34,71.43,0.41,0.54,69
brew,Line,FEATURE,0.84,0.78,122.69,26578.33,163.03,0.12,0.38,8
brew,Module,FEATURE,0.8,0.65,1.99,11.38,3.37,0.12,0.62,8
nixpkgs,Line,FEATURE,0.81,0.79,554.28,1418931.3,1191.19,0.15,0.31,26
nixpkgs,Module,FEATURE,0.91,0.9,6.94,129.15,11.36,0.23,0.46,26
cinder,Line,FEATURE,0.99,0.99,870.17,1474593.41,1214.33,0.5,0.5,20
cinder,Module,FEATURE,0.96,0.95,9.59,266.35,16.32,0.55,0.75,20
react,Line,FEATURE,0.86,0.84,37695.17,18948782321.96,137654.58,0.06,0.22,18
react,Module,FEATURE,0.88,0.85,676.3,3631595.86,1905.67,0.11,0.33,18
elasticsearch,Line,FEATURE,0.99,0.99,170384.77,105859251557.36,325360.19,0.3,0.4,92
elasticsearch,Module,FEATURE,1.0,1.0,819.37,4317255.48,2077.8,0.52,0.54,92
d3,Line,BUG,0.91,0.91,244.71,493704.52,702.64,0.1,0.25,79
d3,Module,BUG,0.93,0.93,10.93,1052.71,32.45,0.3,0.51,79
linux,Line,FEATURE,0.92,0.92,473.62,2345889.6,1531.63,0.17,0.3,240
linux,Module,FEATURE,0.99,0.99,7.82,275.34,16.59,0.4,0.68,240
mesos,Line,RELEASE,0.97,0.97,205.64,134063.26,366.15,0.25,0.42,59
mesos,Module,RELEASE,0.99,0.99,2.0,16.48,4.06,0.68,0.78,59
brew,Line,UPGRADE,0.91,0.91,193.87,427153.69,653.57,0.16,0.32,118
brew,Module,UPGRADE,0.91,0.91,25.7,9261.1,96.23,0.18,0.35,118
nixpkgs,Line,UPGRADE,0.91,0.91,1303.24,10883610.92,3299.03,0.22,0.41,59
nixpkgs,Module,UPGRADE,0.88,0.87,57.54,28750.83,169.56,0.22,0.47,59
cinder,Line,UPGRADE,0.99,0.99,88.9,33326.8,182.56,0.53,0.53,19
cinder,Module,UPGRADE,0.99,0.99,3.08,26.52,5.15,0.79,0.89,19
react,Line,UPGRADE,0.99,0.99,3078.62,26140062.47,5112.74,0.12,0.32,25
react,Module,UPGRADE,0.96,0.95,161.63,162763.27,403.44,0.28,0.52,25
elasticsearch,Line,UPGRADE,1.0,1.0,31961.09,9027924973.88,95015.39,0.36,0.44,176
elasticsearch,Module,UPGRADE,1.0,1.0,2656.58,34177955.83,5846.19,0.38,0.53,176
linux,Line,UPGRADE,0.9,0.9,237.67,602618.3,776.28,0.17,0.29,135
linux,Module,UPGRADE,0.93,0.93,4.08,70.13,8.37,0.39,0.62,135
socket.io,Line,BUG,0.9,0.9,214.96,723145.3,850.38,0.2,0.33,76
socket.io,Module,BUG,0.94,0.94,11.13,3224.39,56.78,0.55,0.8,76
mesos,Line,SUPPORT,0.98,0.98,1049.05,2827184.76,1681.42,0.58,0.77,62
mesos,Module,SUPPORT,0.99,0.99,14.48,460.4,21.46,0.63,0.9,62
brew,Line,RELEASE,0.79,0.76,34.81,2406.99,49.06,0.06,0.29,17
brew,Module,RELEASE,0.76,0.7,2.27,11.06,3.33,0.12,0.53,17
nixpkgs,Line,RELEASE,0.87,0.86,1351.3,11419452.84,3379.27,0.14,0.35,49
nixpkgs,Module,RELEASE,0.93,0.93,26.12,2422.59,49.22,0.29,0.49,49
cinder,Line,RELEASE,0.85,0.84,932.8,4330285.8,2080.93,0.26,0.35,23
cinder,Module,RELEASE,0.98,0.98,11.74,405.49,20.14,0.57,0.74,23
react,Line,RELEASE,0.87,0.86,25596.47,3864920013.94,62168.48,0.03,0.22,32
react,Module,RELEASE,0.86,0.84,780.55,3912395.96,1977.98,0.12,0.25,32
elasticsearch,Line,RELEASE,0.99,0.99,6034.97,334681870.21,18294.31,0.28,0.45,202
elasticsearch,Module,RELEASE,0.99,0.99,332.69,877642.41,936.83,0.52,0.65,202
linux,Line,RELEASE,0.79,0.79,1071.64,57322249.88,7571.15,0.16,0.32,358
linux,Module,RELEASE,0.9,0.9,7.33,803.4,28.34,0.33,0.56,358
socket.io,Line,DOCS,0.94,0.92,30911.51,3731303511.03,61084.4,0.27,0.45,11
socket.io,Module,DOCS,0.94,0.91,630.76,934861.69,966.88,0.36,0.55,11
mesos,Line,OTHER,0.85,0.85,11240.36,980973370.0,31320.49,0.27,0.53,156
mesos,Module,OTHER,1.0,1.0,141.77,88727.48,297.87,0.56,0.77,156
brew,Line,SUPPORT,0.79,0.78,636.38,6845814.03,2616.45,0.06,0.18,78
brew,Module,SUPPORT,0.83,0.82,15.69,1743.65,41.76,0.15,0.33,78
nixpkgs,Line,SUPPORT,0.91,0.91,3575.72,72868934.74,8536.33,0.13,0.38,55
nixpkgs,Module,SUPPORT,0.95,0.95,75.95,42004.61,204.95,0.29,0.67,55
cinder,Line,SUPPORT,0.98,0.98,5694.19,75908679.0,8712.56,0.34,0.67,76
cinder,Module,SUPPORT,0.99,0.99,50.46,4519.83,67.23,0.55,0.82,76
react,Line,SUPPORT,0.96,0.96,23242.62,3121657086.46,55871.79,0.05,0.32,38
react,Module,SUPPORT,0.96,0.96,302.08,771716.06,878.47,0.21,0.32,38
elasticsearch,Line,SUPPORT,1.0,1.0,127846.06,118266775640.73,343899.37,0.49,0.63,199
elasticsearch,Module,SUPPORT,1.0,1.0,2570.85,42298455.59,6503.73,0.54,0.69,199
linux,Line,SUPPORT,0.97,0.97,4560.39,385665285.68,19638.36,0.19,0.34,545
linux,Module,SUPPORT,1.0,1.0,25.86,7108.91,84.31,0.42,0.7,545
socket.io,Line,REFACTOR,0.84,0.79,164.9,40150.31,200.38,0.0,0.22,9
socket.io,Module,REFACTOR,0.83,0.73,3.07,14.12,3.76,0.11,0.22,9
nixpkgs,Line,OTHER,0.96,0.96,95820.66,56895045934.55,238526.82,0.2,0.34,80
nixpkgs,Module,OTHER,0.96,0.96,2330.61,54519218.93,7383.71,0.36,0.57,80
brew,Line,OTHER,0.93,0.93,3789.67,100269155.19,10013.45,0.1,0.18,149
brew,Module,OTHER,0.95,0.95,223.11,330250.06,574.67,0.21,0.36,149
cinder,Line,OTHER,0.88,0.88,216145.55,348818434941.62,590608.53,0.33,0.47,123
cinder,Module,OTHER,1.0,1.0,323.19,272056.91,521.59,0.69,0.83,123
react,Line,OTHER,0.94,0.94,398142.0,2723025009973.22,1650159.09,0.17,0.31,93
react,Module,OTHER,0.93,0.93,10313.0,2071074539.45,45509.06,0.18,0.33,93
elasticsearch,Line,OTHER,1.0,1.0,569798.96,2738314488334.71,1654785.33,0.44,0.61,257
elasticsearch,Module,OTHER,1.0,1.0,28653.51,5371976465.62,73293.77,0.48,0.71,257
webpack,Line,BUG,0.83,0.83,9691.14,1728680677.16,41577.41,0.14,0.21,205
webpack,Module,BUG,0.96,0.96,44.69,16499.56,128.45,0.3,0.44,205
linux,Line,OTHER,0.99,0.99,25561.87,6325261195.1,79531.51,0.24,0.43,630
linux,Module,OTHER,1.0,1.0,318.71,970672.55,985.23,0.69,0.87,630
socket.io,Line,TESTING,0.89,0.88,17706.19,2555875332.04,50555.67,0.14,0.24,42
socket.io,Module,TESTING,0.99,0.99,5.36,112.27,10.6,0.19,0.57,42
socket.io,Line,FEATURE,0.95,0.9,1208.86,2168827.59,1472.69,0.0,0.2,5
socket.io,Module,FEATURE,0.95,0.8,152.16,29314.09,171.21,0.0,0.2,5
webpack,Line,DOCS,0.82,0.81,1450.13,7126319.5,2669.52,0.23,0.23,31
webpack,Module,DOCS,0.91,0.9,12.77,634.53,25.19,0.35,0.58,31
jekyll,Line,BUG,0.86,0.86,551.71,3580380.65,1892.19,0.2,0.34,87
jekyll,Module,BUG,0.96,0.96,34.1,7122.84,84.4,0.28,0.48,87
requests,Line,BUG,0.9,0.9,64.92,11604.12,107.72,0.08,0.31,95
requests,Module,BUG,0.95,0.95,3.5,33.89,5.82,0.4,0.68,95
lodash,Line,BUG,0.99,0.99,4984.37,139708704.23,11819.84,0.29,0.33,42
lodash,Module,BUG,1.0,1.0,21.91,1699.91,41.23,0.38,0.55,42
json-server,Line,BUG,0.81,0.78,4842.79,67704573.22,8228.28,0.0,0.0,17
json-server,Module,BUG,0.94,0.93,2.23,9.04,3.01,0.24,0.41,17
pm2,Line,BUG,0.86,0.86,442.09,757701.5,870.46,0.14,0.3,70
pm2,Module,BUG,0.92,0.92,17.64,1185.91,34.44,0.24,0.5,70
socket.io,Line,UPGRADE,0.7,0.4,0.69,0.88,0.94,0.6,0.8,5
socket.io,Module,UPGRADE,0.83,0.32,0.58,0.39,0.62,0.4,0.6,5
video.js,Line,BUG,0.93,0.93,8887.46,1029511504.33,32086.0,0.13,0.28,137
video.js,Module,BUG,1.0,1.0,277.07,775905.26,880.85,0.26,0.56,137
webpack,Line,REFACTOR,0.97,0.97,2679.45,28778197.11,5364.53,0.22,0.38,65
webpack,Module,REFACTOR,0.87,0.86,281.31,394908.89,628.42,0.25,0.32,65
jekyll,Line,DOCS,0.91,0.91,1740.55,21296611.68,4614.83,0.13,0.31,55
jekyll,Module,DOCS,0.95,0.95,94.34,51049.24,225.94,0.33,0.55,55
requests,Line,DOCS,0.85,0.85,104.5,63417.16,251.83,0.11,0.25,64
requests,Module,DOCS,0.92,0.92,3.61,38.65,6.22,0.27,0.42,64
pm2,Line,DOCS,0.92,0.89,96.44,31200.34,176.64,0.25,0.38,8
pm2,Module,DOCS,0.92,0.86,0.88,1.88,1.37,0.38,0.75,8
lodash,Line,DOCS,1.0,1.0,2138.77,13856311.48,3722.41,0.43,0.6,47
lodash,Module,DOCS,1.0,1.0,17.34,814.83,28.55,0.34,0.57,47
socket.io,Line,RELEASE,0.98,0.98,101.67,390953.33,625.26,0.6,0.9,81
socket.io,Module,RELEASE,0.98,0.98,13.73,7030.86,83.85,0.67,0.9,81
video.js,Line,DOCS,0.88,0.87,130679.22,365742855421.23,604766.78,0.21,0.28,29
video.js,Module,DOCS,0.89,0.88,314.23,1835759.94,1354.9,0.41,0.45,29
devise,Line,BUG,0.91,0.91,103.88,52231.0,228.54,0.22,0.41,68
devise,Module,BUG,0.93,0.93,9.8,507.82,22.53,0.25,0.56,68
webpack,Line,TESTING,0.96,0.96,1177.32,8389092.61,2896.39,0.27,0.38,131
webpack,Module,TESTING,0.98,0.98,39.09,8141.77,90.23,0.29,0.5,131
jekyll,Line,REFACTOR,0.83,0.81,125.5,48148.89,219.43,0.09,0.23,22
jekyll,Module,REFACTOR,0.84,0.81,2.95,39.48,6.28,0.23,0.41,22
lodash,Line,REFACTOR,0.99,0.99,62.06,18467.81,135.9,0.78,0.78,9
lodash,Module,REFACTOR,0.98,0.97,1.02,5.42,2.33,0.78,0.78,9
pm2,Line,REFACTOR,0.89,0.86,851.73,2175879.84,1475.09,0.3,0.6,10
pm2,Module,REFACTOR,0.86,0.79,14.38,306.53,17.51,0.3,0.4,10
requests,Line,REFACTOR,0.76,0.69,303.54,255834.96,505.8,0.0,0.1,10
requests,Module,REFACTOR,0.83,0.74,1.91,4.98,2.23,0.1,0.2,10
socket.io,Line,SUPPORT,0.89,0.88,338.06,456196.79,675.42,0.15,0.35,20
socket.io,Module,SUPPORT,0.93,0.92,5.27,45.74,6.76,0.15,0.4,20
video.js,Line,REFACTOR,1.0,1.0,3318.84,36654617.79,6054.31,0.62,0.62,13
video.js,Module,REFACTOR,1.0,1.0,298.83,264954.41,514.74,0.62,0.62,13
devise,Line,DOCS,0.85,0.83,30.92,1983.88,44.54,0.05,0.25,20
devise,Module,DOCS,0.94,0.93,2.44,10.78,3.28,0.35,0.6,20
webpack,Line,FEATURE,0.88,0.88,875.63,4872068.61,2207.28,0.29,0.4,63
webpack,Module,FEATURE,0.83,0.82,43.92,31695.82,178.03,0.37,0.43,63
jekyll,Line,TESTING,0.93,0.93,200.79,177337.22,421.11,0.21,0.41,70
jekyll,Module,TESTING,0.96,0.96,28.09,6854.42,82.79,0.39,0.56,70
lodash,Line,TESTING,1.0,1.0,2025.04,21227081.27,4607.29,0.24,0.33,49
lodash,Module,TESTING,1.0,1.0,47.57,10639.21,103.15,0.37,0.55,49
pm2,Line,TESTING,0.85,0.84,800.32,2758082.94,1660.75,0.11,0.3,27
pm2,Module,TESTING,0.9,0.89,13.46,654.38,25.58,0.37,0.52,27
requests,Line,TESTING,0.84,0.84,168.83,169021.99,411.12,0.22,0.29,73
requests,Module,TESTING,0.93,0.93,2.08,33.0,5.74,0.62,0.81,73
socket.io,Line,OTHER,0.85,0.85,6581.56,816386805.01,28572.48,0.12,0.21,84
socket.io,Module,OTHER,0.96,0.96,57.09,58080.02,241.0,0.45,0.58,84
video.js,Line,TESTING,0.99,0.99,5675.88,151207665.14,12296.65,0.36,0.48,42
video.js,Module,TESTING,0.99,0.99,28.24,2315.77,48.12,0.48,0.55,42
devise,Line,REFACTOR,0.94,0.92,44.61,5604.5,74.86,0.2,0.3,10
devise,Module,REFACTOR,0.94,0.91,4.63,70.17,8.38,0.2,0.3,10
webpack,Line,UPGRADE,0.94,0.94,629.43,811158.24,900.64,0.18,0.24,38
webpack,Module,UPGRADE,0.96,0.96,10.3,363.12,19.06,0.26,0.42,38
jekyll,Line,FEATURE,0.89,0.88,518.47,1904087.63,1379.89,0.12,0.28,25
jekyll,Module,FEATURE,0.95,0.94,69.51,30424.75,174.43,0.44,0.56,25
lodash,Line,FEATURE,0.99,0.99,43.0,10099.14,100.49,0.71,0.71,14
lodash,Module,FEATURE,1.0,1.0,1.77,11.34,3.37,0.64,0.64,14
pm2,Line,FEATURE,0.92,0.9,189.96,43067.38,207.53,0.0,0.4,10
pm2,Module,FEATURE,0.93,0.9,8.66,133.94,11.57,0.3,0.4,10
requests,Line,FEATURE,0.73,0.7,11.24,221.48,14.88,0.0,0.0,21
requests,Module,FEATURE,0.84,0.81,0.53,0.58,0.76,0.14,0.19,21
video.js,Line,FEATURE,0.98,0.98,6849.49,174568003.76,13212.42,0.41,0.62,29
video.js,Module,FEATURE,0.98,0.98,223.22,182640.75,427.36,0.45,0.55,29
devise,Line,TESTING,0.95,0.95,303.7,286483.82,535.24,0.35,0.65,40
devise,Module,TESTING,0.98,0.98,17.61,791.58,28.14,0.15,0.45,40
jest,Line,BUG,0.95,0.95,2583.46,43462017.05,6592.57,0.17,0.27,75
jest,Module,BUG,0.96,0.96,116.96,105825.27,325.31,0.24,0.48,75
pm2,Line,UPGRADE,0.85,0.79,110.89,55276.61,235.11,0.0,0.38,8
pm2,Module,UPGRADE,0.84,0.72,6.71,114.39,10.7,0.12,0.12,8
video.js,Line,UPGRADE,0.74,0.74,37.21,1730.56,41.6,0.33,0.33,3
video.js,Module,UPGRADE,0.84,1.32,0.92,1.2,1.1,0.33,0.67,3
devise,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2
devise,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2
jekyll,Line,UPGRADE,0.96,0.96,150.56,133869.04,365.88,0.19,0.33,27
jekyll,Module,UPGRADE,0.97,0.97,21.14,2562.08,50.62,0.44,0.63,27
lodash,Line,UPGRADE,1.0,1.0,68.16,12751.14,112.92,0.5,0.5,14
lodash,Module,UPGRADE,1.0,1.0,1.56,6.23,2.5,0.57,0.71,14
requests,Line,UPGRADE,0.76,0.71,298.32,239092.46,488.97,0.0,0.0,13
requests,Module,UPGRADE,0.78,0.71,4.8,62.42,7.9,0.46,0.54,13
pm2,Line,RELEASE,0.75,1.25,4.0,16.0,4.0,0.0,1.0,2
pm2,Module,RELEASE,0.75,1.12,2.0,4.0,2.0,0.0,0.0,2
webtorrent,Line,BUG,0.47,0.46,136.21,247049.25,497.04,0.11,0.24,144
webtorrent,Module,BUG,0.82,0.82,1.94,37.74,6.14,0.39,0.62,144
jest,Line,DOCS,0.81,0.79,2331.82,11710872.28,3422.12,0.04,0.21,24
jest,Module,DOCS,0.92,0.91,28.7,1942.15,44.07,0.12,0.29,24
video.js,Line,RELEASE,0.94,0.94,1244.0,7773302.76,2788.06,0.59,0.67,27
video.js,Module,RELEASE,0.87,0.85,10.76,1895.18,43.53,0.7,0.74,27
devise,Line,UPGRADE,0.92,0.9,108.27,19372.32,139.18,0.15,0.23,13
devise,Module,UPGRADE,0.99,0.99,2.68,14.11,3.76,0.31,0.77,13
lodash,Line,RELEASE,0.93,0.91,67.96,19329.9,139.03,0.7,0.7,10
lodash,Module,RELEASE,0.98,0.97,0.98,5.46,2.34,0.9,0.9,10
jekyll,Line,RELEASE,0.94,0.94,235.98,266877.25,516.6,0.13,0.39,54
jekyll,Module,RELEASE,0.97,0.97,8.07,343.63,18.54,0.22,0.59,54
requests,Line,RELEASE,0.8,0.79,4.82,42.79,6.54,0.06,0.16,31
requests,Module,RELEASE,0.84,0.82,0.51,0.47,0.69,0.23,0.35,31
pm2,Line,SUPPORT,0.87,0.85,70.41,11656.25,107.96,0.07,0.33,15
pm2,Module,SUPPORT,0.81,0.76,16.58,1362.48,36.91,0.2,0.53,15
webtorrent,Line,DOCS,0.92,0.91,89.22,25982.39,161.19,0.28,0.4,25
webtorrent,Module,DOCS,0.93,0.92,0.96,1.68,1.3,0.28,0.64,25
jest,Line,REFACTOR,0.7,0.55,423.84,263992.76,513.8,0.0,0.14,7
jest,Module,REFACTOR,0.87,0.74,2.35,13.76,3.71,0.43,0.57,7
video.js,Line,SUPPORT,0.86,0.84,2220.94,15977473.83,3997.18,0.18,0.29,17
video.js,Module,SUPPORT,0.86,0.83,17.99,722.69,26.88,0.29,0.35,17
webtorrent,Line,REFACTOR,0.55,0.1,202.0,55526.4,235.64,0.2,0.2,5
webtorrent,Module,REFACTOR,0.8,0.2,1.4,2.23,1.49,0.0,0.4,5
jekyll,Line,SUPPORT,0.92,0.91,93.12,20094.87,141.76,0.18,0.35,34
jekyll,Module,SUPPORT,0.95,0.94,3.45,19.12,4.37,0.29,0.56,34
devise,Line,RELEASE,0.94,0.94,53.17,7786.11,88.24,0.21,0.33,39
devise,Module,RELEASE,0.98,0.98,2.63,13.68,3.7,0.38,0.62,39
lodash,Line,SUPPORT,1.0,1.0,480.54,1083493.45,1040.91,0.24,0.38,29
lodash,Module,SUPPORT,1.0,1.0,8.58,422.9,20.56,0.31,0.48,29
requests,Line,SUPPORT,0.86,0.85,32.98,1877.02,43.32,0.13,0.29,38
requests,Module,SUPPORT,0.92,0.91,1.37,3.46,1.86,0.29,0.66,38
pm2,Line,OTHER,0.86,0.86,1393.61,6283912.26,2506.77,0.15,0.26,92
pm2,Module,OTHER,0.86,0.86,50.11,10636.08,103.13,0.27,0.5,92
jest,Line,TESTING,0.89,0.88,9539.76,789310406.42,28094.67,0.13,0.28,46
jest,Module,TESTING,0.95,0.95,269.85,421947.0,649.57,0.22,0.35,46
video.js,Line,OTHER,0.81,0.81,21488.73,1158941268.56,34043.23,0.3,0.53,310
video.js,Module,OTHER,0.97,0.97,74.91,94736.88,307.79,0.54,0.66,310
webtorrent,Line,TESTING,0.85,0.84,91.56,33386.57,182.72,0.15,0.29,55
webtorrent,Module,TESTING,0.82,0.81,4.49,56.51,7.52,0.09,0.31,55
devise,Line,SUPPORT,0.95,0.94,147.11,72508.42,269.27,0.09,0.23,22
devise,Module,SUPPORT,0.97,0.96,7.77,220.46,14.85,0.45,0.64,22
jekyll,Line,OTHER,0.93,0.93,2656.87,29292243.49,5412.23,0.08,0.23,104
jekyll,Module,OTHER,0.97,0.97,269.13,642642.92,801.65,0.31,0.62,104
lodash,Line,OTHER,0.99,0.99,17843.05,1475931554.62,38417.85,0.14,0.22,160
lodash,Module,OTHER,0.99,0.99,308.92,1270403.4,1127.12,0.29,0.49,160
requests,Line,OTHER,0.82,0.82,2043.86,37257796.25,6103.92,0.14,0.27,125
requests,Module,OTHER,0.93,0.93,29.02,5588.11,74.75,0.52,0.78,125
jest,Line,FEATURE,0.89,0.85,1871.61,15004718.2,3873.59,0.12,0.38,8
jest,Module,FEATURE,0.86,0.76,175.87,161387.75,401.73,0.25,0.38,8
npm,Line,BUG,1.0,1.0,1863.91,39838215.84,6311.75,0.17,0.29,226
npm,Module,BUG,1.0,1.0,24.72,5895.38,76.78,0.29,0.6,226
webtorrent,Line,FEATURE,0.35,0.02,3.21,16.46,4.06,0.0,0.0,7
webtorrent,Module,FEATURE,0.7,0.4,0.58,0.45,0.67,0.0,0.0,7
devise,Line,OTHER,0.9,0.9,1322.65,12383186.12,3518.98,0.11,0.3,80
devise,Module,OTHER,0.95,0.95,72.64,39027.29,197.55,0.38,0.6,80
webtorrent,Line,UPGRADE,0.66,0.66,29.16,865.24,29.41,0.0,0.0,3
webtorrent,Module,UPGRADE,0.79,1.42,0.69,0.52,0.72,0.0,0.0,3
jest,Line,UPGRADE,0.83,0.79,19141.79,1663892322.61,40790.84,0.0,0.0,12
jest,Module,UPGRADE,0.93,0.9,106.72,41490.67,203.69,0.08,0.17,12
mongoose,Line,BUG,0.95,0.95,5011.67,312860242.43,17687.86,0.14,0.28,440
mongoose,Module,BUG,0.99,0.99,24.07,5373.36,73.3,0.38,0.62,440
superagent,Line,BUG,0.47,0.45,701.46,4474914.52,2115.4,0.11,0.19,62
superagent,Module,BUG,0.88,0.87,3.47,35.21,5.93,0.21,0.44,62
keystone,Line,BUG,0.98,0.98,11563.5,7548672356.07,86883.1,0.06,0.2,140
keystone,Module,BUG,0.98,0.98,138.47,764634.47,874.43,0.2,0.43,140
medium-editor,Line,BUG,0.98,0.98,415.59,2738061.26,1654.71,0.11,0.24,104
medium-editor,Module,BUG,0.99,0.99,22.41,10437.55,102.16,0.26,0.48,104
npm,Line,DOCS,0.86,0.86,946.92,9970026.83,3157.53,0.3,0.33,94
npm,Module,DOCS,0.97,0.97,11.02,435.0,20.86,0.45,0.53,94
jest,Line,RELEASE,0.8,0.78,1952.94,32198876.76,5674.41,0.17,0.17,23
jest,Module,RELEASE,0.91,0.9,21.16,1544.76,39.3,0.3,0.39,23
mongoose,Line,DOCS,0.94,0.94,36611.38,11376635911.8,106661.31,0.06,0.13,223
mongoose,Module,DOCS,0.98,0.98,103.08,87729.06,296.19,0.22,0.35,223
pandoc,Line,BUG,0.95,0.95,494.73,2249966.9,1499.99,0.25,0.41,73
pandoc,Module,BUG,0.96,0.96,24.39,7170.07,84.68,0.37,0.64,73
keystone,Line,DOCS,0.96,0.96,6526.0,362288553.48,19033.88,0.03,0.06,62
keystone,Module,DOCS,0.97,0.97,54.43,28467.07,168.72,0.27,0.35,62
superagent,Line,DOCS,0.83,0.8,398.63,661982.09,813.62,0.13,0.27,15
superagent,Module,DOCS,0.87,0.83,2.74,16.55,4.07,0.2,0.33,15
swagger-ui,Line,BUG,0.84,0.84,734.55,8431705.11,2903.74,0.11,0.22,116
swagger-ui,Module,BUG,0.9,0.9,30.39,5624.89,75.0,0.22,0.38,116
medium-editor,Line,DOCS,0.99,0.99,183.2,167455.47,409.21,0.35,0.39,23
medium-editor,Module,DOCS,0.98,0.98,2.37,20.98,4.58,0.43,0.7,23
npm,Line,REFACTOR,0.89,0.87,166.52,56845.04,238.42,0.23,0.31,13
