Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
nixpkgs,Module,REFACTOR,0.77,0.74,107.9,37982.22,194.89,0.14,0.31,29
mesos,Line,TESTING,0.96,0.96,2168.74,14633301.12,3825.35,0.46,0.61,89
mesos,Module,TESTING,0.97,0.97,31.97,2260.13,47.54,0.48,0.61,89
mesos,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5
mesos,Module,FEATURE,1.0,1.0,0.21,0.2,0.45,0.8,1.0,5
react,Line,DOCS,0.53,0.5,458985.65,1159846994820.37,1076961.93,0.06,0.08,36
react,Module,DOCS,0.54,0.5,5871.5,165534962.52,12866.04,0.0,0.0,36
nixpkgs,Line,TESTING,0.06,0.02,64953.25,34514934852.96,185781.96,0.0,0.04,52
nixpkgs,Module,TESTING,0.65,0.63,166.14,121603.52,348.72,0.1,0.23,52
mesos,Line,UPGRADE,0.0,-0.03,13106.28,1359240694.01,36867.88,0.03,0.03,69
mesos,Module,UPGRADE,0.07,0.03,25.3,4511.33,67.17,0.13,0.29,69
react,Line,REFACTOR,0.94,0.93,38560.33,5787694645.59,76076.9,0.0,0.05,20
react,Module,REFACTOR,0.96,0.95,252.05,171172.01,413.73,0.15,0.15,20
nixpkgs,Line,FEATURE,0.02,-0.07,571.66,1167771.08,1080.63,0.04,0.08,26
nixpkgs,Module,FEATURE,0.53,0.47,8.76,142.27,11.93,0.19,0.27,26
mesos,Line,RELEASE,0.81,0.8,203.39,102984.64,320.91,0.14,0.31,59
mesos,Module,RELEASE,0.97,0.97,1.91,7.44,2.73,0.46,0.59,59
react,Line,TESTING,0.94,0.94,95561.35,68351426804.44,261441.06,0.08,0.12,50
react,Module,TESTING,0.99,0.99,553.13,875741.95,935.81,0.12,0.14,50
nixpkgs,Line,UPGRADE,0.23,0.2,2029.26,28023575.32,5293.73,0.14,0.27,59
nixpkgs,Module,UPGRADE,0.28,0.24,93.16,57412.52,239.61,0.15,0.31,59
mesos,Line,SUPPORT,0.89,0.89,1069.34,2875599.25,1695.76,0.37,0.73,62
mesos,Module,SUPPORT,0.95,0.95,18.32,543.77,23.32,0.56,0.69,62
elasticsearch,Line,BUG,1.0,1.0,51857.43,5642257646.1,75114.96,0.23,0.3,239
elasticsearch,Module,BUG,0.99,0.99,2367.32,17094972.03,4134.61,0.2,0.33,239
cinder,Line,BUG,0.02,0.0,56706.97,7729429799.49,87917.18,0.02,0.06,115
cinder,Module,BUG,0.92,0.92,138.72,29670.05,172.25,0.37,0.67,115
brew,Line,BUG,0.43,0.42,2138.55,30225999.98,5497.82,0.03,0.04,140
brew,Module,BUG,0.29,0.27,76.43,30403.16,174.37,0.04,0.08,140
react,Line,FEATURE,0.99,0.99,34756.28,10598162930.85,102947.38,0.06,0.06,18
react,Module,FEATURE,0.99,0.99,267.58,308465.85,555.4,0.11,0.22,18
nixpkgs,Line,RELEASE,0.15,0.11,1765.2,17471966.45,4179.95,0.14,0.18,49
nixpkgs,Module,RELEASE,0.61,0.58,38.23,6594.26,81.21,0.24,0.33,49
cinder,Line,DOCS,0.96,0.96,1055.65,1710617.68,1307.91,0.34,0.49,35
cinder,Module,DOCS,0.87,0.86,52.94,4495.2,67.05,0.23,0.51,35
react,Line,UPGRADE,0.98,0.98,3225.13,38486896.45,6203.78,0.12,0.2,25
react,Module,UPGRADE,0.98,0.98,157.05,112338.27,335.17,0.12,0.24,25
nixpkgs,Line,SUPPORT,0.35,0.32,4414.11,74705745.71,8643.25,0.04,0.07,55
nixpkgs,Module,SUPPORT,0.84,0.83,75.63,34345.52,185.33,0.24,0.49,55
mesos,Line,OTHER,0.73,0.73,12167.95,815127131.12,28550.43,0.19,0.29,156
mesos,Module,OTHER,0.97,0.97,157.95,76641.02,276.84,0.34,0.46,156
elasticsearch,Line,DOCS,0.99,0.99,66958.14,13987961757.93,118270.71,0.2,0.24,200
elasticsearch,Module,DOCS,1.0,1.0,1077.47,3532952.94,1879.62,0.37,0.48,200
brew,Line,DOCS,0.19,0.17,336.15,870425.78,932.97,0.12,0.19,93
brew,Module,DOCS,0.32,0.3,15.51,822.8,28.68,0.11,0.25,93
cinder,Line,REFACTOR,0.67,0.65,5685.68,51133152.57,7150.74,0.45,0.61,38
cinder,Module,REFACTOR,0.8,0.78,23.28,779.4,27.92,0.42,0.76,38
react,Line,RELEASE,0.68,0.66,30203.42,3266018873.44,57149.09,0.0,0.0,32
react,Module,RELEASE,0.74,0.71,714.12,1967954.55,1402.84,0.03,0.09,32
brew,Line,REFACTOR,0.08,0.04,411.87,326573.34,571.47,0.09,0.2,54
brew,Module,REFACTOR,0.22,0.17,10.47,230.57,15.18,0.07,0.31,54
react,Line,SUPPORT,0.92,0.92,30787.87,5503525535.58,74185.75,0.05,0.16,38
react,Module,SUPPORT,0.97,0.97,263.0,351719.17,593.06,0.11,0.21,38
nixpkgs,Line,OTHER,0.78,0.77,119137.03,66653016251.11,258172.45,0.09,0.24,80
nixpkgs,Module,OTHER,0.94,0.94,1966.73,23609077.68,4858.92,0.18,0.39,80
elasticsearch,Line,REFACTOR,0.98,0.98,58517.48,6747455984.54,82142.9,0.15,0.24,132
elasticsearch,Module,REFACTOR,0.98,0.98,2381.47,11413039.26,3378.32,0.1,0.19,132
cinder,Line,TESTING,0.84,0.84,2769.65,17256204.86,4154.06,0.17,0.51,72
cinder,Module,TESTING,0.65,0.63,202.07,94704.24,307.74,0.12,0.25,72
linux,Line,BUG,0.89,0.89,2398.63,33764710.98,5810.74,0.21,0.43,631
linux,Module,BUG,0.97,0.97,56.88,19510.89,139.68,0.49,0.8,631
cinder,Line,FEATURE,0.74,0.71,1587.7,3049280.97,1746.22,0.2,0.5,20
cinder,Module,FEATURE,0.85,0.82,9.82,203.83,14.28,0.5,0.8,20
brew,Line,TESTING,0.41,0.4,1267.33,8383251.58,2895.38,0.04,0.08,110
brew,Module,TESTING,0.5,0.49,53.39,8584.58,92.65,0.06,0.17,110
react,Line,OTHER,0.97,0.97,212586.42,306077086566.83,553242.34,0.17,0.25,93
react,Module,OTHER,0.96,0.96,6820.53,305737592.68,17485.35,0.11,0.2,93
elasticsearch,Line,TESTING,0.95,0.95,223965.2,147099413933.38,383535.41,0.11,0.24,208
elasticsearch,Module,TESTING,0.97,0.97,6327.66,124719178.9,11167.77,0.13,0.34,208
cinder,Line,UPGRADE,0.92,0.91,138.23,39442.45,198.6,0.47,0.58,19
cinder,Module,UPGRADE,0.97,0.96,6.68,127.43,11.29,0.32,0.47,19
brew,Line,FEATURE,0.14,-0.2,160.44,40849.29,202.11,0.12,0.12,8
brew,Module,FEATURE,0.8,0.65,2.45,14.66,3.83,0.12,0.38,8
linux,Line,DOCS,0.59,0.59,1591.99,38332592.87,6191.33,0.11,0.24,334
linux,Module,DOCS,0.79,0.79,26.95,6134.24,78.32,0.11,0.23,334
cinder,Line,RELEASE,0.29,0.22,1038.9,3458306.23,1859.65,0.0,0.04,23
cinder,Module,RELEASE,0.85,0.83,19.05,565.21,23.77,0.26,0.48,23
elasticsearch,Line,FEATURE,0.69,0.68,322104.71,205469447262.11,453287.38,0.15,0.16,92
elasticsearch,Module,FEATURE,0.82,0.81,4219.87,25158833.96,5015.86,0.13,0.28,92
brew,Line,UPGRADE,0.6,0.59,277.6,402237.26,634.22,0.06,0.13,118
brew,Module,UPGRADE,0.7,0.69,36.67,8493.73,92.16,0.04,0.09,118
linux,Line,REFACTOR,0.66,0.65,1513.13,8121581.65,2849.84,0.21,0.41,135
linux,Module,REFACTOR,0.89,0.89,13.48,586.97,24.23,0.41,0.6,135
cinder,Line,SUPPORT,0.89,0.89,4354.66,41435505.17,6437.04,0.46,0.68,76
cinder,Module,SUPPORT,0.94,0.94,52.11,3995.1,63.21,0.57,0.79,76
brew,Line,RELEASE,0.02,-0.12,33.79,2103.98,45.87,0.18,0.24,17
brew,Module,RELEASE,0.58,0.48,2.12,10.47,3.24,0.41,0.53,17
elasticsearch,Line,UPGRADE,0.9,0.9,80251.84,23995416303.69,154904.54,0.11,0.24,176
elasticsearch,Module,UPGRADE,0.99,0.99,2719.19,19559837.59,4422.65,0.26,0.29,176
linux,Line,TESTING,0.63,0.63,1605.38,32239319.74,5677.97,0.08,0.17,397
linux,Module,TESTING,0.97,0.97,8.22,403.72,20.09,0.29,0.56,397
brew,Line,SUPPORT,0.06,0.03,514.83,4478133.46,2116.16,0.09,0.17,78
brew,Module,SUPPORT,0.2,0.17,14.99,1425.99,37.76,0.1,0.22,78
cinder,Line,OTHER,0.25,0.24,277975.19,346304073458.42,588476.06,0.06,0.11,123
cinder,Module,OTHER,0.97,0.97,324.69,200797.14,448.1,0.5,0.71,123
elasticsearch,Line,RELEASE,0.95,0.95,5275.82,162909637.17,12763.61,0.18,0.35,202
elasticsearch,Module,RELEASE,0.81,0.81,661.08,1340952.64,1158.0,0.07,0.17,202
linux,Line,FEATURE,0.49,0.49,431.19,1822970.42,1350.17,0.16,0.25,240
linux,Module,FEATURE,0.91,0.91,7.25,219.3,14.81,0.29,0.49,240
brew,Line,OTHER,0.7,0.7,4531.73,90645296.39,9520.78,0.03,0.09,149
brew,Module,OTHER,0.71,0.7,303.83,303974.63,551.34,0.07,0.15,149
cf-deployment,Line,BUG,0.07,0.02,98.72,23131.34,152.09,0.02,0.12,42
cf-deployment,Module,BUG,0.6,0.57,11.27,482.23,21.96,0.14,0.19,42
elasticsearch,Line,SUPPORT,0.97,0.97,208504.96,145864238619.8,381921.77,0.12,0.15,199
elasticsearch,Module,SUPPORT,0.98,0.98,3696.64,32080323.29,5663.95,0.13,0.27,199
cf-deployment,Line,DOCS,0.59,0.18,5592.29,145047139.12,12043.55,0.0,0.0,5
cf-deployment,Module,DOCS,0.81,0.24,269.09,308939.94,555.82,0.0,0.0,5
linux,Line,UPGRADE,0.17,0.16,311.32,863835.53,929.43,0.07,0.16,135
linux,Module,UPGRADE,0.6,0.59,4.06,68.22,8.26,0.19,0.4,135
elasticsearch,Line,OTHER,1.0,1.0,700798.09,1129366472834.04,1062716.55,0.2,0.27,257
elasticsearch,Module,OTHER,0.99,0.99,41253.91,4099428409.55,64026.78,0.15,0.18,257
linux,Line,RELEASE,0.05,0.04,913.46,39162860.38,6258.02,0.03,0.03,358
linux,Module,RELEASE,0.41,0.4,7.81,703.06,26.52,0.18,0.31,358
linux,Line,SUPPORT,0.81,0.81,6056.73,405310330.18,20132.32,0.08,0.19,545
linux,Module,SUPPORT,0.97,0.97,51.17,11032.11,105.03,0.18,0.25,545
linux,Line,OTHER,0.87,0.87,35045.07,8807526558.61,93848.42,0.1,0.21,630
linux,Module,OTHER,0.96,0.96,484.28,1272167.76,1127.9,0.19,0.33,630
office-js,Line,BUG,0.12,-0.32,461342.99,309498039559.36,556325.48,0.0,0.14,7
office-js,Module,BUG,0.39,-0.22,293.33,148435.27,385.27,0.0,0.0,7
d3,Line,BUG,0.86,0.86,258.49,327368.5,572.16,0.06,0.18,79
d3,Module,BUG,0.75,0.74,10.3,705.4,26.56,0.18,0.42,79
socket.io,Line,BUG,0.86,0.86,191.12,309597.88,556.42,0.03,0.14,76
socket.io,Module,BUG,0.99,0.99,4.87,277.95,16.67,0.29,0.51,76
socket.io,Line,DOCS,1.0,1.0,270.17,126258.22,355.33,0.27,0.27,11
socket.io,Module,DOCS,1.0,1.0,13.82,1123.82,33.52,0.18,0.27,11
socket.io,Line,REFACTOR,0.16,-0.12,309.8,214784.73,463.45,0.11,0.11,9
socket.io,Module,REFACTOR,0.56,0.3,3.53,23.25,4.82,0.22,0.44,9
socket.io,Line,TESTING,0.63,0.61,21711.39,4010897370.14,63331.65,0.0,0.0,42
socket.io,Module,TESTING,0.97,0.97,3.79,57.52,7.58,0.33,0.69,42
socket.io,Line,FEATURE,1.0,1.0,82.64,9734.22,98.66,0.6,0.8,5
socket.io,Module,FEATURE,1.0,1.0,512.26,1238072.93,1112.69,0.4,0.4,5
socket.io,Line,UPGRADE,0.73,0.46,0.71,0.81,0.9,0.4,0.8,5
socket.io,Module,UPGRADE,0.76,0.04,2.04,8.01,2.83,0.0,0.0,5
webpack,Line,BUG,0.38,0.37,12393.63,1540817704.67,39253.25,0.01,0.03,205
webpack,Module,BUG,0.84,0.84,67.51,18505.92,136.04,0.15,0.24,205
socket.io,Line,RELEASE,1.0,1.0,31.65,29609.36,172.07,0.48,0.85,81
socket.io,Module,RELEASE,1.0,1.0,3.81,390.87,19.77,0.52,0.89,81
webpack,Line,DOCS,0.0,-0.07,5316.47,234041653.84,15298.42,0.0,0.0,31
webpack,Module,DOCS,0.43,0.37,64.0,33314.75,182.52,0.0,0.0,31
jekyll,Line,BUG,0.42,0.41,912.17,7021025.26,2649.72,0.13,0.22,87
jekyll,Module,BUG,0.74,0.73,49.71,11770.99,108.49,0.11,0.25,87
socket.io,Line,SUPPORT,0.65,0.61,394.6,432793.44,657.87,0.05,0.1,20
socket.io,Module,SUPPORT,0.81,0.77,3.57,22.29,4.72,0.25,0.55,20
lodash,Line,BUG,0.95,0.95,4699.57,120647136.07,10983.95,0.24,0.26,42
lodash,Module,BUG,1.0,1.0,16.82,1252.26,35.39,0.5,0.64,42
webpack,Line,REFACTOR,0.82,0.81,3340.54,32925680.76,5738.09,0.14,0.29,65
webpack,Module,REFACTOR,0.44,0.41,231.87,201707.51,449.12,0.09,0.12,65
jekyll,Line,DOCS,0.78,0.77,1476.28,16620573.51,4076.83,0.11,0.27,55
jekyll,Module,DOCS,0.73,0.71,92.06,33668.25,183.49,0.05,0.11,55
requests,Line,BUG,0.31,0.3,83.02,31973.57,178.81,0.15,0.31,95
requests,Module,BUG,0.31,0.29,6.42,86.4,9.3,0.15,0.37,95
jekyll,Line,REFACTOR,0.12,0.03,129.81,44933.32,211.97,0.0,0.23,22
jekyll,Module,REFACTOR,0.18,0.04,4.9,59.12,7.69,0.05,0.14,22
lodash,Line,DOCS,1.0,1.0,2032.62,14182554.58,3765.97,0.3,0.32,47
lodash,Module,DOCS,1.0,1.0,11.19,286.84,16.94,0.45,0.62,47
requests,Line,DOCS,0.04,0.01,159.82,166288.16,407.78,0.08,0.27,64
requests,Module,DOCS,0.37,0.34,5.37,113.58,10.66,0.19,0.33,64
socket.io,Line,OTHER,0.05,0.03,10857.22,1528915896.0,39101.35,0.04,0.06,84
socket.io,Module,OTHER,0.89,0.89,59.08,28326.02,168.3,0.11,0.19,84
webpack,Line,TESTING,0.83,0.83,991.18,6590028.38,2567.11,0.29,0.33,131
webpack,Module,TESTING,0.87,0.87,43.33,6460.41,80.38,0.23,0.4,131
lodash,Line,REFACTOR,1.0,1.0,24.31,1752.85,41.87,0.78,0.78,9
lodash,Module,REFACTOR,1.0,1.0,0.29,0.23,0.48,0.78,1.0,9
jekyll,Line,TESTING,0.77,0.76,213.02,243879.5,493.84,0.2,0.49,70
jekyll,Module,TESTING,0.87,0.86,18.53,2309.02,48.05,0.36,0.63,70
requests,Line,REFACTOR,0.12,-0.13,308.31,208538.95,456.66,0.0,0.0,10
requests,Module,REFACTOR,0.37,0.06,2.15,6.31,2.51,0.2,0.2,10
webpack,Line,FEATURE,0.72,0.71,737.95,1525467.82,1235.1,0.13,0.24,63
webpack,Module,FEATURE,0.74,0.73,77.71,25298.37,159.05,0.02,0.06,63
jekyll,Line,FEATURE,0.62,0.59,579.83,2071596.89,1439.3,0.08,0.2,25
jekyll,Module,FEATURE,0.63,0.58,87.08,35598.54,188.68,0.0,0.0,25
lodash,Line,TESTING,1.0,1.0,834.89,3305328.38,1818.06,0.29,0.43,49
lodash,Module,TESTING,1.0,1.0,15.68,817.32,28.59,0.35,0.53,49
webpack,Line,UPGRADE,0.11,0.06,826.27,1141000.54,1068.18,0.11,0.21,38
webpack,Module,UPGRADE,0.25,0.18,24.96,1183.39,34.4,0.16,0.21,38
requests,Line,TESTING,0.16,0.14,166.1,142625.02,377.66,0.12,0.21,73
requests,Module,TESTING,0.4,0.37,4.44,73.72,8.59,0.16,0.37,73
jekyll,Line,UPGRADE,0.87,0.86,160.27,96736.12,311.02,0.07,0.15,27
jekyll,Module,UPGRADE,0.91,0.9,24.36,2030.29,45.06,0.07,0.22,27
lodash,Line,FEATURE,0.96,0.95,170.64,187255.41,432.73,0.5,0.57,14
lodash,Module,FEATURE,0.98,0.97,2.53,28.12,5.3,0.64,0.64,14
json-server,Line,BUG,0.53,0.46,2704.36,23142960.19,4810.71,0.06,0.06,17
json-server,Module,BUG,0.82,0.78,2.51,8.41,2.9,0.12,0.41,17
requests,Line,FEATURE,0.04,-0.07,10.19,173.61,13.18,0.0,0.1,21
requests,Module,FEATURE,0.18,0.04,0.67,0.66,0.81,0.0,0.19,21
jekyll,Line,RELEASE,0.77,0.76,286.81,382378.01,618.37,0.11,0.22,54
jekyll,Module,RELEASE,0.87,0.86,12.29,1237.23,35.17,0.24,0.54,54
lodash,Line,UPGRADE,1.0,1.0,91.82,26397.59,162.47,0.64,0.64,14
lodash,Module,UPGRADE,1.0,1.0,0.27,0.23,0.48,0.79,0.93,14
requests,Line,UPGRADE,0.13,-0.04,276.67,213201.47,461.74,0.0,0.0,13
requests,Module,UPGRADE,0.25,0.0,4.41,53.2,7.29,0.23,0.31,13
lodash,Line,RELEASE,0.81,0.76,82.39,23528.86,153.39,0.8,0.8,10
lodash,Module,RELEASE,0.97,0.96,4.57,117.99,10.86,0.7,0.7,10
jekyll,Line,SUPPORT,0.53,0.5,97.93,21481.64,146.57,0.18,0.35,34
jekyll,Module,SUPPORT,0.67,0.64,3.58,23.6,4.86,0.32,0.53,34
requests,Line,RELEASE,0.15,0.09,4.73,33.87,5.82,0.0,0.13,31
requests,Module,RELEASE,0.22,0.13,0.58,0.48,0.69,0.13,0.26,31
lodash,Line,SUPPORT,1.0,1.0,301.71,279144.19,528.34,0.38,0.45,29
lodash,Module,SUPPORT,1.0,1.0,2.66,19.86,4.46,0.55,0.69,29
requests,Line,SUPPORT,0.41,0.38,29.03,1500.45,38.74,0.16,0.42,38
requests,Module,SUPPORT,0.85,0.84,1.0,1.56,1.25,0.32,0.63,38
jekyll,Line,OTHER,0.63,0.62,2816.52,55122322.3,7424.44,0.16,0.31,104
jekyll,Module,OTHER,0.85,0.85,396.58,1225819.51,1107.17,0.12,0.26,104
lodash,Line,OTHER,0.94,0.94,39959.18,9174310816.61,95782.62,0.06,0.08,160
lodash,Module,OTHER,0.61,0.6,1690.9,18866997.63,4343.62,0.05,0.07,160
pm2,Line,BUG,0.36,0.34,431.59,689584.17,830.41,0.13,0.2,70
pm2,Module,BUG,0.34,0.31,25.54,1930.02,43.93,0.11,0.2,70
requests,Line,OTHER,0.1,0.09,2339.65,41542300.17,6445.33,0.07,0.13,125
requests,Module,OTHER,0.56,0.55,44.93,9020.77,94.98,0.1,0.31,125
pm2,Line,DOCS,0.91,0.87,1759.11,22301015.81,4722.4,0.0,0.0,8
pm2,Module,DOCS,0.9,0.82,16.74,2030.86,45.07,0.12,0.25,8
pm2,Line,REFACTOR,0.66,0.56,1216.98,2928949.51,1711.42,0.3,0.3,10
pm2,Module,REFACTOR,0.45,0.17,20.51,869.47,29.49,0.2,0.3,10
video.js,Line,BUG,0.71,0.71,22591.64,5162359105.3,71849.56,0.02,0.06,137
video.js,Module,BUG,0.96,0.96,182.98,370834.25,608.96,0.2,0.35,137
pm2,Line,TESTING,0.44,0.39,812.59,2762036.2,1661.94,0.11,0.22,27
pm2,Module,TESTING,0.55,0.49,30.43,5111.27,71.49,0.22,0.37,27
video.js,Line,DOCS,0.94,0.94,217204.31,390737742285.61,625090.19,0.0,0.0,29
video.js,Module,DOCS,0.95,0.94,479.68,1839209.24,1356.17,0.0,0.03,29
pm2,Line,FEATURE,0.65,0.55,1746.27,23648678.29,4862.99,0.1,0.4,10
pm2,Module,FEATURE,0.82,0.73,60.62,26662.82,163.29,0.2,0.5,10
video.js,Line,REFACTOR,1.0,1.0,933.69,4172411.29,2042.65,0.62,0.62,13
video.js,Module,REFACTOR,1.0,1.0,185.22,211639.5,460.04,0.62,0.62,13
pm2,Line,UPGRADE,0.94,0.92,332.71,431579.06,656.95,0.0,0.0,8
pm2,Module,UPGRADE,0.94,0.89,16.05,994.17,31.53,0.12,0.12,8
pm2,Line,RELEASE,1.0,1.0,4.0,16.0,4.0,0.0,1.0,2
pm2,Module,RELEASE,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2
video.js,Line,TESTING,0.94,0.94,5294.78,95043446.56,9749.02,0.17,0.21,42
video.js,Module,TESTING,0.84,0.83,47.77,2974.07,54.54,0.17,0.36,42
pm2,Line,SUPPORT,0.22,0.09,153.86,65762.04,256.44,0.27,0.4,15
pm2,Module,SUPPORT,0.51,0.38,32.68,4205.54,64.85,0.07,0.2,15
video.js,Line,FEATURE,0.95,0.95,6767.72,96021990.01,9799.08,0.52,0.62,29
video.js,Module,FEATURE,0.95,0.94,236.54,127137.9,356.56,0.38,0.52,29
video.js,Line,UPGRADE,1.0,1.0,192.86,73753.64,271.58,0.0,0.0,3
video.js,Module,UPGRADE,1.0,1.0,1.99,5.4,2.32,0.0,0.33,3
video.js,Line,RELEASE,0.05,-0.03,10243.57,1050528374.55,32411.86,0.0,0.0,27
video.js,Module,RELEASE,0.98,0.98,18.62,3539.43,59.49,0.33,0.52,27
pm2,Line,OTHER,0.42,0.41,1371.97,5004625.56,2237.1,0.02,0.13,92
pm2,Module,OTHER,0.31,0.29,64.02,17341.32,131.69,0.14,0.26,92
video.js,Line,SUPPORT,0.84,0.82,2383.83,24967466.77,4996.75,0.06,0.06,17
video.js,Module,SUPPORT,0.81,0.77,11.33,225.71,15.02,0.18,0.53,17
video.js,Line,OTHER,0.39,0.39,30957.72,2187708868.55,46772.95,0.15,0.5,310
video.js,Module,OTHER,0.88,0.88,89.6,62719.86,250.44,0.61,0.68,310
devise,Line,BUG,0.73,0.72,99.9,23329.24,152.74,0.15,0.37,68
devise,Module,BUG,0.85,0.84,9.02,161.98,12.73,0.24,0.51,68
devise,Line,DOCS,0.35,0.27,33.84,2891.84,53.78,0.1,0.4,20
devise,Module,DOCS,0.65,0.58,3.41,19.67,4.44,0.05,0.45,20
devise,Line,REFACTOR,0.96,0.95,19.28,719.16,26.82,0.4,0.5,10
devise,Module,REFACTOR,0.96,0.94,3.38,19.05,4.36,0.1,0.5,10
devise,Line,TESTING,0.5,0.47,628.13,1536486.1,1239.55,0.15,0.38,40
devise,Module,TESTING,0.7,0.68,34.49,2830.57,53.2,0.12,0.32,40
devise,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2
devise,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2
jest,Line,BUG,0.79,0.78,2333.91,23702277.98,4868.5,0.05,0.15,75
jest,Module,BUG,0.87,0.86,123.55,69000.25,262.68,0.11,0.25,75
devise,Line,UPGRADE,0.64,0.57,144.16,39439.51,198.59,0.08,0.15,13
devise,Module,UPGRADE,0.91,0.88,2.7,15.31,3.91,0.46,0.69,13
jest,Line,DOCS,0.19,0.11,2154.72,9865111.78,3140.88,0.08,0.29,24
jest,Module,DOCS,0.65,0.6,35.65,2225.73,47.18,0.12,0.25,24
webtorrent,Line,BUG,0.0,-0.01,367.27,2467663.09,1570.88,0.01,0.06,144
webtorrent,Module,BUG,0.3,0.29,4.86,410.09,20.25,0.15,0.31,144
jest,Line,REFACTOR,0.21,-0.19,431.91,257200.73,507.15,0.0,0.14,7
jest,Module,REFACTOR,0.99,0.98,4.05,42.79,6.54,0.14,0.43,7
devise,Line,RELEASE,0.59,0.57,59.42,13032.86,114.16,0.18,0.28,39
devise,Module,RELEASE,0.96,0.96,2.29,8.35,2.89,0.36,0.59,39
webtorrent,Line,DOCS,0.58,0.54,105.6,33325.46,182.55,0.12,0.28,25
webtorrent,Module,DOCS,0.78,0.75,0.88,1.21,1.1,0.24,0.64,25
webtorrent,Line,REFACTOR,0.0,-1.0,224.14,60133.11,245.22,0.0,0.0,5
webtorrent,Module,REFACTOR,0.47,-1.12,1.3,2.05,1.43,0.0,0.2,5
jest,Line,TESTING,0.57,0.55,10979.12,736319925.62,27135.22,0.04,0.13,46
jest,Module,TESTING,0.68,0.66,305.43,366474.06,605.37,0.11,0.15,46
devise,Line,SUPPORT,0.89,0.88,141.28,52661.71,229.48,0.09,0.23,22
devise,Module,SUPPORT,0.95,0.94,4.96,69.45,8.33,0.23,0.55,22
webtorrent,Line,TESTING,0.23,0.2,96.33,27871.27,166.95,0.05,0.24,55
webtorrent,Module,TESTING,0.19,0.14,4.17,43.94,6.63,0.16,0.24,55
jest,Line,FEATURE,1.0,1.0,327.18,210309.79,458.6,0.62,0.62,8
jest,Module,FEATURE,1.0,1.0,128.32,86227.89,293.65,0.0,0.38,8
superagent,Line,BUG,0.01,-0.02,619.09,2737996.2,1654.69,0.02,0.05,62
superagent,Module,BUG,0.21,0.17,4.03,41.05,6.41,0.21,0.44,62
npm,Line,BUG,0.79,0.79,3658.14,70284028.56,8383.56,0.01,0.01,226
npm,Module,BUG,0.95,0.95,35.92,5250.33,72.46,0.08,0.22,226
mongoose,Line,BUG,0.51,0.51,6764.77,354653006.88,18832.23,0.04,0.07,440
mongoose,Module,BUG,0.91,0.91,44.91,7538.27,86.82,0.08,0.17,440
webtorrent,Line,FEATURE,0.0,-0.5,3.7,25.9,5.09,0.0,0.14,7
webtorrent,Module,FEATURE,0.31,-0.38,0.46,0.33,0.57,0.0,0.0,7
jest,Line,UPGRADE,0.92,0.9,21898.14,1757467858.69,41922.16,0.0,0.0,12
jest,Module,UPGRADE,0.94,0.92,171.03,112581.83,335.53,0.08,0.17,12
superagent,Line,DOCS,0.02,-0.14,830.68,2795035.59,1671.84,0.07,0.13,15
superagent,Module,DOCS,0.35,0.17,5.62,86.48,9.3,0.2,0.2,15
devise,Line,OTHER,0.67,0.66,1235.49,7971821.67,2823.44,0.12,0.28,80
devise,Module,OTHER,0.8,0.79,73.45,20841.37,144.37,0.25,0.42,80
webtorrent,Line,UPGRADE,0.1,0.1,97.01,16379.01,127.98,0.0,0.0,3
webtorrent,Module,UPGRADE,1.0,1.0,0.52,0.41,0.64,0.33,0.67,3
jest,Line,RELEASE,0.93,0.92,2700.23,81403352.99,9022.38,0.0,0.0,23
jest,Module,RELEASE,0.84,0.81,98.66,78106.9,279.48,0.0,0.0,23
superagent,Line,REFACTOR,0.04,-0.2,8500.56,205867575.06,14348.09,0.0,0.0,11
superagent,Module,REFACTOR,0.48,0.26,54.12,8053.67,89.74,0.0,0.0,11
npm,Line,DOCS,0.03,0.01,836.16,8163810.59,2857.24,0.03,0.09,94
npm,Module,DOCS,0.79,0.78,11.42,413.48,20.33,0.26,0.46,94
mongoose,Line,DOCS,0.06,0.05,43635.01,9581629829.96,97885.8,0.03,0.03,223
mongoose,Module,DOCS,0.35,0.34,155.67,105442.7,324.72,0.08,0.1,223
jest,Line,SUPPORT,0.25,0.12,46157.34,12267481625.35,110758.66,0.0,0.07,15
jest,Module,SUPPORT,0.63,0.53,379.83,612189.42,782.43,0.0,0.07,15
superagent,Line,TESTING,0.31,0.27,1907.89,21008922.79,4583.55,0.06,0.11,36
superagent,Module,TESTING,0.54,0.5,10.75,533.74,23.1,0.14,0.33,36
npm,Line,REFACTOR,0.84,0.81,228.8,253139.74,503.13,0.31,0.31,13
npm,Module,REFACTOR,0.77,0.69,20.16,2417.22,49.17,0.08,0.15,13
superagent,Line,FEATURE,0.98,0.94,83.09,11144.29,105.57,0.0,0.0,4
superagent,Module,FEATURE,1.0,1.0,5.39,33.87,5.82,0.0,0.25,4
mongoose,Line,REFACTOR,0.87,0.87,810.21,2926839.52,1710.8,0.17,0.41,124
