Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
lock,Line,OTHER,0.74,0.74,23246.77,3294682599.49,57399.33,0.11,0.37,476,16,0.347
lock,Module,OTHER,0.42,0.42,205.06,932670.14,965.75,0.05,0.11,476,16,0.347
mesos,Line,BUG,0.96,0.96,420.12,725797.73,851.94,0.23,0.35,75,182,0.392
mesos,Module,BUG,0.99,0.99,7.85,188.68,13.74,0.37,0.49,75,182,0.392
mesos,Line,DOCS,0.88,0.88,463.31,1346392.63,1160.34,0.09,0.12,75,182,0.545
mesos,Module,DOCS,0.96,0.96,4.96,378.48,19.45,0.08,0.15,75,182,0.545
mesos,Line,REFACTOR,0.98,0.98,191.91,282899.77,531.88,0.08,0.12,75,182,0.585
mesos,Module,REFACTOR,0.98,0.98,1.95,18.53,4.3,0.13,0.16,75,182,0.585
mesos,Line,TESTING,0.98,0.98,796.58,3523237.13,1877.03,0.13,0.2,75,182,0.482
mesos,Module,TESTING,0.99,0.99,8.36,280.08,16.74,0.15,0.19,75,182,0.482
mesos,Line,FEATURE,0.86,0.86,3.44,186.28,13.65,0.03,0.05,75,182,0.642
mesos,Module,FEATURE,0.99,0.99,0.04,0.01,0.11,0.12,0.13,75,182,0.642
mesos,Line,UPGRADE,0.66,0.65,1598.29,14740758.79,3839.37,0.03,0.07,75,182,0.564
mesos,Module,UPGRADE,0.89,0.89,2.14,22.1,4.7,0.05,0.11,75,182,0.564
mesos,Line,RELEASE,0.67,0.66,118.52,58155.83,241.16,0.01,0.09,75,182,0.549
mesos,Module,RELEASE,0.98,0.98,0.84,2.13,1.46,0.17,0.28,75,182,0.549
mesos,Line,SUPPORT,0.9,0.9,292.01,567349.01,753.23,0.08,0.12,75,182,0.521
mesos,Module,SUPPORT,0.97,0.97,4.32,79.84,8.94,0.16,0.28,75,182,0.521
mesos,Line,OTHER,0.93,0.93,4362.46,132614489.13,11515.84,0.13,0.28,75,182,0.367
mesos,Module,OTHER,0.99,0.99,62.15,15753.22,125.51,0.19,0.33,75,182,0.367
Odin,Line,BUG,0.24,0.17,1802.03,5035285.45,2243.94,0.08,0.21,24,11,0.409
Odin,Module,BUG,0.62,0.56,76.59,14539.29,120.58,0.21,0.38,24,11,0.409
Odin,Line,DOCS,1.0,1.0,123.75,258183.86,508.12,0.0,0.0,24,11,0.663
Odin,Module,DOCS,1.0,1.0,1.73,50.6,7.11,0.0,0.0,24,11,0.663
Odin,Line,REFACTOR,1.0,1.0,1.79,77.04,8.78,0.0,0.0,24,11,0.672
Odin,Module,REFACTOR,1.0,1.0,0.21,1.04,1.02,0.0,0.0,24,11,0.672
Odin,Line,TESTING,0.96,0.96,53.45,13911.26,117.95,0.0,0.12,24,11,0.625
Odin,Module,TESTING,0.9,0.88,1.5,7.09,2.66,0.04,0.08,24,11,0.625
Odin,Line,FEATURE,1.0,1.0,34.42,28428.17,168.61,0.0,0.0,24,11,0.672
Odin,Module,FEATURE,1.0,1.0,0.54,7.04,2.65,0.0,0.0,24,11,0.672
Odin,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,,,24,11,0.682
Odin,Module,UPGRADE,1.0,1.0,0.0,0.0,0.0,,,24,11,0.682
nixpkgs,Line,BUG,0.17,0.09,3954.08,38974385.39,6242.95,0.12,0.25,24,69,0.312
nixpkgs,Module,BUG,0.58,0.52,94.19,22095.37,148.65,0.29,0.5,24,69,0.312
Odin,Line,RELEASE,0.89,0.88,1.67,24.52,4.95,0.0,0.0,24,11,0.653
Odin,Module,RELEASE,1.0,1.0,0.04,0.01,0.09,0.12,0.12,24,11,0.653
cinder,Line,BUG,0.84,0.83,2034.16,21667494.78,4654.84,0.41,0.68,59,122,0.341
cinder,Module,BUG,0.98,0.98,44.78,4844.08,69.6,0.56,0.76,59,122,0.341
react,Line,BUG,0.97,0.97,64886.99,25810586688.67,160656.74,0.01,0.05,85,45,0.264
react,Module,BUG,0.98,0.98,365.4,1210148.84,1100.07,0.09,0.21,85,45,0.264
nixpkgs,Line,DOCS,0.57,0.53,734.15,2103578.49,1450.37,0.04,0.08,24,69,0.483
nixpkgs,Module,DOCS,0.8,0.77,5.02,68.32,8.27,0.12,0.29,24,69,0.483
brew,Line,BUG,0.42,0.41,2050.73,27756486.94,5268.44,0.02,0.05,152,0,0.315
brew,Module,BUG,0.3,0.29,74.05,28357.4,168.4,0.03,0.07,152,0,0.315
Odin,Line,SUPPORT,0.62,0.58,208.57,150495.17,387.94,0.08,0.08,24,11,0.597
Odin,Module,SUPPORT,0.9,0.88,2.84,22.26,4.72,0.04,0.21,24,11,0.597
cinder,Line,DOCS,0.97,0.97,386.42,380370.99,616.74,0.2,0.25,59,122,0.486
cinder,Module,DOCS,0.91,0.91,17.76,1115.01,33.39,0.17,0.29,59,122,0.486
elasticsearch,Line,BUG,1.0,1.0,50931.81,5947223546.67,77118.24,0.19,0.27,237,33,0.267
elasticsearch,Module,BUG,0.99,0.99,2335.29,16929626.81,4114.56,0.15,0.25,237,33,0.267
linux,Line,BUG,0.9,0.9,220.85,180031.04,424.3,0.39,0.64,75,565,0.158
linux,Module,BUG,0.97,0.97,12.39,673.27,25.95,0.65,0.91,75,565,0.158
react,Line,DOCS,0.61,0.6,17999.58,2364616307.64,48627.32,0.02,0.05,85,45,0.421
react,Module,DOCS,0.87,0.87,71.72,23506.98,153.32,0.12,0.2,85,45,0.421
nixpkgs,Line,REFACTOR,0.01,-0.08,697.39,2125602.86,1457.94,0.04,0.12,24,69,0.511
nixpkgs,Module,REFACTOR,0.33,0.23,8.89,161.8,12.72,0.08,0.08,24,69,0.511
Odin,Line,OTHER,0.17,0.09,9174.25,144630660.0,12026.25,0.17,0.33,24,11,0.39
Odin,Module,OTHER,0.69,0.64,139.99,44715.72,211.46,0.25,0.46,24,11,0.39
cinder,Line,REFACTOR,0.69,0.68,2067.61,27667594.08,5260.0,0.1,0.12,59,122,0.57
cinder,Module,REFACTOR,0.91,0.91,6.19,150.87,12.28,0.15,0.25,59,122,0.57
brew,Line,DOCS,0.21,0.2,235.09,621843.51,788.57,0.06,0.15,152,0,0.45
brew,Module,DOCS,0.36,0.35,10.53,525.13,22.92,0.07,0.17,152,0,0.45
nixpkgs,Line,TESTING,0.27,0.2,3020.86,41891834.75,6472.39,0.04,0.04,24,69,0.419
nixpkgs,Module,TESTING,0.7,0.65,25.55,1631.57,40.39,0.25,0.46,24,69,0.419
elasticsearch,Line,DOCS,0.99,0.99,56874.05,12455533055.05,111604.36,0.12,0.16,237,33,0.307
elasticsearch,Module,DOCS,1.0,1.0,881.71,2049242.02,1431.52,0.23,0.32,237,33,0.307
react,Line,REFACTOR,0.63,0.62,2058.29,51785894.87,7196.24,0.05,0.12,85,45,0.605
react,Module,REFACTOR,0.87,0.87,47.89,44034.67,209.84,0.04,0.07,85,45,0.605
cinder,Line,TESTING,0.88,0.88,867.56,4373666.26,2091.33,0.15,0.22,59,122,0.47
cinder,Module,TESTING,0.77,0.76,61.1,18297.96,135.27,0.08,0.15,59,122,0.47
linux,Line,DOCS,0.77,0.76,51.86,30693.79,175.2,0.03,0.04,75,565,0.628
linux,Module,DOCS,0.94,0.94,0.94,9.21,3.03,0.01,0.03,75,565,0.628
nixpkgs,Line,FEATURE,0.07,-0.02,59830.1,19286641202.22,138876.35,0.0,0.0,24,69,0.542
nixpkgs,Module,FEATURE,0.32,0.22,10.01,505.06,22.47,0.04,0.12,24,69,0.542
brew,Line,REFACTOR,0.16,0.15,553.13,5561563.51,2358.3,0.03,0.12,152,0,0.557
brew,Module,REFACTOR,0.16,0.14,23.73,13356.42,115.57,0.03,0.1,152,0,0.557
cinder,Line,FEATURE,0.93,0.93,235.65,272705.59,522.21,0.07,0.1,59,122,0.603
cinder,Module,FEATURE,0.87,0.86,3.03,42.93,6.55,0.1,0.1,59,122,0.603
elasticsearch,Line,REFACTOR,0.99,0.99,21512.49,2793870065.61,52857.07,0.14,0.23,237,33,0.456
elasticsearch,Module,REFACTOR,0.99,0.99,668.43,2984315.43,1727.52,0.11,0.17,237,33,0.456
react,Line,TESTING,0.63,0.62,24938.27,5745457440.26,75798.8,0.02,0.06,85,45,0.451
react,Module,TESTING,0.97,0.97,159.72,171994.95,414.72,0.05,0.14,85,45,0.451
nixpkgs,Line,UPGRADE,0.5,0.45,513.46,973812.91,986.82,0.08,0.08,24,69,0.398
nixpkgs,Module,UPGRADE,0.94,0.93,7.09,94.0,9.7,0.25,0.42,24,69,0.398
linux,Line,REFACTOR,1.0,1.0,0.64,15.55,3.94,0.05,0.05,75,565,0.676
linux,Module,REFACTOR,1.0,1.0,0.08,0.25,0.5,0.0,0.0,75,565,0.676
cinder,Line,UPGRADE,0.86,0.86,77.41,23599.92,153.62,0.19,0.27,59,122,0.522
cinder,Module,UPGRADE,0.64,0.62,6.21,134.13,11.58,0.07,0.24,59,122,0.522
brew,Line,TESTING,0.42,0.41,955.06,5653773.64,2377.77,0.01,0.06,152,0,0.403
brew,Module,TESTING,0.52,0.51,40.21,7158.67,84.61,0.05,0.12,152,0,0.403
nixpkgs,Line,RELEASE,0.1,0.01,308.9,184995.08,430.11,0.08,0.17,24,69,0.426
nixpkgs,Module,RELEASE,0.3,0.2,8.81,147.93,12.16,0.08,0.29,24,69,0.426
elasticsearch,Line,TESTING,0.96,0.96,177861.21,163733302061.98,404639.72,0.03,0.17,237,33,0.325
elasticsearch,Module,TESTING,0.98,0.98,4887.08,128957433.1,11355.94,0.11,0.2,237,33,0.325
cinder,Line,RELEASE,0.45,0.43,421.7,1413999.36,1189.12,0.0,0.0,59,122,0.562
cinder,Module,RELEASE,0.73,0.72,7.15,148.01,12.17,0.08,0.14,59,122,0.562
react,Line,FEATURE,0.95,0.95,479.39,1923888.89,1387.04,0.02,0.07,85,45,0.634
react,Module,FEATURE,0.94,0.94,29.79,12009.62,109.59,0.05,0.07,85,45,0.634
linux,Line,TESTING,0.8,0.79,22.98,4088.73,63.94,0.01,0.04,75,565,0.591
linux,Module,TESTING,0.86,0.85,0.34,0.58,0.76,0.2,0.28,75,565,0.591
nixpkgs,Line,SUPPORT,0.33,0.27,2743.55,52308864.22,7232.49,0.08,0.08,24,69,0.417
nixpkgs,Module,SUPPORT,0.97,0.97,8.59,129.48,11.38,0.33,0.38,24,69,0.417
brew,Line,FEATURE,0.03,0.02,14.03,2074.63,45.55,0.0,0.0,152,0,0.658
brew,Module,FEATURE,0.12,0.1,0.27,0.9,0.95,0.0,0.0,152,0,0.658
cinder,Line,SUPPORT,0.97,0.97,2213.79,16823563.95,4101.65,0.19,0.22,59,122,0.439
cinder,Module,SUPPORT,0.98,0.98,27.14,1684.98,41.05,0.17,0.44,59,122,0.439
elasticsearch,Line,FEATURE,0.76,0.76,133426.75,100111569477.46,316404.12,0.03,0.07,237,33,0.498
elasticsearch,Module,FEATURE,0.83,0.83,1964.45,14315056.42,3783.52,0.02,0.06,237,33,0.498
react,Line,UPGRADE,0.97,0.97,567.01,1682477.36,1297.1,0.02,0.02,85,45,0.548
react,Module,UPGRADE,1.0,1.0,28.3,32062.1,179.06,0.01,0.02,85,45,0.548
nixpkgs,Line,OTHER,0.53,0.49,25400.39,1019447918.66,31928.79,0.12,0.42,24,69,0.295
nixpkgs,Module,OTHER,0.35,0.25,954.19,1371446.81,1171.09,0.12,0.29,24,69,0.295
linux,Line,FEATURE,0.94,0.94,2.41,129.37,11.37,0.01,0.04,75,565,0.643
linux,Module,FEATURE,0.99,0.99,0.24,1.62,1.27,0.05,0.09,75,565,0.643
cinder,Line,OTHER,0.93,0.93,17699.0,1089308893.07,33004.68,0.25,0.37,59,122,0.304
cinder,Module,OTHER,0.97,0.97,274.93,297439.54,545.38,0.41,0.58,59,122,0.304
brew,Line,UPGRADE,0.61,0.6,202.73,159947.17,399.93,0.04,0.08,152,0,0.389
brew,Module,UPGRADE,0.69,0.68,28.17,3226.48,56.8,0.01,0.05,152,0,0.389
elasticsearch,Line,UPGRADE,0.92,0.92,53749.62,12830284045.12,113270.84,0.1,0.19,237,33,0.364
elasticsearch,Module,UPGRADE,0.99,0.99,1601.77,10996892.02,3316.16,0.23,0.32,237,33,0.364
react,Line,RELEASE,0.36,0.34,7136.58,346354022.01,18610.59,0.01,0.04,85,45,0.481
react,Module,RELEASE,0.46,0.44,65.32,28128.2,167.71,0.07,0.13,85,45,0.481
linux,Line,UPGRADE,0.37,0.35,4.59,782.22,27.97,0.0,0.0,75,565,0.667
linux,Module,UPGRADE,0.92,0.92,0.15,0.51,0.72,0.0,0.01,75,565,0.667
brew,Line,RELEASE,0.11,0.1,6.04,286.63,16.93,0.02,0.03,152,0,0.645
brew,Module,RELEASE,0.58,0.57,0.49,1.32,1.15,0.01,0.01,152,0,0.645
elasticsearch,Line,RELEASE,0.92,0.92,6605.77,333469039.89,18261.13,0.19,0.26,237,33,0.329
elasticsearch,Module,RELEASE,0.6,0.59,1015.31,3172288.58,1781.09,0.03,0.08,237,33,0.329
react,Line,SUPPORT,0.94,0.94,7220.6,636487936.74,25228.71,0.02,0.05,85,45,0.492
react,Module,SUPPORT,0.95,0.95,67.8,47544.19,218.05,0.04,0.11,85,45,0.492
linux,Line,RELEASE,0.23,0.21,5.01,92.07,9.6,0.01,0.12,75,565,0.576
linux,Module,RELEASE,0.55,0.53,0.43,0.76,0.87,0.15,0.32,75,565,0.576
brew,Line,SUPPORT,0.07,0.06,272.83,2307465.71,1519.03,0.09,0.12,152,0,0.535
brew,Module,SUPPORT,0.23,0.21,9.12,725.43,26.93,0.07,0.11,152,0,0.535
react,Line,OTHER,0.91,0.91,157609.52,142275393145.31,377194.11,0.09,0.13,85,45,0.172
react,Module,OTHER,0.93,0.93,2858.78,45259188.27,6727.49,0.04,0.13,85,45,0.172
elasticsearch,Line,SUPPORT,0.97,0.97,158951.87,103488899573.4,321696.91,0.08,0.14,237,33,0.351
elasticsearch,Module,SUPPORT,0.98,0.98,2845.56,25670228.09,5066.58,0.12,0.27,237,33,0.351
cf-deployment,Line,BUG,0.04,0.03,57.67,26090.88,161.53,0.02,0.05,192,0,0.546
cf-deployment,Module,BUG,0.4,0.39,4.87,142.46,11.94,0.05,0.12,192,0,0.546
linux,Line,SUPPORT,0.93,0.93,221.29,445463.3,667.43,0.03,0.07,75,565,0.492
linux,Module,SUPPORT,0.97,0.97,2.34,30.62,5.53,0.21,0.32,75,565,0.492
brew,Line,OTHER,0.7,0.7,4124.83,53656502.31,7325.06,0.05,0.09,152,0,0.199
brew,Module,OTHER,0.71,0.7,293.04,192071.89,438.26,0.07,0.16,152,0,0.199
elasticsearch,Line,OTHER,1.0,1.0,618417.6,1117723060733.8,1057224.22,0.17,0.27,237,33,0.241
elasticsearch,Module,OTHER,0.99,0.99,40961.94,4613646560.98,67923.83,0.13,0.16,237,33,0.241
cf-deployment,Line,DOCS,0.11,0.1,52.19,222630.62,471.84,0.01,0.01,192,0,0.649
cf-deployment,Module,DOCS,0.31,0.3,1.82,321.94,17.94,0.01,0.02,192,0,0.649
linux,Line,OTHER,0.83,0.83,4024.77,57785275.89,7601.66,0.04,0.09,75,565,0.156
linux,Module,OTHER,0.97,0.97,32.71,5778.23,76.01,0.36,0.68,75,565,0.156
cf-deployment,Line,REFACTOR,0.74,0.74,17.03,25221.55,158.81,0.01,0.01,192,0,0.672
cf-deployment,Module,REFACTOR,0.56,0.55,0.81,47.44,6.89,0.0,0.01,192,0,0.672
cf-deployment,Line,TESTING,0.01,-0.0,428.83,2775697.83,1666.04,0.02,0.05,192,0,0.531
cf-deployment,Module,TESTING,0.18,0.17,6.47,566.07,23.79,0.13,0.22,192,0,0.531
cf-deployment,Line,FEATURE,0.91,0.91,0.2,2.44,1.56,0.0,0.01,192,0,0.677
cf-deployment,Module,FEATURE,1.0,1.0,0.02,0.04,0.21,0.01,0.01,192,0,0.677
cf-deployment,Line,UPGRADE,0.12,0.11,31.75,74527.11,273.0,0.0,0.01,192,0,0.667
cf-deployment,Module,UPGRADE,0.15,0.14,0.88,52.98,7.28,0.0,0.0,192,0,0.667
cf-deployment,Line,RELEASE,0.06,0.05,505.24,3088682.2,1757.46,0.01,0.06,192,0,0.526
cf-deployment,Module,RELEASE,0.72,0.72,5.65,127.49,11.29,0.16,0.3,192,0,0.526
cf-deployment,Line,SUPPORT,0.71,0.71,46.72,34421.28,185.53,0.01,0.01,192,0,0.635
cf-deployment,Module,SUPPORT,0.99,0.99,1.42,27.87,5.28,0.05,0.06,192,0,0.635
office-js,Line,BUG,1.0,1.0,13.0,676.0,26.0,0.75,0.75,4,303,0.511
office-js,Module,BUG,1.0,1.0,2.67,16.9,4.11,0.75,0.75,4,303,0.511
office-js,Line,DOCS,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Module,DOCS,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
cf-deployment,Line,OTHER,0.47,0.46,1396.15,11901240.47,3449.82,0.06,0.14,192,0,0.26
cf-deployment,Module,OTHER,0.74,0.74,22.55,1386.32,37.23,0.11,0.28,192,0,0.26
office-js,Line,REFACTOR,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Line,TESTING,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Module,TESTING,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Line,UPGRADE,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Module,UPGRADE,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Module,RELEASE,1.0,1.0,0.0,0.0,0.0,,,4,303,0.682
office-js,Line,SUPPORT,1.0,1.0,39.0,6084.0,78.0,0.75,0.75,4,303,0.511
office-js,Module,SUPPORT,1.0,1.0,0.65,1.05,1.02,0.75,0.75,4,303,0.511
office-js,Line,OTHER,0.99,0.97,6528.98,72129152.82,8492.89,0.5,0.5,4,303,0.25
office-js,Module,OTHER,1.0,1.0,37.28,1567.7,39.59,0.5,0.75,4,303,0.25
d3,Line,BUG,0.8,0.8,123.44,111502.54,333.92,0.08,0.15,261,1,0.527
d3,Module,BUG,0.77,0.77,4.64,220.16,14.84,0.18,0.29,261,1,0.527
socket.io,Line,BUG,0.81,0.81,214.38,503218.88,709.38,0.03,0.12,121,6,0.51
socket.io,Module,BUG,0.94,0.94,8.74,968.83,31.13,0.14,0.34,121,6,0.51
d3,Line,DOCS,1.0,1.0,0.02,0.06,0.25,0.0,0.0,261,1,0.681
d3,Module,DOCS,1.0,1.0,0.0,0.0,0.06,0.0,0.0,261,1,0.681
socket.io,Line,DOCS,0.99,0.99,4353.01,802468331.05,28327.87,0.0,0.01,121,6,0.634
socket.io,Module,DOCS,0.99,0.99,51.52,111012.68,333.19,0.03,0.04,121,6,0.634
d3,Line,REFACTOR,0.99,0.99,167.36,3019650.75,1737.71,0.0,0.0,261,1,0.674
d3,Module,REFACTOR,0.99,0.99,1.67,298.93,17.29,0.0,0.0,261,1,0.674
socket.io,Line,REFACTOR,0.45,0.44,28.03,12594.23,112.22,0.0,0.01,121,6,0.665
socket.io,Module,REFACTOR,0.67,0.66,0.37,3.57,1.89,0.02,0.02,121,6,0.665
d3,Line,TESTING,0.93,0.93,536.54,7872505.79,2805.8,0.0,0.01,261,1,0.613
d3,Module,TESTING,0.54,0.53,5.46,1168.3,34.18,0.03,0.07,261,1,0.613
webpack,Line,BUG,0.5,0.5,4336.53,608349442.44,24664.74,0.0,0.03,239,185,0.373
webpack,Module,BUG,0.88,0.88,20.67,6994.36,83.63,0.11,0.17,239,185,0.373
socket.io,Line,TESTING,0.64,0.63,6674.41,1038480289.79,32225.46,0.01,0.01,121,6,0.588
socket.io,Module,TESTING,0.97,0.97,1.52,13.06,3.61,0.14,0.26,121,6,0.588
jekyll,Line,BUG,0.49,0.48,497.03,4109776.1,2027.26,0.05,0.1,103,35,0.428
jekyll,Module,BUG,0.63,0.62,19.42,2702.34,51.98,0.11,0.24,103,35,0.428
d3,Line,FEATURE,1.0,1.0,0.2,8.88,2.98,0.0,0.0,261,1,0.68
d3,Module,FEATURE,1.0,1.0,0.02,0.06,0.25,0.0,0.0,261,1,0.68
webpack,Line,DOCS,0.02,0.01,344.46,17285368.85,4157.57,0.0,0.0,239,185,0.661
webpack,Module,DOCS,0.26,0.25,4.96,3194.58,56.52,0.03,0.04,239,185,0.661
requests,Line,BUG,0.34,0.33,56.98,12254.25,110.7,0.11,0.21,137,0,0.388
requests,Module,BUG,0.34,0.33,9.13,1162.89,34.1,0.1,0.27,137,0,0.388
lodash,Line,BUG,0.96,0.96,10098.28,990670392.71,31474.92,0.03,0.06,102,312,0.357
lodash,Module,BUG,1.0,1.0,32.38,9779.05,98.89,0.23,0.44,102,312,0.357
socket.io,Line,FEATURE,0.85,0.85,200.2,3845540.58,1961.0,0.01,0.02,121,6,0.656
socket.io,Module,FEATURE,0.99,0.99,10.21,4372.98,66.13,0.02,0.02,121,6,0.656
jekyll,Line,DOCS,0.45,0.44,448.34,3518504.29,1875.77,0.07,0.13,103,35,0.527
jekyll,Module,DOCS,0.54,0.53,52.78,47402.46,217.72,0.08,0.08,103,35,0.527
d3,Line,UPGRADE,0.11,0.1,9.75,9055.56,95.16,0.0,0.0,261,1,0.678
d3,Module,UPGRADE,0.4,0.39,0.08,0.57,0.76,0.01,0.01,261,1,0.678
webpack,Line,REFACTOR,0.95,0.95,617.3,17415514.77,4173.19,0.01,0.01,239,185,0.624
webpack,Module,REFACTOR,0.83,0.83,35.07,54047.74,232.48,0.0,0.01,239,185,0.624
requests,Line,DOCS,0.06,0.05,86.97,62897.25,250.79,0.05,0.15,137,0,0.509
requests,Module,DOCS,0.35,0.34,4.19,180.01,13.42,0.14,0.27,137,0,0.509
lodash,Line,DOCS,1.0,1.0,7541.86,450652707.58,21228.58,0.25,0.46,102,312,0.305
lodash,Module,DOCS,1.0,1.0,51.85,23740.17,154.08,0.2,0.49,102,312,0.305
socket.io,Line,UPGRADE,0.79,0.79,0.35,4.56,2.13,0.0,0.0,121,6,0.672
socket.io,Module,UPGRADE,0.92,0.92,0.04,0.03,0.18,0.0,0.02,121,6,0.672
jekyll,Line,REFACTOR,0.38,0.37,32.9,9125.27,95.53,0.03,0.06,103,35,0.623
jekyll,Module,REFACTOR,0.38,0.36,1.08,8.94,2.99,0.02,0.06,103,35,0.623
d3,Line,RELEASE,0.18,0.17,2.31,213.37,14.61,0.0,0.0,261,1,0.647
d3,Module,RELEASE,0.65,0.65,0.19,0.61,0.78,0.01,0.01,261,1,0.647
webpack,Line,TESTING,0.88,0.88,236.28,820297.24,905.7,0.02,0.04,239,185,0.528
webpack,Module,TESTING,0.95,0.95,8.78,894.12,29.9,0.06,0.1,239,185,0.528
requests,Line,REFACTOR,0.24,0.23,15.21,10589.77,102.91,0.0,0.0,137,0,0.661
requests,Module,REFACTOR,0.72,0.71,0.14,0.3,0.55,0.01,0.04,137,0,0.661
lodash,Line,REFACTOR,0.97,0.97,120.41,187057.83,432.5,0.01,0.01,102,312,0.619
lodash,Module,REFACTOR,1.0,1.0,0.56,3.46,1.86,0.0,0.03,102,312,0.619
socket.io,Line,RELEASE,0.97,0.97,59.47,89745.81,299.58,0.09,0.24,121,6,0.498
socket.io,Module,RELEASE,1.0,1.0,0.7,1.58,1.26,0.59,0.74,121,6,0.498
jekyll,Line,TESTING,0.91,0.91,79.23,19195.73,138.55,0.16,0.27,103,35,0.47
jekyll,Module,TESTING,0.9,0.9,6.75,342.27,18.5,0.23,0.39,103,35,0.47
d3,Line,SUPPORT,0.88,0.88,12.43,2139.32,46.25,0.02,0.06,261,1,0.655
d3,Module,SUPPORT,0.97,0.97,0.26,1.27,1.13,0.07,0.09,261,1,0.655
webpack,Line,FEATURE,0.78,0.78,189.82,964448.2,982.06,0.0,0.03,239,185,0.614
webpack,Module,FEATURE,0.85,0.85,18.11,10660.24,103.25,0.01,0.02,239,185,0.614
requests,Line,TESTING,0.03,0.02,208.01,572732.72,756.79,0.07,0.1,137,0,0.477
requests,Module,TESTING,0.47,0.46,2.76,45.2,6.72,0.16,0.33,137,0,0.477
lodash,Line,TESTING,1.0,1.0,2595.64,62457613.21,7903.01,0.22,0.38,102,312,0.314
lodash,Module,TESTING,1.0,1.0,16.31,1540.36,39.25,0.37,0.64,102,312,0.314
socket.io,Line,SUPPORT,0.6,0.59,95.63,85515.81,292.43,0.02,0.02,121,6,0.648
socket.io,Module,SUPPORT,0.89,0.89,0.69,4.63,2.15,0.02,0.07,121,6,0.648
jekyll,Line,FEATURE,0.8,0.8,52.95,45585.6,213.51,0.04,0.04,103,35,0.632
jekyll,Module,FEATURE,0.78,0.77,3.0,147.36,12.14,0.01,0.07,103,35,0.632
webpack,Line,UPGRADE,0.5,0.5,64.19,53843.91,232.04,0.0,0.0,239,185,0.648
webpack,Module,UPGRADE,0.75,0.75,0.81,8.86,2.98,0.0,0.01,239,185,0.648
d3,Line,OTHER,0.62,0.62,2048.28,47582147.44,6897.98,0.04,0.07,261,1,0.424
d3,Module,OTHER,0.81,0.81,27.84,11149.34,105.59,0.19,0.33,261,1,0.424
requests,Line,FEATURE,0.03,0.02,2.93,80.94,9.0,0.01,0.01,137,0,0.649
requests,Module,FEATURE,0.05,0.03,0.23,0.46,0.68,0.0,0.0,137,0,0.649
lodash,Line,FEATURE,0.98,0.98,171.2,358732.91,598.94,0.0,0.0,102,312,0.606
lodash,Module,FEATURE,0.99,0.99,4.29,227.37,15.08,0.01,0.06,102,312,0.606
socket.io,Line,OTHER,0.05,0.03,6930.12,842652598.82,29028.48,0.02,0.05,121,6,0.491
socket.io,Module,OTHER,0.89,0.89,40.96,17683.05,132.98,0.12,0.21,121,6,0.491
webpack,Line,RELEASE,1.0,1.0,0.0,0.0,0.0,,,239,185,0.682
webpack,Module,RELEASE,1.0,1.0,0.0,0.0,0.0,,,239,185,0.682
jekyll,Line,UPGRADE,0.77,0.77,11.09,1158.81,34.04,0.02,0.08,103,35,0.6
jekyll,Module,UPGRADE,0.99,0.99,0.59,2.21,1.49,0.12,0.19,103,35,0.6
requests,Line,UPGRADE,0.24,0.23,43.42,30949.54,175.92,0.0,0.01,137,0,0.646
requests,Module,UPGRADE,0.41,0.4,0.89,9.2,3.03,0.01,0.04,137,0,0.646
lodash,Line,UPGRADE,1.0,1.0,194.79,419474.27,647.67,0.01,0.03,102,312,0.59
lodash,Module,UPGRADE,1.0,1.0,0.68,3.91,1.98,0.09,0.12,102,312,0.59
json-server,Line,BUG,0.14,0.13,1552.82,59873134.29,7737.77,0.0,0.01,119,2,0.547
json-server,Module,BUG,0.58,0.57,14.84,5730.47,75.7,0.05,0.09,119,2,0.547
webpack,Line,SUPPORT,0.17,0.16,190.56,1642863.23,1281.74,0.02,0.03,239,185,0.62
webpack,Module,SUPPORT,0.72,0.72,10.07,6212.45,78.82,0.02,0.05,239,185,0.62
jekyll,Line,RELEASE,0.85,0.85,91.89,50116.46,223.87,0.17,0.33,103,35,0.447
jekyll,Module,RELEASE,0.84,0.84,5.62,172.28,13.13,0.31,0.48,103,35,0.447
requests,Line,RELEASE,0.44,0.43,3.16,51.63,7.19,0.03,0.09,137,0,0.598
requests,Module,RELEASE,0.52,0.51,0.39,0.43,0.65,0.03,0.08,137,0,0.598
lodash,Line,RELEASE,0.94,0.94,236.91,762750.05,873.36,0.0,0.0,102,312,0.624
