Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
orleans,Line,BUG,0.99,0.99,266.49,260431.67,510.33,0.49,0.63,114,0,0.295
orleans,Line,BUG,0.65,0.64,130.41,166349.29,407.86,0.87,0.88,114,0,0.754
orleans,Line,BUG,0.94,0.94,116.92,81225.0,285.0,0.64,0.8,114,0,0.485
orleans,Module,BUG,0.98,0.98,16.31,1261.67,35.52,0.6,0.7,114,0,0.295
orleans,Module,BUG,0.61,0.6,13.63,1694.5,41.16,0.84,0.88,114,0,0.754
orleans,Module,BUG,0.72,0.71,6.95,910.76,30.18,0.72,0.82,114,0,0.485
cli,Line,BUG,0.79,0.78,108.46,80899.6,284.43,0.73,0.79,109,0,0.725
cli,Line,BUG,0.72,0.71,106.81,238413.87,488.28,0.81,0.82,109,0,0.798
cli,Line,BUG,-0.0,-0.03,2163.61,190855186.14,13815.03,0.34,0.48,109,0,0.239
cli,Module,BUG,0.83,0.83,5.51,220.59,14.85,0.76,0.83,109,0,0.725
cli,Module,BUG,0.75,0.74,5.88,594.71,24.39,0.83,0.83,109,0,0.798
cli,Module,BUG,0.58,0.57,15.87,1166.7,34.16,0.41,0.61,109,0,0.239
roslyn,Line,BUG,0.84,0.84,3461.23,175228004.02,13237.37,0.66,0.73,102,0,0.539
roslyn,Line,BUG,0.95,0.95,15664.56,2329691910.78,48266.88,0.71,0.75,102,0,0.578
roslyn,Line,BUG,0.8,0.79,6564.16,386101281.64,19649.46,0.51,0.61,102,0,0.415
roslyn,Module,BUG,0.71,0.7,63.67,39985.21,199.96,0.64,0.75,102,0,0.539
roslyn,Module,BUG,0.92,0.92,354.54,1667458.43,1291.3,0.71,0.76,102,0,0.578
roslyn,Module,BUG,0.86,0.86,104.41,83898.45,289.65,0.6,0.75,102,0,0.415
tensorflow,Line,BUG,0.46,0.44,444.36,3238540.47,1799.59,0.47,0.59,106,0,0.321
tensorflow,Line,BUG,0.45,0.43,7990.63,1257784765.14,35465.26,0.66,0.7,106,0,0.358
tensorflow,Line,BUG,0.98,0.98,1401.99,36412876.15,6034.31,0.54,0.65,106,0,0.179
tensorflow,Module,BUG,0.79,0.78,15.65,3034.87,55.09,0.51,0.65,106,0,0.321
tensorflow,Module,BUG,0.89,0.89,172.99,176289.09,419.87,0.65,0.67,106,0,0.358
tensorflow,Module,BUG,0.97,0.97,71.02,90527.15,300.88,0.7,0.8,106,0,0.179
vue,Line,BUG,0.99,0.99,94.31,111259.93,333.56,0.64,0.77,248,0,0.524
vue,Line,BUG,-0.01,-0.02,45.68,258716.9,508.64,0.99,0.99,248,0,0.992
vue,Line,BUG,0.98,0.98,180.25,1320258.46,1149.03,0.6,0.71,248,0,0.493
vue,Module,BUG,0.99,0.99,6.53,889.94,29.83,0.74,0.89,248,0,0.524
vue,Module,BUG,-0.01,-0.02,4.76,2807.26,52.98,0.99,0.99,248,0,0.992
vue,Module,BUG,1.0,1.0,7.28,1994.74,44.66,0.67,0.8,248,0,0.493
neutron,Line,BUG,1.0,1.0,1.28,83.25,9.12,0.98,0.98,203,0,0.97
neutron,Line,BUG,0.36,0.35,20815.95,4512955536.66,67178.53,0.55,0.66,203,0,0.278
neutron,Line,BUG,0.7,0.7,450.99,1831168.07,1353.21,0.48,0.59,203,0,0.302
neutron,Module,BUG,1.0,1.0,0.14,0.97,0.98,0.98,0.98,203,0,0.97
neutron,Module,BUG,0.99,0.99,65.27,14544.32,120.6,0.64,0.86,203,0,0.278
neutron,Module,BUG,0.86,0.86,19.44,2959.67,54.4,0.53,0.71,203,0,0.302
moby,Line,BUG,0.96,0.96,8.73,1015.11,31.86,0.92,0.94,319,0,0.906
moby,Line,BUG,-0.01,-0.02,4.77,2342.07,48.39,0.97,0.97,319,0,0.903
moby,Line,BUG,0.94,0.94,946.32,4994266.49,2234.79,0.39,0.56,319,0,0.275
moby,Module,BUG,0.96,0.96,0.6,8.85,2.98,0.94,0.94,319,0,0.906
moby,Module,BUG,-0.01,-0.02,0.29,7.39,2.72,0.97,0.97,319,0,0.903
moby,Module,BUG,0.99,0.99,34.25,6296.96,79.35,0.51,0.72,319,0,0.275
home-assistant,Line,BUG,0.68,0.68,77.46,94971.57,308.17,0.6,0.71,560,0,0.489
home-assistant,Line,BUG,0.62,0.62,1930.69,112462451.32,10604.83,0.88,0.91,560,0,0.839
home-assistant,Line,BUG,0.17,0.17,201.62,8027889.92,2833.35,0.69,0.77,560,0,0.604
home-assistant,Module,BUG,0.56,0.56,3.81,541.07,23.26,0.71,0.82,560,0,0.489
home-assistant,Module,BUG,0.52,0.52,67.07,254661.05,504.64,0.91,0.95,560,0,0.839
home-assistant,Module,BUG,0.78,0.78,4.95,779.08,27.91,0.71,0.8,560,0,0.604
ansible,Line,BUG,0.99,0.99,2699.58,48076650.88,6933.73,0.49,0.62,303,0,0.198
ansible,Line,BUG,1.0,1.0,24195.15,5826119788.14,76329.02,0.73,0.78,303,0,0.413
ansible,Line,BUG,0.99,0.99,1808.16,48082517.35,6934.16,0.58,0.69,303,0,0.354
ansible,Module,BUG,1.0,1.0,79.44,23642.7,153.76,0.6,0.78,303,0,0.198
ansible,Module,BUG,0.99,0.99,1390.18,19599337.01,4427.11,0.73,0.83,303,0,0.413
ansible,Module,BUG,0.99,0.99,81.39,135535.38,368.15,0.69,0.79,303,0,0.354
angular,Line,BUG,0.93,0.93,4563.8,92976262.05,9642.42,0.39,0.53,411,0,0.212
angular,Line,BUG,0.28,0.27,2980.5,248355688.81,15759.3,0.65,0.71,411,0,0.594
angular,Line,BUG,0.97,0.97,2034.63,49537469.52,7038.29,0.45,0.6,411,0,0.313
angular,Module,BUG,0.76,0.76,215.0,379133.13,615.74,0.44,0.66,411,0,0.212
angular,Module,BUG,0.47,0.47,101.29,523977.39,723.86,0.73,0.84,411,0,0.594
angular,Module,BUG,0.99,0.99,82.78,127793.73,357.48,0.51,0.68,411,0,0.313
node,Line,BUG,0.94,0.94,4630.5,130709107.02,11432.81,0.66,0.74,596,0,0.53
node,Line,BUG,0.92,0.92,869.02,8373907.44,2893.77,0.83,0.88,596,0,0.683
node,Line,BUG,0.96,0.96,1884.14,20319207.24,4507.68,0.39,0.59,596,0,0.14
node,Module,BUG,0.99,0.99,94.1,46347.03,215.28,0.73,0.87,596,0,0.53
node,Module,BUG,1.0,1.0,15.06,2978.33,54.57,0.9,0.94,596,0,0.683
node,Module,BUG,0.98,0.98,94.37,44409.78,210.74,0.46,0.68,596,0,0.14
gitlabhq,Line,BUG,0.79,0.79,343.68,3749596.88,1936.39,0.58,0.65,1154,0,0.461
gitlabhq,Line,BUG,0.85,0.85,354.46,1354594.22,1163.87,0.62,0.73,1154,0,0.486
gitlabhq,Line,BUG,0.4,0.4,3087.57,286104750.54,16914.63,0.52,0.66,1154,0,0.364
gitlabhq,Module,BUG,0.9,0.9,9.12,705.54,26.56,0.62,0.74,1154,0,0.461
gitlabhq,Module,BUG,0.98,0.98,10.82,843.12,29.04,0.76,0.86,1154,0,0.486
gitlabhq,Module,BUG,0.76,0.76,55.59,135216.82,367.72,0.64,0.78,1154,0,0.364
orleans,Line,DOCS,0.91,0.91,11.33,2912.37,53.97,0.91,0.91,114,0,0.825
orleans,Line,DOCS,-0.02,-0.05,0.23,2.96,1.72,0.98,0.98,114,0,0.982
orleans,Line,DOCS,0.88,0.88,9.18,884.96,29.75,0.89,0.9,114,0,0.895
orleans,Module,DOCS,0.87,0.87,1.06,14.87,3.86,0.9,0.9,114,0,0.825
orleans,Module,DOCS,-0.02,-0.05,0.07,0.28,0.53,0.98,0.98,114,0,0.982
orleans,Module,DOCS,0.88,0.88,0.17,0.36,0.6,0.91,0.92,114,0,0.895
cli,Line,DOCS,0.78,0.77,13.7,3698.81,60.82,0.91,0.93,109,0,0.908
cli,Line,DOCS,0.48,0.47,5.76,1297.78,36.02,0.95,0.95,109,0,0.954
cli,Line,DOCS,0.69,0.68,20.23,7093.5,84.22,0.86,0.87,109,0,0.844
cli,Module,DOCS,0.58,0.57,0.57,8.83,2.97,0.93,0.93,109,0,0.908
cli,Module,DOCS,0.79,0.78,1.36,71.08,8.43,0.95,0.95,109,0,0.954
cli,Module,DOCS,0.76,0.75,0.55,6.92,2.63,0.93,0.93,109,0,0.844
vue,Line,DOCS,0.97,0.97,4.11,663.44,25.76,0.96,0.97,248,0,0.956
vue,Line,DOCS,-0.0,-0.01,0.95,224.58,14.99,1.0,1.0,248,0,0.996
vue,Line,DOCS,0.26,0.25,0.5,11.17,3.34,0.96,0.96,248,0,0.948
vue,Module,DOCS,0.95,0.95,0.04,0.12,0.35,0.99,1.0,248,0,0.956
vue,Module,DOCS,-0.0,-0.01,0.24,14.04,3.75,1.0,1.0,248,0,0.996
vue,Module,DOCS,0.97,0.97,0.04,0.04,0.21,0.97,0.97,248,0,0.948
roslyn,Line,DOCS,0.83,0.82,25.46,5654.64,75.2,0.78,0.8,102,0,0.725
roslyn,Line,DOCS,0.03,0.0,1180.28,41232100.62,6421.22,0.94,0.94,102,0,0.902
roslyn,Line,DOCS,0.84,0.84,68.39,50885.35,225.58,0.75,0.81,102,0,0.627
roslyn,Module,DOCS,0.65,0.64,1.48,23.26,4.82,0.79,0.84,102,0,0.725
roslyn,Module,DOCS,-0.02,-0.05,22.1,11764.62,108.46,0.94,0.94,102,0,0.902
roslyn,Module,DOCS,0.8,0.79,5.44,340.5,18.45,0.73,0.79,102,0,0.627
tensorflow,Line,DOCS,0.69,0.68,224.88,514698.27,717.42,0.7,0.76,106,0,0.632
tensorflow,Line,DOCS,0.54,0.53,5460.42,604046335.96,24577.35,0.72,0.75,106,0,0.632
tensorflow,Line,DOCS,0.82,0.81,1531.89,22290363.84,4721.27,0.56,0.59,106,0,0.475
tensorflow,Module,DOCS,0.9,0.9,4.42,142.78,11.95,0.74,0.81,106,0,0.632
tensorflow,Module,DOCS,0.07,0.04,211.84,2041858.69,1428.94,0.75,0.82,106,0,0.632
tensorflow,Module,DOCS,0.96,0.96,17.87,3232.23,56.85,0.58,0.74,106,0,0.475
neutron,Line,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.951
neutron,Line,DOCS,0.94,0.94,423.19,959194.57,979.38,0.69,0.77,203,0,0.611
neutron,Line,DOCS,0.1,0.09,229.83,7886099.55,2808.22,0.88,0.9,203,0,0.803
neutron,Module,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,203,0,0.951
neutron,Module,DOCS,0.96,0.96,13.4,1581.23,39.76,0.7,0.83,203,0,0.611
neutron,Module,DOCS,0.81,0.81,2.16,139.43,11.81,0.9,0.9,203,0,0.803
moby,Line,DOCS,-0.01,-0.02,1.01,107.67,10.38,0.99,0.99,319,0,0.991
moby,Line,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,319,0,0.931
