Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
orleans,Line,DOCS,-0.05,-0.1,37.04,11907.48,109.12,0.01,0.02,114,0,0.615
orleans,Module,DOCS,0.6,0.58,1.62,21.53,4.64,0.03,0.05,114,0,0.615
roslyn,Line,DOCS,0.0,-0.05,1364.75,40579604.07,6370.21,0.04,0.05,102,0,0.515
roslyn,Module,DOCS,0.11,0.06,32.42,11146.16,105.58,0.01,0.05,102,0,0.515
home-assistant,Line,BUG,0.08,0.07,2488.88,162825446.06,12760.31,0.1,0.22,560,0,0.441
home-assistant,Module,BUG,0.16,0.15,99.71,348011.01,589.92,0.13,0.31,560,0,0.441
neutron,Line,DOCS,0.09,0.07,750.4,9982468.21,3159.5,0.06,0.07,203,0,0.539
neutron,Module,DOCS,0.48,0.47,19.59,3295.25,57.4,0.1,0.18,203,0,0.539
cli,Line,DOCS,-0.06,-0.11,39.26,15120.08,122.96,0.0,0.02,109,0,0.615
cli,Module,DOCS,0.1,0.06,2.51,96.67,9.83,0.04,0.06,109,0,0.615
vue,Line,DOCS,0.01,-0.01,7.46,2218.58,47.1,0.02,0.02,248,0,0.659
vue,Module,DOCS,0.12,0.1,0.46,14.27,3.78,0.02,0.02,248,0,0.659
ansible,Line,DOCS,0.15,0.14,91126.12,129524561005.84,359895.21,0.14,0.2,303,0,0.362
ansible,Module,DOCS,0.13,0.12,3601.04,184567103.09,13585.55,0.1,0.16,303,0,0.362
moby,Line,DOCS,-0.04,-0.06,3419.75,150973293.0,12287.12,0.04,0.08,319,0,0.555
moby,Module,DOCS,0.1,0.09,38.92,13224.47,115.0,0.04,0.09,319,0,0.555
angular,Line,DOCS,0.34,0.33,6368.93,353870041.79,18811.43,0.22,0.36,411,0,0.299
angular,Module,DOCS,0.33,0.32,162.85,218281.28,467.21,0.2,0.4,411,0,0.299
tensorflow,Line,REFACTOR,0.38,0.35,4601.59,250605286.75,15830.52,0.12,0.26,106,0,0.502
tensorflow,Module,REFACTOR,0.31,0.28,77.88,62199.85,249.4,0.09,0.23,106,0,0.502
orleans,Line,REFACTOR,-0.07,-0.12,435.34,1805269.06,1343.6,0.0,0.0,114,0,0.614
orleans,Module,REFACTOR,0.04,-0.0,11.75,1087.07,32.97,0.01,0.04,114,0,0.614
roslyn,Line,REFACTOR,-0.0,-0.05,32440.05,20363444655.95,142700.54,0.01,0.01,102,0,0.484
roslyn,Module,REFACTOR,-0.0,-0.05,834.72,32923701.9,5737.92,0.01,0.03,102,0,0.484
cli,Line,REFACTOR,-0.01,-0.06,2676.76,165712682.56,12872.94,0.06,0.15,109,0,0.511
cli,Module,REFACTOR,0.01,-0.04,44.19,15328.28,123.81,0.05,0.12,109,0,0.511
neutron,Line,REFACTOR,0.57,0.56,804.69,3221322.1,1794.8,0.07,0.16,203,0,0.53
neutron,Module,REFACTOR,0.7,0.69,17.31,1445.83,38.02,0.1,0.19,203,0,0.53
vue,Line,REFACTOR,0.01,-0.01,177.52,547895.43,740.2,0.0,0.0,248,0,0.61
vue,Module,REFACTOR,0.16,0.14,4.78,295.1,17.18,0.01,0.02,248,0,0.61
home-assistant,Line,DOCS,-0.01,-0.02,270.59,7906474.86,2811.85,0.01,0.01,560,0,0.65
home-assistant,Module,DOCS,0.0,-0.01,21.6,71918.6,268.18,0.01,0.01,560,0,0.65
ansible,Line,REFACTOR,0.11,0.1,66670.57,58516104451.1,241901.02,0.04,0.1,303,0,0.469
ansible,Module,REFACTOR,-0.01,-0.03,1259.91,32510486.31,5701.8,0.03,0.07,303,0,0.469
tensorflow,Line,TESTING,0.21,0.17,13678.35,1576166708.78,39700.97,0.04,0.11,106,0,0.335
tensorflow,Module,TESTING,0.47,0.44,214.16,395927.47,629.23,0.19,0.33,106,0,0.335
node,Line,DOCS,0.29,0.28,3721.66,133914044.24,11572.12,0.1,0.23,596,0,0.391
node,Module,DOCS,0.76,0.76,29.48,5060.09,71.13,0.22,0.33,596,0,0.391
orleans,Line,TESTING,0.37,0.34,2306.57,50030336.34,7073.21,0.08,0.16,114,0,0.424
orleans,Module,TESTING,0.41,0.38,131.85,126892.93,356.22,0.14,0.21,114,0,0.424
roslyn,Line,TESTING,0.1,0.05,110915.54,226283931858.94,475693.11,0.05,0.12,102,0,0.388
roslyn,Module,TESTING,0.4,0.37,1063.91,8726986.3,2954.15,0.03,0.11,102,0,0.388
moby,Line,REFACTOR,0.05,0.03,371.02,1713362.29,1308.95,0.03,0.03,319,0,0.596
moby,Module,REFACTOR,0.17,0.16,7.58,445.64,21.11,0.04,0.05,319,0,0.596
cli,Line,TESTING,0.0,-0.05,9929.48,6988619093.77,83597.96,0.1,0.25,109,0,0.405
cli,Module,TESTING,0.08,0.04,77.46,116635.87,341.52,0.16,0.3,109,0,0.405
neutron,Line,TESTING,0.42,0.41,4085.3,150526000.27,12268.9,0.2,0.36,203,0,0.386
neutron,Module,TESTING,0.61,0.6,103.43,74252.5,272.49,0.2,0.42,203,0,0.386
angular,Line,REFACTOR,0.59,0.58,6261.38,269312866.87,16410.75,0.16,0.34,411,0,0.339
angular,Module,REFACTOR,0.51,0.5,235.52,429965.03,655.72,0.22,0.37,411,0,0.339
vue,Line,TESTING,0.02,-0.0,825.22,12556613.06,3543.53,0.04,0.07,248,0,0.558
vue,Module,TESTING,0.05,0.03,23.64,10711.11,103.49,0.06,0.14,248,0,0.558
home-assistant,Line,REFACTOR,-0.01,-0.02,1245.74,133040534.28,11534.32,0.0,0.0,560,0,0.644
home-assistant,Module,REFACTOR,0.02,0.01,12.93,9779.24,98.89,0.02,0.05,560,0,0.644
gitlabhq,Line,BUG,0.2,0.2,3450.63,262899180.67,16214.17,0.2,0.37,1154,0,0.3
gitlabhq,Module,BUG,0.56,0.56,84.41,193414.52,439.79,0.37,0.51,1154,0,0.3
tensorflow,Line,FEATURE,0.41,0.38,1665.77,20619273.93,4540.85,0.06,0.17,106,0,0.498
tensorflow,Module,FEATURE,0.56,0.54,19.35,2410.05,49.09,0.15,0.23,106,0,0.498
orleans,Line,FEATURE,-0.08,-0.13,171.03,377248.84,614.21,0.0,0.0,114,0,0.644
orleans,Module,FEATURE,0.02,-0.03,13.19,2254.02,47.48,0.0,0.0,114,0,0.644
ansible,Line,TESTING,0.85,0.85,93234.55,38053503534.64,195073.07,0.07,0.18,303,0,0.31
ansible,Module,TESTING,0.75,0.75,5677.31,158027672.18,12570.91,0.12,0.19,303,0,0.31
roslyn,Line,FEATURE,-0.05,-0.1,14885.33,1988432583.98,44591.84,0.03,0.08,102,0,0.492
roslyn,Module,FEATURE,-0.02,-0.07,498.64,3175206.79,1781.91,0.03,0.06,102,0,0.492
cli,Line,FEATURE,-0.03,-0.08,124.91,458039.12,676.79,0.01,0.02,109,0,0.628
cli,Module,FEATURE,0.01,-0.04,5.59,672.4,25.93,0.03,0.06,109,0,0.628
neutron,Line,FEATURE,-0.09,-0.12,304.49,688177.09,829.56,0.01,0.01,203,0,0.603
neutron,Module,FEATURE,0.53,0.52,3.76,97.39,9.87,0.04,0.08,203,0,0.603
moby,Line,TESTING,0.12,0.11,1546.39,23496209.94,4847.29,0.05,0.12,319,0,0.514
moby,Module,TESTING,0.25,0.24,40.09,11662.16,107.99,0.08,0.13,319,0,0.514
vue,Line,FEATURE,-0.03,-0.05,58.52,106116.79,325.76,0.0,0.0,248,0,0.643
vue,Module,FEATURE,-0.01,-0.03,2.61,208.02,14.42,0.0,0.01,248,0,0.643
node,Line,REFACTOR,0.75,0.75,6476.73,327989804.26,18110.49,0.16,0.29,596,0,0.424
node,Module,REFACTOR,0.84,0.84,61.17,29744.55,172.47,0.13,0.25,596,0,0.424
angular,Line,TESTING,0.43,0.42,8913.75,518583992.91,22772.44,0.09,0.22,411,0,0.365
angular,Module,TESTING,0.38,0.37,90.55,117929.77,343.41,0.18,0.37,411,0,0.365
tensorflow,Line,UPGRADE,-0.01,-0.06,8948.35,7225769140.76,85004.52,0.11,0.2,106,0,0.394
tensorflow,Module,UPGRADE,0.3,0.26,32.52,10900.98,104.41,0.16,0.28,106,0,0.394
orleans,Line,UPGRADE,-0.16,-0.21,182.22,220606.66,469.69,0.01,0.01,114,0,0.585
orleans,Module,UPGRADE,0.02,-0.03,9.73,1134.17,33.68,0.0,0.02,114,0,0.585
roslyn,Line,UPGRADE,-0.04,-0.09,1815.31,73758731.84,8588.29,0.02,0.05,102,0,0.533
roslyn,Module,UPGRADE,-0.06,-0.12,64.96,43531.21,208.64,0.02,0.06,102,0,0.533
cli,Line,UPGRADE,-0.01,-0.06,1307.43,82713547.59,9094.7,0.06,0.1,109,0,0.528
cli,Module,UPGRADE,-0.0,-0.05,22.53,17535.91,132.42,0.08,0.2,109,0,0.528
ansible,Line,FEATURE,-0.02,-0.04,20377.71,3195670251.68,56530.26,0.01,0.03,303,0,0.488
ansible,Module,FEATURE,0.12,0.11,277.31,654417.28,808.96,0.07,0.1,303,0,0.488
home-assistant,Line,TESTING,-0.01,-0.02,5047.84,1899021497.94,43577.76,0.01,0.01,560,0,0.601
home-assistant,Module,TESTING,0.04,0.03,39.58,43100.12,207.61,0.02,0.05,560,0,0.601
neutron,Line,UPGRADE,0.05,0.03,521.5,4016583.59,2004.14,0.08,0.17,203,0,0.523
neutron,Module,UPGRADE,0.4,0.38,9.22,601.68,24.53,0.08,0.23,203,0,0.523
moby,Line,FEATURE,-0.03,-0.05,28.17,17740.75,133.19,0.0,0.0,319,0,0.629
moby,Module,FEATURE,0.15,0.14,0.98,11.63,3.41,0.02,0.03,319,0,0.629
vue,Line,UPGRADE,-0.0,-0.02,38.07,289893.89,538.42,0.0,0.0,248,0,0.659
vue,Module,UPGRADE,0.23,0.21,0.61,11.16,3.34,0.03,0.04,248,0,0.659
tensorflow,Line,RELEASE,-0.07,-0.12,11412.31,1085276533.92,32943.54,0.05,0.1,106,0,0.366
tensorflow,Module,RELEASE,0.16,0.12,36.61,9635.37,98.16,0.12,0.35,106,0,0.366
orleans,Line,RELEASE,-0.0,-0.05,40.92,31384.88,177.16,0.01,0.04,114,0,0.592
orleans,Module,RELEASE,0.18,0.14,1.05,19.02,4.36,0.12,0.18,114,0,0.592
roslyn,Line,RELEASE,-0.04,-0.09,278.51,1427322.5,1194.71,0.0,0.02,102,0,0.553
roslyn,Module,RELEASE,-0.01,-0.06,16.05,2559.36,50.59,0.02,0.04,102,0,0.553
cli,Line,RELEASE,0.02,-0.03,45.58,15408.6,124.13,0.02,0.05,109,0,0.582
cli,Module,RELEASE,0.39,0.36,1.43,14.55,3.81,0.13,0.26,109,0,0.582
angular,Line,FEATURE,0.22,0.21,8618.07,1292666988.17,35953.68,0.16,0.34,411,0,0.392
angular,Module,FEATURE,0.35,0.34,166.81,338619.69,581.91,0.21,0.4,411,0,0.392
ansible,Line,UPGRADE,0.29,0.28,2018.07,35902317.95,5991.85,0.12,0.22,303,0,0.418
ansible,Module,UPGRADE,0.74,0.74,48.84,15797.64,125.69,0.12,0.25,303,0,0.418
neutron,Line,RELEASE,0.01,-0.02,860.14,18627860.46,4316.0,0.05,0.17,203,0,0.5
neutron,Module,RELEASE,0.66,0.65,8.2,450.6,21.23,0.24,0.33,203,0,0.5
home-assistant,Line,FEATURE,-0.0,-0.01,255.61,14161230.12,3763.14,0.0,0.01,560,0,0.654
home-assistant,Module,FEATURE,0.01,0.0,4.86,3234.42,56.87,0.02,0.04,560,0,0.654
node,Line,TESTING,0.83,0.83,10804.2,515380932.49,22702.0,0.16,0.25,596,0,0.331
node,Module,TESTING,0.88,0.88,599.7,1390496.52,1179.19,0.16,0.27,596,0,0.331
tensorflow,Line,SUPPORT,0.47,0.44,8292.93,716561127.46,26768.66,0.2,0.34,106,0,0.418
tensorflow,Module,SUPPORT,0.48,0.45,197.79,409495.36,639.92,0.16,0.29,106,0,0.418
vue,Line,RELEASE,-0.03,-0.05,2621.02,136590396.51,11687.19,0.02,0.04,248,0,0.487
vue,Module,RELEASE,0.18,0.16,5.65,612.31,24.74,0.06,0.16,248,0,0.487
moby,Line,UPGRADE,0.07,0.06,121.32,110242.86,332.03,0.03,0.06,319,0,0.58
moby,Module,UPGRADE,0.38,0.37,3.97,121.28,11.01,0.11,0.16,319,0,0.58
orleans,Line,SUPPORT,0.45,0.42,641.0,3493328.79,1869.04,0.11,0.19,114,0,0.498
orleans,Module,SUPPORT,0.48,0.46,19.84,3638.69,60.32,0.11,0.25,114,0,0.498
roslyn,Line,SUPPORT,-0.02,-0.07,101685.3,338060219213.42,581429.46,0.0,0.01,102,0,0.462
roslyn,Module,SUPPORT,0.07,0.02,683.82,6586544.51,2566.43,0.02,0.05,102,0,0.462
cli,Line,SUPPORT,-0.0,-0.05,856.63,4868163.12,2206.39,0.05,0.17,109,0,0.524
cli,Module,SUPPORT,0.25,0.21,14.81,752.68,27.44,0.03,0.09,109,0,0.524
neutron,Line,SUPPORT,0.43,0.42,3245.43,61361284.23,7833.34,0.06,0.16,203,0,0.437
neutron,Module,SUPPORT,0.73,0.72,50.98,14017.52,118.4,0.17,0.35,203,0,0.437
ansible,Line,RELEASE,0.73,0.73,638.51,1447507.15,1203.12,0.11,0.26,303,0,0.357
ansible,Module,RELEASE,0.94,0.94,17.49,757.38,27.52,0.29,0.47,303,0,0.357
angular,Line,UPGRADE,0.22,0.21,1348.17,10920719.22,3304.65,0.04,0.1,411,0,0.511
angular,Module,UPGRADE,0.09,0.08,23.74,24750.38,157.32,0.1,0.2,411,0,0.511
tensorflow,Line,OTHER,0.17,0.13,361547.67,1500082609516.05,1224778.6,0.12,0.22,106,0,0.156
tensorflow,Module,OTHER,0.37,0.34,4910.2,187221163.19,13682.88,0.11,0.24,106,0,0.156
roslyn,Line,OTHER,0.16,0.12,594456.93,5008980887843.57,2238075.26,0.02,0.15,102,0,0.307
roslyn,Module,OTHER,0.15,0.11,9869.21,1666462372.62,40822.33,0.06,0.18,102,0,0.307
orleans,Line,OTHER,0.6,0.58,16227.89,1788454701.76,42290.13,0.18,0.31,114,0,0.297
orleans,Module,OTHER,0.43,0.4,672.31,3915843.15,1978.85,0.21,0.32,114,0,0.297
vue,Line,SUPPORT,0.22,0.2,161.61,314829.59,561.1,0.02,0.07,248,0,0.593
vue,Module,SUPPORT,0.26,0.24,9.34,1002.23,31.66,0.04,0.08,248,0,0.593
gitlabhq,Line,DOCS,0.12,0.12,1136.53,53325539.76,7302.43,0.14,0.27,1154,0,0.431
gitlabhq,Module,DOCS,0.47,0.47,30.06,15270.13,123.57,0.16,0.32,1154,0,0.431
moby,Line,RELEASE,-0.04,-0.06,41.67,34418.38,185.52,0.01,0.03,319,0,0.618
moby,Module,RELEASE,0.13,0.12,2.07,56.42,7.51,0.03,0.08,319,0,0.618
cli,Line,OTHER,-0.06,-0.11,79006.67,62301882244.08,249603.45,0.12,0.23,109,0,0.337
cli,Module,OTHER,0.07,0.02,539.71,1121294.01,1058.91,0.19,0.43,109,0,0.337
node,Line,FEATURE,0.52,0.52,72.8,38623.65,196.53,0.09,0.15,596,0,0.573
node,Module,FEATURE,0.72,0.72,3.54,103.85,10.19,0.07,0.13,596,0,0.573
home-assistant,Line,UPGRADE,0.0,-0.01,438.62,7185567.87,2680.59,0.02,0.04,560,0,0.578
home-assistant,Module,UPGRADE,0.18,0.17,65.13,57669.62,240.15,0.01,0.05,560,0,0.578
neutron,Line,OTHER,0.03,0.01,140142.06,378110303010.12,614906.74,0.27,0.41,203,0,0.279
neutron,Module,OTHER,0.8,0.79,758.81,3399780.94,1843.85,0.36,0.51,203,0,0.279
ansible,Line,SUPPORT,0.54,0.53,21382.81,4714826481.38,68664.59,0.09,0.21,303,0,0.381
ansible,Module,SUPPORT,0.84,0.84,423.83,1341011.01,1158.02,0.15,0.25,303,0,0.381
angular,Line,RELEASE,0.19,0.18,137.18,123381.51,351.26,0.12,0.25,411,0,0.406
angular,Module,RELEASE,0.64,0.64,5.36,197.67,14.06,0.33,0.6,411,0,0.406
vue,Line,OTHER,0.58,0.57,8860.57,597746434.53,24448.85,0.11,0.22,248,0,0.412
vue,Module,OTHER,0.08,0.06,122.91,258504.11,508.43,0.36,0.58,248,0,0.412
moby,Line,SUPPORT,0.03,0.01,949.78,21444583.42,4630.83,0.04,0.07,319,0,0.558
moby,Module,SUPPORT,0.22,0.21,21.54,6212.45,78.82,0.04,0.15,319,0,0.558
home-assistant,Line,RELEASE,-0.0,-0.01,11.17,35802.71,189.22,0.0,0.01,560,0,0.632
home-assistant,Module,RELEASE,-0.01,-0.02,1.4,267.75,16.36,0.0,0.01,560,0,0.632
ansible,Line,OTHER,0.82,0.82,535481.69,1517313432734.13,1231792.77,0.11,0.22,303,0,0.202
ansible,Module,OTHER,0.85,0.85,8366.71,436261694.41,20886.88,0.17,0.29,303,0,0.202
node,Line,UPGRADE,0.82,0.82,219597.41,146723373609.16,383044.87,0.2,0.35,596,0,0.371
node,Module,UPGRADE,0.9,0.9,2230.43,14419992.48,3797.37,0.22,0.37,596,0,0.371
angular,Line,SUPPORT,-0.03,-0.04,309.39,1073497.37,1036.1,0.02,0.05,411,0,0.576
angular,Module,SUPPORT,0.28,0.27,5.06,165.99,12.88,0.07,0.11,411,0,0.576
moby,Line,OTHER,0.16,0.15,29888.82,8996556820.53,94850.18,0.07,0.15,319,0,0.434
moby,Module,OTHER,0.12,0.11,444.4,1857112.37,1362.76,0.11,0.25,319,0,0.434
gitlabhq,Line,REFACTOR,0.4,0.4,719.91,10540918.24,3246.68,0.1,0.19,1154,0,0.511
gitlabhq,Module,REFACTOR,0.51,0.51,20.62,8975.04,94.74,0.12,0.23,1154,0,0.511
home-assistant,Line,SUPPORT,-0.04,-0.05,1913.88,72325928.54,8504.47,0.0,0.01,560,0,0.591
home-assistant,Module,SUPPORT,0.04,0.03,40.27,39727.42,199.32,0.01,0.04,560,0,0.591
angular,Line,OTHER,0.07,0.06,43472.18,21035435665.86,145035.98,0.12,0.21,411,0,0.305
angular,Module,OTHER,0.5,0.49,323.58,525288.2,724.77,0.16,0.34,411,0,0.305
node,Line,RELEASE,0.85,0.85,212.99,215136.92,463.83,0.19,0.33,596,0,0.409
node,Module,RELEASE,0.86,0.86,6.35,189.31,13.76,0.27,0.38,596,0,0.409
angular.js,Line,BUG,0.47,0.46,13686.06,1461629880.38,38231.27,0.25,0.41,204,0,0.127
angular.js,Module,BUG,0.69,0.68,292.02,593617.99,770.47,0.34,0.56,204,0,0.127
nova,Line,BUG,0.14,0.12,18597.96,4501692430.81,67094.65,0.4,0.61,234,0,0.198
nova,Module,BUG,0.39,0.38,300.44,1679590.01,1295.99,0.41,0.64,234,0,0.198
home-assistant,Line,OTHER,0.17,0.16,18151.77,4680043563.13,68410.84,0.07,0.15,560,0,0.373
home-assistant,Module,OTHER,0.05,0.04,941.78,29845240.69,5463.08,0.11,0.25,560,0,0.373
node,Line,SUPPORT,0.61,0.61,3707.41,111917879.5,10579.12,0.17,0.31,596,0,0.403
node,Module,SUPPORT,0.92,0.92,39.43,8101.3,90.01,0.24,0.37,596,0,0.403
lock,Line,BUG,-0.03,-0.04,3190.97,290924098.97,17056.5,0.02,0.07,492,0,0.527
lock,Module,BUG,0.04,0.03,55.03,51986.8,228.01,0.05,0.1,492,0,0.527
mesos,Line,BUG,0.65,0.64,1094.76,7290802.36,2700.15,0.17,0.33,257,0,0.404
mesos,Module,BUG,0.75,0.75,44.77,11435.13,106.94,0.17,0.32,257,0,0.404
angular.js,Line,DOCS,0.09,0.07,16594.74,3392171395.77,58242.35,0.16,0.34,204,0,0.154
angular.js,Module,DOCS,0.77,0.76,142.72,110481.11,332.39,0.22,0.46,204,0,0.154
nova,Line,DOCS,0.3,0.28,2961.32,78869851.1,8880.87,0.09,0.17,234,0,0.394
nova,Module,DOCS,0.57,0.56,41.06,14922.6,122.16,0.18,0.33,234,0,0.394
Odin,Line,BUG,-0.05,-0.23,1232.02,3936439.5,1984.05,0.2,0.29,35,0,0.422
Odin,Module,BUG,0.51,0.43,52.14,5405.78,73.52,0.11,0.23,35,0,0.422
lock,Line,DOCS,-0.0,-0.01,26.89,47604.16,218.18,0.0,0.0,492,0,0.67
lock,Module,DOCS,0.99,0.99,0.22,1.26,1.12,0.0,0.0,492,0,0.67
nixpkgs,Line,BUG,0.32,0.28,8412.34,494316154.67,22233.22,0.04,0.16,93,0,0.342
nixpkgs,Module,BUG,0.4,0.37,421.81,1544095.52,1242.62,0.12,0.26,93,0,0.342
kubernetes,Line,BUG,0.09,0.08,29641.0,14904617729.21,122084.47,0.07,0.2,641,0,0.36
kubernetes,Module,BUG,0.41,0.41,489.86,2344344.01,1531.13,0.12,0.25,641,0,0.36
angular.js,Line,REFACTOR,0.23,0.21,3357.22,107539962.63,10370.15,0.13,0.28,204,0,0.305
angular.js,Module,REFACTOR,0.58,0.57,36.01,11934.4,109.24,0.19,0.39,204,0,0.305
Odin,Line,DOCS,-0.04,-0.22,23.54,11480.19,107.15,0.0,0.0,35,0,0.669
Odin,Module,DOCS,0.41,0.31,0.32,1.67,1.29,0.0,0.0,35,0,0.669
mesos,Line,DOCS,0.31,0.3,588.69,4136249.59,2033.78,0.04,0.12,257,0,0.518
mesos,Module,DOCS,0.12,0.1,17.38,3318.45,57.61,0.02,0.05,257,0,0.518
nova,Line,REFACTOR,0.27,0.25,1988.22,70874166.46,8418.68,0.24,0.35,234,0,0.41
nova,Module,REFACTOR,0.16,0.14,51.05,48855.36,221.03,0.15,0.32,234,0,0.41
gitlabhq,Line,TESTING,-0.01,-0.01,17235.9,13495763314.02,116171.27,0.13,0.22,1154,0,0.451
gitlabhq,Module,TESTING,0.0,-0.0,399.71,7535118.45,2745.02,0.14,0.26,1154,0,0.451
node,Line,OTHER,0.93,0.93,333677.79,481838249486.06,694145.7,0.2,0.34,596,0,0.271
node,Module,OTHER,0.94,0.94,3134.84,50676756.8,7118.76,0.26,0.38,596,0,0.271
react,Line,BUG,-0.03,-0.07,160640.92,666291090541.96,816266.56,0.05,0.15,130,0,0.245
react,Module,BUG,0.01,-0.03,1346.56,46374669.49,6809.89,0.09,0.21,130,0,0.245
nixpkgs,Line,DOCS,-0.02,-0.08,976.05,20146353.13,4488.47,0.01,0.05,93,0,0.516
nixpkgs,Module,DOCS,0.08,0.03,19.54,4805.02,69.32,0.0,0.01,93,0,0.516
lock,Line,REFACTOR,-0.02,-0.03,216.19,2631542.71,1622.2,0.0,0.0,492,0,0.673
lock,Module,REFACTOR,0.27,0.26,1.53,104.79,10.24,0.0,0.0,492,0,0.673
Odin,Line,REFACTOR,-0.03,-0.21,58.19,113560.07,336.99,0.0,0.0,35,0,0.669
Odin,Module,REFACTOR,0.39,0.28,0.51,4.76,2.18,0.0,0.0,35,0,0.669
angular.js,Line,TESTING,0.24,0.22,3416.88,73291059.13,8561.02,0.12,0.21,204,0,0.281
angular.js,Module,TESTING,0.6,0.59,35.9,9711.48,98.55,0.19,0.41,204,0,0.281
mesos,Line,REFACTOR,0.54,0.53,907.92,5341247.8,2311.11,0.04,0.11,257,0,0.544
mesos,Module,REFACTOR,0.58,0.57,10.47,667.73,25.84,0.04,0.13,257,0,0.544
nova,Line,TESTING,0.17,0.15,25111.34,7874162444.88,88736.48,0.16,0.32,234,0,0.301
nova,Module,TESTING,0.22,0.2,477.27,2383390.72,1543.82,0.1,0.25,234,0,0.301
react,Line,DOCS,-0.02,-0.06,73682.61,268270710219.71,517948.56,0.02,0.08,130,0,0.415
react,Module,DOCS,-0.01,-0.05,914.99,42713904.15,6535.59,0.07,0.12,130,0,0.415
nixpkgs,Line,REFACTOR,0.01,-0.05,1287.84,26800803.99,5176.95,0.0,0.0,93,0,0.533
nixpkgs,Module,REFACTOR,0.06,0.01,49.27,49044.8,221.46,0.01,0.04,93,0,0.533
Odin,Line,TESTING,-0.1,-0.29,73.21,54240.53,232.9,0.0,0.06,35,0,0.63
Odin,Module,TESTING,0.11,-0.04,1.21,12.54,3.54,0.03,0.06,35,0,0.63
brew,Line,BUG,0.01,-0.02,743.98,24766621.17,4976.61,0.16,0.28,152,0,0.315
brew,Module,BUG,0.03,-0.0,43.92,28455.89,168.69,0.16,0.33,152,0,0.315
angular.js,Line,FEATURE,0.57,0.56,3898.57,133502617.87,11554.33,0.21,0.33,204,0,0.319
angular.js,Module,FEATURE,0.71,0.7,55.06,24556.91,156.71,0.29,0.47,204,0,0.319
kubernetes,Line,DOCS,0.11,0.1,12272.95,696728353.41,26395.61,0.01,0.02,641,0,0.495
kubernetes,Module,DOCS,0.21,0.2,176.78,177926.88,421.81,0.03,0.06,641,0,0.495
lock,Line,TESTING,-0.02,-0.03,1811.34,200994738.64,14177.26,0.0,0.0,492,0,0.641
lock,Module,TESTING,0.0,-0.01,17.3,48325.47,219.83,0.0,0.01,492,0,0.641
mesos,Line,TESTING,0.55,0.54,3062.83,76017066.91,8718.78,0.07,0.13,257,0,0.478
mesos,Module,TESTING,0.62,0.61,42.72,13242.36,115.08,0.1,0.18,257,0,0.478
nova,Line,FEATURE,0.39,0.38,240.77,381942.02,618.01,0.07,0.15,234,0,0.538
nova,Module,FEATURE,0.44,0.43,7.44,341.06,18.47,0.11,0.18,234,0,0.538
Odin,Line,FEATURE,-0.03,-0.21,27.02,19867.41,140.95,0.0,0.0,35,0,0.669
Odin,Module,FEATURE,0.29,0.17,0.54,4.99,2.23,0.0,0.0,35,0,0.669
