,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,nixpkgs,Line,FEATURE,-9037.08,-13556.12,14517.84,670911926.77,25901.97,0.14,0.14,550
0,nixpkgs,Line,OTHER,-0.07,-0.38,49961.98,9303982050.94,96457.15,0.3,0.4,836
0,nixpkgs,Line,REFACTOR,-0.16,-1.32,3137.85,46808191.2,6841.65,0.6,0.6,396
0,nixpkgs,Line,RELEASE,-0.81,-1.53,187.24,63109.33,251.22,0.38,0.5,704
0,nixpkgs,Line,SUPPORT,-0.25,-0.67,988.75,4897402.34,2213.01,0.56,0.78,748
0,nixpkgs,Line,TESTING,-0.17,-0.56,3731.24,35403870.24,5950.12,0.11,0.11,726
0,nixpkgs,Line,UPGRADE,0.42,0.23,318.57,275781.33,525.15,0.67,0.78,792
0,nixpkgs,Module,BUG,0.82,0.73,137.4,60402.0,245.77,0.6,0.9,814
0,nixpkgs,Module,DOCS,0.64,0.28,31.32,3316.71,57.59,0.29,0.43,550
0,nixpkgs,Module,FEATURE,-0.14,-1.28,5.82,40.96,6.4,0.0,0.14,550
0,nixpkgs,Module,OTHER,0.63,0.44,1213.37,2836709.77,1684.25,0.2,0.4,836
0,nixpkgs,Module,REFACTOR,-0.06,-3.24,76.71,21062.09,145.13,0.2,0.4,396
0,nixpkgs,Module,RELEASE,0.02,-0.71,6.19,102.79,10.14,0.75,0.75,704
0,nixpkgs,Module,SUPPORT,0.86,0.78,20.38,1281.19,35.79,0.78,1.0,748
0,nixpkgs,Module,TESTING,-0.02,-0.63,124.29,27113.22,164.66,0.0,0.33,726
0,nixpkgs,Module,UPGRADE,0.59,0.34,19.46,865.61,29.42,0.44,0.67,792
0,node,Line,BUG,0.77,0.76,8249.93,203744675.23,14273.92,0.6,0.77,6160
0,node,Line,DOCS,0.4,0.38,7173.53,174997468.64,13228.66,0.57,0.64,5082
0,node,Line,FEATURE,0.27,0.23,154.18,80089.0,283.0,0.54,0.62,3234
0,node,Line,OTHER,0.93,0.93,208754.05,132989927086.86,364677.84,0.69,0.84,6578
0,node,Line,REFACTOR,0.91,0.91,3216.94,36883355.35,6073.17,0.81,0.88,5148
0,node,Line,RELEASE,0.97,0.97,82.37,16325.74,127.77,0.79,0.92,5434
0,node,Line,SUPPORT,0.9,0.9,1185.42,4043054.13,2010.73,0.67,0.87,5478
0,node,Line,TESTING,0.93,0.93,4847.93,81155135.46,9008.61,0.71,0.87,6050
0,node,Line,UPGRADE,0.91,0.91,76129.5,23133754598.75,152097.85,0.81,0.94,5522
0,node,Module,BUG,0.96,0.96,127.21,53882.4,232.13,0.77,0.9,6160
0,node,Module,DOCS,0.92,0.92,10.36,772.27,27.79,0.86,0.91,5082
0,node,Module,FEATURE,0.91,0.9,1.74,12.38,3.52,0.84,0.89,3234
0,node,Module,OTHER,0.95,0.95,1399.02,6187396.07,2487.45,0.8,0.85,6578
0,node,Module,REFACTOR,0.92,0.92,32.07,4588.86,67.74,0.75,0.95,5148
0,node,Module,RELEASE,0.98,0.98,2.08,11.41,3.38,0.97,0.98,5434
0,node,Module,SUPPORT,0.99,0.99,8.2,191.98,13.86,0.94,0.97,5478
0,node,Module,TESTING,0.98,0.98,182.85,79162.74,281.36,0.8,0.87,6050
0,node,Module,UPGRADE,0.96,0.96,736.25,1467173.27,1211.27,0.84,0.9,5522
0,nova,Line,BUG,0.22,0.19,39921.84,9058679485.64,95177.1,0.43,0.59,4488
0,nova,Line,DOCS,0.49,0.46,4958.2,75021412.28,8661.49,0.37,0.54,3058
0,nova,Line,FEATURE,0.18,0.1,580.92,1425556.72,1193.97,0.46,0.54,2068
0,nova,Line,OTHER,0.42,0.4,544151.79,2018554718634.44,1420758.5,0.19,0.27,4554
0,nova,Line,REFACTOR,0.45,0.41,2888.78,35042701.18,5919.69,0.48,0.79,2904
0,nova,Line,RELEASE,0.74,0.72,1632.8,15203471.71,3899.16,0.33,0.56,3168
0,nova,Line,SUPPORT,-0.68,-0.77,9126.23,506463160.84,22504.74,0.26,0.51,3388
0,nova,Line,TESTING,0.81,0.8,8721.96,278842685.79,16698.58,0.48,0.67,4180
0,nova,Line,UPGRADE,0.78,0.76,1410.94,6782377.01,2604.3,0.32,0.56,2156
0,nova,Module,BUG,0.9,0.89,208.81,243065.9,493.02,0.67,0.8,4488
0,nova,Module,DOCS,0.96,0.96,25.64,2126.65,46.12,0.74,0.86,3058
0,nova,Module,FEATURE,0.76,0.72,9.59,255.33,15.98,0.54,0.67,2068
0,nova,Module,OTHER,0.49,0.46,2637.43,208228646.86,14430.13,0.71,0.83,4554
0,nova,Module,REFACTOR,0.13,0.04,81.34,57580.65,239.96,0.42,0.79,2904
0,nova,Module,RELEASE,0.44,0.39,12.71,2012.56,44.86,0.61,0.83,3168
0,nova,Module,SUPPORT,-2.2,-2.47,338.67,722093.96,849.76,0.38,0.64,3388
0,nova,Module,TESTING,0.81,0.8,209.0,225373.81,474.74,0.5,0.73,4180
0,nova,Module,UPGRADE,0.75,0.71,23.4,2417.12,49.16,0.4,0.68,2156
0,office-js,Line,BUG,0.89,0.82,1.48,7.09,2.66,1.0,1.0,462
0,office-js,Module,BUG,0.97,0.92,0.21,0.12,0.35,1.0,1.0,462
0,orleans,Line,BUG,0.96,0.96,345.48,324172.44,569.36,0.48,0.67,1782
0,orleans,Line,DOCS,0.12,-0.76,140.9,26845.4,163.85,0.0,0.6,440
0,orleans,Line,FEATURE,0.21,-0.58,667.03,858917.18,926.78,0.2,0.2,396
0,orleans,Line,OTHER,-3.07,-3.48,22286.4,2246615080.8,47398.47,0.22,0.39,1980
0,orleans,Line,REFACTOR,-0.01,-2.03,712.1,591804.12,769.29,0.0,0.25,330
0,orleans,Line,RELEASE,0.84,0.76,11.02,298.92,17.29,0.57,0.57,572
0,orleans,Line,SUPPORT,0.88,0.86,584.49,1075343.04,1036.99,0.62,0.69,1100
0,orleans,Line,TESTING,0.7,0.66,1350.68,4941858.05,2223.03,0.35,0.35,1430
0,orleans,Line,UPGRADE,0.64,0.28,171.16,69826.88,264.25,0.6,1.0,440
0,orleans,Module,BUG,0.98,0.98,23.04,1166.51,34.15,0.57,0.81,1782
0,orleans,Module,DOCS,0.26,-1.96,5.44,39.82,6.31,0.6,0.8,440
0,orleans,Module,FEATURE,-6.41,-28.64,48.13,3522.06,59.35,0.4,0.8,396
0,orleans,Module,OTHER,-2.05,-2.53,847.74,3314878.73,1820.68,0.17,0.48,1980
0,orleans,Module,REFACTOR,0.83,0.83,12.43,173.29,13.16,0.75,0.75,330
0,orleans,Module,RELEASE,-1.01,-3.02,0.34,0.25,0.5,0.57,0.71,572
0,orleans,Module,SUPPORT,0.97,0.96,10.81,265.94,16.31,0.77,0.92,1100
0,orleans,Module,TESTING,0.78,0.73,74.63,18825.73,137.21,0.53,0.82,1430
0,orleans,Module,UPGRADE,0.59,-0.64,33.49,2608.0,51.07,0.2,0.8,440
0,react,Line,BUG,-7.92,-8.73,96462.18,51786524921.01,227566.53,0.48,0.48,2156
0,react,Line,DOCS,-6.35,-7.4,57563.65,35953822561.03,189614.93,0.82,0.82,1452
0,react,Line,FEATURE,0.23,-0.28,32066.74,5207998624.78,72166.46,0.67,0.67,484
0,react,Line,OTHER,0.75,0.73,44645.12,6614836282.92,81331.64,0.5,0.57,2442
0,react,Line,REFACTOR,-0.07,-0.6,12611.75,566452740.41,23800.27,0.43,0.57,550
0,react,Line,RELEASE,-0.01,-0.17,10052.57,562624204.19,23719.7,0.38,0.56,1342
0,react,Line,SUPPORT,0.59,0.5,11702.16,613815495.06,24775.3,0.5,0.75,1034
0,react,Line,TESTING,0.14,0.01,93329.52,71814166873.75,267981.65,0.62,0.62,1408
0,react,Line,UPGRADE,0.71,0.61,1137.43,4647706.32,2155.85,0.78,0.89,748
0,react,Module,BUG,-4.74,-5.56,388.68,1404978.91,1185.32,0.52,0.64,2156
0,react,Module,DOCS,-5.19,-6.62,625.59,4858624.44,2204.23,0.76,0.76,1452
0,react,Module,FEATURE,0.01,-1.48,595.08,1421698.44,1192.35,0.5,0.67,484
0,react,Module,OTHER,0.66,0.62,1182.14,6475789.19,2544.76,0.5,0.54,2442
0,react,Module,REFACTOR,0.38,-0.24,118.21,31268.76,176.83,0.57,0.57,550
0,react,Module,RELEASE,-0.09,-0.36,244.62,699604.36,836.42,0.69,0.81,1342
0,react,Module,SUPPORT,0.79,0.71,111.86,38347.33,195.82,0.42,0.58,1034
0,react,Module,TESTING,0.36,0.2,1216.96,13254097.44,3640.62,0.56,0.69,1408
0,react,Module,UPGRADE,-0.25,-1.0,60.96,18444.03,135.81,0.78,0.89,748
0,roslyn,Line,BUG,0.66,0.6,22076.17,1320343579.46,36336.53,0.36,0.43,1210
0,roslyn,Line,DOCS,0.12,-0.32,1329.77,4371625.81,2090.84,0.57,0.57,616
0,roslyn,Line,FEATURE,-5.15,-7.2,51046.6,5110566342.26,71488.23,0.11,0.33,726
0,roslyn,Line,OTHER,-0.49,-0.72,190272.28,96258173014.1,310255.01,0.38,0.44,1342
0,roslyn,Line,REFACTOR,0.05,-0.27,33301.59,4845181957.93,69607.34,0.56,0.56,770
0,roslyn,Line,RELEASE,-33.3,-47.02,397.77,284274.85,533.17,0.25,0.38,638
0,roslyn,Line,SUPPORT,-6.21,-8.01,229493.65,135468558574.12,368060.54,0.27,0.27,902
0,roslyn,Line,TESTING,-11.38,-14.13,157315.71,84407591526.2,290529.85,0.25,0.5,990
0,roslyn,Line,UPGRADE,0.01,-0.39,1719.07,5868380.44,2422.47,0.5,0.5,660
0,roslyn,Module,BUG,0.48,0.32,909.4,2145499.08,1464.75,0.29,0.5,1210
0,roslyn,Module,DOCS,-0.13,-1.26,871.65,4235738.45,2058.09,0.29,0.43,616
0,roslyn,Module,FEATURE,-0.21,-0.94,1146.22,3001314.53,1732.43,0.33,0.44,726
0,roslyn,Module,OTHER,-0.0,-0.25,3252.83,23000476.03,4795.88,0.38,0.56,1342
0,roslyn,Module,REFACTOR,-0.18,-0.89,661.68,1015924.6,1007.93,0.56,0.67,770
0,roslyn,Module,RELEASE,0.05,-0.66,9.78,176.3,13.28,0.62,0.88,638
0,roslyn,Module,SUPPORT,0.35,0.07,1015.52,1994868.31,1412.4,0.45,0.55,902
0,roslyn,Module,TESTING,0.36,0.12,812.87,1214292.26,1101.95,0.17,0.5,990
0,roslyn,Module,UPGRADE,0.0,-0.75,73.45,9529.59,97.62,0.62,0.75,660
0,tensorflow,Line,BUG,0.05,-0.06,25807.46,11825914937.32,108747.02,0.43,0.57,1848
0,tensorflow,Line,DOCS,-18.11,-22.36,13465.99,1366996583.13,36972.92,0.25,0.42,1034
0,tensorflow,Line,FEATURE,-4.72,-6.63,9152.76,101405514.76,10070.03,0.0,0.0,770
0,tensorflow,Line,OTHER,0.58,0.54,199800.51,168162914201.82,410076.72,0.26,0.39,1980
0,tensorflow,Line,REFACTOR,0.45,0.27,5148.14,51139927.14,7151.22,0.44,0.56,770
0,tensorflow,Line,RELEASE,-0.05,-0.2,17982.16,887001214.93,29782.57,0.12,0.24,1430
0,tensorflow,Line,SUPPORT,0.85,0.81,8937.41,377135031.05,19419.96,0.64,0.91,924
0,tensorflow,Line,TESTING,-3.31,-4.03,12809.27,997271275.65,31579.6,0.4,0.53,1298
0,tensorflow,Line,UPGRADE,0.82,0.79,1066.06,2678429.58,1636.59,0.36,0.43,1166
0,tensorflow,Module,BUG,0.79,0.75,256.73,275885.84,525.25,0.62,0.71,1848
0,tensorflow,Module,DOCS,-0.65,-1.27,436.35,391483.49,625.69,0.17,0.33,1034
0,tensorflow,Module,FEATURE,-1.37,-2.79,68.28,6110.45,78.17,0.22,0.33,770
0,tensorflow,Module,OTHER,0.46,0.37,4724.51,86534380.09,9302.39,0.3,0.61,1980
0,tensorflow,Module,REFACTOR,-0.58,-1.53,157.92,35391.4,188.13,0.11,0.22,770
0,tensorflow,Module,RELEASE,-0.93,-1.38,45.67,4788.2,69.2,0.41,0.65,1430
0,tensorflow,Module,SUPPORT,0.78,0.69,191.13,248382.11,498.38,0.64,0.82,924
0,tensorflow,Module,TESTING,0.44,0.29,138.73,67709.15,260.21,0.67,0.67,1298
0,tensorflow,Module,UPGRADE,0.39,0.21,13.65,351.06,18.74,0.5,0.86,1166
0,vue,Line,BUG,0.94,0.94,105.91,53636.44,231.6,1.0,1.0,2596
0,vue,Line,DOCS,0.81,0.81,45.81,4270.03,65.35,0.67,0.67,242
0,vue,Line,FEATURE,0.59,0.32,359.61,618442.46,786.41,0.17,0.67,528
0,vue,Line,OTHER,0.63,0.61,7550.3,148249914.38,12175.79,0.33,0.36,2838
0,vue,Line,REFACTOR,-3.21,-4.26,166.73,86179.27,293.56,0.18,0.36,924
0,vue,Line,RELEASE,0.79,0.77,302.09,471553.84,686.7,0.11,0.21,2442
0,vue,Line,SUPPORT,0.9,0.88,98.02,17866.92,133.67,0.36,0.45,902
0,vue,Line,TESTING,0.97,0.96,415.71,546856.74,739.5,0.47,0.8,1254
0,vue,Line,UPGRADE,-14926.38,14928.38,699.63,955352.03,977.42,0.0,0.5,176
0,vue,Module,BUG,0.96,0.96,6.11,234.47,15.31,1.0,1.0,2596
0,vue,Module,DOCS,0.96,1.08,0.57,0.36,0.6,1.0,1.0,242
0,vue,Module,FEATURE,0.61,0.02,15.73,856.32,29.26,0.33,0.33,528
0,vue,Module,OTHER,0.95,0.94,15.19,997.7,31.59,0.79,0.91,2838
0,vue,Module,REFACTOR,0.83,0.76,2.79,11.98,3.46,0.18,0.82,924
0,vue,Module,RELEASE,0.98,0.98,0.81,2.17,1.47,0.75,0.86,2442
0,vue,Module,SUPPORT,0.96,0.94,3.51,29.47,5.43,0.55,0.73,902
0,vue,Module,TESTING,0.97,0.96,10.78,419.8,20.49,0.6,0.73,1254
0,vue,Module,UPGRADE,-1.98,2.49,3.96,18.66,4.32,0.0,1.0,176
