Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
tensorflow,Line,BUG,1.0,1.0,15352.3,2505104513.81,50051.02,0.14,0.34,106,0,0.204
tensorflow,Module,BUG,1.0,1.0,353.36,689392.04,830.3,0.22,0.4,106,0,0.204
orleans,Line,BUG,1.0,1.0,905.32,5520086.18,2349.49,0.36,0.52,114,0,0.353
orleans,Module,BUG,1.0,1.0,75.56,40335.86,200.84,0.41,0.51,114,0,0.353
neutron,Line,BUG,1.0,1.0,23285.75,5218702951.74,72240.59,0.42,0.59,203,0,0.352
neutron,Module,BUG,1.0,1.0,86.17,25163.06,158.63,0.47,0.71,203,0,0.352
roslyn,Line,BUG,1.0,1.0,24849.63,3359167839.43,57958.33,0.57,0.66,102,0,0.352
roslyn,Module,BUG,1.0,1.0,617.75,2854010.2,1689.38,0.6,0.7,102,0,0.352
cli,Line,BUG,1.0,1.0,4600.81,444829278.31,21090.98,0.24,0.33,109,0,0.401
cli,Module,BUG,1.0,1.0,30.39,2888.83,53.75,0.29,0.48,109,0,0.401
vue,Line,BUG,1.0,1.0,422.05,2063203.38,1436.39,0.35,0.51,248,0,0.452
vue,Module,BUG,1.0,1.0,13.85,2968.72,54.49,0.5,0.69,248,0,0.452
moby,Line,BUG,1.0,1.0,1050.39,6947832.43,2635.87,0.42,0.51,319,0,0.476
moby,Module,BUG,1.0,1.0,51.96,23281.3,152.58,0.45,0.64,319,0,0.476
ansible,Line,BUG,1.0,1.0,35897.22,13787107618.78,117418.51,0.49,0.57,303,0,0.219
ansible,Module,BUG,1.0,1.0,1918.66,40735630.72,6382.45,0.58,0.71,303,0,0.219
angular,Line,BUG,1.0,1.0,11043.27,616181554.28,24823.0,0.25,0.45,411,0,0.253
angular,Module,BUG,1.0,1.0,520.52,1441857.4,1200.77,0.31,0.54,411,0,0.253
home-assistant,Line,BUG,1.0,1.0,2954.78,153855315.01,12403.84,0.32,0.43,560,0,0.441
home-assistant,Module,BUG,1.0,1.0,123.64,608718.4,780.2,0.45,0.6,560,0,0.441
node,Line,BUG,1.0,1.0,6735.4,271384551.2,16473.75,0.33,0.49,596,0,0.307
node,Module,BUG,1.0,1.0,143.33,91021.83,301.7,0.5,0.75,596,0,0.307
gitlabhq,Line,BUG,1.0,1.0,4936.2,420259609.03,20500.23,0.4,0.55,1154,0,0.3
gitlabhq,Module,BUG,1.0,1.0,91.26,258562.71,508.49,0.53,0.72,1154,0,0.3
tensorflow,Line,DOCS,1.0,1.0,9329.55,1004400565.4,31692.28,0.53,0.58,106,0,0.397
tensorflow,Module,DOCS,1.0,1.0,256.93,1911061.12,1382.41,0.58,0.63,106,0,0.397
orleans,Line,DOCS,1.0,1.0,32.89,9658.5,98.28,0.82,0.83,114,0,0.615
orleans,Module,DOCS,1.0,1.0,1.37,18.42,4.29,0.83,0.85,114,0,0.615
roslyn,Line,DOCS,1.0,1.0,1074.6,32154478.4,5670.49,0.72,0.78,102,0,0.515
roslyn,Module,DOCS,1.0,1.0,18.59,4030.0,63.48,0.7,0.75,102,0,0.515
cli,Line,DOCS,1.0,1.0,44.42,15235.69,123.43,0.8,0.83,109,0,0.615
