Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
Odin,Module,DOCS,0.89,0.87,0.22,1.43,1.19,0.0,0.5,35
mesos,Line,DOCS,1.0,1.0,99.78,155819.34,394.74,0.78,0.96,257
mesos,Module,DOCS,0.98,0.98,8.05,774.64,27.83,0.33,0.56,257
elasticsearch,Line,DOCS,1.0,1.0,23601.94,7367976660.38,85836.92,0.88,0.94,270
elasticsearch,Module,DOCS,1.0,1.0,744.49,6770541.0,2602.03,0.51,0.63,270
nixpkgs,Line,DOCS,0.92,0.92,654.15,15671057.2,3958.67,0.5,0.62,93
nixpkgs,Module,DOCS,0.95,0.95,13.86,2457.23,49.57,0.33,0.57,93
react,Line,DOCS,0.94,0.94,43789.28,105004675031.48,324044.25,0.7,0.87,130
react,Module,DOCS,0.94,0.94,550.61,17443859.35,4176.58,0.32,0.49,130
linux,Line,DOCS,0.97,0.97,256.04,12587043.75,3547.82,0.97,0.99,640
linux,Module,DOCS,0.96,0.96,8.77,2382.95,48.82,0.43,0.66,640
brew,Line,REFACTOR,0.85,0.84,245.56,3894605.3,1973.48,0.8,0.83,152
brew,Module,REFACTOR,0.84,0.83,13.56,10065.22,100.33,0.18,0.36,152
cinder,Line,REFACTOR,1.0,1.0,399.63,1249758.43,1117.93,0.83,0.95,181
cinder,Module,REFACTOR,1.0,1.0,4.98,156.33,12.5,0.57,0.82,181
Odin,Line,REFACTOR,0.89,0.87,68.97,113440.85,336.81,0.0,0.0,35
Odin,Module,REFACTOR,0.91,0.89,0.51,3.91,1.98,0.0,0.0,35
mesos,Line,REFACTOR,1.0,1.0,95.04,165796.34,407.18,0.93,0.99,257
mesos,Module,REFACTOR,0.99,0.99,3.74,125.39,11.2,0.54,0.7,257
elasticsearch,Line,REFACTOR,1.0,1.0,19567.63,5549976757.61,74498.17,0.79,0.84,270
elasticsearch,Module,REFACTOR,1.0,1.0,533.04,3941416.37,1985.3,0.55,0.73,270
nixpkgs,Line,REFACTOR,0.97,0.97,631.43,7386251.76,2717.77,0.49,0.65,93
nixpkgs,Module,REFACTOR,0.93,0.93,48.17,28212.95,167.97,0.14,0.3,93
react,Line,REFACTOR,0.94,0.94,4243.09,782286950.39,27969.39,0.46,0.56,130
react,Module,REFACTOR,0.93,0.93,70.51,163583.34,404.45,0.26,0.5,130
linux,Line,REFACTOR,1.0,1.0,34.17,58359.23,241.58,0.96,0.99,640
linux,Module,REFACTOR,0.99,0.99,2.65,104.06,10.2,0.5,0.74,640
brew,Line,TESTING,0.98,0.98,203.66,1798369.1,1341.03,0.91,0.96,152
brew,Module,TESTING,0.95,0.95,18.14,3120.46,55.86,0.31,0.54,152
cinder,Line,TESTING,1.0,1.0,172.01,231860.8,481.52,0.95,0.99,181
cinder,Module,TESTING,0.96,0.96,67.05,31930.84,178.69,0.44,0.61,181
Odin,Line,TESTING,0.98,0.98,27.04,7292.42,85.4,0.23,0.38,35
Odin,Module,TESTING,0.91,0.89,1.03,9.32,3.05,0.08,0.23,35
nixpkgs,Line,TESTING,0.87,0.86,14910.48,15609224100.66,124936.88,0.67,0.82,93
nixpkgs,Module,TESTING,0.92,0.92,116.02,114101.68,337.79,0.38,0.62,93
mesos,Line,TESTING,1.0,1.0,508.49,3300041.83,1816.6,0.91,0.97,257
mesos,Module,TESTING,1.0,1.0,8.81,623.96,24.98,0.59,0.83,257
elasticsearch,Line,TESTING,1.0,1.0,53060.76,23438881700.96,153097.62,0.88,0.98,270
elasticsearch,Module,TESTING,1.0,1.0,1852.5,38763991.52,6226.07,0.54,0.75,270
react,Line,TESTING,0.92,0.92,28202.91,52265628756.24,228616.77,0.74,0.86,130
react,Module,TESTING,0.96,0.96,640.51,11073916.28,3327.75,0.21,0.4,130
linux,Line,TESTING,1.0,1.0,169.28,2715820.33,1647.97,0.97,0.98,640
linux,Module,TESTING,1.0,1.0,6.0,468.75,21.65,0.51,0.75,640
brew,Line,FEATURE,0.96,0.96,3.85,925.26,30.42,0.07,0.33,152
brew,Module,FEATURE,0.89,0.89,0.11,0.5,0.71,0.2,0.33,152
Odin,Line,FEATURE,0.89,0.87,28.1,18771.8,137.01,0.0,0.0,35
Odin,Module,FEATURE,0.92,0.91,0.37,3.88,1.97,0.25,0.25,35
cinder,Line,FEATURE,1.0,1.0,67.17,47478.27,217.9,0.76,0.9,181
cinder,Module,FEATURE,0.99,0.99,1.96,32.96,5.74,0.46,0.77,181
mesos,Line,FEATURE,1.0,1.0,0.82,10.39,3.22,0.85,0.92,257
mesos,Module,FEATURE,1.0,1.0,0.06,0.09,0.31,0.82,1.0,257
elasticsearch,Line,FEATURE,1.0,1.0,30598.82,12341451102.38,111092.08,0.67,0.8,270
elasticsearch,Module,FEATURE,1.0,1.0,421.49,1691340.23,1300.52,0.59,0.67,270
nixpkgs,Line,FEATURE,0.91,0.9,5250.64,2437108978.2,49367.08,0.65,0.78,93
nixpkgs,Module,FEATURE,0.96,0.96,2.48,58.79,7.67,0.28,0.44,93
react,Line,FEATURE,0.94,0.94,5659.14,1663762439.19,40789.24,0.53,0.63,130
react,Module,FEATURE,0.92,0.92,109.28,408772.59,639.35,0.09,0.3,130
linux,Line,FEATURE,0.98,0.98,41.33,238781.96,488.65,0.97,0.98,640
linux,Module,FEATURE,0.99,0.99,2.55,81.34,9.02,0.53,0.79,640
brew,Line,UPGRADE,0.97,0.97,50.25,78384.47,279.97,0.89,0.93,152
brew,Module,UPGRADE,0.93,0.93,10.65,2327.43,48.24,0.29,0.56,152
cinder,Line,UPGRADE,1.0,1.0,14.1,1757.46,41.92,0.91,0.96,181
cinder,Module,UPGRADE,0.99,0.99,2.43,38.57,6.21,0.47,0.77,181
mesos,Line,UPGRADE,0.87,0.87,1149.94,278700793.94,16694.33,0.75,0.87,257
mesos,Module,UPGRADE,0.86,0.86,3.84,1076.31,32.81,0.42,0.7,257
elasticsearch,Line,UPGRADE,1.0,1.0,15400.29,3936675887.01,62742.93,0.88,0.92,270
elasticsearch,Module,UPGRADE,1.0,1.0,1367.29,13784479.79,3712.75,0.41,0.61,270
nixpkgs,Line,UPGRADE,0.97,0.97,324.58,2302116.32,1517.27,0.75,0.86,93
nixpkgs,Module,UPGRADE,0.88,0.87,33.58,17976.17,134.08,0.45,0.76,93
react,Line,UPGRADE,0.99,0.99,619.7,9610549.07,3100.09,0.33,0.65,130
react,Module,UPGRADE,0.96,0.96,45.86,40694.21,201.73,0.26,0.44,130
linux,Line,UPGRADE,0.93,0.93,24.79,106800.78,326.8,0.94,0.97,640
linux,Module,UPGRADE,0.96,0.96,0.79,12.74,3.57,0.5,0.73,640
cf-deployment,Line,BUG,0.96,0.96,11.63,9743.87,98.71,0.92,0.95,192
cf-deployment,Module,BUG,0.94,0.94,2.25,76.8,8.76,0.43,0.63,192
brew,Line,RELEASE,0.97,0.97,1.03,78.01,8.83,0.7,0.85,152
brew,Module,RELEASE,0.96,0.96,0.17,0.62,0.78,0.25,0.65,152
cinder,Line,RELEASE,1.0,1.0,28.95,17138.97,130.92,0.85,0.89,181
cinder,Module,RELEASE,0.99,0.99,3.46,89.46,9.46,0.44,0.73,181
elasticsearch,Line,RELEASE,1.0,1.0,1517.38,55840454.61,7472.65,0.95,0.97,270
elasticsearch,Module,RELEASE,0.99,0.99,235.16,482013.46,694.27,0.61,0.76,270
mesos,Line,RELEASE,1.0,1.0,15.22,4509.45,67.15,0.85,0.94,257
mesos,Module,RELEASE,1.0,1.0,0.78,5.17,2.27,0.67,0.92,257
nixpkgs,Line,RELEASE,0.93,0.93,277.75,3665395.96,1914.52,0.71,0.82,93
nixpkgs,Module,RELEASE,0.97,0.97,13.37,1190.18,34.5,0.34,0.61,93
react,Line,RELEASE,0.96,0.96,3589.88,597545787.28,24444.75,0.77,0.91,130
react,Module,RELEASE,0.95,0.95,139.5,805830.74,897.68,0.37,0.47,130
linux,Line,RELEASE,0.89,0.89,235.11,17844630.13,4224.29,0.98,0.99,640
linux,Module,RELEASE,0.92,0.92,3.14,382.86,19.57,0.56,0.79,640
cf-deployment,Line,DOCS,0.97,0.97,7.5,3525.3,59.37,0.24,0.35,192
cf-deployment,Module,DOCS,0.87,0.87,0.32,4.61,2.15,0.29,0.47,192
brew,Line,SUPPORT,0.87,0.87,126.34,1854570.04,1361.83,0.86,0.94,152
brew,Module,SUPPORT,0.89,0.89,6.09,546.33,23.37,0.32,0.45,152
cinder,Line,SUPPORT,1.0,1.0,470.9,2761241.24,1661.7,0.91,0.95,181
cinder,Module,SUPPORT,1.0,1.0,21.27,1716.63,41.43,0.67,0.8,181
elasticsearch,Line,SUPPORT,1.0,1.0,63761.05,46362428906.14,215319.36,0.87,0.93,270
elasticsearch,Module,SUPPORT,1.0,1.0,1508.62,23508678.71,4848.57,0.65,0.8,270
nixpkgs,Line,SUPPORT,0.99,0.99,766.8,8157759.16,2856.18,0.71,0.86,93
nixpkgs,Module,SUPPORT,0.96,0.96,43.88,20961.45,144.78,0.4,0.68,93
mesos,Line,SUPPORT,1.0,1.0,114.76,329906.3,574.37,0.92,0.99,257
mesos,Module,SUPPORT,1.0,1.0,5.55,205.22,14.33,0.47,0.8,257
react,Line,SUPPORT,0.97,0.97,6110.61,884876669.47,29746.88,0.58,0.77,130
react,Module,SUPPORT,0.97,0.97,89.97,202192.38,449.66,0.36,0.61,130
cf-deployment,Line,REFACTOR,0.96,0.96,3.88,1073.54,32.76,0.17,0.67,192
cf-deployment,Module,REFACTOR,0.9,0.9,0.18,2.19,1.48,0.0,0.17,192
linux,Line,SUPPORT,1.0,1.0,694.96,41743648.74,6460.93,0.92,0.94,640
linux,Module,SUPPORT,1.0,1.0,18.55,4346.3,65.93,0.51,0.76,640
brew,Line,OTHER,0.96,0.96,835.1,31358072.58,5599.83,0.92,0.96,152
brew,Module,OTHER,0.95,0.95,149.22,147270.7,383.76,0.29,0.51,152
cinder,Line,OTHER,1.0,1.0,9989.37,1520511626.03,38993.74,0.91,0.93,181
cinder,Module,OTHER,1.0,1.0,204.23,158392.13,397.99,0.75,0.88,181
elasticsearch,Line,OTHER,1.0,1.0,401157.56,1970040568992.54,1403581.34,0.9,0.96,270
elasticsearch,Module,OTHER,1.0,1.0,17590.19,2973186664.13,54526.94,0.62,0.83,270
nixpkgs,Line,OTHER,0.99,0.99,41608.22,15134414276.58,123022.01,0.69,0.78,93
nixpkgs,Module,OTHER,0.97,0.97,1924.35,34336270.87,5859.72,0.25,0.57,93
mesos,Line,OTHER,0.99,0.99,1459.55,70802124.47,8414.4,0.99,1.0,257
mesos,Module,OTHER,1.0,1.0,93.62,58139.1,241.12,0.53,0.81,257
react,Line,OTHER,0.95,0.95,237461.61,1815825403045.46,1347525.66,0.78,0.85,130
react,Module,OTHER,0.94,0.94,6953.63,1295993589.15,35999.91,0.22,0.47,130
cf-deployment,Line,TESTING,0.87,0.87,96.31,1003445.79,1001.72,0.89,0.95,192
cf-deployment,Module,TESTING,0.92,0.92,2.4,61.86,7.87,0.38,0.62,192
linux,Line,OTHER,1.0,1.0,2247.4,109877943.71,10482.27,0.98,0.99,640
linux,Module,OTHER,1.0,1.0,273.16,767337.23,875.98,0.77,0.92,640
cf-deployment,Line,FEATURE,0.93,0.93,0.23,4.0,2.0,0.0,0.0,192
cf-deployment,Module,FEATURE,0.91,0.91,0.03,0.07,0.26,0.0,0.0,192
office-js,Line,BUG,0.89,0.89,5168.37,4124384613.81,64221.37,0.76,0.76,307
office-js,Module,BUG,0.94,0.94,1.89,387.44,19.68,0.71,0.76,307
d3,Line,BUG,0.95,0.95,33.02,101914.69,319.24,0.92,0.96,262
d3,Module,BUG,0.96,0.96,3.93,300.89,17.35,0.36,0.64,262
socket.io,Line,BUG,0.98,0.98,135.51,530004.87,728.01,0.82,0.9,127
socket.io,Module,BUG,0.95,0.95,12.35,3116.46,55.83,0.53,0.78,127
webpack,Line,BUG,0.99,0.99,1330.95,237678460.91,15416.82,0.97,0.97,424
webpack,Module,BUG,0.98,0.98,18.3,5513.94,74.26,0.4,0.65,424
jekyll,Line,BUG,0.91,0.91,178.01,1811276.75,1345.84,0.9,0.96,138
jekyll,Module,BUG,0.97,0.97,20.32,3833.46,61.91,0.36,0.6,138
requests,Line,BUG,1.0,1.0,4.49,565.78,23.79,0.98,1.0,137
requests,Module,BUG,0.98,0.98,2.11,14.1,3.75,0.57,0.73,137
lodash,Line,BUG,1.0,1.0,305.97,9461423.08,3075.94,0.66,0.8,414
lodash,Module,BUG,1.0,1.0,2.47,169.67,13.03,0.45,0.61,414
cf-deployment,Line,UPGRADE,0.99,0.99,0.95,19.55,4.42,0.14,0.23,192
cf-deployment,Module,UPGRADE,0.98,0.98,0.03,0.03,0.18,0.58,0.75,192
d3,Line,DOCS,0.82,0.82,0.02,0.06,0.25,0.0,0.0,262
d3,Module,DOCS,0.82,0.82,0.0,0.0,0.06,0.0,0.0,262
socket.io,Line,DOCS,0.97,0.97,3691.69,781310099.53,27951.92,0.1,0.16,127
socket.io,Module,DOCS,0.97,0.97,55.71,163439.37,404.28,0.33,0.67,127
webpack,Line,DOCS,1.0,1.0,23.86,38704.24,196.73,0.52,0.65,424
webpack,Module,DOCS,0.97,0.97,0.91,28.37,5.33,0.3,0.42,424
jekyll,Line,DOCS,0.98,0.98,481.49,5110419.74,2260.62,0.71,0.84,138
jekyll,Module,DOCS,0.98,0.98,27.45,9727.84,98.63,0.38,0.64,138
requests,Line,DOCS,0.92,0.92,14.13,14458.86,120.24,0.9,0.93,137
requests,Module,DOCS,0.94,0.94,1.46,14.72,3.84,0.36,0.63,137
json-server,Line,BUG,0.97,0.97,345.7,4627120.42,2151.07,0.69,0.78,121
json-server,Module,BUG,0.89,0.89,10.22,3692.27,60.76,0.32,0.51,121
lodash,Line,DOCS,1.0,1.0,274.07,1824661.44,1350.8,0.75,0.82,414
lodash,Module,DOCS,1.0,1.0,3.14,138.11,11.75,0.44,0.59,414
cf-deployment,Line,RELEASE,0.96,0.96,190.36,1941337.08,1393.32,0.85,0.92,192
cf-deployment,Module,RELEASE,0.98,0.98,2.71,68.24,8.26,0.51,0.73,192
d3,Line,REFACTOR,0.88,0.88,132.04,3468264.98,1862.33,0.14,0.14,262
d3,Module,REFACTOR,0.88,0.88,1.5,470.9,21.7,0.43,0.43,262
socket.io,Line,REFACTOR,0.99,0.99,4.66,543.04,23.3,0.24,0.29,127
socket.io,Module,REFACTOR,0.92,0.92,0.21,1.09,1.05,0.22,0.56,127
webpack,Line,REFACTOR,0.99,0.99,253.26,2613559.48,1616.65,0.76,0.94,424
webpack,Module,REFACTOR,0.94,0.94,27.61,38801.04,196.98,0.28,0.47,424
jekyll,Line,REFACTOR,0.96,0.96,7.55,2450.78,49.51,0.62,0.69,138
jekyll,Module,REFACTOR,0.96,0.96,0.41,2.58,1.61,0.48,0.62,138
requests,Line,REFACTOR,0.88,0.88,9.44,9917.77,99.59,0.09,0.32,137
requests,Module,REFACTOR,0.94,0.94,0.13,0.34,0.58,0.17,0.17,137
json-server,Line,DOCS,0.85,0.84,0.11,0.83,0.91,0.0,0.0,121
json-server,Module,DOCS,0.85,0.84,0.02,0.04,0.2,0.0,0.0,121
lodash,Line,REFACTOR,1.0,1.0,1.38,247.87,15.74,0.58,0.67,414
lodash,Module,REFACTOR,1.0,1.0,0.03,0.07,0.26,0.75,0.75,414
cf-deployment,Line,SUPPORT,0.98,0.98,8.75,3994.94,63.21,0.69,0.88,192
cf-deployment,Module,SUPPORT,0.93,0.93,3.11,567.0,23.81,0.38,0.66,192
d3,Line,TESTING,0.88,0.88,195.3,9207061.83,3034.31,0.82,0.94,262
d3,Module,TESTING,0.92,0.92,3.6,573.87,23.96,0.37,0.58,262
socket.io,Line,TESTING,0.96,0.96,2257.77,223905511.38,14963.47,0.72,0.89,127
socket.io,Module,TESTING,0.99,0.99,1.83,36.94,6.08,0.33,0.61,127
webpack,Line,TESTING,0.99,0.99,132.33,1012503.26,1006.23,0.93,0.95,424
webpack,Module,TESTING,0.99,0.99,11.24,1641.49,40.52,0.34,0.58,424
jekyll,Line,TESTING,0.98,0.98,34.53,30185.69,173.74,0.85,0.9,138
jekyll,Module,TESTING,0.96,0.96,11.53,1536.18,39.19,0.42,0.69,138
requests,Line,TESTING,0.92,0.92,64.96,288375.65,537.01,0.94,0.95,137
requests,Module,TESTING,0.96,0.96,1.15,16.24,4.03,0.68,0.84,137
json-server,Line,REFACTOR,0.98,0.98,5.25,1531.61,39.14,0.67,0.75,121
json-server,Module,REFACTOR,0.97,0.97,0.29,1.94,1.39,0.42,0.58,121
lodash,Line,TESTING,1.0,1.0,195.48,2252990.37,1501.0,0.73,0.79,414
lodash,Module,TESTING,1.0,1.0,4.98,1139.82,33.76,0.28,0.62,414
cf-deployment,Line,OTHER,0.98,0.98,332.65,5121687.09,2263.11,0.93,0.94,192
cf-deployment,Module,OTHER,0.96,0.96,17.47,1383.96,37.2,0.33,0.52,192
d3,Line,FEATURE,0.84,0.84,0.24,9.66,3.11,0.0,0.0,262
d3,Module,FEATURE,0.84,0.84,0.02,0.07,0.26,0.0,0.0,262
socket.io,Line,FEATURE,0.9,0.9,298.87,7123485.6,2668.99,0.0,0.0,127
socket.io,Module,FEATURE,0.97,0.97,14.6,9714.88,98.56,0.0,0.2,127
webpack,Line,FEATURE,0.98,0.98,45.57,120661.58,347.36,0.76,0.83,424
webpack,Module,FEATURE,0.89,0.89,11.18,8981.75,94.77,0.37,0.6,424
jekyll,Line,FEATURE,0.95,0.95,88.11,239635.85,489.53,0.62,0.7,138
jekyll,Module,FEATURE,0.94,0.94,10.73,4467.71,66.84,0.27,0.57,138
requests,Line,FEATURE,0.96,0.96,0.37,7.12,2.67,0.18,0.24,137
requests,Module,FEATURE,0.96,0.96,0.03,0.02,0.15,0.23,0.38,137
json-server,Line,TESTING,0.89,0.89,277.55,7500523.16,2738.71,0.67,0.73,121
json-server,Module,TESTING,0.88,0.87,2.99,1011.34,31.8,0.53,0.8,121
lodash,Line,FEATURE,1.0,1.0,2.54,459.65,21.44,0.5,0.56,414
lodash,Module,FEATURE,1.0,1.0,0.06,0.26,0.51,0.56,0.69,414
d3,Line,UPGRADE,0.9,0.9,6.57,9026.25,95.01,0.0,0.2,262
d3,Module,UPGRADE,0.93,0.93,0.08,0.68,0.82,0.0,0.2,262
socket.io,Line,UPGRADE,0.99,0.99,0.03,0.03,0.17,0.6,0.8,127
socket.io,Module,UPGRADE,0.98,0.98,0.02,0.02,0.14,0.2,0.6,127
webpack,Line,UPGRADE,1.0,1.0,19.06,22950.26,151.49,0.68,0.78,424
webpack,Module,UPGRADE,0.97,0.97,1.51,79.82,8.93,0.3,0.44,424
jekyll,Line,UPGRADE,0.97,0.97,38.4,69245.66,263.15,0.8,0.89,138
jekyll,Module,UPGRADE,0.97,0.97,6.13,1566.77,39.58,0.57,0.74,138
requests,Line,UPGRADE,0.97,0.97,15.39,7162.26,84.63,0.42,0.58,137
requests,Module,UPGRADE,0.96,0.96,0.36,2.83,1.68,0.42,0.63,137
pm2,Line,BUG,0.99,0.99,34.05,18989.96,137.8,0.92,0.96,137
pm2,Module,BUG,0.95,0.95,5.46,253.31,15.92,0.49,0.76,137
json-server,Line,FEATURE,0.87,0.86,0.27,9.0,3.0,0.0,0.0,121
json-server,Module,FEATURE,0.87,0.86,0.03,0.13,0.36,0.0,0.0,121
lodash,Line,UPGRADE,1.0,1.0,3.61,668.54,25.86,0.45,0.65,414
lodash,Module,UPGRADE,1.0,1.0,0.07,0.21,0.46,0.6,0.8,414
socket.io,Line,RELEASE,0.99,0.99,63.8,143600.65,378.95,0.81,0.87,127
socket.io,Module,RELEASE,0.99,0.99,10.72,3258.04,57.08,0.63,0.81,127
d3,Line,RELEASE,0.97,0.97,1.77,253.42,15.92,0.06,0.12,262
d3,Module,RELEASE,0.98,0.98,0.07,0.32,0.56,0.1,0.5,262
jekyll,Line,RELEASE,0.99,0.99,33.55,20020.05,141.49,0.93,0.95,138
jekyll,Module,RELEASE,0.97,0.97,5.07,207.52,14.41,0.37,0.66,138
requests,Line,RELEASE,0.97,0.97,0.74,20.71,4.55,0.61,0.81,137
requests,Module,RELEASE,0.98,0.98,0.12,0.16,0.39,0.46,0.79,137
pm2,Line,DOCS,0.98,0.98,7.16,1484.05,38.52,0.33,0.52,137
pm2,Module,DOCS,0.96,0.96,0.16,0.52,0.72,0.4,0.75,137
json-server,Line,UPGRADE,0.9,0.9,269.48,5925028.18,2434.14,0.08,0.08,121
json-server,Module,UPGRADE,0.96,0.96,0.12,0.65,0.8,0.08,0.31,121
lodash,Line,RELEASE,1.0,1.0,1.04,154.46,12.43,0.64,0.64,414
lodash,Module,RELEASE,1.0,1.0,0.03,0.13,0.36,0.73,0.73,414
video.js,Line,BUG,0.97,0.97,1549.83,223867858.11,14962.21,0.93,0.97,398
video.js,Module,BUG,0.99,0.99,96.83,194575.96,441.11,0.41,0.62,398
d3,Line,SUPPORT,0.99,0.99,6.14,1947.5,44.13,0.63,0.81,262
d3,Module,SUPPORT,0.97,0.97,0.47,7.94,2.82,0.33,0.59,262
socket.io,Line,SUPPORT,0.95,0.95,29.69,37946.11,194.8,0.5,0.65,127
socket.io,Module,SUPPORT,0.98,0.98,0.59,3.5,1.87,0.12,0.38,127
jekyll,Line,SUPPORT,0.98,0.98,143.46,973006.69,986.41,0.74,0.85,138
jekyll,Module,SUPPORT,0.98,0.98,8.66,3597.15,59.98,0.46,0.74,138
requests,Line,SUPPORT,0.99,0.99,2.11,133.86,11.57,0.96,1.0,137
requests,Module,SUPPORT,0.98,0.98,0.33,0.69,0.83,0.47,0.89,137
pm2,Line,REFACTOR,0.99,0.99,67.59,107210.22,327.43,0.71,0.94,137
pm2,Module,REFACTOR,0.92,0.92,3.94,357.49,18.91,0.29,0.53,137
lodash,Line,SUPPORT,1.0,1.0,33.86,71132.12,266.71,0.64,0.76,414
lodash,Module,SUPPORT,1.0,1.0,0.75,31.11,5.58,0.33,0.64,414
video.js,Line,DOCS,0.96,0.96,16977.41,50876551548.42,225558.31,0.76,0.91,398
video.js,Module,DOCS,0.96,0.96,40.93,224611.96,473.93,0.33,0.63,398
devise,Line,BUG,0.98,0.98,19.08,8324.09,91.24,0.91,0.92,134
devise,Module,BUG,0.98,0.98,5.83,250.44,15.83,0.49,0.8,134
socket.io,Line,OTHER,0.89,0.89,2276.95,372619664.6,19303.36,0.74,0.8,127
socket.io,Module,OTHER,0.97,0.97,37.29,34544.25,185.86,0.46,0.67,127
d3,Line,OTHER,0.95,0.95,420.86,14912875.31,3861.72,0.94,0.96,262
d3,Module,OTHER,0.96,0.96,17.55,6588.49,81.17,0.5,0.71,262
jekyll,Line,OTHER,0.99,0.99,257.88,1172894.11,1083.0,0.92,0.95,138
jekyll,Module,OTHER,0.99,0.99,121.8,225381.96,474.74,0.48,0.72,138
requests,Line,OTHER,0.97,0.97,510.71,10620492.08,3258.91,0.92,0.96,137
requests,Module,OTHER,0.95,0.95,21.27,2443.91,49.44,0.58,0.8,137
pm2,Line,TESTING,0.96,0.96,60.62,154055.82,392.5,0.86,0.96,137
pm2,Module,TESTING,0.95,0.95,4.14,205.07,14.32,0.47,0.75,137
lodash,Line,OTHER,1.0,1.0,774.51,15546361.62,3942.89,0.97,0.98,414
lodash,Module,OTHER,1.0,1.0,170.24,460230.75,678.4,0.36,0.61,414
video.js,Line,REFACTOR,1.0,1.0,238.95,1690923.46,1300.36,0.36,0.43,398
video.js,Module,REFACTOR,1.0,1.0,5.73,510.96,22.6,0.37,0.43,398
devise,Line,DOCS,0.99,0.99,10.29,2755.86,52.5,0.77,0.84,134
devise,Module,DOCS,0.99,0.99,1.06,13.26,3.64,0.39,0.64,134
pm2,Line,FEATURE,0.99,0.99,11.21,2472.31,49.72,0.77,0.89,137
pm2,Module,FEATURE,0.97,0.97,1.41,14.06,3.75,0.29,0.64,137
webtorrent,Line,BUG,0.99,0.99,26.6,77303.83,278.04,0.83,0.85,306
webtorrent,Module,BUG,0.88,0.88,0.69,14.2,3.77,0.55,0.72,306
jest,Line,BUG,1.0,1.0,233.85,664451.77,815.14,0.96,0.98,180
jest,Module,BUG,0.95,0.95,82.37,65126.01,255.2,0.34,0.54,180
npm,Line,BUG,0.99,0.99,1015.88,126662193.86,11254.43,0.96,0.99,591
npm,Module,BUG,0.99,0.99,20.67,16371.6,127.95,0.52,0.73,591
video.js,Line,TESTING,1.0,1.0,274.68,4133668.36,2033.14,0.64,0.72,398
video.js,Module,TESTING,0.99,0.99,9.25,3370.07,58.05,0.58,0.74,398
mongoose,Line,BUG,1.0,1.0,267.66,2759934.78,1661.31,0.98,1.0,582
mongoose,Module,BUG,0.99,0.99,20.99,7136.56,84.48,0.52,0.8,582
devise,Line,REFACTOR,0.99,0.99,3.81,456.13,21.36,0.8,0.85,134
devise,Module,REFACTOR,0.95,0.95,0.65,6.72,2.59,0.48,0.72,134
superagent,Line,BUG,0.95,0.95,140.78,641542.61,800.96,0.78,0.81,135
superagent,Module,BUG,0.95,0.95,1.49,12.09,3.48,0.39,0.65,135
pm2,Line,UPGRADE,0.99,0.99,6.57,1005.29,31.71,0.85,0.96,137
pm2,Module,UPGRADE,0.96,0.96,0.76,5.28,2.3,0.48,0.69,137
webtorrent,Line,DOCS,0.98,0.98,4.42,2256.27,47.5,0.58,0.88,306
webtorrent,Module,DOCS,0.96,0.96,0.1,0.25,0.5,0.19,0.5,306
jest,Line,DOCS,0.89,0.89,4129.95,1842083061.92,42919.5,0.57,0.69,180
jest,Module,DOCS,0.92,0.92,19.89,8519.48,92.3,0.11,0.42,180
npm,Line,DOCS,0.91,0.91,50.52,1015890.01,1007.91,0.97,0.99,591
npm,Module,DOCS,1.0,1.0,1.98,44.94,6.7,0.56,0.74,591
video.js,Line,FEATURE,0.99,0.99,477.31,13530950.61,3678.44,0.66,0.82,398
video.js,Module,FEATURE,0.99,0.99,30.37,29081.66,170.53,0.31,0.4,398
mongoose,Line,DOCS,1.0,1.0,2915.75,333100491.8,18251.04,0.91,0.93,582
mongoose,Module,DOCS,1.0,1.0,23.81,12816.01,113.21,0.47,0.64,582
devise,Line,TESTING,1.0,1.0,54.28,33711.93,183.61,0.8,0.91,134
devise,Module,TESTING,0.99,0.99,4.74,129.25,11.37,0.39,0.73,134
superagent,Line,DOCS,0.86,0.85,22.03,46949.31,216.68,0.63,0.83,135
superagent,Module,DOCS,0.95,0.95,0.32,1.28,1.13,0.47,0.67,135
pm2,Line,RELEASE,1.0,1.0,0.21,0.78,0.88,0.59,0.63,137
pm2,Module,RELEASE,0.97,0.97,0.13,0.19,0.44,0.39,0.54,137
webtorrent,Line,REFACTOR,0.95,0.95,2.75,685.25,26.18,0.0,0.0,306
webtorrent,Module,REFACTOR,0.96,0.96,0.03,0.05,0.22,0.0,0.0,306
jest,Line,REFACTOR,0.94,0.94,1230.63,111150989.61,10542.82,0.24,0.35,180
jest,Module,REFACTOR,0.87,0.87,45.76,135496.97,368.1,0.18,0.35,180
video.js,Line,UPGRADE,0.96,0.96,1241.47,288076468.33,16972.82,0.09,0.27,398
video.js,Module,UPGRADE,0.98,0.98,4.25,1658.86,40.73,0.09,0.27,398
npm,Line,REFACTOR,1.0,1.0,34.99,22514.77,150.05,0.39,0.54,591
npm,Module,REFACTOR,1.0,1.0,1.25,17.51,4.18,0.38,0.46,591
mongoose,Line,REFACTOR,0.99,0.99,123.83,723847.44,850.79,0.91,0.95,582
mongoose,Module,REFACTOR,1.0,1.0,2.26,125.75,11.21,0.33,0.58,582
devise,Line,FEATURE,1.0,1.0,0.69,18.22,4.27,0.08,0.25,134
devise,Module,FEATURE,1.0,1.0,0.05,0.09,0.31,0.25,0.42,134
