,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,home-assistant,Module,RELEASE,0.96,0.96,1.83,4.91,2.22,1.0,1.0,101
0,home-assistant,Module,SUPPORT,0.72,0.7,30.0,2262.39,47.56,0.77,0.88,104
0,home-assistant,Module,TESTING,0.73,0.72,93.54,43209.58,207.87,0.61,0.65,91
0,home-assistant,Module,UPGRADE,0.9,0.89,43.69,5275.98,72.64,0.61,0.79,111
0,jekyll,Line,BUG,0.53,0.51,938.29,1821530.15,1349.64,0.39,0.56,69
0,jekyll,Line,DOCS,0.82,0.81,1513.53,5763613.39,2400.75,0.23,0.62,50
0,jekyll,Line,FEATURE,0.91,0.9,995.1,1861319.37,1364.3,0.6,0.8,20
0,jekyll,Line,OTHER,0.66,0.65,1992.51,12313893.52,3509.12,0.17,0.39,89
0,jekyll,Line,REFACTOR,0.79,0.77,64.79,6442.41,80.26,0.29,0.43,28
0,jekyll,Line,RELEASE,0.9,0.89,155.21,37606.45,193.92,0.86,0.86,84
0,jekyll,Line,SUPPORT,1.0,1.0,100.15,14755.62,121.47,1.0,1.0,32
0,jekyll,Line,TESTING,0.88,0.87,203.66,103171.56,321.2,0.47,0.87,60
0,jekyll,Line,UPGRADE,0.75,0.73,136.64,94627.34,307.62,0.62,0.75,31
0,jekyll,Module,BUG,0.89,0.89,52.28,6281.72,79.26,0.5,0.72,69
0,jekyll,Module,DOCS,0.91,0.9,89.73,31011.13,176.1,0.69,0.69,50
0,jekyll,Module,FEATURE,0.99,0.99,42.97,2943.33,54.25,1.0,1.0,20
0,jekyll,Module,OTHER,0.75,0.74,271.18,210099.48,458.37,0.39,0.48,89
0,jekyll,Module,REFACTOR,0.9,0.88,2.21,6.46,2.54,0.29,0.71,28
0,jekyll,Module,RELEASE,0.96,0.96,9.75,182.82,13.52,0.95,0.95,84
0,jekyll,Module,SUPPORT,1.0,1.0,9.4,126.35,11.24,1.0,1.0,32
0,jekyll,Module,TESTING,0.94,0.94,9.4,514.02,22.67,0.87,1.0,60
0,jekyll,Module,UPGRADE,0.91,0.9,23.0,1322.87,36.37,0.62,0.75,31
0,jest,Line,BUG,0.72,0.71,2586.72,28389595.98,5328.19,0.54,0.62,101
0,jest,Line,DOCS,0.42,0.39,59692.92,28827922108.67,169787.87,0.0,0.14,56
0,jest,Line,FEATURE,0.68,0.62,6117.08,86081373.57,9278.0,0.0,0.5,16
0,jest,Line,OTHER,0.64,0.63,49257.83,10373198957.43,101848.9,0.59,0.64,154
0,jest,Line,REFACTOR,0.99,0.99,13747.51,347585140.44,18643.64,0.5,0.75,13
0,jest,Line,RELEASE,0.98,0.97,868.07,1102800.99,1050.14,1.0,1.0,37
0,jest,Line,SUPPORT,0.3,0.25,25818.19,3742466782.06,61175.7,0.0,0.36,41
0,jest,Line,TESTING,0.67,0.66,11150.37,244933608.63,15650.35,0.37,0.47,76
0,jest,Line,UPGRADE,0.44,0.38,25078.38,1374095832.21,37068.8,0.43,0.57,28
0,jest,Module,BUG,0.86,0.86,209.58,174684.33,417.95,0.58,0.65,101
0,jest,Module,DOCS,0.59,0.56,152.7,128648.95,358.68,0.36,0.64,56
0,jest,Module,FEATURE,0.75,0.67,156.9,52064.18,228.18,0.5,0.5,16
0,jest,Module,OTHER,0.79,0.78,3517.14,123617652.46,11118.35,0.51,0.62,154
0,jest,Module,REFACTOR,0.59,0.39,639.33,790530.57,889.12,0.25,0.25,13
0,jest,Module,RELEASE,0.99,0.98,8.68,98.18,9.91,1.0,1.0,37
0,jest,Module,SUPPORT,0.73,0.7,294.98,227925.92,477.42,0.27,0.36,41
0,jest,Module,TESTING,0.67,0.66,912.31,1637703.96,1279.73,0.37,0.42,76
0,jest,Module,UPGRADE,0.39,0.29,452.35,308037.51,555.01,0.29,0.43,28
0,jsdom,Line,BUG,0.99,0.99,307.13,146914.07,383.29,1.0,1.0,15
0,jsdom,Module,BUG,0.99,0.99,19.39,546.97,23.39,1.0,1.0,15
0,json-server,Line,BUG,0.59,0.57,482.3,253956.2,503.94,0.93,1.0,56
0,json-server,Line,DOCS,,,9.0,81.0,9.0,0.0,0.0,2
0,json-server,Line,REFACTOR,0.48,0.33,325.58,209071.77,457.24,0.33,0.33,12
0,json-server,Line,TESTING,1.0,1.0,289.09,150109.49,387.44,1.0,1.0,15
0,json-server,Module,BUG,0.9,0.89,5.86,57.03,7.55,1.0,1.0,56
0,json-server,Module,DOCS,-inf,,0.78,0.61,0.78,0.0,1.0,2
0,json-server,Module,REFACTOR,0.49,0.24,3.1,14.04,3.75,0.33,0.33,12
0,json-server,Module,TESTING,1.0,1.0,2.15,7.94,2.82,1.0,1.0,15
0,karma,Line,BUG,0.68,0.67,519.17,2595616.38,1611.09,0.38,0.52,113
0,karma,Line,DOCS,0.24,0.2,637.04,1519960.01,1232.87,0.0,0.07,58
0,karma,Line,FEATURE,0.37,0.34,827.93,3518609.42,1875.8,0.12,0.24,66
0,karma,Line,OTHER,0.6,0.59,649.29,957594.28,978.57,0.03,0.06,127
0,karma,Line,REFACTOR,0.61,0.57,2554.62,11014442.61,3318.8,0.0,0.22,34
0,karma,Line,RELEASE,0.63,0.62,40.56,8141.84,90.23,0.35,0.85,134
0,karma,Line,SUPPORT,,,3.67,13.43,3.67,1.0,1.0,2
0,karma,Line,TESTING,0.68,0.66,624.99,594904.65,771.3,0.0,0.0,48
0,karma,Line,UPGRADE,0.58,0.53,937.23,2316212.77,1521.91,0.0,0.14,27
0,karma,Module,BUG,0.84,0.83,36.22,4006.08,63.29,0.24,0.31,113
0,karma,Module,DOCS,0.54,0.51,23.14,1398.65,37.4,0.07,0.13,58
0,karma,Module,FEATURE,0.54,0.51,42.9,7778.69,88.2,0.18,0.47,66
0,karma,Module,OTHER,0.35,0.33,38.64,3165.05,56.26,0.06,0.25,127
0,karma,Module,REFACTOR,0.74,0.7,57.56,5515.36,74.27,0.11,0.22,34
0,karma,Module,RELEASE,0.7,0.69,3.02,54.44,7.38,0.41,0.91,134
0,karma,Module,SUPPORT,,,1.31,1.71,1.31,1.0,1.0,2
0,karma,Module,TESTING,0.53,0.49,21.59,1039.3,32.24,0.0,0.17,48
0,karma,Module,UPGRADE,0.65,0.59,99.89,20797.99,144.22,0.0,0.14,27
0,keystone,Line,BUG,0.83,0.81,24601.09,2822931527.07,53131.27,0.4,0.4,20
0,keystone,Line,DOCS,0.55,0.42,10406.01,179661042.51,13403.77,0.25,0.25,13
0,keystone,Line,FEATURE,0.96,0.94,4.05,29.44,5.43,0.5,0.5,8
0,keystone,Line,OTHER,0.97,0.97,51683.7,4107616783.68,64090.69,0.33,0.5,22
0,keystone,Line,REFACTOR,0.88,0.82,25443.33,1230058117.47,35072.18,0.5,0.5,8
0,keystone,Line,RELEASE,0.98,0.96,45.86,2299.18,47.95,0.5,0.5,7
0,keystone,Line,SUPPORT,0.99,0.99,88.47,15779.27,125.62,0.33,0.33,9
0,keystone,Line,TESTING,0.99,0.99,27083.38,1442269932.8,37977.23,0.5,0.5,14
0,keystone,Line,UPGRADE,0.99,0.98,52.62,3860.43,62.13,0.5,1.0,7
0,keystone,Module,BUG,0.98,0.97,324.28,115012.29,339.13,0.2,0.2,20
0,keystone,Module,DOCS,0.85,0.78,76.18,9452.32,97.22,0.25,0.25,13
0,keystone,Module,FEATURE,0.94,0.87,2.13,6.15,2.48,0.5,0.5,8
0,keystone,Module,OTHER,0.98,0.98,310.02,144870.46,380.62,0.33,0.5,22
0,keystone,Module,REFACTOR,0.99,0.98,115.58,23925.5,154.68,0.5,0.5,8
0,keystone,Module,RELEASE,0.99,0.97,3.33,11.55,3.4,1.0,1.0,7
0,keystone,Module,SUPPORT,1.0,0.99,17.25,609.6,24.69,0.33,0.67,9
0,keystone,Module,TESTING,0.99,0.99,194.23,86337.36,293.83,0.25,0.5,14
0,keystone,Module,UPGRADE,0.9,0.76,4.97,30.56,5.53,0.5,1.0,7
0,kubernetes,Line,BUG,0.4,0.4,29492.23,4087320277.34,63932.15,0.05,0.16,307
0,kubernetes,Line,DOCS,0.19,0.18,28753.15,1579077520.59,39737.61,0.06,0.12,204
0,kubernetes,Line,FEATURE,0.48,0.47,1014.19,2143413.91,1464.04,0.14,0.19,142
0,kubernetes,Line,OTHER,0.75,0.75,149599.72,76824362585.67,277172.08,0.16,0.65,471
0,kubernetes,Line,REFACTOR,0.29,0.27,5540.19,107984682.74,10391.57,0.12,0.22,159
0,kubernetes,Line,RELEASE,0.06,0.05,33827.71,8001059811.11,89448.64,0.13,0.14,304
0,kubernetes,Line,SUPPORT,0.29,0.29,91687.49,24228065908.19,155653.67,0.2,0.2,219
0,kubernetes,Line,TESTING,0.02,0.01,57475.88,27987176049.46,167293.68,0.06,0.21,262
0,kubernetes,Line,UPGRADE,0.35,0.35,10874.42,476690967.34,21833.25,0.04,0.09,225
0,kubernetes,Module,BUG,0.41,0.4,460.92,915867.84,957.01,0.12,0.14,307
0,kubernetes,Module,DOCS,0.33,0.31,465.64,526647.91,725.71,0.2,0.37,204
0,kubernetes,Module,FEATURE,0.54,0.52,52.39,5388.34,73.41,0.14,0.36,142
0,kubernetes,Module,OTHER,0.85,0.85,1369.87,4914476.0,2216.86,0.16,0.63,471
0,kubernetes,Module,REFACTOR,0.23,0.21,198.33,124199.4,352.42,0.05,0.15,159
0,kubernetes,Module,RELEASE,0.62,0.61,179.44,92501.56,304.14,0.28,0.54,304
0,kubernetes,Module,SUPPORT,0.37,0.36,420.87,559780.98,748.19,0.16,0.22,219
0,kubernetes,Module,TESTING,0.17,0.16,406.98,809838.57,899.91,0.09,0.18,262
0,kubernetes,Module,UPGRADE,0.61,0.6,49.21,6188.38,78.67,0.25,0.46,225
0,linux,Line,BUG,0.74,0.74,1027.4,4090429.47,2022.48,0.13,0.27,555
0,linux,Line,DOCS,0.61,0.6,368.95,573015.49,756.98,0.18,0.44,220
0,linux,Line,FEATURE,0.8,0.8,130.11,24914.07,157.84,0.08,0.27,145
0,linux,Line,OTHER,0.03,0.03,14143.43,1130605067.91,33624.47,0.09,0.11,567
0,linux,Line,REFACTOR,0.37,0.35,465.19,1191157.37,1091.4,0.14,0.48,81
0,linux,Line,RELEASE,0.47,0.46,131.71,577049.67,759.64,0.11,0.21,223
0,linux,Line,SUPPORT,0.7,0.7,1690.76,28722037.22,5359.29,0.29,0.44,391
0,linux,Line,TESTING,0.59,0.58,285.84,256456.4,506.42,0.1,0.35,240
0,linux,Line,UPGRADE,0.24,0.2,56.83,6022.52,77.6,0.14,0.57,56
0,linux,Module,BUG,0.88,0.88,25.39,1386.09,37.23,0.47,0.72,555
0,linux,Module,DOCS,0.57,0.56,6.55,115.29,10.74,0.31,0.38,220
0,linux,Module,FEATURE,0.93,0.93,3.22,30.83,5.55,0.51,0.57,145
0,linux,Module,OTHER,0.33,0.33,154.35,54467.03,233.38,0.13,0.19,567
0,linux,Module,REFACTOR,0.83,0.82,3.45,45.59,6.75,0.57,0.67,81
0,linux,Module,RELEASE,0.6,0.6,10.31,3498.85,59.15,0.12,0.55,223
0,linux,Module,SUPPORT,0.92,0.92,11.12,923.85,30.39,0.52,0.7,391
0,linux,Module,TESTING,0.85,0.85,4.35,91.14,9.55,0.45,0.67,240
0,linux,Module,UPGRADE,0.78,0.76,2.27,7.45,2.73,0.29,0.86,56
0,lock,Line,BUG,0.3,0.29,1037.06,4952855.0,2225.5,0.36,0.48,168
0,lock,Line,DOCS,0.95,0.93,28.77,892.56,29.88,1.0,1.0,8
0,lock,Line,FEATURE,0.35,0.24,5169.26,33935353.61,5825.41,0.0,0.33,21
0,lock,Line,OTHER,0.13,0.12,3382.46,106067027.83,10298.88,0.11,0.58,220
0,lock,Line,REFACTOR,0.71,0.13,79.06,10314.98,101.56,0.0,0.0,5
0,lock,Line,RELEASE,0.23,0.22,302.96,280951.98,530.05,0.7,0.73,239
0,lock,Line,SUPPORT,0.43,0.4,1469.79,6637869.31,2576.41,0.29,0.64,54
0,lock,Line,TESTING,0.36,0.32,5288.43,83318782.28,9127.91,0.5,0.86,54
0,lock,Line,UPGRADE,0.34,0.27,6172.23,43406343.42,6588.35,0.0,0.0,29
0,lock,Module,BUG,0.61,0.6,70.5,19476.13,139.56,0.29,0.6,168
0,lock,Module,DOCS,1.0,0.99,0.06,0.0,0.06,1.0,1.0,8
0,lock,Module,FEATURE,0.96,0.96,122.0,33982.22,184.34,0.83,0.83,21
0,lock,Module,OTHER,0.39,0.38,91.67,16632.48,128.97,0.55,0.65,220
0,lock,Module,REFACTOR,1.0,,17.33,462.48,21.51,0.0,0.0,5
0,lock,Module,RELEASE,0.97,0.97,13.77,838.95,28.96,0.92,0.95,239
0,lock,Module,SUPPORT,0.72,0.7,36.13,3946.22,62.82,0.57,0.64,54
0,lock,Module,TESTING,0.42,0.37,72.3,20603.66,143.54,0.64,0.79,54
0,lock,Module,UPGRADE,0.73,0.69,46.72,3226.6,56.8,0.38,0.5,29
0,lodash,Line,BUG,1.0,1.0,68.03,7376.24,85.89,0.14,0.29,53
0,lodash,Line,DOCS,1.0,1.0,2115.8,13922045.65,3731.23,0.25,0.62,62
0,lodash,Line,FEATURE,0.99,0.98,1.57,5.81,2.41,0.67,0.67,10
0,lodash,Line,OTHER,0.87,0.87,13934.35,771571604.26,27777.18,0.11,0.79,284
0,lodash,Line,REFACTOR,0.94,0.92,26.5,1246.41,35.3,0.67,0.67,10
0,lodash,Line,RELEASE,-inf,-inf,0.0,0.0,0.0,1.0,1.0,8
0,lodash,Line,SUPPORT,1.0,1.0,102.96,42553.3,206.28,0.71,0.86,28
0,lodash,Line,TESTING,1.0,1.0,517.28,397505.31,630.48,0.27,0.53,59
0,lodash,Line,UPGRADE,0.98,0.97,3.97,44.36,6.66,0.75,0.75,14
0,lodash,Module,BUG,1.0,1.0,0.98,1.46,1.21,0.93,1.0,53
0,lodash,Module,DOCS,1.0,1.0,14.48,436.01,20.88,0.25,0.25,62
0,lodash,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10
0,lodash,Module,OTHER,0.57,0.57,765.35,1763892.45,1328.12,0.2,0.24,284
0,lodash,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10
0,lodash,Module,RELEASE,-inf,-inf,0.0,0.0,0.0,1.0,1.0,8
0,lodash,Module,SUPPORT,1.0,1.0,1.62,6.44,2.54,0.71,0.86,28
0,lodash,Module,TESTING,1.0,1.0,2.51,16.37,4.05,0.8,0.87,59
0,lodash,Module,UPGRADE,0.99,0.99,0.52,0.53,0.73,0.5,0.5,14
0,mathjs,Line,BUG,0.06,0.04,2392.14,7722352.79,2778.91,0.03,0.06,136
0,mathjs,Line,DOCS,0.22,0.18,1462.04,2484534.77,1576.24,0.08,0.15,50
0,mathjs,Line,FEATURE,0.04,-0.6,5.4,32.49,5.7,0.0,0.0,7
0,mathjs,Line,OTHER,0.24,0.22,7785.79,269645906.75,16420.9,0.06,0.17,138
0,mathjs,Line,REFACTOR,0.59,0.53,8109.73,197682753.36,14059.97,0.17,0.17,21
0,mathjs,Line,RELEASE,0.15,0.13,5107.16,91727223.49,9577.43,0.03,0.06,127
0,mathjs,Line,SUPPORT,0.56,0.53,359.04,190718.2,436.71,0.0,0.1,40
0,mathjs,Line,TESTING,0.43,0.41,1694.09,15480949.53,3934.58,0.15,0.25,80
0,mathjs,Line,UPGRADE,0.51,0.44,683.0,624350.01,790.16,0.0,0.33,21
0,mathjs,Module,BUG,0.13,0.11,41.46,2067.67,45.47,0.09,0.12,136
0,mathjs,Module,DOCS,0.31,0.25,75.96,10343.61,101.7,0.0,0.0,50
0,mathjs,Module,FEATURE,0.65,0.14,15.11,326.11,18.06,0.0,0.5,7
0,mathjs,Module,OTHER,0.26,0.24,209.23,365041.23,604.19,0.11,0.14,138
0,mathjs,Module,REFACTOR,0.5,0.37,199.27,47914.23,218.89,0.0,0.0,21
0,mathjs,Module,RELEASE,0.74,0.73,2.01,6.78,2.6,0.56,0.84,127
0,mathjs,Module,SUPPORT,0.76,0.73,45.6,8863.11,94.14,0.0,0.0,40
0,mathjs,Module,TESTING,0.25,0.21,41.59,6218.96,78.86,0.05,0.15,80
0,mathjs,Module,UPGRADE,0.94,0.92,1.79,4.34,2.08,0.33,0.67,21
0,medium-editor,Line,BUG,0.49,0.46,165.99,109669.15,331.16,0.13,0.33,58
0,medium-editor,Line,DOCS,0.54,0.47,796.42,1170460.84,1081.88,0.33,0.33,21
0,medium-editor,Line,FEATURE,,,0.0,0.0,0.0,,,3
0,medium-editor,Line,OTHER,0.48,0.46,7250.14,135720196.26,11649.9,0.0,0.0,66
0,medium-editor,Line,REFACTOR,0.94,0.93,40.18,3593.78,59.95,0.67,1.0,12
0,medium-editor,Line,RELEASE,0.98,0.97,22.63,812.1,28.5,0.5,0.5,13
0,medium-editor,Line,SUPPORT,0.57,0.45,12.08,384.5,19.61,0.67,0.67,12
0,medium-editor,Line,TESTING,0.93,0.92,31.71,1473.67,38.39,0.62,0.88,31
0,medium-editor,Line,UPGRADE,0.98,0.97,6.27,39.5,6.29,1.0,1.0,9
0,medium-editor,Module,BUG,0.75,0.73,12.72,464.41,21.55,0.33,0.67,58
0,medium-editor,Module,DOCS,0.76,0.7,5.44,45.27,6.73,0.33,0.33,21
0,medium-editor,Module,FEATURE,,,0.0,0.0,0.0,,,3
0,medium-editor,Module,OTHER,0.58,0.55,234.26,190817.53,436.83,0.0,0.06,66
0,medium-editor,Module,REFACTOR,0.87,0.8,3.7,36.65,6.05,0.67,0.67,12
0,medium-editor,Module,RELEASE,1.0,1.0,1.77,5.85,2.42,0.5,0.75,13
0,medium-editor,Module,SUPPORT,0.9,0.85,0.2,0.06,0.25,1.0,1.0,12
0,medium-editor,Module,TESTING,0.99,0.99,0.87,1.14,1.07,0.88,1.0,31
0,medium-editor,Module,UPGRADE,1.0,1.0,0.03,0.0,0.03,1.0,1.0,9
0,mesos,Line,BUG,0.94,0.94,1417.44,4522711.48,2126.67,0.33,0.81,105
0,mesos,Line,DOCS,0.64,0.63,2407.09,18120422.94,4256.81,0.16,0.26,76
0,mesos,Line,FEATURE,0.87,0.86,19.13,479.29,21.89,0.3,0.7,37
0,mesos,Line,OTHER,0.94,0.94,11312.78,243946370.83,15618.78,0.32,0.64,109
0,mesos,Line,REFACTOR,0.95,0.95,1915.92,8913427.67,2985.54,0.5,0.83,71
0,mesos,Line,RELEASE,0.81,0.8,567.43,651549.73,807.19,0.53,0.63,73
0,mesos,Line,SUPPORT,0.92,0.92,1832.29,5905661.8,2430.16,0.16,0.58,74
0,mesos,Line,TESTING,0.97,0.97,4404.61,61781526.54,7860.12,0.48,0.78,89
0,mesos,Line,UPGRADE,0.32,0.29,10509.38,268302449.56,16379.94,0.0,0.11,71
0,mesos,Module,BUG,0.99,0.99,21.4,859.21,29.31,0.85,0.96,105
0,mesos,Module,DOCS,0.9,0.89,36.42,3406.15,58.36,0.26,0.58,76
0,mesos,Module,FEATURE,1.0,0.99,0.26,0.09,0.31,1.0,1.0,37
0,mesos,Module,OTHER,0.97,0.97,185.66,82768.26,287.69,0.61,0.75,109
0,mesos,Module,REFACTOR,0.92,0.92,14.13,332.71,18.24,0.44,0.72,71
0,mesos,Module,RELEASE,0.97,0.97,6.23,73.45,8.57,0.68,1.0,73
0,mesos,Module,SUPPORT,0.95,0.95,26.6,1219.1,34.92,0.53,0.74,74
0,mesos,Module,TESTING,0.99,0.99,32.67,2658.56,51.56,0.7,0.78,89
0,mesos,Module,UPGRADE,0.86,0.86,12.73,276.42,16.63,0.17,0.56,71
0,middleman,Line,BUG,0.52,0.5,2301.64,29505459.14,5431.89,0.0,0.0,82
0,middleman,Line,DOCS,0.98,0.98,47.08,3093.25,55.62,0.33,0.33,11
0,middleman,Line,FEATURE,0.55,0.49,405.2,245855.65,495.84,0.0,0.5,24
0,middleman,Line,OTHER,0.92,0.92,12192.84,561890880.61,23704.24,0.46,0.67,96
0,middleman,Line,REFACTOR,1.0,1.0,141.13,24430.31,156.3,1.0,1.0,16
0,middleman,Line,RELEASE,0.63,0.54,2.89,11.0,3.32,0.33,0.33,9
0,middleman,Line,SUPPORT,0.8,0.77,403.48,244897.23,494.87,0.0,0.14,28
0,middleman,Line,TESTING,0.11,0.04,2711.08,39376673.66,6275.08,0.0,0.1,38
0,middleman,Line,UPGRADE,0.22,0.08,3930.56,76657430.46,8755.42,0.0,0.0,18
0,middleman,Module,BUG,0.98,0.98,19.12,1169.46,34.2,0.67,0.86,82
0,middleman,Module,DOCS,1.0,1.0,0.18,0.05,0.21,1.0,1.0,11
0,middleman,Module,FEATURE,0.95,0.94,22.85,870.92,29.51,0.5,0.67,24
0,middleman,Module,OTHER,0.87,0.87,795.35,2333753.63,1527.66,0.46,0.67,96
0,middleman,Module,REFACTOR,1.0,1.0,7.72,87.82,9.37,1.0,1.0,16
0,middleman,Module,RELEASE,0.99,0.98,1.03,1.3,1.14,0.0,0.33,9
0,middleman,Module,SUPPORT,0.96,0.95,26.11,949.71,30.82,0.57,0.86,28
0,middleman,Module,TESTING,0.46,0.39,16.69,593.64,24.36,0.2,0.3,38
0,middleman,Module,UPGRADE,0.68,0.58,40.95,7920.9,89.0,0.4,0.6,18
0,moby,Line,BUG,0.44,0.39,189.65,106740.71,326.71,0.0,0.44,34
0,moby,Line,DOCS,0.37,0.28,23.73,1162.01,34.09,0.0,0.0,22
0,moby,Line,FEATURE,,,0.0,0.0,0.0,,,14
0,moby,Line,REFACTOR,0.29,0.2,115.48,16708.3,129.26,0.0,0.0,23
0,moby,Line,TESTING,0.4,0.34,2827.41,15486968.58,3935.35,0.38,0.38,30
0,moby,Line,UPGRADE,0.0,-0.07,2.4,5.77,2.4,0.0,0.0,21
0,moby,Module,BUG,0.53,0.47,15.36,578.92,24.06,0.33,0.33,34
0,moby,Module,DOCS,1.0,1.0,0.09,0.01,0.1,1.0,1.0,22
0,moby,Module,FEATURE,,,0.0,0.0,0.0,,,14
0,moby,Module,REFACTOR,0.99,0.98,2.28,7.82,2.8,1.0,1.0,23
0,moby,Module,TESTING,0.63,0.57,68.54,7455.28,86.34,0.12,0.38,30
0,moby,Module,UPGRADE,-inf,-inf,0.0,0.0,0.0,1.0,1.0,21
0,mongoose,Line,BUG,0.82,0.82,1532.56,3109107.15,1763.27,0.05,0.11,263
0,mongoose,Line,DOCS,0.11,0.1,7043.71,94414259.66,9716.7,0.0,0.04,185
0,mongoose,Line,FEATURE,0.8,0.79,658.42,606639.66,778.87,0.14,0.29,56
0,mongoose,Line,OTHER,0.79,0.79,5106.66,166415792.64,12900.22,0.02,0.02,261
0,mongoose,Line,REFACTOR,0.32,0.3,2168.13,8331864.22,2886.5,0.0,0.1,84
0,mongoose,Line,RELEASE,0.28,0.27,839.13,3132466.11,1769.88,0.02,0.05,250
0,mongoose,Line,SUPPORT,0.93,0.92,152.67,23370.34,152.87,0.25,1.0,15
0,mongoose,Line,TESTING,0.76,0.76,583.92,703733.89,838.89,0.13,0.47,211
0,mongoose,Line,UPGRADE,0.18,0.12,40.84,5171.23,71.91,0.0,0.17,45
0,mongoose,Module,BUG,0.94,0.94,42.19,2858.61,53.47,0.11,0.3,263
0,mongoose,Module,DOCS,0.84,0.83,34.85,1666.08,40.82,0.38,0.85,185
0,mongoose,Module,FEATURE,0.89,0.88,17.43,432.77,20.8,0.36,0.43,56
0,mongoose,Module,OTHER,0.88,0.88,48.34,10290.79,101.44,0.53,0.86,261
0,mongoose,Module,REFACTOR,0.9,0.89,17.85,651.36,25.52,0.52,0.9,84
0,mongoose,Module,RELEASE,1.0,1.0,2.21,11.07,3.33,1.0,1.0,250
0,mongoose,Module,SUPPORT,1.0,1.0,0.09,0.01,0.09,1.0,1.0,15
0,mongoose,Module,TESTING,0.9,0.9,12.1,461.88,21.49,0.91,0.94,211
0,mongoose,Module,UPGRADE,0.37,0.31,4.32,58.39,7.64,0.25,0.33,45
0,natural,Line,BUG,0.95,0.92,5844.24,35683446.62,5973.56,0.0,0.0,9
0,natural,Line,DOCS,0.95,0.85,65.4,4277.63,65.4,0.0,0.0,4
0,natural,Module,BUG,1.0,1.0,1.67,2.98,1.73,1.0,1.0,9
0,natural,Module,DOCS,1.0,,0.11,0.01,0.11,1.0,1.0,4
0,neutron,Line,BUG,0.19,0.18,29432.17,3712194937.89,60927.78,0.0,0.08,147
0,neutron,Line,DOCS,0.82,0.82,1319.65,3163405.64,1778.6,0.2,0.35,80
0,neutron,Line,FEATURE,0.7,0.67,642.49,538537.64,733.85,0.18,0.73,42
0,neutron,Line,OTHER,0.33,0.32,480255.86,835814757269.26,914229.05,0.03,0.05,152
0,neutron,Line,REFACTOR,0.92,0.92,1344.23,2828081.79,1681.69,0.29,0.48,84
0,neutron,Line,RELEASE,0.56,0.55,4459.04,58477210.26,7647.04,0.07,0.07,106
0,neutron,Line,SUPPORT,0.85,0.85,5659.74,65208325.59,8075.17,0.07,0.17,119
0,neutron,Line,TESTING,0.79,0.78,7247.77,208516385.84,14440.1,0.23,0.34,138
0,neutron,Line,UPGRADE,0.29,0.27,2139.29,19026596.53,4361.95,0.12,0.12,104
0,neutron,Module,BUG,0.96,0.96,102.24,16088.87,126.84,0.41,0.7,147
0,neutron,Module,DOCS,0.91,0.9,42.94,3888.41,62.36,0.35,0.55,80
0,neutron,Module,FEATURE,0.85,0.83,17.99,476.76,21.83,0.27,0.73,42
0,neutron,Module,OTHER,0.95,0.95,1049.36,2891100.59,1700.32,0.29,0.74,152
0,neutron,Module,REFACTOR,0.87,0.86,52.22,3658.47,60.49,0.24,0.62,84
0,neutron,Module,RELEASE,0.91,0.91,13.95,335.93,18.33,0.15,0.63,106
0,neutron,Module,SUPPORT,0.95,0.95,72.07,10399.57,101.98,0.33,0.63,119
0,neutron,Module,TESTING,0.92,0.92,193.39,98525.39,313.89,0.23,0.34,138
0,neutron,Module,UPGRADE,0.64,0.63,23.93,1958.25,44.25,0.19,0.23,104
0,ng-file-upload,Line,BUG,0.13,0.11,1085.22,7247900.59,2692.19,0.03,0.12,135
0,ng-file-upload,Module,BUG,0.91,0.91,5.28,106.99,10.34,0.71,0.88,135
0,nightwatch,Line,BUG,0.28,0.24,276.62,210423.4,458.72,0.07,0.2,60
0,nightwatch,Line,DOCS,0.6,0.47,62.74,6057.56,77.83,0.0,0.67,11
0,nightwatch,Line,FEATURE,0.17,-0.16,0.13,0.02,0.13,0.0,0.0,10
0,nightwatch,Line,REFACTOR,0.94,0.91,2448.54,7454129.47,2730.23,0.0,0.0,9
0,nightwatch,Line,TESTING,0.14,0.05,1858.63,3954259.12,1988.53,0.0,0.14,28
0,nightwatch,Module,BUG,0.93,0.92,10.98,295.71,17.2,0.53,0.87,60
0,nightwatch,Module,DOCS,0.58,0.33,3.74,14.69,3.83,0.0,0.33,11
0,nightwatch,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10
0,nightwatch,Module,REFACTOR,0.98,0.97,33.38,1418.95,37.67,0.0,0.0,9
0,nightwatch,Module,TESTING,0.22,0.09,26.1,1157.96,34.03,0.14,0.29,28
0,nixpkgs,Line,BUG,0.61,0.57,6116.81,107902930.88,10387.63,0.0,0.2,37
0,nixpkgs,Line,DOCS,0.38,0.3,2004.52,6035732.6,2456.77,0.14,0.14,25
0,nixpkgs,Line,FEATURE,0.04,-0.08,26009.99,896532658.98,29942.16,0.0,0.0,25
0,nixpkgs,Line,OTHER,0.8,0.79,32856.36,1898009711.62,43566.15,0.1,0.4,38
0,nixpkgs,Line,REFACTOR,0.93,0.92,3377.36,39090938.11,6252.27,0.0,0.0,18
0,nixpkgs,Line,RELEASE,0.31,0.25,356.3,174686.62,417.96,0.12,0.25,32
