,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,nixpkgs,Line,SUPPORT,0.87,0.86,1465.83,7191372.42,2681.67,0.11,0.56,34
0,nixpkgs,Line,TESTING,0.35,0.29,3563.85,29867736.43,5465.14,0.33,0.33,33
0,nixpkgs,Line,UPGRADE,0.28,0.22,1340.81,3569551.53,1889.33,0.0,0.22,36
0,nixpkgs,Module,BUG,0.75,0.72,195.33,71831.74,268.01,0.0,0.4,37
0,nixpkgs,Module,DOCS,0.73,0.67,40.73,5025.57,70.89,0.0,0.14,25
0,nixpkgs,Module,FEATURE,0.43,0.31,4.35,25.19,5.02,0.29,0.43,25
0,nixpkgs,Module,OTHER,0.88,0.86,1591.66,4062943.98,2015.67,0.0,0.3,38
0,nixpkgs,Module,REFACTOR,0.73,0.65,84.84,11412.86,106.83,0.0,0.0,18
0,nixpkgs,Module,RELEASE,0.78,0.75,12.06,238.17,15.43,0.25,0.25,32
0,nixpkgs,Module,SUPPORT,0.92,0.91,45.13,6384.27,79.9,0.22,0.78,34
0,nixpkgs,Module,TESTING,0.54,0.47,167.57,39404.78,198.51,0.0,0.11,33
0,nixpkgs,Module,UPGRADE,0.42,0.35,38.77,2066.65,45.46,0.0,0.11,36
0,node,Line,BUG,0.86,0.86,13068.4,250675713.06,15832.74,0.19,0.47,280
0,node,Line,DOCS,0.63,0.62,11134.2,213216084.91,14601.92,0.22,0.29,231
0,node,Line,FEATURE,0.53,0.53,197.43,91987.54,303.29,0.14,0.35,147
0,node,Line,OTHER,0.97,0.97,303049.75,192308282278.56,438529.68,0.55,0.69,299
0,node,Line,REFACTOR,0.87,0.87,5992.74,64727937.75,8045.37,0.47,0.81,234
0,node,Line,RELEASE,0.97,0.97,135.03,32601.61,180.56,0.81,0.95,247
0,node,Line,SUPPORT,0.85,0.85,1707.7,8537371.27,2921.88,0.52,0.79,249
0,node,Line,TESTING,0.95,0.95,7116.72,99899361.88,9994.97,0.39,0.58,275
0,node,Line,UPGRADE,0.94,0.94,194780.35,50250387926.26,224165.98,0.35,0.71,251
0,node,Module,BUG,0.97,0.97,171.76,64160.68,253.3,0.77,0.9,280
0,node,Module,DOCS,0.81,0.81,52.87,4510.93,67.16,0.17,0.64,231
0,node,Module,FEATURE,0.82,0.82,6.24,53.8,7.34,0.16,0.49,147
0,node,Module,OTHER,0.97,0.97,2337.21,10133896.46,3183.38,0.68,0.91,299
0,node,Module,REFACTOR,0.93,0.93,82.19,11637.63,107.88,0.42,0.59,234
0,node,Module,RELEASE,0.98,0.98,2.96,15.19,3.9,0.98,0.98,247
0,node,Module,SUPPORT,0.98,0.98,16.34,687.3,26.22,0.79,0.89,249
0,node,Module,TESTING,0.97,0.97,400.66,277960.82,527.22,0.49,0.78,275
0,node,Module,UPGRADE,0.94,0.94,1955.18,5779785.53,2404.12,0.49,0.76,251
0,nova,Line,BUG,0.5,0.5,43898.03,8818382412.4,93906.24,0.06,0.1,204
0,nova,Line,DOCS,0.76,0.76,5051.27,74117065.73,8609.13,0.31,0.37,139
0,nova,Line,FEATURE,0.77,0.76,636.07,954264.83,976.86,0.12,0.12,94
0,nova,Line,OTHER,0.41,0.4,324633.55,399184656814.45,631810.62,0.08,0.15,207
0,nova,Line,REFACTOR,0.92,0.92,2698.17,26695670.19,5166.79,0.48,0.67,132
0,nova,Line,RELEASE,0.31,0.29,2609.73,25012344.6,5001.23,0.08,0.14,144
0,nova,Line,SUPPORT,0.86,0.86,13908.45,416669432.93,20412.48,0.03,0.08,154
0,nova,Line,TESTING,0.89,0.89,9160.16,268365029.27,16381.85,0.33,0.5,190
0,nova,Line,UPGRADE,0.67,0.66,1904.4,7978918.92,2824.7,0.08,0.32,98
0,nova,Module,BUG,0.98,0.98,227.06,203906.45,451.56,0.55,0.84,204
0,nova,Module,DOCS,0.95,0.95,31.13,2943.74,54.26,0.46,0.71,139
0,nova,Module,FEATURE,0.81,0.8,15.55,505.53,22.48,0.12,0.42,94
0,nova,Module,OTHER,0.98,0.98,778.67,2765733.51,1663.05,0.62,0.88,207
0,nova,Module,REFACTOR,0.78,0.77,99.61,43786.0,209.25,0.12,0.36,132
0,nova,Module,RELEASE,0.93,0.93,8.96,174.63,13.21,0.5,0.78,144
0,nova,Module,SUPPORT,0.78,0.78,617.71,906080.13,951.88,0.05,0.08,154
0,nova,Module,TESTING,0.9,0.9,265.29,272441.74,521.96,0.23,0.35,190
0,nova,Module,UPGRADE,0.87,0.87,21.87,910.47,30.17,0.24,0.48,98
0,npm,Line,BUG,0.24,0.22,7009.67,575629826.83,23992.29,0.28,0.36,185
0,npm,Line,DOCS,0.86,0.86,360.92,265831.57,515.59,0.18,0.48,130
0,npm,Line,FEATURE,0.86,0.86,458.06,2333184.24,1527.48,0.47,0.88,68
0,npm,Line,OTHER,0.52,0.52,40075.71,6517916788.47,80733.62,0.59,0.73,254
0,npm,Line,REFACTOR,0.95,0.95,303.01,130718.77,361.55,0.83,0.83,45
0,npm,Line,RELEASE,0.88,0.87,25.78,1055.92,32.49,0.61,0.89,69
0,npm,Line,SUPPORT,0.93,0.92,329.01,402793.45,634.66,0.25,0.5,109
0,npm,Line,TESTING,0.8,0.8,1029.93,4685608.73,2164.63,0.57,0.68,173
0,npm,Line,UPGRADE,0.83,0.82,19423.69,865736846.82,29423.41,0.27,0.46,148
0,npm,Module,BUG,0.58,0.57,103.54,58216.31,241.28,0.26,0.38,185
0,npm,Module,DOCS,0.92,0.92,17.79,549.83,23.45,0.36,0.7,130
0,npm,Module,FEATURE,0.63,0.6,6.33,455.6,21.34,0.0,0.94,68
0,npm,Module,OTHER,0.55,0.54,721.78,1260311.8,1122.64,0.61,0.72,254
0,npm,Module,REFACTOR,0.97,0.96,12.28,196.76,14.03,0.83,1.0,45
0,npm,Module,RELEASE,1.0,1.0,0.4,0.39,0.62,0.94,1.0,69
0,npm,Module,SUPPORT,0.84,0.83,7.39,239.89,15.49,0.36,0.43,109
0,npm,Module,TESTING,0.9,0.9,29.13,1942.05,44.07,0.52,0.59,173
0,npm,Module,UPGRADE,0.84,0.84,297.14,214599.67,463.25,0.38,0.46,148
0,office-js,Line,BUG,0.96,0.96,14.07,331.1,18.2,0.83,1.0,21
0,office-js,Module,BUG,1.0,1.0,0.37,0.22,0.47,1.0,1.0,21
0,orleans,Line,BUG,0.65,0.64,1679.07,3760338.73,1939.16,0.05,0.19,81
0,orleans,Line,DOCS,0.7,0.66,115.94,23435.24,153.09,0.4,0.6,20
0,orleans,Line,FEATURE,0.85,0.82,454.42,311451.77,558.08,0.0,0.4,18
0,orleans,Line,OTHER,0.71,0.7,38852.04,4194183104.73,64762.51,0.09,0.22,90
0,orleans,Line,REFACTOR,0.95,0.94,573.52,353351.65,594.43,0.5,0.5,15
0,orleans,Line,RELEASE,0.86,0.84,19.25,918.0,30.3,0.43,0.57,26
0,orleans,Line,SUPPORT,0.64,0.61,2463.41,6954306.85,2637.1,0.0,0.15,50
0,orleans,Line,TESTING,0.82,0.81,2489.9,6781722.6,2604.17,0.06,0.06,65
0,orleans,Line,UPGRADE,0.52,0.44,342.83,214509.4,463.15,0.4,0.4,20
0,orleans,Module,BUG,0.75,0.74,84.22,12199.85,110.45,0.14,0.29,81
0,orleans,Module,DOCS,0.91,0.89,3.49,19.42,4.41,0.6,0.8,20
0,orleans,Module,FEATURE,0.87,0.83,52.67,3213.07,56.68,0.4,0.8,18
0,orleans,Module,OTHER,0.81,0.8,1622.1,8118761.89,2849.34,0.0,0.13,90
0,orleans,Module,REFACTOR,0.94,0.92,15.29,275.14,16.59,0.5,0.75,15
0,orleans,Module,RELEASE,0.8,0.76,0.64,0.55,0.74,0.14,0.57,26
0,orleans,Module,SUPPORT,0.82,0.8,52.74,4345.18,65.92,0.23,0.38,50
0,orleans,Module,TESTING,0.84,0.83,102.09,15903.5,126.11,0.18,0.29,65
0,orleans,Module,UPGRADE,0.4,0.25,46.37,6341.48,79.63,0.2,0.2,20
0,pandoc,Line,BUG,0.57,0.56,289.26,363869.75,603.22,0.19,0.33,83
0,pandoc,Line,DOCS,0.73,0.71,173.69,49855.95,223.28,0.0,0.78,35
0,pandoc,Line,FEATURE,0.85,0.7,0.38,0.15,0.39,0.0,0.0,6
0,pandoc,Line,OTHER,0.92,0.91,4606.7,35471532.38,5955.8,0.04,0.12,104
0,pandoc,Line,REFACTOR,0.8,0.77,200.82,92068.01,303.43,0.17,0.67,21
0,pandoc,Line,RELEASE,0.83,0.81,96.12,22071.34,148.56,0.14,0.43,26
0,pandoc,Line,SUPPORT,0.95,0.94,84.1,10397.52,101.97,0.33,0.67,46
0,pandoc,Line,TESTING,0.54,0.52,964.56,1740978.99,1319.46,0.12,0.19,64
0,pandoc,Line,UPGRADE,0.45,0.41,83.52,33478.21,182.97,0.18,0.18,42
0,pandoc,Module,BUG,0.86,0.86,14.49,375.55,19.38,0.43,0.76,83
0,pandoc,Module,DOCS,1.0,1.0,0.53,0.51,0.71,1.0,1.0,35
0,pandoc,Module,FEATURE,1.0,0.99,0.16,0.03,0.17,1.0,1.0,6
0,pandoc,Module,OTHER,0.95,0.95,162.17,42343.34,205.77,0.08,0.12,104
0,pandoc,Module,REFACTOR,0.96,0.95,2.08,10.78,3.28,0.5,0.5,21
0,pandoc,Module,RELEASE,0.91,0.89,2.41,9.98,3.16,0.14,0.57,26
0,pandoc,Module,SUPPORT,0.98,0.98,4.31,27.49,5.24,0.25,0.75,46
0,pandoc,Module,TESTING,0.83,0.82,34.77,5113.37,71.51,0.25,0.38,64
0,pandoc,Module,UPGRADE,0.95,0.94,1.89,10.42,3.23,0.45,0.91,42
0,pm2,Line,BUG,0.44,0.42,334.25,368137.78,606.74,0.13,0.22,91
0,pm2,Line,DOCS,0.12,-0.07,73.24,8537.69,92.4,0.0,0.5,15
0,pm2,Line,FEATURE,0.47,0.43,361.25,292254.58,540.61,0.0,0.2,39
0,pm2,Line,OTHER,0.37,0.35,1082.94,4119781.71,2029.72,0.07,0.26,108
0,pm2,Line,REFACTOR,0.55,0.51,857.64,968720.37,984.24,0.11,0.11,33
0,pm2,Line,RELEASE,0.62,0.57,5.8,40.29,6.35,0.29,0.29,26
0,pm2,Line,SUPPORT,0.23,0.12,146.52,41495.09,203.7,0.17,0.33,22
0,pm2,Line,TESTING,0.39,0.37,429.9,293797.51,542.03,0.12,0.18,66
0,pm2,Line,UPGRADE,0.27,0.23,178.84,65856.63,256.63,0.08,0.17,46
0,pm2,Module,BUG,0.47,0.45,15.68,661.85,25.73,0.26,0.3,91
0,pm2,Module,DOCS,0.63,0.49,3.53,34.65,5.89,0.25,0.75,15
0,pm2,Module,FEATURE,0.87,0.86,17.92,674.31,25.97,0.1,0.3,39
0,pm2,Module,OTHER,0.6,0.58,57.78,7776.29,88.18,0.19,0.52,108
0,pm2,Module,REFACTOR,0.57,0.51,20.56,692.69,26.32,0.33,0.33,33
0,pm2,Module,RELEASE,0.81,0.77,1.02,1.31,1.14,0.14,0.29,26
0,pm2,Module,SUPPORT,0.89,0.87,17.83,829.74,28.81,0.5,0.67,22
0,pm2,Module,TESTING,0.49,0.46,13.07,236.08,15.36,0.18,0.29,66
0,pm2,Module,UPGRADE,0.55,0.51,7.29,120.85,10.99,0.17,0.33,46
0,pomelo,Line,BUG,0.96,0.95,37.65,5140.14,71.69,0.69,1.0,64
0,pomelo,Module,BUG,0.98,0.97,1.56,3.59,1.89,0.19,0.56,64
0,react,Line,BUG,0.87,0.86,34876.51,3029433184.6,55040.29,0.52,0.52,98
0,react,Line,DOCS,0.64,0.62,33997.38,3139291625.61,56029.38,0.65,0.76,66
0,react,Line,FEATURE,0.42,0.33,14335.86,290687708.48,17049.57,0.17,0.67,22
0,react,Line,OTHER,0.98,0.98,77592.41,37060427275.4,192510.85,0.5,0.57,111
0,react,Line,REFACTOR,0.94,0.93,7271.28,92341606.67,9609.45,0.57,0.86,25
0,react,Line,RELEASE,0.38,0.36,3943.96,43469640.63,6593.15,0.69,0.81,61
0,react,Line,SUPPORT,0.96,0.95,11519.52,407959470.76,20198.01,0.42,0.67,47
0,react,Line,TESTING,0.83,0.83,73589.87,19243433820.53,138720.7,0.12,0.75,64
0,react,Line,UPGRADE,0.99,0.99,899.96,2003207.82,1415.35,0.89,0.89,34
0,react,Module,BUG,1.0,1.0,152.28,52805.06,229.79,0.6,0.68,98
0,react,Module,DOCS,0.65,0.62,665.89,975305.85,987.58,0.65,0.76,66
0,react,Module,FEATURE,0.85,0.82,301.17,230442.28,480.04,0.5,0.67,22
0,react,Module,OTHER,0.97,0.97,2031.25,22126135.66,4703.84,0.5,0.57,111
0,react,Module,REFACTOR,0.99,0.99,114.86,18092.47,134.51,0.57,0.57,25
0,react,Module,RELEASE,0.45,0.41,256.69,494719.15,703.36,0.5,0.81,61
0,react,Module,SUPPORT,0.99,0.99,85.21,18948.18,137.65,0.67,0.75,47
0,react,Module,TESTING,0.97,0.97,416.9,406838.45,637.84,0.69,0.81,64
0,react,Module,UPGRADE,0.97,0.96,64.92,12659.14,112.51,0.78,0.78,34
0,requests,Line,BUG,0.25,0.21,102.14,85239.43,291.96,0.27,0.4,57
0,requests,Line,DOCS,0.11,0.02,81.63,16476.53,128.36,0.0,0.12,31
0,requests,Line,FEATURE,,,0.0,0.0,0.0,,,2
0,requests,Line,OTHER,0.15,0.12,1305.51,5947385.6,2438.73,0.05,0.2,80
0,requests,Line,REFACTOR,1.0,,10.31,106.25,10.31,0.0,0.0,3
0,requests,Line,RELEASE,0.73,0.67,8.15,76.34,8.74,0.0,0.75,15
0,requests,Line,SUPPORT,0.46,0.3,34.45,1365.85,36.96,0.33,0.33,12
0,requests,Line,TESTING,0.06,-0.01,457.36,996647.81,998.32,0.0,0.2,39
0,requests,Line,UPGRADE,0.38,0.17,200.1,40694.47,201.73,0.0,0.0,7
0,requests,Module,BUG,0.57,0.54,2.56,13.5,3.67,0.53,0.67,57
0,requests,Module,DOCS,0.68,0.63,2.99,18.7,4.32,0.38,0.5,31
0,requests,Module,FEATURE,,,0.0,0.0,0.0,,,2
0,requests,Module,OTHER,0.83,0.82,36.84,4444.12,66.66,0.3,0.7,80
0,requests,Module,REFACTOR,-inf,-inf,0.22,0.05,0.22,1.0,1.0,3
0,requests,Module,RELEASE,0.97,0.96,0.87,0.96,0.98,0.5,1.0,15
0,requests,Module,SUPPORT,0.95,0.92,1.26,2.85,1.69,0.67,1.0,12
0,requests,Module,TESTING,0.63,0.58,7.06,104.46,10.22,0.2,0.5,39
0,requests,Module,UPGRADE,0.25,-0.5,3.25,10.69,3.27,0.5,1.0,7
0,roslyn,Line,BUG,0.88,0.87,23351.66,1882467018.13,43387.41,0.36,0.36,55
0,roslyn,Line,DOCS,0.76,0.73,1695.16,6920694.03,2630.72,0.57,0.57,28
0,roslyn,Line,FEATURE,0.21,0.13,52449.78,3958645285.54,62917.77,0.0,0.22,33
0,roslyn,Line,OTHER,0.85,0.84,137749.47,30613516532.24,174967.19,0.12,0.38,61
0,roslyn,Line,REFACTOR,0.61,0.58,51361.28,6393267046.32,79957.91,0.44,0.44,35
0,roslyn,Line,RELEASE,0.54,0.49,385.27,338668.89,581.95,0.12,0.12,29
0,roslyn,Line,SUPPORT,0.92,0.92,615145.47,939059372971.69,969050.76,0.0,0.27,41
0,roslyn,Line,TESTING,0.84,0.83,292503.26,214336347838.33,462964.74,0.0,0.17,45
0,roslyn,Line,UPGRADE,0.35,0.29,2574.01,17970266.15,4239.14,0.38,0.62,30
0,roslyn,Module,BUG,0.93,0.93,835.9,1461991.75,1209.13,0.21,0.43,55
0,roslyn,Module,DOCS,0.17,0.04,948.39,3746811.24,1935.67,0.0,0.14,28
0,roslyn,Module,FEATURE,0.7,0.65,1272.34,3144387.54,1773.24,0.44,0.44,33
0,roslyn,Module,OTHER,0.84,0.83,2794.0,20292544.98,4504.72,0.44,0.5,61
0,roslyn,Module,REFACTOR,0.37,0.28,1465.99,4277525.05,2068.22,0.44,0.56,35
0,roslyn,Module,RELEASE,0.88,0.86,21.55,827.16,28.76,0.12,0.62,29
0,roslyn,Module,SUPPORT,0.95,0.94,1827.55,7302927.97,2702.39,0.27,0.36,41
0,roslyn,Module,TESTING,0.9,0.9,1346.25,4436043.13,2106.19,0.0,0.42,45
0,roslyn,Module,UPGRADE,0.82,0.79,223.03,157267.24,396.57,0.25,0.5,30
0,selenium,Line,BUG,0.34,0.32,4899.19,38699556.52,6220.9,0.15,0.26,108
0,selenium,Line,DOCS,0.46,0.44,25536.77,930964743.36,30511.71,0.1,0.14,84
0,selenium,Line,FEATURE,0.92,0.9,379.42,248076.25,498.07,0.0,0.2,18
0,selenium,Line,OTHER,0.73,0.72,71272.6,17525180589.7,132382.71,0.1,0.21,114
0,selenium,Line,REFACTOR,0.29,0.26,3261.41,52837726.83,7268.96,0.12,0.25,63
0,selenium,Line,RELEASE,0.25,0.23,6330.91,130779984.86,11435.91,0.12,0.17,95
0,selenium,Line,SUPPORT,0.13,0.1,9576.9,742923620.7,27256.63,0.04,0.08,95
0,selenium,Line,TESTING,0.8,0.79,19998.63,936511701.81,30602.48,0.0,0.08,103
0,selenium,Line,UPGRADE,0.73,0.72,193.02,167792.85,409.63,0.38,0.69,52
0,selenium,Module,BUG,0.87,0.87,68.28,15171.47,123.17,0.19,0.59,108
0,selenium,Module,DOCS,0.56,0.53,409.12,276990.81,526.3,0.05,0.19,84
0,selenium,Module,FEATURE,0.96,0.95,15.79,351.87,18.76,0.0,0.0,18
0,selenium,Module,OTHER,0.86,0.85,635.29,1883892.42,1372.55,0.24,0.38,114
0,selenium,Module,REFACTOR,0.69,0.67,42.12,6451.05,80.32,0.19,0.5,63
0,selenium,Module,RELEASE,0.31,0.28,15.02,331.12,18.2,0.25,0.46,95
0,selenium,Module,SUPPORT,0.83,0.82,29.1,1679.79,40.99,0.21,0.42,95
0,selenium,Module,TESTING,0.93,0.93,121.27,36431.6,190.87,0.12,0.31,103
0,selenium,Module,UPGRADE,0.53,0.49,8.75,252.87,15.9,0.38,0.62,52
0,socket.io,Line,BUG,0.93,0.91,1710.86,3076394.89,1753.97,0.0,0.25,14
0,socket.io,Line,DOCS,0.98,0.98,14490.44,262548742.17,16203.36,0.67,0.67,11
0,socket.io,Module,BUG,0.97,0.96,77.02,8278.19,90.98,0.25,0.25,14
0,socket.io,Module,DOCS,0.92,0.86,731.19,724746.37,851.32,0.0,0.67,11
0,stylus,Line,BUG,0.93,0.92,36.15,3587.47,59.9,0.5,1.0,16
0,stylus,Line,DOCS,0.38,-0.85,419.08,175629.26,419.08,0.0,0.0,4
0,stylus,Line,FEATURE,,,0.0,0.0,0.0,,,2
0,stylus,Line,REFACTOR,-inf,,23.24,540.3,23.24,0.0,0.0,2
0,stylus,Line,TESTING,-inf,,6.54,42.78,6.54,0.0,1.0,2
0,stylus,Module,BUG,0.97,0.96,1.38,2.23,1.49,0.75,0.75,16
0,stylus,Module,DOCS,1.0,,9.53,90.77,9.53,0.0,0.0,4
0,stylus,Module,FEATURE,,,0.0,0.0,0.0,,,2
0,stylus,Module,REFACTOR,-inf,,1.01,1.01,1.01,0.0,0.0,2
0,stylus,Module,TESTING,,,0.54,0.3,0.54,1.0,1.0,2
0,superagent,Line,BUG,0.05,0.01,258.84,113747.55,337.26,0.06,0.06,63
0,superagent,Line,DOCS,0.39,0.29,85.72,10418.1,102.07,0.0,0.0,20
0,superagent,Line,FEATURE,0.99,0.96,42.61,1815.79,42.61,0.0,0.0,4
0,superagent,Line,OTHER,0.18,0.15,449.37,522218.12,722.65,0.04,0.16,98
0,superagent,Line,REFACTOR,0.6,0.46,53.07,5307.36,72.85,0.0,0.0,11
0,superagent,Line,RELEASE,0.01,-0.03,20.63,442.36,21.03,0.0,0.1,40
0,superagent,Line,SUPPORT,0.39,0.27,24.2,623.91,24.98,0.0,0.0,17
0,superagent,Line,TESTING,0.57,0.54,2947.73,34504653.01,5874.07,0.0,0.1,38
0,superagent,Line,UPGRADE,0.18,-0.23,46.62,2278.0,47.73,0.5,1.0,6
0,superagent,Module,BUG,0.77,0.75,2.12,7.84,2.8,0.38,0.81,63
0,superagent,Module,DOCS,0.9,0.87,1.31,1.79,1.34,0.0,0.2,20
0,superagent,Module,FEATURE,1.0,,1.21,1.47,1.21,1.0,1.0,4
0,superagent,Module,OTHER,0.59,0.57,9.29,171.4,13.09,0.52,0.72,98
0,superagent,Module,REFACTOR,0.9,0.84,1.51,3.13,1.77,0.0,0.33,11
0,superagent,Module,RELEASE,0.06,-0.01,0.6,0.45,0.67,0.5,1.0,40
0,superagent,Module,SUPPORT,0.91,0.89,0.73,0.9,0.95,0.4,0.6,17
0,superagent,Module,TESTING,0.85,0.83,15.09,1260.3,35.5,0.5,0.7,38
0,superagent,Module,UPGRADE,0.67,0.02,5.68,57.09,7.56,0.5,0.5,6
0,swagger-ui,Line,BUG,0.07,0.04,7255.31,101434266.15,10071.46,0.0,0.1,81
0,swagger-ui,Line,DOCS,0.96,0.94,3982.86,41785278.01,6464.15,0.0,0.0,11
0,swagger-ui,Line,FEATURE,0.25,0.17,30367.8,1742104606.34,41738.53,0.14,0.43,28
0,swagger-ui,Line,REFACTOR,0.65,0.3,118.99,19630.26,140.11,0.0,0.0,6
0,swagger-ui,Line,TESTING,0.58,0.52,47498.26,5478131433.58,74014.4,0.67,0.67,21
0,swagger-ui,Module,BUG,0.82,0.81,112.7,27483.82,165.78,0.43,0.62,81
0,swagger-ui,Module,DOCS,0.96,0.94,68.98,13017.86,114.1,0.67,0.67,11
0,swagger-ui,Module,FEATURE,0.82,0.79,263.64,135368.91,367.93,0.43,0.57,28
0,swagger-ui,Module,REFACTOR,0.96,0.84,3.45,17.4,4.17,0.0,0.5,6
0,swagger-ui,Module,TESTING,0.79,0.73,332.17,278077.26,527.33,0.5,0.67,21
0,systemjs,Line,BUG,0.29,0.27,1280.78,20350497.5,4511.15,0.04,0.14,111
0,systemjs,Line,DOCS,0.09,-0.01,1799.73,7391725.25,2718.77,0.14,0.14,27
0,systemjs,Line,FEATURE,0.62,-0.14,11.13,129.53,11.38,0.5,0.5,5
0,systemjs,Line,OTHER,0.53,0.52,6322.29,186530361.35,13657.61,0.21,0.33,166
0,systemjs,Line,REFACTOR,0.94,0.92,345.4,189053.68,434.8,0.33,0.67,12
0,systemjs,Line,RELEASE,1.0,,209.08,43713.16,209.08,0.0,0.0,3
0,systemjs,Line,SUPPORT,0.2,0.16,599.64,617652.83,785.91,0.07,0.07,54
0,systemjs,Line,TESTING,0.67,0.65,27223.94,1354777408.42,36807.3,0.08,0.15,50
0,systemjs,Line,UPGRADE,0.78,0.7,61195.94,4442560311.34,66652.53,0.0,0.33,11
0,systemjs,Module,BUG,0.66,0.65,42.12,11210.77,105.88,0.07,0.25,111
0,systemjs,Module,DOCS,0.39,0.28,19.88,955.1,30.9,0.14,0.29,27
0,systemjs,Module,FEATURE,-inf,-inf,13.76,357.46,18.91,0.5,0.5,5
0,systemjs,Module,OTHER,0.85,0.84,61.77,14404.69,120.02,0.4,0.57,166
0,systemjs,Module,REFACTOR,0.98,0.96,1.43,3.03,1.74,1.0,1.0,12
0,systemjs,Module,RELEASE,-inf,-inf,15.5,240.14,15.5,0.0,0.0,3
0,systemjs,Module,SUPPORT,0.65,0.62,9.84,153.79,12.4,0.36,0.5,54
0,systemjs,Module,TESTING,0.66,0.63,592.07,599270.13,774.13,0.0,0.08,50
0,systemjs,Module,UPGRADE,0.83,0.73,158.39,29589.7,172.02,0.33,0.33,11
0,tensorflow,Line,BUG,0.3,0.28,28079.18,10621253618.54,103059.47,0.24,0.33,84
0,tensorflow,Line,DOCS,0.37,0.33,8962.52,142636956.17,11943.07,0.17,0.25,47
0,tensorflow,Line,FEATURE,0.78,0.76,5097.65,39170088.85,6258.6,0.11,0.33,35
0,tensorflow,Line,OTHER,0.88,0.87,327562.98,307181986960.32,554240.01,0.22,0.22,90
0,tensorflow,Line,REFACTOR,0.95,0.95,6688.52,83946918.22,9162.26,0.22,0.56,35
0,tensorflow,Line,RELEASE,0.14,0.1,19548.97,1274633708.97,35702.01,0.12,0.18,65
0,tensorflow,Line,SUPPORT,0.97,0.97,3290.35,15233767.58,3903.05,0.73,0.82,42
0,tensorflow,Line,TESTING,0.58,0.56,12493.32,298993386.03,17291.43,0.27,0.4,59
0,tensorflow,Line,UPGRADE,0.4,0.37,28656.29,1429183496.73,37804.54,0.0,0.0,53
0,tensorflow,Module,BUG,0.91,0.91,208.28,67667.64,260.13,0.52,0.67,84
0,tensorflow,Module,DOCS,0.32,0.26,485.73,363849.09,603.2,0.08,0.33,47
0,tensorflow,Module,FEATURE,0.82,0.79,42.51,3407.98,58.38,0.33,0.56,35
0,tensorflow,Module,OTHER,0.91,0.9,5244.11,91297267.92,9554.96,0.26,0.43,90
0,tensorflow,Module,REFACTOR,0.84,0.82,132.07,31569.85,177.68,0.22,0.56,35
0,tensorflow,Module,RELEASE,0.11,0.06,25.98,1814.88,42.6,0.47,0.59,65
0,tensorflow,Module,SUPPORT,0.99,0.99,102.83,21978.01,148.25,0.82,0.82,42
0,tensorflow,Module,TESTING,0.94,0.94,145.62,53739.84,231.82,0.47,0.67,59
0,tensorflow,Module,UPGRADE,0.84,0.83,20.77,664.73,25.78,0.36,0.64,53
0,vega,Line,BUG,0.03,-0.01,328.35,289110.7,537.69,0.33,0.4,58
0,vega,Line,DOCS,0.01,-0.04,6819.75,205860743.73,14347.85,0.23,0.23,52
0,vega,Module,BUG,0.88,0.87,12.77,521.15,22.83,0.2,0.53,58
0,vega,Module,DOCS,0.08,0.0,9.23,116.54,10.8,0.38,0.69,52
0,video.js,Line,BUG,0.72,0.71,8096.58,301048796.09,17350.76,0.63,0.65,203
0,video.js,Line,DOCS,0.68,0.67,450728.42,1015339357800.34,1007640.49,0.0,0.41,68
0,video.js,Line,FEATURE,0.9,0.89,7159.74,112450454.53,10604.27,0.68,0.79,75
0,video.js,Line,OTHER,0.89,0.89,7544.33,237861228.42,15422.75,0.79,0.81,321
0,video.js,Line,REFACTOR,0.69,0.67,22941.95,831366486.74,28833.43,0.33,0.56,35
0,video.js,Line,RELEASE,0.55,0.53,3091.88,11257019.16,3355.15,0.05,0.25,80
0,video.js,Line,SUPPORT,0.92,0.91,150.89,28273.86,168.15,0.29,0.86,25
0,video.js,Line,TESTING,0.56,0.55,20069.54,1063178780.86,32606.42,0.48,0.52,82
0,video.js,Line,UPGRADE,0.64,0.46,65109.97,5554111232.43,74525.91,0.0,0.33,9
0,video.js,Module,BUG,0.94,0.94,151.55,95894.64,309.67,0.73,0.78,203
0,video.js,Module,DOCS,0.85,0.84,898.58,4350883.66,2085.88,0.47,0.47,68
0,video.js,Module,FEATURE,0.97,0.97,125.64,55759.97,236.14,0.68,0.95,75
0,video.js,Module,OTHER,0.96,0.96,36.48,9227.62,96.06,0.85,0.91,321
0,video.js,Module,REFACTOR,0.55,0.5,1036.09,1727209.68,1314.23,0.33,0.56,35
0,video.js,Module,RELEASE,0.97,0.96,23.07,617.12,24.84,0.85,0.9,80
0,video.js,Module,SUPPORT,1.0,1.0,4.9,41.59,6.45,1.0,1.0,25
0,video.js,Module,TESTING,0.98,0.98,34.01,4764.16,69.02,0.81,1.0,82
0,video.js,Module,UPGRADE,0.99,0.99,67.24,6740.18,82.1,0.67,0.67,9
0,vue,Line,BUG,0.99,0.99,211.96,97872.54,312.85,0.93,1.0,118
0,vue,Line,DOCS,0.85,0.8,41.19,2112.46,45.96,0.67,0.67,11
0,vue,Line,FEATURE,0.88,0.86,56.73,4419.68,66.48,0.5,0.5,24
0,vue,Line,OTHER,0.87,0.87,6934.44,103476622.73,10172.35,0.09,0.24,129
