browser-sync:BUG - Pearsons correlation:
E_Module => NT_CC: 0.6504159760488188
E_Module => NO_CC: 0.5423978017121608
E_Module => T_CC: 0.3670526364642388
E_Module => NT_EC: 0.6504159760488188
E_Module => NO_CC: 0.5423978017121608
E_Module => T_EC: 0.3670526364642388
E_Module => T_Line: 0.19308413222098858

browser-sync:BUG - Pearsons correlation:
E_Line => NT_CC: 0.26056849781289326
E_Line => NO_CC: 0.12912593537347516
E_Line => T_CC: 0.17372596093652465
E_Line => NT_EC: 0.26056849781289326
E_Line => NO_CC: 0.12912593537347516
E_Line => T_EC: 0.17372596093652465
E_Line => T_Line: 0.29630850877222903

browser-sync:BUG - Spearman correlation:
E_Module => NT_CC: 0.9553253072014771
E_Module => NO_CC: 0.9169686427493047
E_Module => T_CC: 0.942868078569708
E_Module => NT_EC: 0.9553253072014771
E_Module => NO_CC: 0.9169686427493047
E_Module => T_EC: 0.942868078569708
E_Module => T_Line: 0.5409542674429424

browser-sync:BUG - Spearman correlation:
E_Line => NT_CC: 0.9465977409538495
E_Line => NO_CC: 0.9148551027542162
E_Line => T_CC: 0.9394493996083971
E_Line => NT_EC: 0.9465977409538495
E_Line => NO_CC: 0.9148551027542162
E_Line => T_EC: 0.9394493996083971
E_Line => T_Line: 0.542811325790269

browser-sync:DOCS - Pearsons correlation:
E_Module => NT_CC: 0.6189813325203953
E_Module => NO_CC: 0.29129704005284895
E_Module => T_CC: 0.5120037060935523
E_Module => NT_EC: 0.6189813325203953
E_Module => NO_CC: 0.29129704005284895
E_Module => T_EC: 0.5120037060935523
E_Module => T_Line: -0.03219027692888729

browser-sync:DOCS - Pearsons correlation:
E_Line => NT_CC: 0.7393899118089797
E_Line => NO_CC: 0.2920326044464864
E_Line => T_CC: 0.6151175666367062
E_Line => NT_EC: 0.7393899118089797
E_Line => NO_CC: 0.2920326044464864
E_Line => T_EC: 0.6151175666367062
E_Line => T_Line: -0.015746302843916336

browser-sync:DOCS - Spearman correlation:
E_Module => NT_CC: 0.9997836166076205
E_Module => NO_CC: 0.999017923671515
E_Module => T_CC: 0.9991381363688818
E_Module => NT_EC: 0.9997836166076205
E_Module => NO_CC: 0.999017923671515
E_Module => T_EC: 0.9991381363688818
E_Module => T_Line: 0.11561600471226183

browser-sync:DOCS - Spearman correlation:
E_Line => NT_CC: 0.9992342219822355
E_Line => NO_CC: 0.9977841174223093
E_Line => T_CC: 0.9989273260522266
E_Line => NT_EC: 0.9992342219822355
E_Line => NO_CC: 0.9977841174223093
E_Line => T_EC: 0.9989273260522266
E_Line => T_Line: 0.11702479344495402

browser-sync:REFACTOR - Pearsons correlation:
E_Module => NT_CC: 0.81228630882885
E_Module => NO_CC: 0.9178744832435013
E_Module => T_CC: 0.81228630882885
E_Module => NT_EC: 0.81228630882885
E_Module => NO_CC: 0.9178744832435013
E_Module => T_EC: 0.81228630882885
E_Module => T_Line: -0.014111286739951004

browser-sync:REFACTOR - Pearsons correlation:
E_Line => NT_CC: 0.7589677272968091
E_Line => NO_CC: 0.7330680059403567
E_Line => T_CC: 0.7589677272968091
E_Line => NT_EC: 0.7589677272968091
E_Line => NO_CC: 0.7330680059403567
E_Line => T_EC: 0.7589677272968091
E_Line => T_Line: 0.04454200326329684

browser-sync:REFACTOR - Spearman correlation:
E_Module => NT_CC: 0.9999522175058857
E_Module => NO_CC: 0.9999946910031082
E_Module => T_CC: 0.9999522175058857
