Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records,D_Records,P_NA
angular.js,Line_CC,BUG,1.0,1.0,6038.94,191830705.46,13850.3,0.28,0.44,204,0,0.047
angular.js,Line_EC,BUG,1.0,1.0,11260.32,1107791897.18,33283.51,0.36,0.49,204,0,0.115
angular.js,Line_UC,BUG,1.0,1.0,360.58,1110479.08,1053.79,0.52,0.64,204,0,0.267
angular.js,Module_CC,BUG,1.0,1.0,95.29,40865.83,202.15,0.44,0.75,204,0,0.047
angular.js,Module_EC,BUG,1.0,1.0,119.75,141163.54,375.72,0.48,0.71,204,0,0.115
angular.js,Module_UC,BUG,1.0,1.0,22.1,3447.76,58.72,0.6,0.77,204,0,0.267
angular,Line_CC,BUG,1.0,1.0,5533.28,147658516.57,12151.48,0.39,0.55,411,0,0.159
angular,Line_EC,BUG,1.0,1.0,3259.83,341541449.89,18480.84,0.71,0.76,411,0,0.446
angular,Line_UC,BUG,1.0,1.0,2628.1,100030372.25,10001.52,0.5,0.64,411,0,0.235
angular,Module_CC,BUG,1.0,1.0,331.19,685839.29,828.15,0.43,0.58,411,0,0.159
angular,Module_EC,BUG,1.0,1.0,208.63,1214542.35,1102.06,0.75,0.82,411,0,0.446
angular,Module_UC,BUG,1.0,1.0,81.76,120329.47,346.89,0.52,0.69,411,0,0.235
angular.js,Line_CC,DOCS,1.0,1.0,7049.12,942515219.84,30700.41,0.34,0.51,204,0,0.064
angular.js,Line_EC,DOCS,1.0,1.0,8175.4,1618331633.15,40228.49,0.43,0.54,204,0,0.159
angular.js,Line_UC,DOCS,1.0,1.0,871.0,13230202.36,3637.33,0.52,0.61,204,0,0.293
angular.js,Module_CC,DOCS,1.0,1.0,63.87,13457.66,116.01,0.5,0.72,204,0,0.064
angular.js,Module_EC,DOCS,1.0,1.0,45.13,32696.38,180.82,0.65,0.76,204,0,0.159
angular.js,Module_UC,DOCS,1.0,1.0,11.37,1753.41,41.87,0.73,0.82,204,0,0.293
angular,Line_CC,DOCS,1.0,1.0,7208.13,465665952.95,21579.29,0.36,0.48,411,0,0.174
angular,Line_EC,DOCS,1.0,1.0,1074.36,14006451.67,3742.52,0.78,0.8,411,0,0.513
angular,Line_UC,DOCS,1.0,1.0,803.85,5578609.35,2361.91,0.58,0.68,411,0,0.302
angular,Module_CC,DOCS,1.0,1.0,231.81,595202.01,771.49,0.49,0.63,411,0,0.174
angular,Module_EC,DOCS,1.0,1.0,10.18,2643.05,51.41,0.82,0.86,411,0,0.513
angular,Module_UC,DOCS,1.0,1.0,21.85,6353.07,79.71,0.66,0.75,411,0,0.302
angular.js,Line_CC,REFACTOR,1.0,1.0,2186.21,60697630.41,7790.87,0.5,0.57,204,0,0.218
angular.js,Line_EC,REFACTOR,1.0,1.0,514.09,2451505.26,1565.73,0.66,0.71,204,0,0.365
angular.js,Line_UC,REFACTOR,1.0,1.0,245.25,1521646.46,1233.55,0.71,0.73,204,0,0.428
angular.js,Module_CC,REFACTOR,1.0,1.0,18.72,2863.02,53.51,0.56,0.7,204,0,0.218
angular.js,Module_EC,REFACTOR,1.0,1.0,6.5,322.83,17.97,0.79,0.81,204,0,0.365
angular.js,Module_UC,REFACTOR,1.0,1.0,5.29,491.12,22.16,0.78,0.84,204,0,0.428
angular,Line_CC,REFACTOR,1.0,1.0,3997.85,97966347.86,9897.8,0.43,0.54,411,0,0.212
angular,Line_EC,REFACTOR,1.0,1.0,1296.05,72861438.31,8535.89,0.83,0.86,411,0,0.541
angular,Line_UC,REFACTOR,1.0,1.0,2243.45,73157813.04,8553.23,0.63,0.71,411,0,0.369
angular,Module_CC,REFACTOR,1.0,1.0,185.26,364231.37,603.52,0.48,0.59,411,0,0.212
angular,Module_EC,REFACTOR,1.0,1.0,54.49,73930.05,271.9,0.81,0.82,411,0,0.541
angular,Module_UC,REFACTOR,1.0,1.0,68.47,51210.22,226.3,0.59,0.7,411,0,0.369
angular.js,Line_CC,TESTING,1.0,1.0,2535.26,29568380.53,5437.68,0.39,0.48,204,0,0.181
angular.js,Line_EC,TESTING,1.0,1.0,968.95,54006897.69,7348.94,0.58,0.62,204,0,0.343
angular.js,Line_UC,TESTING,1.0,1.0,103.16,171701.79,414.37,0.7,0.73,204,0,0.407
angular.js,Module_CC,TESTING,1.0,1.0,17.17,1520.23,38.99,0.58,0.73,204,0,0.181
angular.js,Module_EC,TESTING,1.0,1.0,9.31,4804.05,69.31,0.73,0.82,204,0,0.343
angular.js,Module_UC,TESTING,1.0,1.0,2.0,28.08,5.3,0.75,0.83,204,0,0.407
angular,Line_CC,TESTING,1.0,1.0,6660.72,256765933.07,16023.92,0.43,0.5,411,0,0.241
angular,Line_EC,TESTING,1.0,1.0,1142.3,229362695.75,15144.73,0.86,0.87,411,0,0.585
angular,Line_UC,TESTING,1.0,1.0,1944.94,59682730.65,7725.46,0.69,0.74,411,0,0.381
angular,Module_CC,TESTING,1.0,1.0,34.95,8354.85,91.4,0.53,0.68,411,0,0.241
angular,Module_EC,TESTING,1.0,1.0,50.54,312890.15,559.37,0.86,0.88,411,0,0.585
angular,Module_UC,TESTING,1.0,1.0,20.37,4478.19,66.92,0.64,0.73,411,0,0.381
angular.js,Line_CC,FEATURE,1.0,1.0,2338.91,38241150.69,6183.94,0.5,0.65,204,0,0.211
angular.js,Line_EC,FEATURE,1.0,1.0,417.08,1461971.85,1209.12,0.68,0.75,204,0,0.369
angular.js,Line_UC,FEATURE,1.0,1.0,306.96,809207.63,899.56,0.75,0.77,204,0,0.475
angular.js,Module_CC,FEATURE,1.0,1.0,23.82,6569.23,81.05,0.62,0.75,204,0,0.211
angular.js,Module_EC,FEATURE,1.0,1.0,9.46,2770.74,52.64,0.77,0.85,204,0,0.369
angular.js,Module_UC,FEATURE,1.0,1.0,3.03,112.97,10.63,0.83,0.92,204,0,0.475
angular,Line_CC,FEATURE,1.0,1.0,4003.4,212751959.79,14586.02,0.55,0.67,411,0,0.273
angular,Line_EC,FEATURE,1.0,1.0,6958.33,2462136348.13,49619.92,0.86,0.91,411,0,0.603
angular,Line_UC,FEATURE,1.0,1.0,1737.6,31481931.24,5610.88,0.66,0.74,411,0,0.419
angular,Module_CC,FEATURE,1.0,1.0,115.34,225434.76,474.8,0.59,0.72,411,0,0.273
angular,Module_EC,FEATURE,1.0,1.0,51.63,77233.47,277.91,0.87,0.89,411,0,0.603
angular,Module_UC,FEATURE,1.0,1.0,29.66,16662.22,129.08,0.7,0.75,411,0,0.419
angular.js,Line_CC,UPGRADE,1.0,1.0,952.86,31875990.3,5645.88,0.87,0.87,204,0,0.464
angular.js,Line_EC,UPGRADE,1.0,1.0,74.82,73109.54,270.39,0.87,0.88,204,0,0.556
angular.js,Line_UC,UPGRADE,1.0,1.0,322.52,1975479.54,1405.52,0.93,0.93,204,0,0.641
angular.js,Module_CC,UPGRADE,1.0,1.0,11.15,1453.01,38.12,0.81,0.81,204,0,0.464
angular.js,Module_EC,UPGRADE,1.0,1.0,0.58,16.12,4.02,0.89,0.89,204,0,0.556
